company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Phillips 66,PSX,,1534701,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:23:14+00:00,880000000.0,,0.0,-232000000.0,0.0,0.0,-1440000000.0,-652000000.0,2092000000.0,,,,-1440000000.0,-652000000.0,2092000000.0,0.0,740000000.0,740000000.0,,704000000.0,-1411000000.0,-184000000.0,,0.0,,-1150000000.0,-29000000.0,0.0,20000000.0,662000000.0
Phillips 66,PSX,,1534701,2011.0,Q4,2011-10-01,2011-12-31,,241000000.0,,,2003000000.0,,,-5066000000.0,2335000000.0,2731000000.0,,,,-5066000000.0,2335000000.0,2731000000.0,,2012000000.0,2012000000.0,,-1525000000.0,-5060000000.0,281000000.0,,,,-369000000.0,-6000000.0,,,2423000000.0
Phillips 66,PSX,,1534701,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 13:27:26+00:00,902000000.0,,0.0,1243000000.0,0.0,0.0,-7498000000.0,2498000000.0,4953000000.0,0.0,-6000000.0,53000000.0,-7498000000.0,2492000000.0,5006000000.0,0.0,4780000000.0,4737000000.0,43000000.0,-1929000000.0,-7471000000.0,887000000.0,,-1000000.0,,-1016000000.0,-26000000.0,0.0,,2627000000.0
Phillips 66,PSX,,1534701,2011.0,Q3,2011-07-01,2011-09-30,,222000000.0,,,-895000000.0,,,-751000000.0,14000000.0,737000000.0,,,,-751000000.0,14000000.0,737000000.0,,1051000000.0,1051000000.0,,359000000.0,-744000000.0,7000000.0,,,,-260000000.0,-7000000.0,,150000000.0,117000000.0
Phillips 66,PSX,,1534701,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-01 17:31:08+00:00,667000000.0,,,-756000000.0,,,-2432000000.0,157000000.0,2275000000.0,,,,-2432000000.0,157000000.0,2275000000.0,,2768000000.0,2768000000.0,,-404000000.0,-2411000000.0,56000000.0,,,,-653000000.0,-21000000.0,,550000000.0,204000000.0
Phillips 66,PSX,,1534701,2011.0,Q2,2011-04-01,2011-06-30,,226000000.0,,,2171000000.0,,,-3314000000.0,276000000.0,3032000000.0,,,,-3314000000.0,276000000.0,3038000000.0,,1040000000.0,1040000000.0,,-405000000.0,-1667000000.0,48000000.0,,-1639000000.0,,-228000000.0,-8000000.0,,400000000.0,56000000.0
Phillips 66,PSX,,1534701,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 16:35:20+00:00,445000000.0,,,139000000.0,,,-1681000000.0,143000000.0,1538000000.0,,,,-1681000000.0,143000000.0,1538000000.0,,1717000000.0,1717000000.0,,-763000000.0,-1667000000.0,49000000.0,,,,-393000000.0,-14000000.0,,400000000.0,87000000.0
Phillips 66,PSX,,1534701,2011.0,Q1,2011-01-01,2011-03-31,2012-05-16 12:00:29+00:00,219000000.0,,,-2032000000.0,,,1633000000.0,-133000000.0,-1494000000.0,,,,1633000000.0,-133000000.0,-1500000000.0,0.0,677000000.0,677000000.0,,-358000000.0,,1000000.0,,1639000000.0,,-165000000.0,-6000000.0,,,31000000.0
Phillips 66,PSX,,1534701,2012.0,Q4,2012-10-01,2012-12-31,,237000000.0,,14000000.0,-272000000.0,47000000.0,7794000000.0,-1381000000.0,-847000000.0,1268000000.0,,-20000000.0,37000000.0,-1381000000.0,-867000000.0,1305000000.0,-929000000.0,710000000.0,662000000.0,48000000.0,641000000.0,-7581000000.0,,,-287000000.0,,-874000000.0,-998000000.0,-356000000.0,,27000000.0
Phillips 66,PSX,,1534701,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 11:58:29+00:00,906000000.0,,14000000.0,-919000000.0,47000000.0,7794000000.0,699000000.0,-1515000000.0,4259000000.0,0.0,-20000000.0,37000000.0,699000000.0,-1535000000.0,4296000000.0,3474000000.0,4131000000.0,4083000000.0,48000000.0,189000000.0,-5255000000.0,-100000000.0,,-287000000.0,,-1701000000.0,-1244000000.0,-356000000.0,,286000000.0
