company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentliabilities,otherequity,othernoncurrentassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Phillips 66,PSX,,1534701,2011.0,FY,,2011-12-31,2013-02-22 13:23:14+00:00,10792000000.0,10025000000.0,122000000.0,787000000.0,0.0,0.0,1087000000.0,64000000.0,3332000000.0,732000000.0,361000000.0,10306000000.0,3466000000.0,14771000000.0,29000000.0,466000000.0,5803000000.0,117000000.0,,411000000.0,23142000000.0,122000000.0,457000000.0,,0.0,30000000.0,43211000000.0,23264000000.0,13948000000.0,12384000000.0,23264000000.0,23293000000.0,19918000000.0,43211000000.0,14492000000.0,7534000000.0,0.0
Phillips 66,PSX,,1534701,2012.0,FY,,2012-12-31,2014-02-21 13:27:26+00:00,10710000000.0,10403000000.0,-314000000.0,740000000.0,3474000000.0,18732000000.0,901000000.0,441000000.0,3344000000.0,724000000.0,6961000000.0,10471000000.0,3430000000.0,15407000000.0,31000000.0,315000000.0,5444000000.0,1325000000.0,,417000000.0,,165000000.0,655000000.0,,2713000000.0,13000000.0,48073000000.0,20775000000.0,17962000000.0,12482000000.0,20775000000.0,20806000000.0,27267000000.0,48073000000.0,14704000000.0,14785000000.0,-356000000.0
Phillips 66,PSX,,1534701,2012.0,Q3,,2012-09-30,2012-11-01 17:31:08+00:00,13452000000.0,10793000000.0,-129000000.0,766000000.0,4430000000.0,18649000000.0,1392000000.0,350000000.0,3344000000.0,726000000.0,7393000000.0,10800000000.0,5743000000.0,15311000000.0,33000000.0,562000000.0,5436000000.0,1081000000.0,,607000000.0,,176000000.0,907000000.0,,2164000000.0,585000000.0,52230000000.0,20573000000.0,21873000000.0,16386000000.0,20573000000.0,20606000000.0,31624000000.0,52230000000.0,15046000000.0,15238000000.0,-111000000.0
Phillips 66,PSX,,1534701,2012.0,Q2,,2012-06-30,2012-08-03 16:35:20+00:00,11474000000.0,9213000000.0,-358000000.0,770000000.0,3104000000.0,18614000000.0,1091000000.0,275000000.0,3344000000.0,728000000.0,7396000000.0,10640000000.0,5496000000.0,15169000000.0,31000000.0,505000000.0,5497000000.0,1057000000.0,,941000000.0,,168000000.0,713000000.0,,692000000.0,590000000.0,48575000000.0,18948000000.0,18526000000.0,14371000000.0,18948000000.0,18979000000.0,29596000000.0,48575000000.0,14880000000.0,15225000000.0,
Phillips 66,PSX,,1534701,2012.0,Q1,,2012-03-31,2012-05-16 12:00:29+00:00,12814000000.0,11320000000.0,160000000.0,774000000.0,0.0,,1195000000.0,35000000.0,3329000000.0,730000000.0,5971000000.0,10795000000.0,5040000000.0,14854000000.0,31000000.0,471000000.0,6008000000.0,119000000.0,,461000000.0,24752000000.0,162000000.0,718000000.0,6050000000.0,,207000000.0,52998000000.0,24912000000.0,23128000000.0,14712000000.0,24912000000.0,24943000000.0,28055000000.0,52998000000.0,15016000000.0,13343000000.0,
Phillips 66,PSX,,1534701,2013.0,FY,,2013-12-31,2015-02-20 11:58:29+00:00,11090000000.0,9632000000.0,37000000.0,700000000.0,5400000000.0,18893000000.0,872000000.0,476000000.0,3096000000.0,698000000.0,6131000000.0,11220000000.0,3354000000.0,15398000000.0,442000000.0,598000000.0,6125000000.0,921000000.0,,469000000.0,,149000000.0,851000000.0,,5622000000.0,24000000.0,49798000000.0,21950000000.0,19237000000.0,12931000000.0,21950000000.0,22392000000.0,27406000000.0,49798000000.0,15163000000.0,14475000000.0,-2602000000.0
Phillips 66,PSX,,1534701,2013.0,Q3,,2013-09-30,2013-10-31 16:48:33+00:00,12744000000.0,9744000000.0,-367000000.0,687000000.0,5942000000.0,18845000000.0,889000000.0,332000000.0,3228000000.0,713000000.0,6132000000.0,10728000000.0,4737000000.0,15077000000.0,444000000.0,571000000.0,5633000000.0,1286000000.0,,691000000.0,,152000000.0,662000000.0,,5030000000.0,24000000.0,50983000000.0,21550000000.0,21085000000.0,14680000000.0,21550000000.0,21994000000.0,28989000000.0,50983000000.0,14821000000.0,14309000000.0,-1958000000.0
Phillips 66,PSX,,1534701,2013.0,Q2,,2013-06-30,2013-08-01 15:37:55+00:00,12328000000.0,9793000000.0,-566000000.0,667000000.0,4220000000.0,18818000000.0,825000000.0,300000000.0,3228000000.0,716000000.0,6455000000.0,10624000000.0,5033000000.0,14679000000.0,35000000.0,304000000.0,5480000000.0,1328000000.0,,538000000.0,,153000000.0,1483000000.0,,4687000000.0,14000000.0,49929000000.0,21655000000.0,20529000000.0,14005000000.0,21655000000.0,21690000000.0,28239000000.0,49929000000.0,14721000000.0,14234000000.0,-1284000000.0
Phillips 66,PSX,,1534701,2013.0,Q1,,2013-03-31,2013-05-02 15:04:28+00:00,13138000000.0,9910000000.0,-622000000.0,703000000.0,4753000000.0,18781000000.0,1010000000.0,238000000.0,3344000000.0,727000000.0,6958000000.0,10498000000.0,5811000000.0,15257000000.0,34000000.0,315000000.0,5507000000.0,1339000000.0,,552000000.0,,155000000.0,696000000.0,,3923000000.0,13000000.0,51151000000.0,21344000000.0,21170000000.0,14951000000.0,21344000000.0,21378000000.0,29773000000.0,51151000000.0,14724000000.0,14822000000.0,-738000000.0
Phillips 66,PSX,,1534701,2014.0,FY,,2014-12-31,2015-10-30 15:12:58+00:00,8064000000.0,7255000000.0,-531000000.0,683000000.0,5207000000.0,19046000000.0,878000000.0,462000000.0,3274000000.0,900000000.0,7842000000.0,10189000000.0,3397000000.0,17346000000.0,447000000.0,289000000.0,5491000000.0,1305000000.0,,848000000.0,,336000000.0,837000000.0,,9309000000.0,842000000.0,48741000000.0,21590000000.0,16696000000.0,11094000000.0,21590000000.0,22037000000.0,26704000000.0,48741000000.0,14699000000.0,15610000000.0,6234000000.0
