company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Phillips 66,PSX,,1534701,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 13:23:14+00:00,22000000.0,1.17,1.17,0.0,880000000.0,1.16,1699000000.0,579000000.0,740000000.0,740000000.0,,735000000.0,5000000.0,125092000000.0,146561000000.0,89000000.0,14070000000.0,-241000000.0,5573000000.0,125092000000.0,21469000000.0,1000000.0,1765000000.0,22003000000.0,-534000000.0,1853000000.0,1319000000.0,146561000000.0,628200000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q4,2011-10-01,2011-12-31,,10000000.0,4.28,4.28,,241000000.0,4.23,-16000000.0,339000000.0,2012000000.0,2012000000.0,,2011000000.0,1000000.0,42984000000.0,52631000000.0,-28000000.0,433000000.0,-175000000.0,4439000000.0,42984000000.0,9647000000.0,6000000.0,-2330000000.0,4932000000.0,4715000000.0,-2364000000.0,2351000000.0,52631000000.0,627500000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 13:27:26+00:00,21000000.0,7.61,7.61,0.0,902000000.0,7.52,472000000.0,1822000000.0,4780000000.0,4737000000.0,43000000.0,4775000000.0,5000000.0,172768000000.0,195931000000.0,45000000.0,14253000000.0,-1638000000.0,5465000000.0,172768000000.0,23163000000.0,17000000.0,2843000000.0,19475000000.0,3688000000.0,2871000000.0,6559000000.0,195931000000.0,627500000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q3YTD,2011-01-01,2011-09-30,,11000000.0,3.33,3.33,,667000000.0,3.29,488000000.0,1505000000.0,2768000000.0,2768000000.0,,2764000000.0,4000000.0,129853000000.0,147983000000.0,28000000.0,13821000000.0,175000000.0,1042000000.0,129853000000.0,18130000000.0,11000000.0,2330000000.0,16204000000.0,1926000000.0,2347000000.0,4273000000.0,147983000000.0,628100000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 17:31:08+00:00,5000000.0,1.67,1.67,,222000000.0,1.65,486000000.0,499000000.0,1051000000.0,1051000000.0,,1049000000.0,2000000.0,43905000000.0,50610000000.0,18000000.0,4719000000.0,221000000.0,372000000.0,43905000000.0,6705000000.0,4000000.0,856000000.0,6025000000.0,680000000.0,870000000.0,1550000000.0,50610000000.0,628100000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q2YTD,2011-01-01,2011-06-30,,6000000.0,1.66,1.66,,445000000.0,1.64,2000000.0,1006000000.0,1717000000.0,1717000000.0,,1715000000.0,2000000.0,85948000000.0,97373000000.0,10000000.0,9102000000.0,-46000000.0,670000000.0,85948000000.0,11425000000.0,7000000.0,1474000000.0,10179000000.0,1246000000.0,1477000000.0,2723000000.0,97373000000.0,625900000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 16:35:20+00:00,6000000.0,1.66,1.66,,226000000.0,1.64,2000000.0,588000000.0,1040000000.0,1040000000.0,,1039000000.0,1000000.0,46600000000.0,52594000000.0,9000000.0,4618000000.0,-43000000.0,347000000.0,46600000000.0,5994000000.0,3000000.0,784000000.0,5156000000.0,838000000.0,790000000.0,1628000000.0,52594000000.0,625900000.0,627628000.0,634645000.0
Phillips 66,PSX,,1534701,2011.0,Q1,2011-01-01,2011-03-31,2012-05-16 12:00:29+00:00,,,,,219000000.0,,,418000000.0,677000000.0,677000000.0,,676000000.0,1000000.0,39348000000.0,44779000000.0,1000000.0,4484000000.0,-3000000.0,323000000.0,39348000000.0,5431000000.0,4000000.0,690000000.0,5023000000.0,408000000.0,687000000.0,1095000000.0,44779000000.0,,,
Phillips 66,PSX,,1534701,2012.0,Q4,2012-10-01,2012-12-31,,12000000.0,2.14,2.14,0.25,237000000.0,2.11,635000000.0,482000000.0,710000000.0,662000000.0,48000000.0,708000000.0,2000000.0,37498000000.0,47277000000.0,-39000000.0,464000000.0,189000000.0,4475000000.0,37498000000.0,9779000000.0,76000000.0,-2508000000.0,6012000000.0,3767000000.0,-2623000000.0,1144000000.0,47277000000.0,629600000.0,628835000.0,636764000.0
Phillips 66,PSX,,1534701,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 11:58:29+00:00,25000000.0,6.55,6.55,0.45,906000000.0,6.48,1158000000.0,2473000000.0,4131000000.0,4083000000.0,48000000.0,4124000000.0,7000000.0,154413000000.0,182752000000.0,,13712000000.0,,5736000000.0,154413000000.0,28339000000.0,246000000.0,,21537000000.0,6802000000.0,-246000000.0,6556000000.0,182752000000.0,629600000.0,628835000.0,636764000.0
