company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,FY,,2008-12-31,2010-02-26 16:23:37+00:00,1120324000.0,1644260000.0,,2329778000.0,,249198000.0,,6963741000.0,,220542000.0,108838000.0,,7731688000.0,,699552000.0,17688720000.0,323445000.0,2898276000.0,1030532000.0,101972000.0,406958000.0,56641000.0,175561000.0,4072790000.0,509154000.0,181456000.0,20656000.0,263906000.0,,,1014022000.0,,24958495000.0,6963741000.0,3015529000.0,3046245000.0,7068721000.0,7068721000.0,17889774000.0,24958495000.0,4254246000.0,14843529000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,FY,,2009-12-31,2011-02-28 07:53:49+00:00,1083572000.0,1424201000.0,-49709000.0,2029493000.0,,115648000.0,,5913753000.0,223079000.0,257739000.0,113147000.0,,7888628000.0,,566205000.0,18508296000.0,295470000.0,3255659000.0,839051000.0,454711000.0,473041000.0,,159686000.0,3821030000.0,519436000.0,,,192791000.0,,1419201000.0,1002814000.0,,25305961000.0,7283245000.0,2976635000.0,3089999000.0,7388225000.0,7388225000.0,17917736000.0,25305961000.0,3821030000.0,14827737000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,Q3,,2009-09-30,2009-10-30 16:27:16+00:00,811624000.0,1106468000.0,,2452231000.0,,90206000.0,,7191180000.0,,223278000.0,112840000.0,,7945400000.0,,618564000.0,18514792000.0,304752000.0,3278098000.0,902214000.0,136491000.0,386057000.0,128040000.0,174165000.0,4045328000.0,512576000.0,130291000.0,3279000.0,311028000.0,,,678534000.0,,25081208000.0,7191180000.0,2390797000.0,2386498000.0,7296160000.0,7296160000.0,17785048000.0,25081208000.0,4175619000.0,15398550000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,Q2,,2009-06-30,2009-07-31 15:45:37+00:00,793746000.0,1200316000.0,,2390981000.0,,380253000.0,0.0,7073723000.0,,169955000.0,112710000.0,,8055638000.0,,514751000.0,18201097000.0,309370000.0,3065689000.0,913660000.0,118790000.0,444704000.0,91393000.0,201431000.0,4072086000.0,518792000.0,155377000.0,3121000.0,253188000.0,,,828751000.0,,24987251000.0,7073723000.0,2558691000.0,2551297000.0,7178703000.0,7178703000.0,17808548000.0,24987251000.0,4227463000.0,15257251000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2010.0,FY,,2010-12-31,2012-02-24 16:42:36+00:00,979750000.0,1427165000.0,-53093000.0,2149075000.0,,108437000.0,0.0,6434909000.0,0.0,254320000.0,122847000.0,,9263144000.0,1476435000.0,560800000.0,20663082000.0,269087000.0,3482964000.0,962767000.0,388541000.0,493894000.0,,163907000.0,2515530000.0,535621000.0,,,193621000.0,0.0,1701703000.0,521815000.0,54079000.0,27387690000.0,8083519000.0,2732643000.0,2536533000.0,8188499000.0,8188499000.0,19199191000.0,27387690000.0,3991965000.0,16662658000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2010.0,Q3,,2010-09-30,2010-10-29 16:19:26+00:00,794381000.0,1238240000.0,,2156226000.0,,213455000.0,,7605677000.0,,224483000.0,117236000.0,,8864759000.0,,619699000.0,19444841000.0,274310000.0,3710886000.0,830286000.0,65573000.0,438203000.0,96449000.0,170738000.0,4192265000.0,551098000.0,134847000.0,3760000.0,296097000.0,,,454443000.0,,26301466000.0,7605677000.0,2529513000.0,2199484000.0,7710657000.0,7710657000.0,18590809000.0,26301466000.0,4327112000.0,16391325000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2010.0,Q2,,2010-06-30,2010-07-30 17:00:16+00:00,842277000.0,1216475000.0,,2102170000.0,,65988000.0,,7391822000.0,,166742000.0,117115000.0,,8409815000.0,,522313000.0,19074194000.0,281302000.0,3544181000.0,830913000.0,63905000.0,374511000.0,89991000.0,170385000.0,4085894000.0,548752000.0,139177000.0,3610000.0,305275000.0,,,674637000.0,,25563212000.0,7391822000.0,2263947000.0,2345667000.0,7496802000.0,7496802000.0,18066410000.0,25563212000.0,4225071000.0,15720743000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2010.0,Q1,,2010-03-31,2010-04-30 16:49:26+00:00,842794000.0,1269375000.0,,2088205000.0,,79504000.0,,7355871000.0,,302256000.0,113566000.0,,7862888000.0,,517274000.0,18744541000.0,286733000.0,3483845000.0,832779000.0,56984000.0,333593000.0,131881000.0,157273000.0,4101164000.0,555726000.0,144502000.0,3636000.0,289276000.0,,,1010356000.0,,25334501000.0,7355871000.0,2344294000.0,2759838000.0,7460851000.0,7460851000.0,17873650000.0,25334501000.0,4245666000.0,15113812000.0,104980000.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2011.0,FY,,2011-12-31,2013-02-22 16:14:24+00:00,902078000.0,1441860000.0,-94035000.0,2753327000.0,,60684000.0,0.0,6543677000.0,178446000.0,289713000.0,126487000.0,,8848513000.0,1463515000.0,618232000.0,22353367000.0,248345000.0,4107120000.0,1001906000.0,402235000.0,814328000.0,,177111000.0,2697821000.0,467219000.0,,,121480000.0,95287000.0,2032556000.0,1278922000.0,64340000.0,29497267000.0,8482198000.0,2982564000.0,3588639000.0,8482198000.0,8482198000.0,21015069000.0,29497267000.0,4161336000.0,17426430000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2011.0,Q3,,2011-09-30,2011-10-28 16:35:37+00:00,837259000.0,1304960000.0,-80969000.0,2427171000.0,,194155000.0,0.0,6492832000.0,,250135000.0,127497000.0,,9450157000.0,,608007000.0,21729488000.0,256764000.0,3897835000.0,829364000.0,462492000.0,763504000.0,,162374000.0,3946893000.0,487097000.0,,,191852000.0,100007000.0,2019440000.0,512414000.0,,28537854000.0,8431303000.0,2861473000.0,2653183000.0,8536283000.0,8536283000.0,20001571000.0,28537854000.0,3946893000.0,17348388000.0,104980000.0
