company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:23:37+00:00,-29659000.0,74895000.0,6467000.0,469142000.0,834455000.0,38950000.0,34958000.0,10539000.0,1624532000.0,483174000.0,-2082109000.0,1559188000.0,72346000.0,483174000.0,-2082109000.0,1631534000.0,32599000.0,577348000.0,575899000.0,1449000.0,38981000.0,28017000.0,,-378892000.0,-712462000.0,-2096857000.0,-773005000.0,,,689902000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 16:23:37+00:00,-97924000.0,104134000.0,94744000.0,485373000.0,843461000.0,,72842000.0,352871000.0,1915060000.0,671026000.0,-2156317000.0,1682839000.0,-3323000.0,671026000.0,-2156317000.0,1679516000.0,194225000.0,645554000.0,645388000.0,166000.0,17014000.0,95527000.0,,-382282000.0,-957752000.0,-2113246000.0,-1214623000.0,,,917078000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,Q4,2008-10-01,2008-12-31,,-24886000.0,57369000.0,44801000.0,121934000.0,166770000.0,,-13040000.0,1514000.0,232667000.0,-34966000.0,-571302000.0,461251000.0,8171000.0,-34966000.0,-571302000.0,468054000.0,-138214000.0,164076000.0,164594000.0,-518000.0,85558000.0,25917000.0,,-79125000.0,-288577000.0,-589881000.0,-190022000.0,,,306125000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,Q3,2008-07-01,2008-09-30,,-35245000.0,15720000.0,2547000.0,139161000.0,222992000.0,,-24918000.0,348342000.0,789683000.0,427525000.0,-519992000.0,397810000.0,9082000.0,427525000.0,-519992000.0,408260000.0,315793000.0,222788000.0,221326000.0,1462000.0,-37310000.0,38254000.0,,-103402000.0,-227373000.0,-483038000.0,-607098000.0,,,187410000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 16:27:16+00:00,-73038000.0,46765000.0,49943000.0,363439000.0,676691000.0,,85882000.0,351357000.0,1682393000.0,705992000.0,-1585015000.0,1221588000.0,-11494000.0,705992000.0,-1585015000.0,1211462000.0,332439000.0,481478000.0,480794000.0,684000.0,-68544000.0,69610000.0,,-303157000.0,-669175000.0,-1523365000.0,-1024601000.0,,,610953000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-31 15:45:37+00:00,-37793000.0,31045000.0,47396000.0,224278000.0,453699000.0,,110800000.0,3015000.0,892710000.0,278467000.0,-1065023000.0,823778000.0,-20576000.0,278467000.0,-1065023000.0,803202000.0,16646000.0,258690000.0,259468000.0,-778000.0,-31234000.0,31356000.0,,-199755000.0,-441802000.0,-1040327000.0,-417503000.0,,,423543000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,Q4,2009-10-01,2009-12-31,,-3554000.0,50002000.0,703000.0,114164000.0,191373000.0,,-207088000.0,15959000.0,260153000.0,169288000.0,-440569000.0,266924000.0,17166000.0,169288000.0,-440569000.0,284090000.0,12809000.0,168885000.0,170849000.0,-1964000.0,61788000.0,10563000.0,,-105602000.0,-365724000.0,-466922000.0,-1222000.0,,,385068000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:42:36+00:00,-42490000.0,109522000.0,-21154000.0,514675000.0,835597000.0,,242256000.0,20133000.0,693665000.0,-322420000.0,-1734680000.0,1912906000.0,,-322420000.0,-1734680000.0,1912906000.0,-144194000.0,680887000.0,685524000.0,-4637000.0,40007000.0,64739000.0,,-414922000.0,-1644278000.0,-1777608000.0,-621296000.0,,0.0,1664957000.0,0.0
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-30 16:27:16+00:00,-38936000.0,59520000.0,-21857000.0,400511000.0,644224000.0,,449344000.0,4174000.0,433512000.0,-491708000.0,-1294111000.0,1645982000.0,-17166000.0,-491708000.0,-1294111000.0,1628816000.0,-157003000.0,512002000.0,514675000.0,-2673000.0,-21781000.0,54176000.0,,-309320000.0,-1278554000.0,-1310686000.0,-620074000.0,,,1279889000.0,
Xcel Energy Inc,XEL,LGJNMI9GH8XIDG5RCM61,72903,2009.0,Q3TTM,2008-10-01,2009-09-30,,-63822000.0,116889000.0,22944000.0,522445000.0,810994000.0,,436304000.0,5688000.0,666179000.0,-526674000.0,-1865413000.0,2107233000.0,-8995000.0,-526674000.0,-1865413000.0,2096870000.0,-295217000.0,676078000.0,679269000.0,-3191000.0,63777000.0,80093000.0,,-388445000.0,-1567131000.0,-1900567000.0,-810096000.0,,,1586014000.0,
