company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2012.0,Q3,,2012-09-30,2012-10-29 12:10:05+00:00,76000000.0,427000000.0,747000000.0,7211000000.0,-8000000.0,143000000.0,125000000.0,0.0,1513000000.0,,24000000.0,,15617000000.0,3190000000.0,55000000.0,125000000.0,8406000000.0,,41000000.0,973000000.0,182000000.0,52000000.0,70000000.0,58000000.0,,,2702000000.0,,9431000000.0,4168000000.0,859000000.0,899000000.0,4168000000.0,4168000000.0,5263000000.0,9431000000.0,166000000.0,4364000000.0,0.0,-39000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2012.0,Q2,,2012-06-30,2012-07-26 15:08:00+00:00,78000000.0,416000000.0,719000000.0,6965000000.0,-8000000.0,137000000.0,656000000.0,0.0,1509000000.0,,47000000.0,,15166000000.0,3595000000.0,55000000.0,104000000.0,8201000000.0,,36000000.0,993000000.0,236000000.0,36000000.0,140000000.0,48000000.0,,,2735000000.0,,9844000000.0,4191000000.0,1412000000.0,880000000.0,4191000000.0,4191000000.0,5653000000.0,9844000000.0,231000000.0,4773000000.0,0.0,-45000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2012.0,Q1,,2012-03-31,2012-04-26 14:33:23+00:00,70000000.0,481000000.0,706000000.0,6737000000.0,-8000000.0,134000000.0,27000000.0,0.0,1498000000.0,,31000000.0,,14736000000.0,2920000000.0,55000000.0,110000000.0,7999000000.0,,35000000.0,978000000.0,216000000.0,90000000.0,114000000.0,66000000.0,,,2600000000.0,,9037000000.0,4042000000.0,834000000.0,897000000.0,4042000000.0,4042000000.0,4995000000.0,9037000000.0,204000000.0,4098000000.0,0.0,-48000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2013.0,FY,,2013-12-31,2015-02-24 16:54:26+00:00,76000000.0,474000000.0,978000000.0,8306000000.0,2000000.0,201000000.0,95000000.0,0.0,1540000000.0,22000000.0,0.0,90000000.0,16407000000.0,3694000000.0,63000000.0,163000000.0,8101000000.0,-26000000.0,19000000.0,1142000000.0,57000000.0,146000000.0,211000000.0,38000000.0,,90000000.0,1427000000.0,,9321000000.0,2982000000.0,901000000.0,1290000000.0,2982000000.0,2956000000.0,6365000000.0,9321000000.0,293000000.0,5075000000.0,0.0,13000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2013.0,Q3,,2013-09-30,2013-11-04 16:05:46+00:00,87000000.0,441000000.0,893000000.0,8110000000.0,-4000000.0,144000000.0,89000000.0,0.0,1529000000.0,7000000.0,0.0,,15920000000.0,3485000000.0,62000000.0,146000000.0,7810000000.0,,26000000.0,1076000000.0,90000000.0,96000000.0,72000000.0,43000000.0,,,1410000000.0,,8743000000.0,2919000000.0,773000000.0,1076000000.0,2919000000.0,2919000000.0,5824000000.0,8743000000.0,160000000.0,4748000000.0,0.0,-16000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2013.0,Q2,,2013-06-30,2013-07-26 11:24:32+00:00,57000000.0,476000000.0,849000000.0,7878000000.0,-4000000.0,140000000.0,51000000.0,0.0,1537000000.0,,21000000.0,,15297000000.0,3276000000.0,62000000.0,106000000.0,7419000000.0,,37000000.0,1040000000.0,126000000.0,49000000.0,104000000.0,42000000.0,,,1403000000.0,,8381000000.0,2907000000.0,759000000.0,976000000.0,2907000000.0,2907000000.0,5474000000.0,8381000000.0,203000000.0,4498000000.0,0.0,-29000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2013.0,Q1,,2013-03-31,2013-04-29 17:26:13+00:00,60000000.0,408000000.0,767000000.0,7655000000.0,-5000000.0,137000000.0,44000000.0,0.0,1529000000.0,,4000000.0,,14747000000.0,3045000000.0,61000000.0,110000000.0,7092000000.0,,39000000.0,974000000.0,110000000.0,89000000.0,64000000.0,70000000.0,,,1292000000.0,,7928000000.0,2782000000.0,672000000.0,920000000.0,2782000000.0,2782000000.0,5146000000.0,7928000000.0,164000000.0,4226000000.0,0.0,-34000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2014.0,FY,,2014-12-31,2016-02-24 16:09:58+00:00,32000000.0,439000000.0,880000000.0,,-1000000.0,183000000.0,14000000.0,,1577000000.0,,144000000.0,,,2874000000.0,26000000.0,33000000.0,,,,1484000000.0,454000000.0,45000000.0,8614000000.0,45000000.0,,,2327000000.0,,9580000000.0,3893000000.0,940000000.0,1101000000.0,3893000000.0,3893000000.0,5687000000.0,9580000000.0,8640000000.0,4586000000.0,0.0,-10000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2014.0,Q3,,2014-09-30,2014-10-29 14:17:02+00:00,65000000.0,395000000.0,827000000.0,7915000000.0,2000000.0,105000000.0,396000000.0,0.0,1565000000.0,0.0,,0.0,15786000000.0,3046000000.0,26000000.0,38000000.0,8051000000.0,,0.0,1427000000.0,77000000.0,33000000.0,85000000.0,40000000.0,,0.0,1967000000.0,,9068000000.0,3525000000.0,906000000.0,925000000.0,3525000000.0,3525000000.0,5543000000.0,9068000000.0,111000000.0,4618000000.0,0.0,-9000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2014.0,Q2,,2014-06-30,2014-07-30 15:47:27+00:00,51000000.0,384000000.0,879000000.0,7691000000.0,2000000.0,108000000.0,36000000.0,0.0,1557000000.0,34000000.0,,0.0,15876000000.0,3077000000.0,26000000.0,41000000.0,8365000000.0,,0.0,1307000000.0,33000000.0,199000000.0,37000000.0,93000000.0,,0.0,1689000000.0,,8956000000.0,3254000000.0,528000000.0,1129000000.0,3254000000.0,3242000000.0,5714000000.0,8956000000.0,63000000.0,4585000000.0,0.0,6000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2014.0,Q1,,2014-03-31,2014-04-30 14:55:07+00:00,59000000.0,384000000.0,728000000.0,7483000000.0,2000000.0,107000000.0,107000000.0,0.0,1547000000.0,20000000.0,,0.0,15295000000.0,3046000000.0,25000000.0,41000000.0,7988000000.0,,0.0,1301000000.0,35000000.0,128000000.0,51000000.0,32000000.0,,0.0,1711000000.0,,8651000000.0,3250000000.0,587000000.0,915000000.0,3250000000.0,3250000000.0,5401000000.0,8651000000.0,76000000.0,4486000000.0,0.0,-10000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2015.0,FY,,2015-12-31,2018-02-20 16:44:37+00:00,,,,,-2000000.0,192000000.0,5000000.0,,2438000000.0,,,,,,,,,,,,,2000000.0,4763000000.0,,,,-1035000000.0,,4768000000.0,1379000000.0,5000000.0,2000000.0,1379000000.0,1379000000.0,194000000.0,1573000000.0,4763000000.0,192000000.0,,-22000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2015.0,Q3,,2015-09-30,2015-11-04 13:15:03+00:00,62000000.0,263000000.0,480000000.0,,-2000000.0,192000000.0,7000000.0,0.0,2426000000.0,,112000000.0,,,2498000000.0,20000000.0,31000000.0,,,49000000.0,21000000.0,362000000.0,64000000.0,4781000000.0,53000000.0,,,-372000000.0,,5513000000.0,2031000000.0,663000000.0,718000000.0,2031000000.0,2031000000.0,3482000000.0,5513000000.0,4850000000.0,2764000000.0,0.0,-21000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2015.0,Q2,,2015-06-30,2015-08-05 11:38:50+00:00,92000000.0,447000000.0,588000000.0,8619000000.0,-1000000.0,187000000.0,42000000.0,0.0,2417000000.0,,117000000.0,,14753000000.0,2450000000.0,21000000.0,25000000.0,6134000000.0,,30000000.0,669000000.0,371000000.0,48000000.0,388000000.0,50000000.0,,,855000000.0,,7458000000.0,3257000000.0,885000000.0,845000000.0,3257000000.0,3257000000.0,4201000000.0,7458000000.0,439000000.0,3356000000.0,0.0,-14000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2015.0,Q1,,2015-03-31,2015-05-06 11:59:15+00:00,62000000.0,354000000.0,606000000.0,8380000000.0,-1000000.0,183000000.0,783000000.0,0.0,2403000000.0,,143000000.0,,15983000000.0,3146000000.0,,27000000.0,7603000000.0,-22000000.0,,1202000000.0,443000000.0,51000000.0,443000000.0,47000000.0,,3000000.0,1847000000.0,,9678000000.0,4260000000.0,1610000000.0,862000000.0,4260000000.0,4238000000.0,5440000000.0,9678000000.0,443000000.0,4578000000.0,0.0,11000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2016.0,FY,,2016-12-31,2018-02-20 16:44:37+00:00,33000000.0,232000000.0,498000000.0,,-2000000.0,154000000.0,555000000.0,,3249000000.0,,,,,2431000000.0,19000000.0,16000000.0,,,,39000000.0,121000000.0,153000000.0,3319000000.0,66000000.0,25000000.0,,-2265000000.0,25000000.0,4312000000.0,938000000.0,949000000.0,684000000.0,938000000.0,938000000.0,3374000000.0,4312000000.0,3363000000.0,2690000000.0,0.0,-44000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2016.0,Q3,,2016-09-30,2016-11-01 16:13:00+00:00,37000000.0,210000000.0,401000000.0,,-2000000.0,173000000.0,478000000.0,,3240000000.0,,,,,2430000000.0,21000000.0,22000000.0,,,,34000000.0,164000000.0,147000000.0,3293000000.0,75000000.0,,,-2278000000.0,25000000.0,4213000000.0,916000000.0,899000000.0,585000000.0,916000000.0,916000000.0,3297000000.0,4213000000.0,3314000000.0,2712000000.0,0.0,-44000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2016.0,Q2,,2016-06-30,2016-08-03 14:24:38+00:00,59000000.0,256000000.0,441000000.0,,-2000000.0,204000000.0,165000000.0,,3233000000.0,,,,,2430000000.0,21000000.0,19000000.0,,,,29000000.0,198000000.0,157000000.0,3626000000.0,93000000.0,,,-2326000000.0,,4285000000.0,872000000.0,638000000.0,657000000.0,872000000.0,872000000.0,3413000000.0,4285000000.0,3647000000.0,2756000000.0,0.0,-33000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2016.0,Q1,,2016-03-31,2016-05-03 16:27:31+00:00,49000000.0,245000000.0,398000000.0,,-2000000.0,193000000.0,537000000.0,,3223000000.0,,,,,2429000000.0,21000000.0,31000000.0,,,,26000000.0,275000000.0,78000000.0,3668000000.0,66000000.0,,,-1659000000.0,,4777000000.0,1538000000.0,1088000000.0,525000000.0,1538000000.0,1538000000.0,3239000000.0,4777000000.0,3689000000.0,2714000000.0,0.0,-24000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2017.0,FY,,2017-12-31,2018-10-31 16:33:08+00:00,46000000.0,292000000.0,591000000.0,,0.0,130000000.0,326000000.0,,3305000000.0,,,,,2434000000.0,24000000.0,15000000.0,,,,76000000.0,113000000.0,181000000.0,4151000000.0,95000000.0,40000000.0,,-1838000000.0,,4961000000.0,1408000000.0,746000000.0,818000000.0,1408000000.0,1408000000.0,3553000000.0,4961000000.0,4215000000.0,2735000000.0,0.0,-59000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2017.0,Q3,,2017-09-30,2017-10-31 16:08:28+00:00,88000000.0,277000000.0,543000000.0,,-1000000.0,158000000.0,428000000.0,,3293000000.0,,,,,2433000000.0,24000000.0,18000000.0,,,,64000000.0,113000000.0,81000000.0,3848000000.0,76000000.0,36000000.0,,-1933000000.0,0.0,4744000000.0,1301000000.0,836000000.0,712000000.0,1301000000.0,1301000000.0,3443000000.0,4744000000.0,3908000000.0,2731000000.0,0.0,-58000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2017.0,Q2,,2017-06-30,2017-08-01 16:30:17+00:00,44000000.0,224000000.0,546000000.0,,-1000000.0,156000000.0,522000000.0,,3280000000.0,,,,,2432000000.0,23000000.0,19000000.0,,,,55000000.0,93000000.0,88000000.0,3657000000.0,67000000.0,32000000.0,,-2020000000.0,25000000.0,4595000000.0,1207000000.0,883000000.0,678000000.0,1207000000.0,1207000000.0,3388000000.0,4595000000.0,3712000000.0,2710000000.0,0.0,-52000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2017.0,Q1,,2017-03-31,2017-05-02 16:30:35+00:00,40000000.0,243000000.0,434000000.0,,-2000000.0,160000000.0,469000000.0,,3265000000.0,,,,,2432000000.0,22000000.0,25000000.0,,,,48000000.0,103000000.0,109000000.0,3473000000.0,65000000.0,28000000.0,,-2118000000.0,25000000.0,4388000000.0,1100000000.0,865000000.0,583000000.0,1100000000.0,1100000000.0,3288000000.0,4388000000.0,3523000000.0,2705000000.0,0.0,-45000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2018.0,Q3,,2018-09-30,2018-10-31 16:33:08+00:00,51000000.0,386000000.0,700000000.0,,-1000000.0,135000000.0,264000000.0,,3348000000.0,,,,,2436000000.0,25000000.0,25000000.0,,,,92000000.0,82000000.0,300000000.0,4847000000.0,91000000.0,47000000.0,,-1409000000.0,,5676000000.0,1871000000.0,757000000.0,1051000000.0,1871000000.0,1871000000.0,3805000000.0,5676000000.0,4919000000.0,2754000000.0,0.0,-67000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2018.0,Q2,,2018-06-30,2018-07-31 16:15:16+00:00,57000000.0,348000000.0,692000000.0,,-1000000.0,134000000.0,293000000.0,,3334000000.0,,,,,2435000000.0,24000000.0,24000000.0,,,,97000000.0,91000000.0,301000000.0,4635000000.0,105000000.0,46000000.0,,-1633000000.0,,5461000000.0,1640000000.0,756000000.0,1050000000.0,1640000000.0,1640000000.0,3821000000.0,5461000000.0,4705000000.0,2771000000.0,0.0,-60000000.0
Newfield Exploration Co,NFX,T8W3X1PFLPW2YE0UIP44,912750,2018.0,Q1,,2018-03-31,2018-05-01 16:19:03+00:00,52000000.0,327000000.0,591000000.0,,-1000000.0,133000000.0,196000000.0,,3318000000.0,,,,,2434000000.0,24000000.0,23000000.0,,,,89000000.0,100000000.0,201000000.0,4407000000.0,117000000.0,45000000.0,,-1752000000.0,,5122000000.0,1505000000.0,646000000.0,844000000.0,1505000000.0,1505000000.0,3617000000.0,5122000000.0,4476000000.0,2773000000.0,0.0,-60000000.0
