company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:20:43+00:00,2.98,2.98,2.54,681000000.0,2.98,,330000000.0,,656000000.0,656000000.0,,618000000.0,38000000.0,5141000000.0,7562000000.0,,,,50000000.0,381000000.0,,,,5141000000.0,2421000000.0,423000000.0,1062000000.0,1359000000.0,-373000000.0,986000000.0,7562000000.0,207400000.0,207400000.0,207400000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 12:28:24+00:00,2.88,2.88,2.54,685000000.0,2.88,14000000.0,327000000.0,,644000000.0,644000000.0,,605000000.0,39000000.0,5404000000.0,7869000000.0,,,,49000000.0,404000000.0,,,,5404000000.0,2465000000.0,440000000.0,1103000000.0,1362000000.0,-391000000.0,971000000.0,7869000000.0,210100000.0,210100000.0,210100000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 13:49:01+00:00,0.97,0.97,0.635,173000000.0,0.97,,113000000.0,,215000000.0,215000000.0,,204000000.0,11000000.0,1361000000.0,2060000000.0,,,,13000000.0,98000000.0,,0.0,,1361000000.0,699000000.0,113000000.0,271000000.0,428000000.0,-100000000.0,328000000.0,2060000000.0,210300000.0,210300000.0,210300000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 14:44:20+00:00,0.98,0.98,0.635,171000000.0,0.98,,119000000.0,89000000.0,217000000.0,217000000.0,,206000000.0,,1147000000.0,1790000000.0,,11000000.0,,11000000.0,,,-60000000.0,,1147000000.0,643000000.0,118000000.0,200000000.0,443000000.0,-107000000.0,336000000.0,1790000000.0,210200000.0,209500000.0,210200000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q4,2009-10-01,2009-12-31,,0.31,0.31,0.39,184000000.0,0.31,7000000.0,44000000.0,,82000000.0,82000000.0,,79000000.0,3000000.0,1175000000.0,1720000000.0,,,,13000000.0,109000000.0,,,,1175000000.0,545000000.0,132000000.0,300000000.0,245000000.0,-119000000.0,126000000.0,1720000000.0,220100000.0,220400000.0,220100000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:43:40+00:00,2.78,2.78,1.54,725000000.0,2.78,7000000.0,332000000.0,,624000000.0,624000000.0,,612000000.0,12000000.0,4567000000.0,7135000000.0,,,,48000000.0,420000000.0,,,,4567000000.0,2568000000.0,508000000.0,1152000000.0,1416000000.0,-460000000.0,956000000.0,7135000000.0,220100000.0,220400000.0,220100000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 17:24:24+00:00,1.04,1.04,0.385,185000000.0,1.04,0.0,135000000.0,,229000000.0,229000000.0,,227000000.0,2000000.0,1041000000.0,1815000000.0,,,,13000000.0,104000000.0,,,,1041000000.0,774000000.0,134000000.0,289000000.0,485000000.0,-121000000.0,364000000.0,1815000000.0,218300000.0,218200000.0,218300000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.47,2.47,1.16,541000000.0,2.47,,288000000.0,,542000000.0,542000000.0,,533000000.0,9000000.0,3392000000.0,5415000000.0,,,,35000000.0,311000000.0,,,,3392000000.0,2023000000.0,376000000.0,852000000.0,1171000000.0,-341000000.0,830000000.0,5415000000.0,218300000.0,218200000.0,218300000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 15:16:59+00:00,0.77,0.77,0.385,182000000.0,0.77,,83000000.0,,168000000.0,168000000.0,,165000000.0,3000000.0,1040000000.0,1684000000.0,,,,10000000.0,97000000.0,,,,1040000000.0,644000000.0,124000000.0,279000000.0,365000000.0,-114000000.0,251000000.0,1684000000.0,214300000.0,213600000.0,214300000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.43,1.43,0.77,356000000.0,1.43,,153000000.0,,313000000.0,313000000.0,,306000000.0,7000000.0,2351000000.0,3600000000.0,,,,22000000.0,207000000.0,,,,2351000000.0,1249000000.0,242000000.0,563000000.0,686000000.0,-220000000.0,466000000.0,3600000000.0,214300000.0,213600000.0,214300000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 12:23:52+00:00,0.66,0.66,0.385,174000000.0,0.66,,70000000.0,,145000000.0,145000000.0,,141000000.0,4000000.0,1311000000.0,1916000000.0,,,,12000000.0,110000000.0,,,,1311000000.0,605000000.0,118000000.0,284000000.0,321000000.0,-106000000.0,215000000.0,1916000000.0,213600000.0,212700000.0,213600000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q4,2010-10-01,2010-12-31,,0.21,0.21,0.39,194000000.0,0.21,,30000000.0,,54000000.0,174000000.0,,-448000000.0,2000000.0,1207000000.0,1840000000.0,-120000000.0,504000000.0,,126000000.0,241000000.0,,,-4000000.0,1207000000.0,633000000.0,120000000.0,435000000.0,198000000.0,6000000.0,204000000.0,1840000000.0,239700000.0,238800000.0,239700000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 12:15:39+00:00,0.58,0.58,1.54,765000000.0,0.58,589000000.0,325000000.0,,151000000.0,151000000.0,,139000000.0,12000000.0,4919000000.0,7638000000.0,,,,57000000.0,449000000.0,,,,4919000000.0,2719000000.0,497000000.0,1803000000.0,916000000.0,-440000000.0,476000000.0,7638000000.0,239700000.0,238800000.0,239700000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 15:41:26+00:00,-0.7,-0.7,0.385,194000000.0,-0.7,589000000.0,137000000.0,,-164000000.0,-284000000.0,,165000000.0,3000000.0,1276000000.0,2133000000.0,120000000.0,-332000000.0,,-106000000.0,-15000000.0,,,0.0,1276000000.0,857000000.0,130000000.0,768000000.0,89000000.0,-236000000.0,-147000000.0,2133000000.0,-235700000.0,239300000.0,-235700000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.37,0.37,1.16,571000000.0,0.37,589000000.0,295000000.0,,97000000.0,-23000000.0,,587000000.0,10000000.0,3712000000.0,5798000000.0,120000000.0,-504000000.0,,-69000000.0,208000000.0,,,4000000.0,3712000000.0,2086000000.0,377000000.0,1368000000.0,718000000.0,-446000000.0,272000000.0,5798000000.0,-235700000.0,239300000.0,-235700000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.68,0.68,1.54,755000000.0,0.68,596000000.0,339000000.0,,179000000.0,59000000.0,,666000000.0,13000000.0,4887000000.0,7518000000.0,120000000.0,-504000000.0,,-56000000.0,317000000.0,,,4000000.0,4887000000.0,2631000000.0,509000000.0,1668000000.0,963000000.0,-565000000.0,398000000.0,7518000000.0,-235700000.0,239300000.0,-235700000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.07,1.07,0.77,377000000.0,1.07,,158000000.0,,261000000.0,261000000.0,,422000000.0,7000000.0,2436000000.0,3665000000.0,,-172000000.0,,37000000.0,223000000.0,,,4000000.0,2436000000.0,1229000000.0,247000000.0,600000000.0,629000000.0,-210000000.0,419000000.0,3665000000.0,500000000.0,238400000.0,500000000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.42,2.42,1.54,746000000.0,2.42,7000000.0,337000000.0,,572000000.0,572000000.0,,728000000.0,12000000.0,4652000000.0,7200000000.0,,-172000000.0,,63000000.0,436000000.0,,,4000000.0,4652000000.0,2548000000.0,513000000.0,1189000000.0,1359000000.0,-450000000.0,909000000.0,7200000000.0,500000000.0,238400000.0,500000000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 15:02:12+00:00,0.43,0.43,0.385,187000000.0,0.43,,75000000.0,,106000000.0,106000000.0,,102000000.0,4000000.0,1334000000.0,1940000000.0,,,,15000000.0,121000000.0,,,,1334000000.0,606000000.0,132000000.0,308000000.0,298000000.0,-117000000.0,181000000.0,1940000000.0,237200000.0,237600000.0,237200000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.55,2.55,1.54,738000000.0,2.55,7000000.0,337000000.0,,585000000.0,585000000.0,,573000000.0,12000000.0,4590000000.0,7159000000.0,,,,51000000.0,431000000.0,,,,4590000000.0,2569000000.0,522000000.0,1176000000.0,1393000000.0,-471000000.0,922000000.0,7159000000.0,237200000.0,237600000.0,237200000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2011.0,Q4,2011-10-01,2011-12-31,,0.11,0.11,0.4,58000000.0,0.11,-126000000.0,-39000000.0,,26000000.0,-63000000.0,89000000.0,-29000000.0,1000000.0,156000000.0,195000000.0,,54000000.0,,9000000.0,167000000.0,,,,156000000.0,39000000.0,51000000.0,99000000.0,-60000000.0,-42000000.0,-102000000.0,195000000.0,241400000.0,241500000.0,242100000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 11:59:22+00:00,2.15,2.15,1.555,643000000.0,2.15,,254000000.0,,526000000.0,437000000.0,89000000.0,519000000.0,7000000.0,3950000000.0,6148000000.0,,,,45000000.0,522000000.0,,,,3950000000.0,2198000000.0,387000000.0,1165000000.0,1033000000.0,-342000000.0,691000000.0,6148000000.0,241400000.0,241500000.0,242100000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 13:11:50+00:00,1.18,1.18,0.385,196000000.0,1.18,124000000.0,163000000.0,,287000000.0,287000000.0,,285000000.0,2000000.0,1277000000.0,2268000000.0,,,,13000000.0,121000000.0,,,0.0,1277000000.0,991000000.0,113000000.0,441000000.0,550000000.0,-100000000.0,450000000.0,2268000000.0,241500000.0,241700000.0,241500000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.04,2.04,1.16,585000000.0,2.04,126000000.0,293000000.0,,500000000.0,500000000.0,,548000000.0,6000000.0,3794000000.0,5953000000.0,,-54000000.0,,36000000.0,355000000.0,,,,3794000000.0,2159000000.0,336000000.0,1066000000.0,1093000000.0,-300000000.0,793000000.0,5953000000.0,241500000.0,241700000.0,241500000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.25,2.25,1.54,779000000.0,2.25,126000000.0,323000000.0,,554000000.0,674000000.0,,100000000.0,8000000.0,5001000000.0,7793000000.0,-120000000.0,450000000.0,,162000000.0,596000000.0,,,-4000000.0,5001000000.0,2792000000.0,456000000.0,1501000000.0,1291000000.0,-294000000.0,997000000.0,7793000000.0,241500000.0,241700000.0,241500000.0
