company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:20:43+00:00,-24000000.0,56000000.0,283000000.0,391000000.0,735000000.0,5000000.0,-284000000.0,91000000.0,1539000000.0,,578000000.0,-1468000000.0,1108000000.0,,,,578000000.0,-1468000000.0,1108000000.0,218000000.0,656000000.0,656000000.0,,-55000000.0,,-54000000.0,-559000000.0,-142000000.0,-1381000000.0,-488000000.0,-4000000.0,-1000000.0,128000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 12:28:24+00:00,,57000000.0,106000000.0,409000000.0,705000000.0,,267000000.0,154000000.0,1898000000.0,,310000000.0,-2097000000.0,1524000000.0,,,,310000000.0,-2097000000.0,1524000000.0,-263000000.0,644000000.0,644000000.0,,-149000000.0,,-178000000.0,-574000000.0,-520000000.0,-1896000000.0,-1140000000.0,-12000000.0,-16000000.0,497000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q4,2008-10-01,2008-12-31,,,12000000.0,106000000.0,409000000.0,705000000.0,-4000000.0,318000000.0,47000000.0,1075000000.0,-16000000.0,-1066000000.0,-3006000000.0,947000000.0,,,,-1066000000.0,-3006000000.0,947000000.0,-3125000000.0,63000000.0,63000000.0,,-151000000.0,,-337000000.0,-1004000000.0,-520000000.0,-1896000000.0,-1140000000.0,-12000000.0,-16000000.0,-249000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 13:49:01+00:00,,45000000.0,,,,4000000.0,-51000000.0,107000000.0,823000000.0,16000000.0,1376000000.0,909000000.0,577000000.0,,,,1376000000.0,909000000.0,577000000.0,2862000000.0,581000000.0,581000000.0,,2000000.0,,159000000.0,430000000.0,,,,,,746000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q3,2008-07-01,2008-09-30,,,17000000.0,,,,,-13000000.0,32000000.0,15000000.0,16000000.0,206000000.0,306000000.0,159000000.0,,,,206000000.0,306000000.0,159000000.0,671000000.0,215000000.0,215000000.0,,-60000000.0,,38000000.0,143000000.0,,,,,,268000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 14:44:20+00:00,,28000000.0,,,,4000000.0,-38000000.0,75000000.0,808000000.0,,1170000000.0,603000000.0,418000000.0,,,,1170000000.0,603000000.0,418000000.0,2191000000.0,366000000.0,366000000.0,,62000000.0,,121000000.0,287000000.0,,,,,,478000000.0,
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q4,2009-10-01,2009-12-31,,,22000000.0,9000000.0,922000000.0,708000000.0,-4000000.0,784000000.0,82000000.0,581000000.0,,-589000000.0,-2461000000.0,1648000000.0,,,,-589000000.0,-2461000000.0,1648000000.0,-1402000000.0,82000000.0,82000000.0,,52000000.0,,-116000000.0,93000000.0,-383000000.0,-1710000000.0,-1345000000.0,,,-250000000.0,2000000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:43:40+00:00,,78000000.0,9000000.0,922000000.0,708000000.0,,610000000.0,699000000.0,631000000.0,,344000000.0,-1781000000.0,1967000000.0,,,,344000000.0,-1781000000.0,1967000000.0,530000000.0,624000000.0,624000000.0,,-53000000.0,,-70000000.0,359000000.0,-383000000.0,-1710000000.0,-1345000000.0,,,380000000.0,2000000.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 17:24:24+00:00,,56000000.0,,,,4000000.0,-174000000.0,617000000.0,50000000.0,,933000000.0,680000000.0,319000000.0,,,,933000000.0,680000000.0,319000000.0,1932000000.0,542000000.0,542000000.0,,-105000000.0,,46000000.0,266000000.0,,,,,0.0,630000000.0,0.0
Ameren Corp,AEE,XRZQ5S7HYJFPHJ78L959,1002910,2009.0,Q3TTM,2008-10-01,2009-09-30,,,68000000.0,106000000.0,409000000.0,705000000.0,,144000000.0,664000000.0,1125000000.0,-16000000.0,-133000000.0,-2326000000.0,1266000000.0,,,,-133000000.0,-2326000000.0,1266000000.0,-1193000000.0,605000000.0,605000000.0,,-256000000.0,,-291000000.0,-738000000.0,-520000000.0,-1896000000.0,-1140000000.0,-12000000.0,-16000000.0,381000000.0,
