company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q3,2014-06-28,2014-09-26,2015-10-29 16:04:29+00:00,0.97,0.97,0.25,0.96,76000000.0,238000000.0,238000000.0,238000000.0,1328000000.0,2136000000.0,0.0,463000000.0,1328000000.0,808000000.0,31000000.0,463000000.0,345000000.0,-31000000.0,314000000.0,2136000000.0,245400000.0,244000000.0,248000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q3YTD,2014-01-01,2014-09-26,,2.22,2.22,0.75,2.18,184000000.0,551000000.0,551000000.0,551000000.0,4035000000.0,6339000000.0,,1480000000.0,4035000000.0,2304000000.0,89000000.0,1480000000.0,824000000.0,-89000000.0,735000000.0,6339000000.0,245400000.0,244000000.0,248000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q3TTM,2013-09-28,2014-09-26,,2.73,2.73,0.95,2.68,235000000.0,686000000.0,686000000.0,686000000.0,5379000000.0,8371000000.0,-3000000.0,1951000000.0,5379000000.0,2992000000.0,117000000.0,1951000000.0,1041000000.0,-120000000.0,921000000.0,8371000000.0,245400000.0,244000000.0,248000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q2,2014-03-29,2014-06-27,2015-07-30 16:16:50+00:00,0.8,0.8,0.25,0.78,68000000.0,198000000.0,198000000.0,198000000.0,1487000000.0,2333000000.0,1000000.0,551000000.0,1487000000.0,846000000.0,30000000.0,551000000.0,295000000.0,-29000000.0,266000000.0,2333000000.0,247500000.0,249000000.0,254000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q2YTD,2014-01-01,2014-06-27,,1.25,1.25,0.5,1.22,108000000.0,313000000.0,313000000.0,313000000.0,2707000000.0,4203000000.0,,1017000000.0,2707000000.0,1496000000.0,58000000.0,1017000000.0,479000000.0,-58000000.0,421000000.0,4203000000.0,247500000.0,249000000.0,254000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q2TTM,2013-06-29,2014-06-27,,2.85,2.85,0.9,2.79,159000000.0,737000000.0,737000000.0,737000000.0,5438000000.0,8409000000.0,-2000000.0,1961000000.0,5438000000.0,2971000000.0,112000000.0,1961000000.0,1010000000.0,-114000000.0,896000000.0,8409000000.0,247500000.0,249000000.0,254000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q1,2014-01-01,2014-03-28,2014-04-24 16:55:42+00:00,0.45,0.45,0.25,0.44,40000000.0,115000000.0,115000000.0,115000000.0,1220000000.0,1870000000.0,-1000000.0,466000000.0,1220000000.0,650000000.0,28000000.0,466000000.0,184000000.0,-29000000.0,155000000.0,1870000000.0,255600000.0,255000000.0,260000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q1TTM,2013-03-30,2014-03-28,,2.72,2.72,0.85,2.67,155000000.0,721000000.0,721000000.0,721000000.0,5354000000.0,8232000000.0,-5000000.0,1891000000.0,5354000000.0,2878000000.0,106000000.0,1891000000.0,987000000.0,-111000000.0,876000000.0,8232000000.0,255600000.0,255000000.0,260000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q4,2015-10-03,2015-12-31,,0.68,0.68,0.28,0.67,-10000000.0,156000000.0,156000000.0,156000000.0,1030000000.0,1630000000.0,-1000000.0,427000000.0,1030000000.0,600000000.0,26000000.0,427000000.0,173000000.0,-27000000.0,146000000.0,1630000000.0,230100000.0,231000000.0,235000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,FY,2015-01-01,2015-12-31,2016-02-11 16:34:40+00:00,2.59,2.59,1.12,2.54,148000000.0,596000000.0,596000000.0,596000000.0,4441000000.0,7011000000.0,-4000000.0,1704000000.0,4441000000.0,2570000000.0,118000000.0,1704000000.0,866000000.0,-122000000.0,744000000.0,7011000000.0,230100000.0,231000000.0,235000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q3YTD,2015-01-01,2015-10-02,,1.91,1.91,0.84,1.87,158000000.0,440000000.0,440000000.0,440000000.0,3411000000.0,5381000000.0,-3000000.0,1277000000.0,3411000000.0,1970000000.0,92000000.0,1277000000.0,693000000.0,-95000000.0,598000000.0,5381000000.0,227000000.0,228000000.0,232000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q3TTM,2014-09-27,2015-10-02,,2.37,2.37,1.09,2.32,204000000.0,552000000.0,552000000.0,552000000.0,4667000000.0,7306000000.0,-10000000.0,1751000000.0,4667000000.0,2639000000.0,122000000.0,1751000000.0,888000000.0,-132000000.0,756000000.0,7306000000.0,227000000.0,228000000.0,232000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q3,2015-07-04,2015-10-02,2015-10-29 16:04:29+00:00,0.74,0.74,0.28,0.72,57000000.0,168000000.0,168000000.0,168000000.0,1125000000.0,1822000000.0,-4000000.0,437000000.0,1125000000.0,697000000.0,31000000.0,437000000.0,260000000.0,-35000000.0,225000000.0,1822000000.0,227000000.0,228000000.0,232000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q2YTD,2015-01-01,2015-07-03,,1.17,1.17,0.56,1.15,101000000.0,272000000.0,272000000.0,272000000.0,2286000000.0,3559000000.0,1000000.0,840000000.0,2286000000.0,1273000000.0,61000000.0,840000000.0,433000000.0,-60000000.0,373000000.0,3559000000.0,231600000.0,231000000.0,235000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q2TTM,2014-06-28,2015-07-03,,2.6,2.6,1.06,2.56,223000000.0,622000000.0,622000000.0,622000000.0,4870000000.0,7620000000.0,-6000000.0,1777000000.0,4870000000.0,2750000000.0,122000000.0,1777000000.0,973000000.0,-128000000.0,845000000.0,7620000000.0,231600000.0,231000000.0,235000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q2,2015-04-04,2015-07-03,2015-07-30 16:16:50+00:00,0.76,0.76,0.28,0.75,67000000.0,176000000.0,176000000.0,176000000.0,1223000000.0,1928000000.0,-1000000.0,430000000.0,1223000000.0,705000000.0,31000000.0,430000000.0,275000000.0,-32000000.0,243000000.0,1928000000.0,231600000.0,231000000.0,235000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q1,2015-01-01,2015-04-03,2016-04-28 16:07:32+00:00,0.41,0.41,0.28,0.4,34000000.0,96000000.0,96000000.0,96000000.0,1063000000.0,1631000000.0,2000000.0,410000000.0,1063000000.0,568000000.0,30000000.0,410000000.0,158000000.0,-28000000.0,130000000.0,1631000000.0,234100000.0,235000000.0,240000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q1TTM,2014-03-29,2015-04-03,,2.64,2.64,1.03,2.59,224000000.0,644000000.0,644000000.0,644000000.0,5134000000.0,8025000000.0,-4000000.0,1898000000.0,5134000000.0,2891000000.0,121000000.0,1898000000.0,993000000.0,-125000000.0,868000000.0,8025000000.0,234100000.0,235000000.0,240000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2016.0,Q1TTM,2015-04-04,2016-04-01,,2.47,2.47,1.14,2.43,138000000.0,566000000.0,566000000.0,566000000.0,4335000000.0,6897000000.0,-8000000.0,1732000000.0,4335000000.0,2562000000.0,118000000.0,1732000000.0,830000000.0,-126000000.0,704000000.0,6897000000.0,227600000.0,228000000.0,232000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2016.0,Q1,2016-01-01,2016-04-01,2016-04-28 16:07:32+00:00,0.29,0.29,0.3,0.29,24000000.0,66000000.0,66000000.0,66000000.0,957000000.0,1517000000.0,-2000000.0,438000000.0,957000000.0,560000000.0,30000000.0,438000000.0,122000000.0,-32000000.0,90000000.0,1517000000.0,227600000.0,228000000.0,232000000.0
