company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 19:21:36+00:00,1.52,1.52,,0.0,115000000.0,514000000.0,514000000.0,514000000.0,4269000000.0,6619000000.0,-4000000.0,1598000000.0,4269000000.0,2350000000.0,119000000.0,1598000000.0,752000000.0,-123000000.0,629000000.0,6619000000.0,338200000.0,339000000.0,339000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 06:07:57+00:00,1.7,1.7,0.0,0.0,151000000.0,576000000.0,576000000.0,576000000.0,4113000000.0,6517000000.0,5000000.0,1599000000.0,4113000000.0,2404000000.0,83000000.0,1599000000.0,805000000.0,-78000000.0,727000000.0,6517000000.0,338800000.0,339000000.0,0.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2009.0,Q3,2009-07-04,2009-10-02,2010-10-28 17:16:52+00:00,0.59,0.59,,0.59,51000000.0,200000000.0,200000000.0,200000000.0,1069000000.0,1743000000.0,-2000000.0,401000000.0,1069000000.0,674000000.0,20000000.0,401000000.0,273000000.0,-22000000.0,251000000.0,1743000000.0,339000000.0,339000000.0,339000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,FY,2010-01-01,2010-12-31,2011-02-11 19:21:36+00:00,1.84,1.84,0.12,1.83,,,,,,,,,,,,,,,,,339000000.0,339000000.0,339000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q4,2010-10-02,2010-12-31,,0.29,0.29,0.12,1.22,-79000000.0,-319000000.0,-319000000.0,-319000000.0,-2042000000.0,-3239000000.0,4000000.0,-765000000.0,-2042000000.0,-1197000000.0,-30000000.0,-765000000.0,-432000000.0,34000000.0,-398000000.0,-3239000000.0,339000000.0,339000000.0,339000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q3,2010-07-03,2010-10-01,2010-10-28 17:16:52+00:00,0.61,0.61,,0.61,,,,,,,,,,,,,,,,,338786671.0,338786671.0,338786671.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q3YTD,2010-01-01,2010-10-01,,1.55,1.55,,0.61,79000000.0,319000000.0,319000000.0,319000000.0,2042000000.0,3239000000.0,-4000000.0,765000000.0,2042000000.0,1197000000.0,30000000.0,765000000.0,432000000.0,-34000000.0,398000000.0,3239000000.0,338786671.0,338786671.0,338786671.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q2YTD,2010-01-01,2010-07-02,,0.94,0.94,,0.94,79000000.0,319000000.0,319000000.0,319000000.0,2042000000.0,3239000000.0,-4000000.0,765000000.0,2042000000.0,1197000000.0,30000000.0,765000000.0,432000000.0,-34000000.0,398000000.0,3239000000.0,337300000.0,339000000.0,0.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q2,2010-04-03,2010-07-02,2011-07-29 06:04:43+00:00,0.59,0.59,0.0,0.0,53000000.0,199000000.0,199000000.0,199000000.0,1081000000.0,1731000000.0,0.0,385000000.0,1081000000.0,650000000.0,13000000.0,385000000.0,265000000.0,-13000000.0,252000000.0,1731000000.0,337300000.0,339000000.0,0.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2010.0,Q1,2010-01-01,2010-04-02,2011-04-29 06:10:07+00:00,0.35,0.35,0.0,0.0,26000000.0,120000000.0,120000000.0,120000000.0,961000000.0,1508000000.0,-4000000.0,380000000.0,961000000.0,547000000.0,17000000.0,380000000.0,167000000.0,-21000000.0,146000000.0,1508000000.0,342900000.0,339000000.0,0.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,FY,2011-01-01,2011-12-31,2012-02-10 06:07:57+00:00,2.35,2.35,0.51,2.29,196000000.0,749000000.0,749000000.0,749000000.0,5254000000.0,8284000000.0,-3000000.0,1997000000.0,5254000000.0,3030000000.0,85000000.0,1997000000.0,1033000000.0,-88000000.0,945000000.0,8284000000.0,318700000.0,319000000.0,327000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q4,2011-10-01,2011-12-31,,0.37,0.37,0.13,0.36,196000000.0,749000000.0,749000000.0,749000000.0,5254000000.0,8284000000.0,-3000000.0,1997000000.0,5254000000.0,3030000000.0,85000000.0,1997000000.0,1033000000.0,-88000000.0,945000000.0,8284000000.0,318700000.0,319000000.0,327000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q3,2011-07-02,2011-09-30,2011-10-28 06:21:04+00:00,0.9,0.9,0.13,0.88,,,,,,,,,,,,,,,,,315000000.0,315000000.0,315000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.98,1.98,0.38,1.93,,,,,,,,,,,,,,,,,315000000.0,315000000.0,315000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q3TTM,2010-10-02,2011-09-30,,2.27,2.27,0.5,3.15,-79000000.0,-319000000.0,-319000000.0,-319000000.0,-2042000000.0,-3239000000.0,4000000.0,-765000000.0,-2042000000.0,-1197000000.0,-30000000.0,-765000000.0,-432000000.0,34000000.0,-398000000.0,-3239000000.0,315000000.0,315000000.0,315000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q2,2011-04-02,2011-07-01,2011-07-29 06:04:43+00:00,0.76,0.76,0.13,0.74,,,,,,,,,,,,,,,,,323000000.0,323000000.0,323000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q2YTD,2011-01-01,2011-07-01,,1.08,1.08,0.25,1.05,,,,,,,,,,,,,,,,,323000000.0,323000000.0,323000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q2TTM,2010-07-03,2011-07-01,,1.98,1.98,0.37,2.88,-79000000.0,-319000000.0,-319000000.0,-319000000.0,-2042000000.0,-3239000000.0,4000000.0,-765000000.0,-2042000000.0,-1197000000.0,-30000000.0,-765000000.0,-432000000.0,34000000.0,-398000000.0,-3239000000.0,323000000.0,323000000.0,323000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q1,2011-01-01,2011-04-01,2011-04-29 06:10:07+00:00,0.32,0.32,0.12,0.31,,,,,,,,,,,,,,,,,329000000.0,329000000.0,329000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2011.0,Q1TTM,2010-04-03,2011-04-01,,1.81,1.81,0.24,2.14,-26000000.0,-120000000.0,-120000000.0,-120000000.0,-961000000.0,-1508000000.0,4000000.0,-380000000.0,-961000000.0,-547000000.0,-17000000.0,-380000000.0,-167000000.0,21000000.0,-146000000.0,-1508000000.0,329000000.0,329000000.0,329000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,FY,2012-01-01,2012-12-31,2015-02-12 17:27:33+00:00,2.3,2.3,0.64,2.25,160000000.0,677000000.0,677000000.0,677000000.0,5162000000.0,8062000000.0,3000000.0,1972000000.0,5162000000.0,2900000000.0,94000000.0,1972000000.0,928000000.0,-91000000.0,837000000.0,8062000000.0,294300000.0,294000000.0,301000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q4,2012-09-29,2012-12-31,,0.35,0.35,0.16,0.34,64000000.0,209000000.0,209000000.0,209000000.0,2466000000.0,3784000000.0,,997000000.0,2466000000.0,1318000000.0,48000000.0,997000000.0,321000000.0,-48000000.0,273000000.0,3784000000.0,294300000.0,294000000.0,301000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q3,2012-06-30,2012-09-28,2013-10-24 16:52:13+00:00,0.91,0.91,0.16,0.89,21000000.0,263000000.0,263000000.0,263000000.0,1295000000.0,2070000000.0,1000000.0,469000000.0,1295000000.0,775000000.0,23000000.0,469000000.0,306000000.0,-22000000.0,284000000.0,2070000000.0,289000000.0,291000000.0,297000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q3YTD,2012-01-01,2012-09-28,,1.95,1.95,0.48,1.91,96000000.0,468000000.0,468000000.0,468000000.0,2696000000.0,4278000000.0,3000000.0,975000000.0,2696000000.0,1582000000.0,46000000.0,975000000.0,607000000.0,-43000000.0,564000000.0,4278000000.0,289000000.0,291000000.0,297000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q3TTM,2011-10-01,2012-09-28,,2.32,2.32,0.61,2.27,292000000.0,1217000000.0,1217000000.0,1217000000.0,7950000000.0,12562000000.0,,2972000000.0,7950000000.0,4612000000.0,131000000.0,2972000000.0,1640000000.0,-131000000.0,1509000000.0,12562000000.0,289000000.0,291000000.0,297000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q2,2012-03-31,2012-06-29,2013-07-25 16:12:50+00:00,0.68,0.68,0.16,0.67,75000000.0,205000000.0,205000000.0,205000000.0,1401000000.0,2208000000.0,2000000.0,506000000.0,1401000000.0,807000000.0,23000000.0,506000000.0,301000000.0,-21000000.0,280000000.0,2208000000.0,301500000.0,298000000.0,305000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q2YTD,2012-01-01,2012-06-29,,1.04,1.04,0.32,1.02,75000000.0,205000000.0,205000000.0,205000000.0,1401000000.0,2208000000.0,2000000.0,506000000.0,1401000000.0,807000000.0,23000000.0,506000000.0,301000000.0,-21000000.0,280000000.0,2208000000.0,301500000.0,298000000.0,305000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q2TTM,2011-07-02,2012-06-29,,2.31,2.31,0.58,2.26,271000000.0,954000000.0,954000000.0,954000000.0,6655000000.0,10492000000.0,-1000000.0,2503000000.0,6655000000.0,3837000000.0,108000000.0,2503000000.0,1334000000.0,-109000000.0,1225000000.0,10492000000.0,301500000.0,298000000.0,305000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q1,2012-01-01,2012-03-30,2012-04-27 06:03:32+00:00,0.36,0.36,0.16,0.35,,,,,,,,,,,,,,,,,302000000.0,302000000.0,302000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2012.0,Q1TTM,2011-04-02,2012-03-30,,2.39,2.39,0.55,2.33,196000000.0,749000000.0,749000000.0,749000000.0,5254000000.0,8284000000.0,-3000000.0,1997000000.0,5254000000.0,3030000000.0,85000000.0,1997000000.0,1033000000.0,-88000000.0,945000000.0,8284000000.0,302000000.0,302000000.0,302000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,FY,2013-01-01,2013-12-31,2015-02-12 17:27:33+00:00,2.49,2.49,0.8,2.44,138000000.0,667000000.0,667000000.0,667000000.0,5350000000.0,8212000000.0,-6000000.0,1948000000.0,5350000000.0,2862000000.0,103000000.0,1948000000.0,914000000.0,-109000000.0,805000000.0,8212000000.0,267900000.0,268000000.0,273000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q4,2013-09-28,2013-12-31,,0.51,0.51,0.2,0.5,51000000.0,135000000.0,135000000.0,135000000.0,1344000000.0,2032000000.0,-3000000.0,471000000.0,1344000000.0,688000000.0,28000000.0,471000000.0,217000000.0,-31000000.0,186000000.0,2032000000.0,267900000.0,268000000.0,273000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q3YTD,2013-01-01,2013-09-27,,1.98,1.98,0.6,1.94,87000000.0,532000000.0,532000000.0,532000000.0,4006000000.0,6180000000.0,-3000000.0,1477000000.0,4006000000.0,2174000000.0,75000000.0,1477000000.0,697000000.0,-78000000.0,619000000.0,6180000000.0,265100000.0,264000000.0,269000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q3TTM,2012-09-29,2013-09-27,,2.33,2.33,0.76,2.28,151000000.0,741000000.0,741000000.0,741000000.0,6472000000.0,9964000000.0,-3000000.0,2474000000.0,6472000000.0,3492000000.0,123000000.0,2474000000.0,1018000000.0,-126000000.0,892000000.0,9964000000.0,265100000.0,264000000.0,269000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q3,2013-06-29,2013-09-27,2014-10-23 16:51:36+00:00,1.09,1.09,0.2,1.07,0.0,289000000.0,289000000.0,289000000.0,1387000000.0,2174000000.0,1000000.0,473000000.0,1387000000.0,787000000.0,26000000.0,473000000.0,314000000.0,-25000000.0,289000000.0,2174000000.0,265100000.0,264000000.0,269000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q2YTD,2013-01-01,2013-06-28,,0.89,0.89,0.4,0.87,87000000.0,243000000.0,243000000.0,243000000.0,2619000000.0,4006000000.0,-4000000.0,1004000000.0,2619000000.0,1387000000.0,49000000.0,1004000000.0,383000000.0,-53000000.0,330000000.0,4006000000.0,271600000.0,271000000.0,277000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q2TTM,2012-06-30,2013-06-28,,2.15,2.15,0.72,2.1,172000000.0,715000000.0,715000000.0,715000000.0,6380000000.0,9860000000.0,-3000000.0,2470000000.0,6380000000.0,3480000000.0,120000000.0,2470000000.0,1010000000.0,-123000000.0,887000000.0,9860000000.0,271600000.0,271000000.0,277000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q2,2013-03-30,2013-06-28,2014-07-24 16:26:01+00:00,0.67,0.67,0.2,0.66,64000000.0,182000000.0,182000000.0,182000000.0,1403000000.0,2156000000.0,-2000000.0,481000000.0,1403000000.0,753000000.0,24000000.0,481000000.0,272000000.0,-26000000.0,246000000.0,2156000000.0,271600000.0,271000000.0,277000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q1,2013-01-01,2013-03-29,2014-04-24 16:55:42+00:00,0.22,0.22,0.2,0.21,23000000.0,61000000.0,61000000.0,61000000.0,1216000000.0,1850000000.0,-2000000.0,523000000.0,1216000000.0,634000000.0,25000000.0,523000000.0,111000000.0,-27000000.0,84000000.0,1850000000.0,277300000.0,278000000.0,285000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q1TTM,2012-03-31,2013-03-29,,2.16,2.16,0.68,2.11,183000000.0,738000000.0,738000000.0,738000000.0,6378000000.0,9912000000.0,1000000.0,2495000000.0,6378000000.0,3534000000.0,119000000.0,2495000000.0,1039000000.0,-118000000.0,921000000.0,9912000000.0,277300000.0,278000000.0,285000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,FY,2014-01-01,2014-12-31,2015-02-12 17:27:33+00:00,2.68,2.68,1.0,2.63,230000000.0,663000000.0,663000000.0,663000000.0,5291000000.0,8264000000.0,-7000000.0,1954000000.0,5291000000.0,2973000000.0,119000000.0,1954000000.0,1019000000.0,-126000000.0,893000000.0,8264000000.0,247400000.0,247000000.0,252000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q4,2014-09-27,2014-12-31,,0.46,0.46,0.25,0.45,46000000.0,112000000.0,112000000.0,112000000.0,1256000000.0,1925000000.0,-7000000.0,474000000.0,1256000000.0,669000000.0,30000000.0,474000000.0,195000000.0,-37000000.0,158000000.0,1925000000.0,247400000.0,247000000.0,252000000.0
