company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
United Continental Holdings Inc,UAL,,100517,2010.0,Q2TTM,2009-07-01,2010-06-30,,97000000.0,,,914000000.0,568000000.0,159000000.0,2768000000.0,1006000000.0,-166000000.0,1500000000.0,1006000000.0,-166000000.0,1500000000.0,2340000000.0,-106000000.0,-106000000.0,27000000.0,1000000.0,49000000.0,,,,-271000000.0,-1920000000.0,-2000000.0,,56000000.0
United Continental Holdings Inc,UAL,,100517,2010.0,Q2,2010-04-01,2010-06-30,,,,,231000000.0,805000000.0,,686000000.0,535000000.0,-19000000.0,874000000.0,535000000.0,-19000000.0,874000000.0,1390000000.0,273000000.0,273000000.0,-435000000.0,,33000000.0,,,,-73000000.0,-151000000.0,,,21000000.0
United Continental Holdings Inc,UAL,,100517,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 17:02:48+00:00,,,,221000000.0,-186000000.0,,1309000000.0,68000000.0,-76000000.0,482000000.0,68000000.0,-76000000.0,482000000.0,474000000.0,-82000000.0,-82000000.0,529000000.0,,-29000000.0,,,,-51000000.0,-1241000000.0,,0.0,4000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q4,2011-10-01,2011-12-31,,14000000.0,,,390000000.0,33000000.0,,-11000000.0,-486000000.0,-517000000.0,265000000.0,-486000000.0,-517000000.0,265000000.0,-738000000.0,-138000000.0,-138000000.0,-34000000.0,26000000.0,-59000000.0,,,-144000000.0,-330000000.0,-501000000.0,,,16000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:12:24+00:00,-157000000.0,,,1547000000.0,176000000.0,,167000000.0,-2432000000.0,-1799000000.0,2408000000.0,-2432000000.0,-1799000000.0,2408000000.0,-1823000000.0,840000000.0,840000000.0,2000000.0,26000000.0,-184000000.0,,,-898000000.0,-840000000.0,-2625000000.0,,,123000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 17:04:22+00:00,-171000000.0,,,1157000000.0,143000000.0,,178000000.0,-1946000000.0,-1282000000.0,2143000000.0,-1946000000.0,-1282000000.0,2143000000.0,-1085000000.0,978000000.0,978000000.0,36000000.0,,-125000000.0,,,-754000000.0,-510000000.0,-2124000000.0,,,107000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q3TTM,2010-10-01,2011-09-30,,-143000000.0,,,1584000000.0,798000000.0,,268000000.0,-2393000000.0,1920000000.0,2249000000.0,-2393000000.0,1920000000.0,2249000000.0,2046000000.0,653000000.0,653000000.0,-643000000.0,246000000.0,3766000000.0,270000000.0,,-838000000.0,-926000000.0,-2904000000.0,-3000000.0,,-82000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q3,2011-07-01,2011-09-30,,-52000000.0,,,384000000.0,-607000000.0,,4000000.0,-467000000.0,-453000000.0,385000000.0,-467000000.0,-453000000.0,385000000.0,-535000000.0,653000000.0,653000000.0,7000000.0,,-35000000.0,,,-311000000.0,-160000000.0,-471000000.0,,,53000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 16:53:16+00:00,-119000000.0,,,773000000.0,750000000.0,,174000000.0,-1479000000.0,-829000000.0,1758000000.0,-1479000000.0,-829000000.0,1758000000.0,-550000000.0,325000000.0,325000000.0,29000000.0,,-90000000.0,,,-443000000.0,-350000000.0,-1653000000.0,,,54000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q2TTM,2010-07-01,2011-06-30,,-91000000.0,,,1400000000.0,395000000.0,,265000000.0,-2282000000.0,2586000000.0,2309000000.0,-2282000000.0,2586000000.0,2309000000.0,2613000000.0,387000000.0,387000000.0,218000000.0,257000000.0,3678000000.0,,,-527000000.0,-642000000.0,-2801000000.0,-3000000.0,,77000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q2,2011-04-01,2011-06-30,,-32000000.0,,,224000000.0,115000000.0,,58000000.0,-811000000.0,-325000000.0,-251000000.0,-811000000.0,-325000000.0,-251000000.0,-646000000.0,755000000.0,755000000.0,-1313000000.0,,-10000000.0,741000000.0,,-227000000.0,-65000000.0,-869000000.0,,,-23000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q1TTM,2010-04-01,2011-03-31,,-59000000.0,,,1407000000.0,1085000000.0,,893000000.0,-936000000.0,2892000000.0,3434000000.0,-936000000.0,2892000000.0,3434000000.0,4649000000.0,-95000000.0,-95000000.0,1096000000.0,257000000.0,3721000000.0,-741000000.0,,-300000000.0,-650000000.0,-2083000000.0,-3000000.0,,121000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 17:01:57+00:00,,,,1522000000.0,-373000000.0,,1121000000.0,-454000000.0,-1957000000.0,935000000.0,-454000000.0,-1957000000.0,935000000.0,-1476000000.0,-723000000.0,-723000000.0,509000000.0,17000000.0,121000000.0,,,-742000000.0,-2016000000.0,-1592000000.0,0.0,497000000.0,183000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q4,2012-10-01,2012-12-31,,196000000.0,,,385000000.0,-207000000.0,,1031000000.0,703000000.0,-2548000000.0,90000000.0,703000000.0,-2548000000.0,90000000.0,-359000000.0,-620000000.0,-620000000.0,336000000.0,17000000.0,472000000.0,1396000000.0,,-742000000.0,-2016000000.0,-345000000.0,,475000000.0,-737000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q3,2012-07-01,2012-09-30,,-45000000.0,,,379000000.0,-693000000.0,,-2000000.0,-489000000.0,-140000000.0,-238000000.0,-489000000.0,-140000000.0,-238000000.0,-957000000.0,6000000.0,6000000.0,115000000.0,,-289000000.0,-90000000.0,,,,-487000000.0,,-74000000.0,223000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q2,2012-04-01,2012-06-30,,0.0,,,0.0,0.0,,-8000000.0,-266000000.0,1093000000.0,959000000.0,-266000000.0,1093000000.0,959000000.0,480000000.0,-109000000.0,-109000000.0,1068000000.0,,-60000000.0,-1306000000.0,,148000000.0,301000000.0,-258000000.0,,96000000.0,608000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 16:10:17+00:00,,,,,,,100000000.0,-402000000.0,-362000000.0,,-402000000.0,-362000000.0,124000000.0,-640000000.0,,,,,-2000000.0,,,-148000000.0,-301000000.0,-502000000.0,,,89000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 17:09:20+00:00,,-20000000.0,752000000.0,1689000000.0,-866000000.0,,1423000000.0,-972000000.0,-2022000000.0,1444000000.0,-972000000.0,-2022000000.0,1444000000.0,-1550000000.0,571000000.0,571000000.0,50000000.0,29000000.0,110000000.0,,,-2947000000.0,-2164000000.0,-2424000000.0,,2827000000.0,152000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q4,2013-10-01,2013-12-31,,,-20000000.0,752000000.0,,,,604000000.0,342000000.0,-723000000.0,-334000000.0,342000000.0,-723000000.0,-334000000.0,-715000000.0,0.0,,,29000000.0,53000000.0,,,-2925000000.0,-765000000.0,-291000000.0,,2827000000.0,87000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-23 16:06:10+00:00,,,,,,,819000000.0,-1314000000.0,-1299000000.0,1778000000.0,-1314000000.0,-1299000000.0,1778000000.0,-835000000.0,,,,,57000000.0,,,-22000000.0,-1399000000.0,-2133000000.0,,,65000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.0,,,0.0,0.0,,1549000000.0,-1121000000.0,-3521000000.0,1393000000.0,-1121000000.0,-3521000000.0,1393000000.0,-1943000000.0,-614000000.0,-614000000.0,2007000000.0,17000000.0,195000000.0,1306000000.0,,-783000000.0,-2837000000.0,-2687000000.0,,401000000.0,-497000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q2,2013-04-01,2013-06-30,,,,,,,,411000000.0,-141000000.0,-1282000000.0,,-141000000.0,-1282000000.0,1148000000.0,605000000.0,,,,,24000000.0,880000000.0,,-41000000.0,-821000000.0,-552000000.0,,-77000000.0,-367000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-24 16:31:24+00:00,,,,,,,520000000.0,-1335000000.0,-833000000.0,,-1335000000.0,-833000000.0,1541000000.0,-627000000.0,,,,,12000000.0,,,-41000000.0,-821000000.0,-1855000000.0,,,17000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q1TTM,2012-04-01,2013-03-31,,,,,0.0,0.0,,1130000000.0,-1246000000.0,-1146000000.0,1204000000.0,-1246000000.0,-1146000000.0,1204000000.0,-2068000000.0,-723000000.0,-723000000.0,1927000000.0,17000000.0,111000000.0,-880000000.0,,-594000000.0,-1715000000.0,-2393000000.0,,574000000.0,478000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:58:35+00:00,,-16000000.0,748000000.0,1679000000.0,322000000.0,,1432000000.0,-1596000000.0,-2331000000.0,2634000000.0,-1596000000.0,-2331000000.0,2634000000.0,-1293000000.0,1132000000.0,1132000000.0,-499000000.0,60000000.0,37000000.0,,,-3569000000.0,-2005000000.0,-2776000000.0,-312000000.0,3112000000.0,94000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q4,2014-10-01,2014-12-31,,,-16000000.0,748000000.0,,,,255000000.0,-391000000.0,-701000000.0,-98000000.0,-391000000.0,-701000000.0,-98000000.0,-1190000000.0,0.0,,,60000000.0,-76000000.0,,,-710000000.0,-660000000.0,-614000000.0,-92000000.0,724000000.0,21000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-22 09:01:19+00:00,,,,,,,1177000000.0,-1205000000.0,-1630000000.0,2732000000.0,-1205000000.0,-1630000000.0,2732000000.0,-103000000.0,,,,,113000000.0,,,-2859000000.0,-1345000000.0,-2162000000.0,-220000000.0,2388000000.0,73000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q3TTM,2013-10-01,2014-09-30,,,-20000000.0,752000000.0,,,,1781000000.0,-863000000.0,-2353000000.0,2398000000.0,-863000000.0,-2353000000.0,2398000000.0,-818000000.0,0.0,,,29000000.0,166000000.0,,,-5784000000.0,-2110000000.0,-2453000000.0,-220000000.0,5215000000.0,160000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q3,2014-07-01,2014-09-30,,,,,,,,782000000.0,-583000000.0,-298000000.0,574000000.0,-583000000.0,-298000000.0,574000000.0,-307000000.0,,,,,61000000.0,,,-783000000.0,-392000000.0,-1145000000.0,-220000000.0,786000000.0,30000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 16:45:06+00:00,,,,,,,395000000.0,-622000000.0,-1332000000.0,2158000000.0,-622000000.0,-1332000000.0,2158000000.0,204000000.0,,,,,52000000.0,,,-2076000000.0,-953000000.0,-1017000000.0,,1602000000.0,43000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q2,2014-04-01,2014-06-30,,,,,,,,236000000.0,-144000000.0,-905000000.0,1464000000.0,-144000000.0,-905000000.0,1464000000.0,415000000.0,,,,,39000000.0,,,-1841000000.0,-589000000.0,-380000000.0,,1478000000.0,8000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q1,2014-01-01,2014-03-31,2015-04-23 16:32:03+00:00,,,,,,,159000000.0,-478000000.0,-427000000.0,694000000.0,-478000000.0,-427000000.0,694000000.0,-211000000.0,,,,,13000000.0,,,-235000000.0,-364000000.0,-637000000.0,,124000000.0,35000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:59:42+00:00,,15000000.0,660000000.0,1819000000.0,-3391000000.0,,1073000000.0,-2495000000.0,-2607000000.0,5992000000.0,-2495000000.0,-2607000000.0,5992000000.0,890000000.0,7340000000.0,7340000000.0,247000000.0,16000000.0,-136000000.0,,,-2517000000.0,-2747000000.0,-2351000000.0,-1233000000.0,2707000000.0,86000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q4,2015-10-01,2015-12-31,,,15000000.0,660000000.0,,,,460000000.0,-762000000.0,-888000000.0,1115000000.0,-762000000.0,-888000000.0,1115000000.0,-535000000.0,0.0,,,16000000.0,-141000000.0,,,-658000000.0,-763000000.0,-715000000.0,-523000000.0,638000000.0,36000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-17 17:18:08+00:00,,,,,,,613000000.0,-1733000000.0,-1719000000.0,4877000000.0,-1733000000.0,-1719000000.0,4877000000.0,1425000000.0,,,,,5000000.0,,,-1859000000.0,-1984000000.0,-1636000000.0,-710000000.0,2069000000.0,50000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q3TTM,2014-10-01,2015-09-30,,,-16000000.0,748000000.0,,,,868000000.0,-2124000000.0,-2420000000.0,4779000000.0,-2124000000.0,-2420000000.0,4779000000.0,235000000.0,0.0,,,60000000.0,-71000000.0,,,-2569000000.0,-2644000000.0,-2250000000.0,-802000000.0,2793000000.0,71000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q3,2015-07-01,2015-09-30,,,,,,,,385000000.0,-123000000.0,-546000000.0,1300000000.0,-123000000.0,-546000000.0,1300000000.0,631000000.0,,,,,98000000.0,,,-657000000.0,-673000000.0,-243000000.0,-265000000.0,672000000.0,14000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-19 16:33:18+00:00,,,,,,,228000000.0,-1610000000.0,-1173000000.0,3577000000.0,-1610000000.0,-1173000000.0,3577000000.0,794000000.0,,,,,-93000000.0,,,-1202000000.0,-1311000000.0,-1393000000.0,-445000000.0,1397000000.0,36000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q2TTM,2014-07-01,2015-06-30,,,-16000000.0,748000000.0,,,,1265000000.0,-2584000000.0,-2172000000.0,4053000000.0,-2584000000.0,-2172000000.0,4053000000.0,-703000000.0,0.0,,,60000000.0,-108000000.0,,,-2695000000.0,-2363000000.0,-3152000000.0,-757000000.0,2907000000.0,87000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q2,2015-04-01,2015-06-30,,,,,,,,128000000.0,-1180000000.0,-1128000000.0,1752000000.0,-1180000000.0,-1128000000.0,1752000000.0,-556000000.0,,,,,-112000000.0,,,-569000000.0,-1101000000.0,-1058000000.0,-250000000.0,635000000.0,19000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q1,2015-01-01,2015-03-31,2016-04-21 17:23:39+00:00,,,,,,,100000000.0,-430000000.0,-45000000.0,1825000000.0,-430000000.0,-45000000.0,1825000000.0,1350000000.0,,,,,19000000.0,,,-633000000.0,-210000000.0,-335000000.0,-195000000.0,762000000.0,17000000.0
United Continental Holdings Inc,UAL,,100517,2015.0,Q1TTM,2014-04-01,2015-03-31,,,-16000000.0,748000000.0,,,,1373000000.0,-1548000000.0,-1949000000.0,3765000000.0,-1548000000.0,-1949000000.0,3765000000.0,268000000.0,0.0,,,60000000.0,43000000.0,,,-3967000000.0,-1851000000.0,-2474000000.0,-507000000.0,3750000000.0,76000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 16:23:37+00:00,,14000000.0,584000000.0,1977000000.0,1146000000.0,,816000000.0,-3213000000.0,-3238000000.0,5542000000.0,-3213000000.0,-3238000000.0,5542000000.0,-909000000.0,2234000000.0,2234000000.0,185000000.0,,55000000.0,,,-2782000000.0,-3223000000.0,-1415000000.0,-2614000000.0,2726000000.0,
United Continental Holdings Inc,UAL,,100517,2016.0,Q4,2016-10-01,2016-12-31,,,14000000.0,584000000.0,,,,306000000.0,-235000000.0,-874000000.0,658000000.0,-235000000.0,-874000000.0,658000000.0,-451000000.0,0.0,,,,,,,,,-369000000.0,-172000000.0,,
United Continental Holdings Inc,UAL,,100517,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-19 16:07:08+00:00,,,,,,,510000000.0,-2978000000.0,-2364000000.0,4884000000.0,-2978000000.0,-2364000000.0,4884000000.0,-458000000.0,,,,,-13000000.0,,,-1989000000.0,-2343000000.0,-1046000000.0,-2442000000.0,1957000000.0,24000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q3TTM,2015-10-01,2016-09-30,,,15000000.0,660000000.0,1819000000.0,-3391000000.0,,970000000.0,-3740000000.0,-3252000000.0,5999000000.0,-3740000000.0,-3252000000.0,5999000000.0,-993000000.0,7340000000.0,7340000000.0,247000000.0,16000000.0,-154000000.0,,,-2647000000.0,-3106000000.0,-1761000000.0,-2965000000.0,2595000000.0,60000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q3,2016-07-01,2016-09-30,,,,,,,-2182000000.0,369000000.0,-5277000000.0,-4041000000.0,1138000000.0,-5277000000.0,-4041000000.0,1138000000.0,-8180000000.0,,,,,-27000000.0,,,-725000000.0,-2343000000.0,-1022000000.0,-2442000000.0,684000000.0,-1630000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-19 16:07:13+00:00,,,,,,2182000000.0,141000000.0,2299000000.0,1677000000.0,3746000000.0,2299000000.0,1677000000.0,3746000000.0,7722000000.0,,,,,14000000.0,,,-1264000000.0,,-24000000.0,,1273000000.0,1654000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q2TTM,2015-07-01,2016-06-30,,,15000000.0,660000000.0,,,2182000000.0,986000000.0,1414000000.0,243000000.0,6161000000.0,1414000000.0,243000000.0,6161000000.0,7818000000.0,0.0,,,16000000.0,-29000000.0,,,-2579000000.0,-1436000000.0,-982000000.0,-788000000.0,2583000000.0,1704000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q2,2016-04-01,2016-06-30,,,,,,,2182000000.0,99000000.0,3912000000.0,2500000000.0,2547000000.0,3912000000.0,2500000000.0,2547000000.0,8959000000.0,,,,,53000000.0,,,-626000000.0,816000000.0,239000000.0,1392000000.0,620000000.0,1637000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q1,2016-01-01,2016-03-31,2017-04-18 16:37:07+00:00,,,,,,,42000000.0,-1613000000.0,-823000000.0,1199000000.0,-1613000000.0,-823000000.0,1199000000.0,-1237000000.0,,,,,-39000000.0,,,-638000000.0,-816000000.0,-263000000.0,-1392000000.0,653000000.0,17000000.0
United Continental Holdings Inc,UAL,,100517,2016.0,Q1TTM,2015-04-01,2016-03-31,,,15000000.0,660000000.0,,,,1015000000.0,-3678000000.0,-3385000000.0,5366000000.0,-3678000000.0,-3385000000.0,5366000000.0,-1697000000.0,0.0,,,16000000.0,-194000000.0,,,-2522000000.0,-3353000000.0,-2279000000.0,-2430000000.0,2598000000.0,86000000.0
United Continental Holdings Inc,UAL,,100517,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-17 16:19:49+00:00,,,,,,,2119000000.0,-55000000.0,-2954000000.0,,-55000000.0,-2954000000.0,2685000000.0,-324000000.0,,,,,142000000.0,,,-2584000000.0,-2900000000.0,-883000000.0,-1291000000.0,2380000000.0,8000000.0
United Continental Holdings Inc,UAL,,100517,2017.0,Q3,2017-07-01,2017-09-30,,,,,,,,980000000.0,177000000.0,-1276000000.0,,177000000.0,-1276000000.0,577000000.0,-522000000.0,,,,,19000000.0,,,-997000000.0,-1120000000.0,-224000000.0,-579000000.0,819000000.0,3000000.0
United Continental Holdings Inc,UAL,,100517,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-18 16:23:51+00:00,,,,,,,1139000000.0,-232000000.0,-1678000000.0,,-232000000.0,-1678000000.0,2108000000.0,198000000.0,,,,,123000000.0,,,-1587000000.0,-1780000000.0,-659000000.0,-712000000.0,1561000000.0,5000000.0
United Continental Holdings Inc,UAL,,100517,2017.0,Q1,2017-01-01,2017-03-31,2018-04-18 16:46:58+00:00,,,,,,,755000000.0,86000000.0,-643000000.0,547000000.0,86000000.0,-643000000.0,547000000.0,-10000000.0,,,,,8000000.0,,,-774000000.0,-691000000.0,-411000000.0,-258000000.0,810000000.0,4000000.0
United Continental Holdings Inc,UAL,,100517,2017.0,Q1TTM,2016-04-01,2017-03-31,,,14000000.0,584000000.0,,,,1529000000.0,-1514000000.0,-3058000000.0,4890000000.0,-1514000000.0,-3058000000.0,4890000000.0,318000000.0,0.0,,,,102000000.0,,,-2918000000.0,-3098000000.0,-1563000000.0,-1480000000.0,2883000000.0,-13000000.0
United Continental Holdings Inc,UAL,,100517,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 21:53:59+00:00,,19000000.0,651000000.0,2165000000.0,793000000.0,,1594000000.0,-1501000000.0,-4455000000.0,6164000000.0,-1501000000.0,-4455000000.0,6164000000.0,208000000.0,2122000000.0,2122000000.0,1084000000.0,,-2862000000.0,,,-139000000.0,-4070000000.0,-1860000000.0,-1235000000.0,2616000000.0,
United Continental Holdings Inc,UAL,,100517,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-16 16:24:41+00:00,,,,,,,1241000000.0,-1393000000.0,-2507000000.0,,-1393000000.0,-2507000000.0,5035000000.0,1135000000.0,,,,,94000000.0,,0.0,-2114000000.0,-2496000000.0,-1624000000.0,-1010000000.0,1979000000.0,30000000.0
United Continental Holdings Inc,UAL,,100517,2018.0,Q3,2018-07-01,2018-09-30,,,,,,,,,788000000.0,799000000.0,,788000000.0,799000000.0,883000000.0,2470000000.0,,,,1082000000.0,1719000000.0,,,-649000000.0,-825000000.0,-253000000.0,-41000000.0,524000000.0,30000000.0
United Continental Holdings Inc,UAL,,100517,2018.0,Q2,2018-04-01,2018-06-30,,,,,,,,568000000.0,-2086000000.0,-2611000000.0,,-2086000000.0,-2611000000.0,2443000000.0,-2254000000.0,,,,-1082000000.0,-1630000000.0,,,-869000000.0,-727000000.0,-1132000000.0,-440000000.0,615000000.0,
United Continental Holdings Inc,UAL,,100517,2018.0,Q1,2018-01-01,2018-03-31,2019-04-17 17:03:52+00:00,,,,,,,673000000.0,-95000000.0,-695000000.0,,-95000000.0,-695000000.0,1709000000.0,919000000.0,,,,0.0,5000000.0,,,-596000000.0,-944000000.0,-239000000.0,-529000000.0,840000000.0,
