company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
United Continental Holdings Inc,UAL,,100517,2009.0,FY,,2009-12-31,2010-07-20 16:35:09+00:00,803000000.0,743000000.0,991000000.0,2355000000.0,35000000.0,1194000000.0,3042000000.0,0.0,3138000000.0,1515000000.0,63000000.0,701000000.0,,12195000000.0,2455000000.0,6378000000.0,88000000.0,472000000.0,9840000000.0,1157000000.0,,551000000.0,1928000000.0,,293000000.0,,,983000000.0,3814000000.0,213000000.0,364000000.0,128000000.0,-5956000000.0,2463000000.0,,18684000000.0,-2811000000.0,5105000000.0,6473000000.0,-2811000000.0,-2811000000.0,21495000000.0,18684000000.0,3739000000.0,15022000000.0,0.0,-28000000.0
United Continental Holdings Inc,UAL,,100517,2010.0,FY,,2010-12-31,2012-02-22 17:19:36+00:00,2932000000.0,1613000000.0,,3314000000.0,387000000.0,2407000000.0,8069000000.0,0.0,7074000000.0,,591000000.0,1470000000.0,4523000000.0,20029000000.0,4917000000.0,11434000000.0,350000000.0,466000000.0,16945000000.0,1159000000.0,,1585000000.0,3817000000.0,,,2582000000.0,,818000000.0,4824000000.0,,658000000.0,37000000.0,-5703000000.0,5661000000.0,611000000.0,39598000000.0,1727000000.0,12045000000.0,12645000000.0,1727000000.0,1727000000.0,37871000000.0,39598000000.0,10608000000.0,25226000000.0,0.0,-31000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,FY,,2011-12-31,2013-02-25 17:26:52+00:00,3055000000.0,1358000000.0,,4570000000.0,-417000000.0,2061000000.0,6246000000.0,0.0,7117000000.0,,615000000.0,1509000000.0,4523000000.0,20607000000.0,4750000000.0,10496000000.0,529000000.0,615000000.0,16419000000.0,1711000000.0,,1603000000.0,4269000000.0,,,2405000000.0,,770000000.0,4648000000.0,,607000000.0,40000000.0,-4863000000.0,4425000000.0,1516000000.0,37988000000.0,1806000000.0,10997000000.0,11394000000.0,1806000000.0,1806000000.0,36182000000.0,37988000000.0,10572000000.0,24788000000.0,0.0,-31000000.0
United Continental Holdings Inc,UAL,,100517,2011.0,Q1,,2011-03-31,2011-04-21 17:02:48+00:00,1897000000.0,2357000000.0,1413000000.0,3593000000.0,756000000.0,1002000000.0,8165000000.0,0.0,7103000000.0,,554000000.0,1208000000.0,4523000000.0,20156000000.0,4866000000.0,11115000000.0,452000000.0,619000000.0,16832000000.0,1131000000.0,,1549000000.0,3831000000.0,,,2565000000.0,,731000000.0,6138000000.0,,660000000.0,71000000.0,-5916000000.0,6791000000.0,722000000.0,40552000000.0,1912000000.0,13148000000.0,13874000000.0,1912000000.0,1912000000.0,38640000000.0,40552000000.0,10572000000.0,24766000000.0,0.0,-31000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,FY,,2012-12-31,2014-02-20 16:12:24+00:00,3397000000.0,1338000000.0,,5719000000.0,-1046000000.0,1673000000.0,4770000000.0,0.0,7148000000.0,,543000000.0,1763000000.0,4523000000.0,22549000000.0,4597000000.0,10440000000.0,,695000000.0,17292000000.0,1537000000.0,,1543000000.0,5014000000.0,,,2364000000.0,,785000000.0,4122000000.0,382000000.0,865000000.0,65000000.0,-5586000000.0,5294000000.0,1773000000.0,37628000000.0,481000000.0,10049000000.0,12818000000.0,481000000.0,481000000.0,37147000000.0,37628000000.0,10287000000.0,24329000000.0,0.0,-35000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q3,,2012-09-30,2012-10-25 17:04:22+00:00,3651000000.0,1862000000.0,,5426000000.0,-319000000.0,1755000000.0,5129000000.0,0.0,7143000000.0,,641000000.0,1328000000.0,4523000000.0,21623000000.0,4650000000.0,9592000000.0,392000000.0,675000000.0,16810000000.0,1581000000.0,,1649000000.0,4249000000.0,,,2405000000.0,,756000000.0,4195000000.0,,837000000.0,79000000.0,-4965000000.0,5673000000.0,1551000000.0,37905000000.0,1827000000.0,10774000000.0,13057000000.0,1827000000.0,1827000000.0,36078000000.0,37905000000.0,10321000000.0,23021000000.0,0.0,-32000000.0
United Continental Holdings Inc,UAL,,100517,2012.0,Q2,,2012-06-30,2012-07-26 16:53:16+00:00,3421000000.0,1818000000.0,,5121000000.0,-499000000.0,1826000000.0,6086000000.0,0.0,7138000000.0,,658000000.0,1230000000.0,4523000000.0,21248000000.0,4681000000.0,10128000000.0,466000000.0,611000000.0,16577000000.0,1624000000.0,,1646000000.0,4287000000.0,,,2526000000.0,,739000000.0,4236000000.0,,797000000.0,120000000.0,-4972000000.0,6135000000.0,1618000000.0,38694000000.0,1635000000.0,11708000000.0,13312000000.0,1635000000.0,1635000000.0,37059000000.0,38694000000.0,10409000000.0,23747000000.0,0.0,-32000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q3,,2013-09-30,2013-10-24 16:26:08+00:00,3185000000.0,1693000000.0,,6657000000.0,-493000000.0,1453000000.0,3935000000.0,0.0,7414000000.0,,568000000.0,1844000000.0,4523000000.0,23749000000.0,4487000000.0,10204000000.0,366000000.0,646000000.0,17766000000.0,1388000000.0,,1573000000.0,4456000000.0,,,2378000000.0,,729000000.0,3854000000.0,,700000000.0,46000000.0,-5155000000.0,5197000000.0,1801000000.0,37260000000.0,1728000000.0,9389000000.0,12604000000.0,1728000000.0,1728000000.0,35532000000.0,37260000000.0,10105000000.0,22928000000.0,0.0,-38000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q2,,2013-06-30,2013-07-25 16:12:21+00:00,3275000000.0,1732000000.0,,6422000000.0,-569000000.0,1515000000.0,4143000000.0,0.0,7358000000.0,,540000000.0,1480000000.0,4523000000.0,23396000000.0,4523000000.0,10214000000.0,395000000.0,555000000.0,17584000000.0,1438000000.0,,1542000000.0,4579000000.0,,,2343000000.0,,822000000.0,4036000000.0,,790000000.0,40000000.0,-5534000000.0,5829000000.0,1821000000.0,37468000000.0,1217000000.0,9621000000.0,12927000000.0,1217000000.0,1217000000.0,36251000000.0,37468000000.0,10263000000.0,23324000000.0,0.0,-38000000.0
United Continental Holdings Inc,UAL,,100517,2013.0,Q1,,2013-03-31,2013-04-25 16:10:17+00:00,3292000000.0,1679000000.0,,6052000000.0,-1027000000.0,1601000000.0,3538000000.0,0.0,7162000000.0,,494000000.0,1455000000.0,4523000000.0,22955000000.0,4561000000.0,10182000000.0,385000000.0,690000000.0,17437000000.0,1488000000.0,,1485000000.0,5017000000.0,,,2312000000.0,,788000000.0,4083000000.0,,845000000.0,50000000.0,-6003000000.0,5833000000.0,1852000000.0,36842000000.0,94000000.0,9148000000.0,12892000000.0,94000000.0,94000000.0,36748000000.0,36842000000.0,10257000000.0,23856000000.0,0.0,-38000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,FY,,2014-12-31,2016-02-18 17:09:20+00:00,2814000000.0,1146000000.0,,7965000000.0,-1079000000.0,571000000.0,2002000000.0,0.0,7725000000.0,,,1818000000.0,4523000000.0,26726000000.0,4284000000.0,9953000000.0,,666000000.0,19467000000.0,1217000000.0,,1000000000.0,4159000000.0,,577000000.0,2752000000.0,,498000000.0,4791000000.0,276000000.0,774000000.0,,-3883000000.0,5124000000.0,2382000000.0,36595000000.0,2396000000.0,7547000000.0,12508000000.0,2396000000.0,2396000000.0,34199000000.0,36595000000.0,9581000000.0,21691000000.0,0.0,-367000000.0
United Continental Holdings Inc,UAL,,100517,2014.0,Q3,,2014-09-30,2014-10-23 16:06:10+00:00,3170000000.0,1559000000.0,,7756000000.0,388000000.0,1163000000.0,3117000000.0,0.0,7624000000.0,,582000000.0,1651000000.0,4523000000.0,25965000000.0,4330000000.0,9988000000.0,,700000000.0,18943000000.0,1170000000.0,,1570000000.0,3201000000.0,,,2090000000.0,,706000000.0,4191000000.0,284000000.0,838000000.0,32000000.0,-3911000000.0,5953000000.0,2397000000.0,38011000000.0,3864000000.0,9225000000.0,12864000000.0,3864000000.0,3864000000.0,34147000000.0,38011000000.0,9843000000.0,21283000000.0,0.0,-237000000.0
