company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
CareFusion Corp ,CFN,,1457543,2011.0,Q4,2011-04-01,2011-06-30,,-38000000.0,122000000.0,78000000.0,50000000.0,112000000.0,41000000.0,-58000000.0,-14000000.0,16000000.0,59000000.0,116000000.0,-9000000.0,1000000.0,-5000000.0,7000000.0,60000000.0,111000000.0,219000000.0,90000000.0,101000000.0,-11000000.0,23000000.0,34000000.0,109000000.0,,-124000000.0,-4000000.0,,
CareFusion Corp ,CFN,,1457543,2011.0,FY,2010-07-01,2011-06-30,2013-08-09 16:21:00+00:00,-38000000.0,122000000.0,78000000.0,186000000.0,144000000.0,88000000.0,-205000000.0,4000000.0,34000000.0,-18000000.0,332000000.0,-34000000.0,-1000000.0,-9000000.0,,-19000000.0,323000000.0,392000000.0,249000000.0,299000000.0,-50000000.0,52000000.0,34000000.0,,,-124000000.0,-4000000.0,,
CareFusion Corp ,CFN,,1457543,2011.0,Q3YTD,2010-07-01,2011-03-31,2012-05-04 06:46:28+00:00,,,,136000000.0,32000000.0,47000000.0,-147000000.0,18000000.0,18000000.0,-77000000.0,216000000.0,-25000000.0,-2000000.0,-4000000.0,-7000000.0,-79000000.0,212000000.0,173000000.0,159000000.0,198000000.0,-39000000.0,29000000.0,,-109000000.0,,,,,
CareFusion Corp ,CFN,,1457543,2011.0,Q3,2011-01-01,2011-03-31,,,,,43000000.0,32000000.0,17000000.0,-28000000.0,18000000.0,32000000.0,-11000000.0,103000000.0,-31000000.0,-2000000.0,-3000000.0,1000000.0,-13000000.0,100000000.0,105000000.0,45000000.0,89000000.0,-44000000.0,-1000000.0,,-43000000.0,,,14000000.0,,
CareFusion Corp ,CFN,,1457543,2011.0,Q2YTD,2010-07-01,2010-12-31,2012-02-03 09:00:43+00:00,,,,93000000.0,,30000000.0,-119000000.0,,-14000000.0,-66000000.0,113000000.0,6000000.0,0.0,-1000000.0,-8000000.0,-66000000.0,112000000.0,68000000.0,114000000.0,109000000.0,5000000.0,30000000.0,,-66000000.0,,,-14000000.0,,
CareFusion Corp ,CFN,,1457543,2011.0,Q2,2010-10-01,2010-12-31,,,,,48000000.0,,-3000000.0,-11000000.0,,-5000000.0,-33000000.0,117000000.0,6000000.0,,2000000.0,1000000.0,-33000000.0,119000000.0,84000000.0,76000000.0,73000000.0,3000000.0,7000000.0,,-33000000.0,,,-5000000.0,,
CareFusion Corp ,CFN,,1457543,2011.0,Q1,2010-07-01,2010-09-30,2011-11-08 09:00:48+00:00,,,,45000000.0,,33000000.0,-108000000.0,,-9000000.0,-33000000.0,-4000000.0,0.0,0.0,-3000000.0,-9000000.0,-33000000.0,-7000000.0,-16000000.0,38000000.0,36000000.0,2000000.0,23000000.0,,-33000000.0,,,-9000000.0,,
CareFusion Corp ,CFN,,1457543,2012.0,Q4,2012-04-01,2012-06-30,,-66000000.0,69000000.0,78000000.0,50000000.0,59000000.0,-16000000.0,106000000.0,,-41000000.0,-34000000.0,300000000.0,-5000000.0,-1000000.0,3000000.0,-46000000.0,-35000000.0,303000000.0,206000000.0,96000000.0,91000000.0,5000000.0,53000000.0,24000000.0,73000000.0,,-100000000.0,-15000000.0,-50000000.0,
CareFusion Corp ,CFN,,1457543,2012.0,FY,2011-07-01,2012-06-30,2014-08-11 07:27:11+00:00,-197000000.0,69000000.0,78000000.0,198000000.0,59000000.0,-30000000.0,36000000.0,0.0,-99000000.0,-238000000.0,648000000.0,-10000000.0,-1000000.0,6000000.0,-109000000.0,-239000000.0,654000000.0,276000000.0,293000000.0,361000000.0,-68000000.0,53000000.0,24000000.0,,0.0,-100000000.0,-23000000.0,-100000000.0,0.0
CareFusion Corp ,CFN,,1457543,2012.0,Q3TTM,2011-04-01,2012-03-31,,-169000000.0,122000000.0,78000000.0,198000000.0,112000000.0,27000000.0,-128000000.0,-14000000.0,-42000000.0,-145000000.0,464000000.0,-14000000.0,1000000.0,-2000000.0,-56000000.0,-144000000.0,462000000.0,289000000.0,287000000.0,371000000.0,-84000000.0,23000000.0,34000000.0,36000000.0,,-124000000.0,-12000000.0,-50000000.0,
