company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CareFusion Corp ,CFN,,1457543,2011.0,FY,,2011-06-30,2013-01-31 17:02:10+00:00,197000000.0,528000000.0,,-11000000.0,1370000000.0,0.0,4714000000.0,67000000.0,132000000.0,2933000000.0,818000000.0,1387000000.0,,360000000.0,449000000.0,631000000.0,920000000.0,400000000.0,143000000.0,205000000.0,40000000.0,17000000.0,89000000.0,478000000.0,108000000.0,27000000.0,370000000.0,1000000.0,8185000000.0,5076000000.0,2868000000.0,619000000.0,5070000000.0,5070000000.0,3115000000.0,8185000000.0,4868000000.0,2496000000.0,0.0,3000000.0
CareFusion Corp ,CFN,,1457543,2011.0,Q3,,2011-03-31,2013-01-31 17:02:10+00:00,159000000.0,422000000.0,,-18000000.0,1178000000.0,0.0,4689000000.0,76000000.0,117000000.0,2923000000.0,828000000.0,1387000000.0,,349000000.0,447000000.0,657000000.0,901000000.0,403000000.0,220000000.0,241000000.0,265000000.0,91000000.0,99000000.0,476000000.0,109000000.0,13000000.0,284000000.0,1000000.0,8157000000.0,4958000000.0,2850000000.0,685000000.0,4952000000.0,4952000000.0,3205000000.0,8157000000.0,4860000000.0,2520000000.0,,3000000.0
CareFusion Corp ,CFN,,1457543,2011.0,Q2,,2010-12-31,2013-01-31 17:02:10+00:00,138000000.0,410000000.0,,-41000000.0,1040000000.0,0.0,4672000000.0,74000000.0,99000000.0,2936000000.0,844000000.0,1387000000.0,,340000000.0,437000000.0,651000000.0,898000000.0,405000000.0,214000000.0,289000000.0,270000000.0,94000000.0,90000000.0,466000000.0,169000000.0,18000000.0,238000000.0,4000000.0,8071000000.0,4872000000.0,2697000000.0,698000000.0,4866000000.0,4866000000.0,3205000000.0,8071000000.0,4937000000.0,2504000000.0,,3000000.0
CareFusion Corp ,CFN,,1457543,2011.0,Q1,,2010-09-30,2013-01-31 17:02:10+00:00,142000000.0,353000000.0,,-42000000.0,959000000.0,0.0,4654000000.0,74000000.0,101000000.0,2936000000.0,858000000.0,1386000000.0,,348000000.0,438000000.0,650000000.0,895000000.0,396000000.0,188000000.0,240000000.0,256000000.0,88000000.0,83000000.0,448000000.0,170000000.0,25000000.0,160000000.0,4000000.0,7905000000.0,4775000000.0,2525000000.0,649000000.0,4769000000.0,4769000000.0,3136000000.0,7905000000.0,4942000000.0,2484000000.0,,3000000.0
CareFusion Corp ,CFN,,1457543,2012.0,FY,,2012-06-30,2013-08-09 16:21:00+00:00,176000000.0,441000000.0,286000000.0,-88000000.0,1648000000.0,0.0,4761000000.0,62000000.0,139000000.0,3039000000.0,831000000.0,1151000000.0,,390000000.0,431000000.0,644000000.0,978000000.0,374000000.0,167000000.0,,73000000.0,19000000.0,91000000.0,529000000.0,,25000000.0,663000000.0,251000000.0,8488000000.0,5231000000.0,3118000000.0,933000000.0,5231000000.0,5231000000.0,3257000000.0,8488000000.0,4939000000.0,2324000000.0,,-105000000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q3,,2012-03-31,2013-01-31 17:02:10+00:00,182000000.0,502000000.0,,-26000000.0,1440000000.0,0.0,4746000000.0,84000000.0,112000000.0,3017000000.0,834000000.0,1151000000.0,,417000000.0,431000000.0,649000000.0,954000000.0,382000000.0,192000000.0,183000000.0,74000000.0,26000000.0,109000000.0,509000000.0,,27000000.0,567000000.0,251000000.0,8379000000.0,5232000000.0,3034000000.0,838000000.0,5232000000.0,5232000000.0,3147000000.0,8379000000.0,4914000000.0,2309000000.0,,-55000000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q2,,2011-12-31,2013-01-31 17:02:10+00:00,159000000.0,497000000.0,,-62000000.0,1346000000.0,0.0,4730000000.0,89000000.0,109000000.0,3010000000.0,854000000.0,1151000000.0,,422000000.0,435000000.0,650000000.0,933000000.0,390000000.0,180000000.0,213000000.0,38000000.0,16000000.0,89000000.0,496000000.0,106000000.0,32000000.0,535000000.0,251000000.0,8332000000.0,5208000000.0,2905000000.0,837000000.0,5198000000.0,5198000000.0,3134000000.0,8332000000.0,4992000000.0,2297000000.0,,5000000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q1,,2011-09-30,2013-01-31 17:02:10+00:00,185000000.0,495000000.0,,-40000000.0,1185000000.0,0.0,4714000000.0,82000000.0,82000000.0,3013000000.0,876000000.0,1151000000.0,,425000000.0,445000000.0,657000000.0,928000000.0,403000000.0,187000000.0,212000000.0,41000000.0,16000000.0,88000000.0,487000000.0,107000000.0,39000000.0,440000000.0,251000000.0,8232000000.0,5119000000.0,2775000000.0,828000000.0,5109000000.0,5109000000.0,3123000000.0,8232000000.0,5012000000.0,2295000000.0,,5000000.0
CareFusion Corp ,CFN,,1457543,2013.0,FY,,2013-06-30,2014-08-11 07:27:11+00:00,147000000.0,429000000.0,242000000.0,-45000000.0,1798000000.0,0.0,4888000000.0,51000000.0,150000000.0,3081000000.0,793000000.0,1444000000.0,0.0,384000000.0,409000000.0,638000000.0,1001000000.0,351000000.0,141000000.0,,,,136000000.0,493000000.0,,30000000.0,1048000000.0,2000000.0,8553000000.0,5386000000.0,3133000000.0,592000000.0,5386000000.0,5386000000.0,3167000000.0,8553000000.0,5011000000.0,2575000000.0,0.0,-505000000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q3,,2013-03-31,2013-05-10 06:11:01+00:00,184000000.0,436000000.0,,-60000000.0,1905000000.0,0.0,4832000000.0,56000000.0,124000000.0,3082000000.0,805000000.0,1445000000.0,,398000000.0,417000000.0,646000000.0,993000000.0,351000000.0,213000000.0,234000000.0,,,97000000.0,543000000.0,,31000000.0,939000000.0,2000000.0,8728000000.0,5494000000.0,3334000000.0,600000000.0,5494000000.0,5494000000.0,3234000000.0,8728000000.0,4977000000.0,2634000000.0,0.0,-217000000.0
