company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:57:54+00:00,5.77,5.77,2.58,963712000.0,5.6,,514417000.0,1159954000.0,1159954000.0,1134849000.0,,2649654000.0,11484398000.0,-24860000.0,5814664000.0,,25105000.0,2649654000.0,8834744000.0,637052000.0,279915000.0,6778376000.0,2056368000.0,-381997000.0,1674371000.0,11484398000.0,196700000.0,196572945.0,202780283.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 12:15:43+00:00,6.39,6.39,3.0,1030860000.0,6.2,,602998000.0,1240535000.0,1240535000.0,1220566000.0,,2742762000.0,13093756000.0,-23452000.0,7036967000.0,,19969000.0,2742762000.0,10350994000.0,608921000.0,192739000.0,8067827000.0,2283167000.0,-439634000.0,1843533000.0,13093756000.0,191000000.0,190925613.0,201011588.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 14:23:47+00:00,2.47,2.47,0.75,263656000.0,2.41,,168239000.0,475287000.0,475287000.0,470289000.0,,636989000.0,3963884000.0,5200000.0,2311147000.0,,4998000.0,636989000.0,3326895000.0,156036000.0,42270000.0,2574803000.0,752092000.0,-108566000.0,643526000.0,3963884000.0,190400000.0,190379009.0,194960830.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2008.0,Q2,2008-04-01,2008-06-30,2009-09-04 15:10:57+00:00,1.42,1.42,0.75,247977000.0,1.37,,183012000.0,275929000.0,275929000.0,270954000.0,,710309000.0,3264271000.0,3916000.0,1737876000.0,,4975000.0,710309000.0,2553962000.0,142996000.0,29912000.0,1985853000.0,568109000.0,-109168000.0,458941000.0,3264271000.0,190800000.0,191326928.0,197864459.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q4,2009-10-01,2009-12-31,,1.66,1.66,0.75,283593000.0,1.64,,98639000.0,318739000.0,318739000.0,313775000.0,,728187000.0,2498654000.0,-19482000.0,983675000.0,,4964000.0,728187000.0,1770467000.0,144332000.0,77993000.0,1267268000.0,503199000.0,-85821000.0,417378000.0,2498654000.0,192700000.0,192772032.0,195838068.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:06:46+00:00,6.39,6.39,3.0,1082775000.0,6.3,,632740000.0,1251050000.0,1251050000.0,1231092000.0,,2750810000.0,10745650000.0,-40396000.0,4627539000.0,,19958000.0,2750810000.0,7994840000.0,570444000.0,210104000.0,5710314000.0,2284526000.0,-400736000.0,1883790000.0,10745650000.0,192700000.0,192772032.0,195838068.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q3YTD,2009-01-01,2009-09-30,,4.73,4.73,2.25,799182000.0,4.66,,534101000.0,932311000.0,932311000.0,917317000.0,,2022623000.0,8246996000.0,-20914000.0,3643864000.0,,14994000.0,2022623000.0,6224373000.0,426112000.0,132111000.0,4443046000.0,1781327000.0,-314915000.0,1466412000.0,8246996000.0,193700000.0,193424904.0,195875241.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 12:05:50+00:00,2.35,2.35,0.75,280641000.0,2.32,,280414000.0,460167000.0,460167000.0,455169000.0,,681576000.0,2937095000.0,5739000.0,1174574000.0,,4998000.0,681576000.0,2255519000.0,144505000.0,79043000.0,1455215000.0,800304000.0,-59723000.0,740581000.0,2937095000.0,193700000.0,193424904.0,195875241.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q2YTD,2009-01-01,2009-06-30,,2.38,2.38,1.5,518541000.0,2.34,,253687000.0,472144000.0,472144000.0,462148000.0,,1341047000.0,5309901000.0,-26653000.0,2469290000.0,,9996000.0,1341047000.0,3968854000.0,281607000.0,53068000.0,2987831000.0,981023000.0,-255192000.0,725831000.0,5309901000.0,195500000.0,196105002.0,198243169.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q2,2009-04-01,2009-06-30,2010-09-02 21:14:11+00:00,1.16,1.16,0.75,260689000.0,1.14,,90641000.0,231811000.0,231811000.0,226813000.0,,696345000.0,2520789000.0,-13354000.0,1089259000.0,,4998000.0,696345000.0,1824444000.0,144161000.0,5471000.0,1349948000.0,474496000.0,-152044000.0,322452000.0,2520789000.0,195500000.0,196105002.0,198243169.0
