company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2008.0,FY,,2008-12-31,2010-02-26 16:57:54+00:00,1475745000.0,1198135000.0,15930513000.0,-112698000.0,2958138000.0,343093000.0,1920491000.0,,4871785000.0,183539000.0,7307000.0,75210000.0,46288000.0,302303000.0,377172000.0,38359627000.0,11174289000.0,405301000.0,1159407000.0,22429114000.0,94000000.0,,6891340000.0,2177993000.0,862987000.0,733612000.0,187310000.0,8244842000.0,1028450000.0,217029000.0,12062000.0,7382719000.0,761887000.0,36616818000.0,7966592000.0,5160389000.0,3765894000.0,7966592000.0,8060592000.0,28339197000.0,36616818000.0,9027315000.0,24573303000.0,-4175214000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,FY,,2009-12-31,2011-02-28 12:15:43+00:00,998228000.0,980827000.0,16866389000.0,-75185000.0,3318401000.0,354233000.0,1709551000.0,,5372590000.0,219639000.0,184819000.0,48584000.0,54989000.0,323342000.0,377172000.0,40255791000.0,10705738000.0,407517000.0,1149355000.0,23389402000.0,94000000.0,0.0,7971193000.0,2241058000.0,496511000.0,402406000.0,192283000.0,8853701000.0,852649000.0,217343000.0,13098000.0,8043122000.0,954484000.0,37561953000.0,8613360000.0,4534161000.0,3193997000.0,8613360000.0,8707360000.0,28637269000.0,37561953000.0,9638390000.0,25443272000.0,-4727167000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q3,,2009-09-30,2009-11-06 14:23:47+00:00,818349000.0,1082415000.0,16597538000.0,-17561000.0,3198175000.0,374177000.0,1130780000.0,,5372022000.0,275609000.0,0.0,137738000.0,39367000.0,320632000.0,377172000.0,39563805000.0,9972091000.0,409115000.0,1081391000.0,22966267000.0,94000000.0,,7463007000.0,2132200000.0,651796000.0,431625000.0,175134000.0,8450978000.0,863921000.0,215223000.0,20421000.0,7871051000.0,1175740000.0,36170335000.0,8483347000.0,3966803000.0,3374194000.0,8483347000.0,8577347000.0,27377765000.0,36170335000.0,9237265000.0,24003571000.0,-4742165000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2009.0,Q2,,2009-06-30,2009-09-04 15:10:57+00:00,-949758000.0,1095384000.0,16425279000.0,10614000.0,-3121927000.0,-300025000.0,1280907000.0,0.0,-5377813000.0,-311325000.0,69139000.0,-80403000.0,-38849000.0,-318115000.0,377172000.0,39244449000.0,-10184849000.0,180968000.0,1044024000.0,239028000.0,-94000000.0,,-7272196000.0,-2140471000.0,931512000.0,-627082000.0,-150267000.0,31257986000.0,-887009000.0,-217050000.0,9100000.0,-7562587000.0,-1025420000.0,36485220000.0,-8766474000.0,4430066000.0,-3501219000.0,-8766474000.0,-8860474000.0,-27407696000.0,-36485220000.0,31816126000.0,-23906477000.0,4163312000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2010.0,FY,,2010-12-31,2012-02-28 16:06:46+00:00,1181099000.0,1035582000.0,17474914000.0,-38212000.0,3687505000.0,42078000.0,1294472000.0,0.0,5370022000.0,166409000.0,310279000.0,49307000.0,39862000.0,335058000.0,377172000.0,41323269000.0,11317157000.0,704490000.0,1139087000.0,23848355000.0,94000000.0,54523000.0,8865976000.0,2175364000.0,516619000.0,329758000.0,217685000.0,9361653000.0,1013809000.0,216738000.0,43044000.0,8689401000.0,457071000.0,38685276000.0,8496400000.0,4339083000.0,2776249000.0,8496400000.0,8590400000.0,29878138000.0,38685276000.0,10497838000.0,27101889000.0,-5524811000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2010.0,Q3,,2010-09-30,2010-11-05 12:05:50+00:00,1009194000.0,1217205000.0,17348634000.0,72566000.0,3650073000.0,42873000.0,1930919000.0,,5369639000.0,93257000.0,4508000.0,86562000.0,41965000.0,330293000.0,377172000.0,40919090000.0,11444513000.0,695632000.0,1111789000.0,23570456000.0,94000000.0,74703000.0,8442136000.0,2111685000.0,746762000.0,403813000.0,189052000.0,8902781000.0,1020253000.0,216736000.0,36280000.0,8611081000.0,760050000.0,38668207000.0,8731752000.0,5047463000.0,2914186000.0,8731752000.0,8825752000.0,29625719000.0,38668207000.0,10050288000.0,26711533000.0,-5321534000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2010.0,Q2,,2010-06-30,2010-09-02 21:14:11+00:00,976740000.0,1166155000.0,17195687000.0,-31065000.0,3567029000.0,35998000.0,1335524000.0,,5379667000.0,109926000.0,25403000.0,5330000.0,41288000.0,327805000.0,377172000.0,40687355000.0,11020326000.0,404774000.0,1057351000.0,23491668000.0,94000000.0,74754000.0,8303880000.0,2180595000.0,742463000.0,377336000.0,171219000.0,9041184000.0,756280000.0,216724000.0,35626000.0,8273153000.0,796860000.0,37752074000.0,8770738000.0,4362522000.0,2806504000.0,8770738000.0,8864738000.0,28670612000.0,37752074000.0,9897884000.0,25864108000.0,-4851017000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2010.0,Q1,,2010-03-31,2010-05-07 10:24:25+00:00,877093000.0,936998000.0,16976188000.0,85392000.0,3525127000.0,36620000.0,1657034000.0,,5375972000.0,118483000.0,24155000.0,7100000.0,55710000.0,325859000.0,377172000.0,40515183000.0,11136734000.0,398287000.0,1061572000.0,23538995000.0,94000000.0,74028000.0,8210493000.0,2199476000.0,1017824000.0,535886000.0,161343000.0,8988300000.0,770371000.0,216721000.0,35037000.0,8115010000.0,978307000.0,38109402000.0,8860079000.0,4732620000.0,3059781000.0,8860079000.0,8954079000.0,28938602000.0,38109402000.0,9837787000.0,25878821000.0,-4716295000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2011.0,FY,,2011-12-31,2013-02-27 16:44:58+00:00,1069096000.0,1001868000.0,18255128000.0,-168452000.0,4024763000.0,38421000.0,694438000.0,0.0,5363230000.0,255839000.0,9856000.0,378164000.0,44031000.0,351741000.0,377172000.0,43864413000.0,10043713000.0,721735000.0,1306664000.0,25609285000.0,94000000.0,19003000.0,8381199000.0,3133657000.0,559573000.0,363621000.0,183512000.0,10351801000.0,887466000.0,186511000.0,50304000.0,9446960000.0,2304695000.0,40701699000.0,8961270000.0,3622703000.0,4950699000.0,8961270000.0,9055270000.0,31459918000.0,40701699000.0,11469711000.0,26509219000.0,-5680468000.0
Entergy Corp,ETR,4XM3TW50JULSLG8BNC79,65984,2011.0,Q3,,2011-09-30,2011-11-07 09:20:59+00:00,882651000.0,1248373000.0,18123801000.0,-138337000.0,3920322000.0,39341000.0,987140000.0,0.0,5365507000.0,69566000.0,61857000.0,64821000.0,40570000.0,347185000.0,377172000.0,42922828000.0,10241993000.0,716587000.0,1162764000.0,24799027000.0,94000000.0,58001000.0,8684565000.0,1898966000.0,650877000.0,421313000.0,164378000.0,9056213000.0,938858000.0,216748000.0,43487000.0,9439000000.0,2170859000.0,39161498000.0,8965362000.0,4154498000.0,4161343000.0,8965362000.0,9059362000.0,29885388000.0,39161498000.0,10207973000.0,25724045000.0,-5700808000.0
