company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2007.0,FY,2007-01-01,2007-12-31,2010-02-05 15:30:53+00:00,-839000000.0,-467000000.0,1321000000.0,153000000.0,1731000000.0,-800000000.0,-2426000000.0,3277000000.0,-800000000.0,-2426000000.0,3277000000.0,51000000.0,1855000000.0,1855000000.0,-52000000.0,,-52000000.0,-364000000.0,,-3117000000.0,-792000000.0,-1375000000.0,,743000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2008.0,FY,2008-01-01,2008-12-31,2011-02-04 17:03:17+00:00,-699000000.0,-500000000.0,1366000000.0,384000000.0,2363000000.0,-935000000.0,-2738000000.0,4044000000.0,-935000000.0,-2738000000.0,4044000000.0,371000000.0,2335000000.0,2335000000.0,-41000000.0,,-77000000.0,-481000000.0,,-3142000000.0,-1208000000.0,-1609000000.0,,481000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2008.0,Q4,2008-10-01,2008-12-31,,-355000000.0,-86000000.0,332000000.0,27000000.0,924000000.0,115000000.0,-729000000.0,1006000000.0,115000000.0,-729000000.0,1006000000.0,392000000.0,658000000.0,658000000.0,-11000000.0,,-12000000.0,-137000000.0,,-739000000.0,-473000000.0,-199000000.0,,22000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2008.0,Q3,2008-07-01,2008-09-30,,-134000000.0,-162000000.0,348000000.0,162000000.0,423000000.0,-429000000.0,-527000000.0,1202000000.0,-429000000.0,-527000000.0,1202000000.0,246000000.0,703000000.0,703000000.0,-11000000.0,,6000000.0,-114000000.0,,-772000000.0,-238000000.0,-500000000.0,,239000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 17:17:14+00:00,-344000000.0,-414000000.0,1034000000.0,357000000.0,1439000000.0,-1050000000.0,-2009000000.0,3038000000.0,-1050000000.0,-2009000000.0,3038000000.0,-21000000.0,1677000000.0,1677000000.0,-30000000.0,,-65000000.0,-344000000.0,,-2403000000.0,-735000000.0,-1410000000.0,,459000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-24 16:07:12+00:00,-210000000.0,-252000000.0,686000000.0,195000000.0,1016000000.0,-621000000.0,-1482000000.0,1836000000.0,-621000000.0,-1482000000.0,1836000000.0,-267000000.0,974000000.0,974000000.0,-19000000.0,,-71000000.0,-230000000.0,,-1631000000.0,-497000000.0,-910000000.0,,220000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2009.0,FY,2009-01-01,2009-12-31,2011-02-04 17:03:17+00:00,-452000000.0,-578000000.0,1427000000.0,74000000.0,957000000.0,-458000000.0,-2145000000.0,3204000000.0,-458000000.0,-2145000000.0,3204000000.0,601000000.0,1890000000.0,1890000000.0,-187000000.0,,22000000.0,-544000000.0,,-2354000000.0,-871000000.0,0.0,,187000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2009.0,Q4,2009-10-01,2009-12-31,,-179000000.0,-91000000.0,373000000.0,132000000.0,18000000.0,-163000000.0,-427000000.0,1005000000.0,-163000000.0,-427000000.0,1005000000.0,415000000.0,549000000.0,549000000.0,-49000000.0,,-14000000.0,-136000000.0,,-446000000.0,-45000000.0,,,33000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2009.0,Q3TTM,2008-10-01,2009-09-30,,-628000000.0,-573000000.0,1386000000.0,-31000000.0,1863000000.0,-180000000.0,-2447000000.0,3205000000.0,-180000000.0,-2447000000.0,3205000000.0,578000000.0,1999000000.0,1999000000.0,-149000000.0,,24000000.0,-545000000.0,,-2647000000.0,-1299000000.0,-199000000.0,,176000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2009.0,Q3,2009-07-01,2009-09-30,,-185000000.0,-210000000.0,363000000.0,-180000000.0,1000000.0,-333000000.0,-579000000.0,691000000.0,-333000000.0,-579000000.0,691000000.0,-221000000.0,514000000.0,514000000.0,-6000000.0,,35000000.0,-136000000.0,,-626000000.0,-198000000.0,,,12000000.0
