company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q2,,2011-06-30,2011-07-22 15:02:03+00:00,2974000000.0,1427000000.0,-719000000.0,1055000000.0,0.0,5385000000.0,315000000.0,8759000000.0,1176000000.0,630000000.0,38908000000.0,12016000000.0,272000000.0,246000000.0,1795000000.0,18159000000.0,179000000.0,,44029000000.0,18306000000.0,3699000000.0,3153000000.0,18306000000.0,18306000000.0,25723000000.0,44029000000.0,1422000000.0,22570000000.0,-4519000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q1,,2011-03-31,2011-04-21 12:57:23+00:00,2767000000.0,1275000000.0,-728000000.0,1248000000.0,,5374000000.0,307000000.0,9016000000.0,1157000000.0,582000000.0,38512000000.0,11788000000.0,265000000.0,241000000.0,1790000000.0,17607000000.0,180000000.0,,43587000000.0,18046000000.0,3677000000.0,2947000000.0,18046000000.0,18046000000.0,25541000000.0,43587000000.0,1398000000.0,22594000000.0,-4207000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,FY,,2012-12-31,2014-02-07 16:21:46+00:00,2923000000.0,1331000000.0,-1186000000.0,1063000000.0,0.0,5499000000.0,263000000.0,8801000000.0,1259000000.0,660000000.0,41997000000.0,13108000000.0,297000000.0,283000000.0,2248000000.0,22271000000.0,196000000.0,,47153000000.0,19877000000.0,3614000000.0,3119000000.0,19877000000.0,19877000000.0,27276000000.0,47153000000.0,1542000000.0,24157000000.0,-6707000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q3,,2012-09-30,2012-10-18 15:26:21+00:00,3161000000.0,1583000000.0,-1015000000.0,1130000000.0,0.0,5483000000.0,293000000.0,8773000000.0,1235000000.0,680000000.0,41617000000.0,12858000000.0,260000000.0,272000000.0,2016000000.0,21560000000.0,713000000.0,,47070000000.0,19549000000.0,3946000000.0,3874000000.0,19549000000.0,19549000000.0,27521000000.0,47070000000.0,1507000000.0,23647000000.0,-6479000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q2,,2012-06-30,2012-07-20 14:53:40+00:00,3137000000.0,1497000000.0,-1061000000.0,1201000000.0,0.0,5463000000.0,324000000.0,8636000000.0,1211000000.0,646000000.0,40937000000.0,12646000000.0,288000000.0,270000000.0,2088000000.0,20802000000.0,780000000.0,,46374000000.0,19087000000.0,3956000000.0,3917000000.0,19087000000.0,19087000000.0,27287000000.0,46374000000.0,1481000000.0,23370000000.0,-6117000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q1,,2012-03-31,2012-04-19 16:05:48+00:00,3133000000.0,1327000000.0,-1046000000.0,995000000.0,0.0,5443000000.0,314000000.0,8066000000.0,1210000000.0,682000000.0,40309000000.0,12505000000.0,247000000.0,252000000.0,2108000000.0,20084000000.0,769000000.0,,45336000000.0,18755000000.0,3565000000.0,3902000000.0,18755000000.0,18755000000.0,26581000000.0,45336000000.0,1462000000.0,22679000000.0,-5726000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,FY,,2013-12-31,2015-02-06 17:01:09+00:00,3086000000.0,1414000000.0,-750000000.0,1432000000.0,0.0,6984000000.0,268000000.0,8872000000.0,1321000000.0,653000000.0,43749000000.0,14163000000.0,223000000.0,671000000.0,1680000000.0,23901000000.0,705000000.0,,49731000000.0,21225000000.0,3990000000.0,3791000000.0,21225000000.0,21225000000.0,28506000000.0,49731000000.0,1992000000.0,24715000000.0,-8910000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q3,,2013-09-30,2013-10-17 16:18:56+00:00,2964000000.0,1469000000.0,-1143000000.0,1366000000.0,0.0,5576000000.0,230000000.0,8764000000.0,1282000000.0,683000000.0,43311000000.0,13739000000.0,316000000.0,301000000.0,2026000000.0,24476000000.0,691000000.0,,48958000000.0,20774000000.0,4064000000.0,3655000000.0,20774000000.0,20774000000.0,28184000000.0,48958000000.0,1583000000.0,24529000000.0,-8135000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q2,,2013-06-30,2013-07-19 10:16:56+00:00,3092000000.0,1468000000.0,-1148000000.0,1845000000.0,0.0,5549000000.0,242000000.0,9076000000.0,1272000000.0,654000000.0,42911000000.0,13477000000.0,334000000.0,300000000.0,2124000000.0,23690000000.0,733000000.0,,49026000000.0,20524000000.0,4543000000.0,3825000000.0,20524000000.0,20524000000.0,28502000000.0,49026000000.0,1572000000.0,24677000000.0,-7567000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q1,,2013-03-31,2013-04-18 16:47:24+00:00,3058000000.0,1512000000.0,-1169000000.0,1917000000.0,0.0,5521000000.0,251000000.0,9309000000.0,1240000000.0,655000000.0,42376000000.0,13288000000.0,311000000.0,299000000.0,2210000000.0,22905000000.0,552000000.0,,48561000000.0,20144000000.0,4646000000.0,3610000000.0,20144000000.0,20144000000.0,28417000000.0,48561000000.0,1539000000.0,24807000000.0,-7113000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,FY,,2014-12-31,2016-02-05 13:24:19+00:00,3303000000.0,1611000000.0,-1210000000.0,1586000000.0,0.0,7096000000.0,,10952000000.0,1390000000.0,712000000.0,46272000000.0,14403000000.0,492000000.0,309000000.0,2064000000.0,27367000000.0,461000000.0,,52372000000.0,21189000000.0,4401000000.0,3764000000.0,21189000000.0,21189000000.0,31183000000.0,52372000000.0,1699000000.0,27419000000.0,-12064000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q3,,2014-09-30,2014-10-23 14:53:00+00:00,3373000000.0,1635000000.0,-708000000.0,1887000000.0,0.0,7074000000.0,218000000.0,11045000000.0,1384000000.0,736000000.0,45553000000.0,14421000000.0,304000000.0,851000000.0,1716000000.0,26380000000.0,460000000.0,,52568000000.0,21553000000.0,4780000000.0,3833000000.0,21553000000.0,21553000000.0,31015000000.0,52568000000.0,2235000000.0,27182000000.0,-11193000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q2,,2014-06-30,2014-07-25 11:59:14+00:00,3319000000.0,1666000000.0,-714000000.0,1537000000.0,0.0,7044000000.0,239000000.0,10385000000.0,1369000000.0,739000000.0,44901000000.0,14301000000.0,322000000.0,789000000.0,1659000000.0,25456000000.0,458000000.0,,51562000000.0,21440000000.0,4503000000.0,3777000000.0,21440000000.0,21440000000.0,30122000000.0,51562000000.0,2158000000.0,26345000000.0,-10346000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q1,,2014-03-31,2014-04-17 15:42:58+00:00,3556000000.0,1542000000.0,-734000000.0,1857000000.0,0.0,5621000000.0,259000000.0,9544000000.0,1344000000.0,705000000.0,44189000000.0,14229000000.0,316000000.0,686000000.0,1665000000.0,25962000000.0,632000000.0,,50898000000.0,21272000000.0,4679000000.0,4188000000.0,21272000000.0,21272000000.0,29626000000.0,50898000000.0,2030000000.0,25438000000.0,-9577000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2015.0,FY,,2015-12-31,2017-02-03 16:13:15+00:00,2612000000.0,1356000000.0,-1195000000.0,1391000000.0,0.0,7193000000.0,,13607000000.0,1410000000.0,736000000.0,48866000000.0,15241000000.0,647000000.0,194000000.0,1844000000.0,30233000000.0,594000000.0,0.0,54600000000.0,20702000000.0,4130000000.0,3206000000.0,20702000000.0,20702000000.0,33898000000.0,54600000000.0,1604000000.0,30692000000.0,-15529000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2015.0,Q3,,2015-09-30,2015-10-22 15:29:04+00:00,2987000000.0,1508000000.0,-1212000000.0,1078000000.0,0.0,7176000000.0,218000000.0,12798000000.0,1373000000.0,741000000.0,48149000000.0,15062000000.0,397000000.0,299000000.0,1796000000.0,29583000000.0,521000000.0,,53763000000.0,20599000000.0,3942000000.0,3508000000.0,20599000000.0,20599000000.0,33164000000.0,53763000000.0,1672000000.0,29656000000.0,-14948000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2015.0,Q2,,2015-06-30,2015-07-24 14:26:22+00:00,2982000000.0,1513000000.0,-1208000000.0,2041000000.0,0.0,7153000000.0,235000000.0,12908000000.0,1375000000.0,762000000.0,47512000000.0,14907000000.0,432000000.0,307000000.0,1959000000.0,28759000000.0,431000000.0,,54177000000.0,20990000000.0,4983000000.0,3413000000.0,20990000000.0,20990000000.0,33187000000.0,54177000000.0,1682000000.0,29774000000.0,-13714000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2015.0,Q1,,2015-03-31,2015-04-23 17:18:04+00:00,2974000000.0,1564000000.0,-1218000000.0,1587000000.0,0.0,7127000000.0,250000000.0,11884000000.0,1375000000.0,744000000.0,46928000000.0,14774000000.0,334000000.0,363000000.0,2040000000.0,28034000000.0,416000000.0,,53145000000.0,21057000000.0,4479000000.0,3390000000.0,21057000000.0,21057000000.0,32088000000.0,53145000000.0,1738000000.0,28698000000.0,-12886000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2016.0,FY,,2016-12-31,2018-02-09 14:32:01+00:00,2882000000.0,1258000000.0,-1272000000.0,1277000000.0,0.0,7198000000.0,,14249000000.0,1457000000.0,717000000.0,50389000000.0,15996000000.0,284000000.0,276000000.0,1901000000.0,32587000000.0,758000000.0,60000000.0,55718000000.0,19932000000.0,3596000000.0,3640000000.0,19932000000.0,19932000000.0,35786000000.0,55718000000.0,1733000000.0,32146000000.0,-18581000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2016.0,Q3,,2016-09-30,2016-10-20 15:49:02+00:00,2850000000.0,1351000000.0,-1185000000.0,1909000000.0,0.0,7183000000.0,,15205000000.0,1446000000.0,690000000.0,49939000000.0,15774000000.0,322000000.0,318000000.0,1785000000.0,31940000000.0,407000000.0,330000000.0,56305000000.0,20284000000.0,4602000000.0,3257000000.0,20284000000.0,20284000000.0,36021000000.0,56305000000.0,1764000000.0,32764000000.0,-17654000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2016.0,Q2,,2016-06-30,2016-07-21 17:14:32+00:00,2686000000.0,1373000000.0,-1198000000.0,1830000000.0,0.0,7171000000.0,,14777000000.0,1408000000.0,660000000.0,49461000000.0,15593000000.0,373000000.0,255000000.0,1803000000.0,31266000000.0,409000000.0,330000000.0,55690000000.0,20422000000.0,4566000000.0,3095000000.0,20422000000.0,20422000000.0,35268000000.0,55690000000.0,1663000000.0,32173000000.0,-16817000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2016.0,Q1,,2016-03-31,2016-04-21 15:48:49+00:00,2885000000.0,1355000000.0,-1208000000.0,2673000000.0,0.0,7159000000.0,,14791000000.0,1404000000.0,716000000.0,49071000000.0,15404000000.0,339000000.0,214000000.0,1815000000.0,30747000000.0,402000000.0,,55772000000.0,20475000000.0,5083000000.0,3287000000.0,20475000000.0,20475000000.0,35297000000.0,55772000000.0,1618000000.0,32010000000.0,-16223000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2017.0,FY,,2017-12-31,2019-02-08 14:28:23+00:00,3139000000.0,1493000000.0,-1141000000.0,1275000000.0,0.0,7254000000.0,,16144000000.0,1809000000.0,749000000.0,51605000000.0,10936000000.0,399000000.0,386000000.0,1931000000.0,41317000000.0,800000000.0,90000000.0,57806000000.0,24856000000.0,4006000000.0,3939000000.0,24856000000.0,24856000000.0,32950000000.0,57806000000.0,2195000000.0,29011000000.0,-22574000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2017.0,Q3,,2017-09-30,2017-10-26 16:05:11+00:00,2928000000.0,1428000000.0,-1172000000.0,1847000000.0,0.0,7232000000.0,,15930000000.0,1566000000.0,742000000.0,51036000000.0,16524000000.0,342000000.0,346000000.0,1961000000.0,34561000000.0,903000000.0,90000000.0,57397000000.0,19151000000.0,4449000000.0,3831000000.0,19151000000.0,19151000000.0,38246000000.0,57397000000.0,1912000000.0,34415000000.0,-21470000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2017.0,Q2,,2017-06-30,2017-07-20 15:40:53+00:00,2875000000.0,1357000000.0,-1221000000.0,1286000000.0,0.0,7209000000.0,,15229000000.0,1504000000.0,726000000.0,50814000000.0,16329000000.0,410000000.0,291000000.0,1899000000.0,33847000000.0,531000000.0,90000000.0,56478000000.0,19615000000.0,3869000000.0,3406000000.0,19615000000.0,19615000000.0,36863000000.0,56478000000.0,1795000000.0,33457000000.0,-20220000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2017.0,Q1,,2017-03-31,2017-04-27 15:21:21+00:00,3125000000.0,1279000000.0,-1252000000.0,1049000000.0,0.0,7185000000.0,,14310000000.0,1480000000.0,760000000.0,50550000000.0,16157000000.0,410000000.0,282000000.0,1862000000.0,33167000000.0,723000000.0,90000000.0,55900000000.0,19723000000.0,3588000000.0,3848000000.0,19723000000.0,19723000000.0,36177000000.0,55900000000.0,1762000000.0,32329000000.0,-19377000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2018.0,FY,,2018-12-31,2020-02-07 15:35:18+00:00,3160000000.0,1755000000.0,-1415000000.0,1273000000.0,0.0,7228000000.0,,20925000000.0,1912000000.0,742000000.0,52679000000.0,11302000000.0,333000000.0,393000000.0,1871000000.0,45284000000.0,1466000000.0,60000000.0,59147000000.0,20423000000.0,4163000000.0,4626000000.0,20423000000.0,20423000000.0,38724000000.0,59147000000.0,2305000000.0,34098000000.0,-30674000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2018.0,Q3,,2018-09-30,2018-10-25 16:05:24+00:00,3061000000.0,1792000000.0,-1392000000.0,1810000000.0,0.0,6582000000.0,,20943000000.0,1887000000.0,789000000.0,52210000000.0,11270000000.0,335000000.0,399000000.0,1925000000.0,44313000000.0,1468000000.0,90000000.0,59312000000.0,20645000000.0,4816000000.0,4529000000.0,20645000000.0,20645000000.0,38667000000.0,59312000000.0,2286000000.0,34138000000.0,-28858000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2018.0,Q2,,2018-06-30,2018-07-19 15:47:52+00:00,2916000000.0,1634000000.0,-1428000000.0,1604000000.0,0.0,6557000000.0,,21357000000.0,1856000000.0,772000000.0,51947000000.0,11109000000.0,394000000.0,392000000.0,1942000000.0,43311000000.0,1456000000.0,90000000.0,58689000000.0,19909000000.0,4494000000.0,4372000000.0,19909000000.0,19909000000.0,38780000000.0,58689000000.0,2248000000.0,34408000000.0,-28531000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2018.0,Q1,,2018-03-31,2018-04-26 16:40:19+00:00,2855000000.0,1571000000.0,-1422000000.0,1048000000.0,0.0,7252000000.0,,15697000000.0,1810000000.0,808000000.0,51696000000.0,11050000000.0,380000000.0,386000000.0,1907000000.0,42359000000.0,1891000000.0,90000000.0,57789000000.0,24389000000.0,3897000000.0,4746000000.0,24389000000.0,24389000000.0,33400000000.0,57789000000.0,2196000000.0,28654000000.0,-23800000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2019.0,FY,,2019-12-31,2020-04-23 16:58:23+00:00,3094000000.0,1595000000.0,-1356000000.0,831000000.0,0.0,7303000000.0,,23943000000.0,2050000000.0,751000000.0,53916000000.0,11992000000.0,222000000.0,2248000000.0,3259000000.0,48605000000.0,1257000000.0,60000000.0,61673000000.0,18128000000.0,3459000000.0,4351000000.0,18128000000.0,18128000000.0,43545000000.0,61673000000.0,4298000000.0,39194000000.0,-36424000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2019.0,Q3,,2019-09-30,2019-10-17 16:28:14+00:00,3166000000.0,1650000000.0,-1305000000.0,1250000000.0,0.0,7285000000.0,,24314000000.0,2003000000.0,771000000.0,53488000000.0,11744000000.0,342000000.0,2414000000.0,3317000000.0,47875000000.0,1421000000.0,60000000.0,61978000000.0,18016000000.0,4073000000.0,4587000000.0,18016000000.0,18016000000.0,43962000000.0,61978000000.0,4417000000.0,39375000000.0,-35839000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2019.0,Q2,,2019-06-30,2019-07-18 16:35:47+00:00,3368000000.0,1809000000.0,-1298000000.0,1049000000.0,0.0,6734000000.0,,22955000000.0,1989000000.0,775000000.0,53115000000.0,11574000000.0,393000000.0,2518000000.0,3343000000.0,46997000000.0,2297000000.0,60000000.0,61708000000.0,18171000000.0,4086000000.0,5665000000.0,18171000000.0,18171000000.0,43537000000.0,61708000000.0,4507000000.0,37872000000.0,-34262000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2019.0,Q1,,2019-03-31,2019-04-18 15:29:37+00:00,3559000000.0,1672000000.0,-1378000000.0,1059000000.0,0.0,6709000000.0,,23409000000.0,1951000000.0,780000000.0,52856000000.0,11408000000.0,382000000.0,2559000000.0,3498000000.0,46049000000.0,1703000000.0,60000000.0,61319000000.0,17742000000.0,3953000000.0,5262000000.0,17742000000.0,17742000000.0,43577000000.0,61319000000.0,4510000000.0,38315000000.0,-33638000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2020.0,Q1,,2020-03-31,2020-04-23 16:58:23+00:00,3130000000.0,1669000000.0,-1329000000.0,1130000000.0,0.0,6893000000.0,,26365000000.0,2078000000.0,692000000.0,54121000000.0,12088000000.0,253000000.0,2213000000.0,3131000000.0,49419000000.0,1511000000.0,60000000.0,62216000000.0,15991000000.0,3804000000.0,4641000000.0,15991000000.0,15991000000.0,46225000000.0,62216000000.0,4291000000.0,41584000000.0,-38992000000.0
