company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 16:20:46+00:00,0.72,0.72,0.27,341000000.0,0.72,191000000.0,362000000.0,362000000.0,362000000.0,1107000000.0,3240000000.0,23000000.0,,175000000.0,1296000000.0,1107000000.0,2308000000.0,141000000.0,1637000000.0,671000000.0,-118000000.0,553000000.0,3415000000.0,502800000.0,502700000.0,504600000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,FY,2010-01-01,2010-12-31,2012-02-03 14:41:53+00:00,5.58,5.58,1.31,1487000000.0,5.53,1653000000.0,2780000000.0,2780000000.0,2780000000.0,5464000000.0,16069000000.0,54000000.0,,896000000.0,5033000000.0,5464000000.0,11501000000.0,602000000.0,6520000000.0,4981000000.0,-548000000.0,4433000000.0,16965000000.0,498200000.0,498200000.0,502900000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q4,2010-10-01,2010-12-31,,1.56,1.56,0.38,380000000.0,1.56,405000000.0,775000000.0,775000000.0,775000000.0,1432000000.0,4171000000.0,9000000.0,,239000000.0,1285000000.0,1432000000.0,2978000000.0,142000000.0,1665000000.0,1313000000.0,-133000000.0,1180000000.0,4410000000.0,498200000.0,498200000.0,502900000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q3,2010-07-01,2010-09-30,2011-10-21 12:20:53+00:00,1.58,1.58,0.33,372000000.0,1.56,495000000.0,778000000.0,778000000.0,778000000.0,1365000000.0,4187000000.0,25000000.0,,221000000.0,1270000000.0,1365000000.0,3043000000.0,153000000.0,1642000000.0,1401000000.0,-128000000.0,1273000000.0,4408000000.0,492400000.0,493000000.0,497700000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.07,4.07,0.89,1107000000.0,4.07,1248000000.0,2005000000.0,2005000000.0,2005000000.0,4032000000.0,11898000000.0,45000000.0,,657000000.0,3748000000.0,4032000000.0,8523000000.0,460000000.0,4855000000.0,3668000000.0,-415000000.0,3253000000.0,12555000000.0,492400000.0,493000000.0,497700000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q3TTM,2009-10-01,2010-09-30,,5.18,5.18,1.16,1480000000.0,5.18,1568000000.0,2554000000.0,2554000000.0,2554000000.0,5267000000.0,15439000000.0,68000000.0,,870000000.0,4895000000.0,5267000000.0,11042000000.0,613000000.0,6375000000.0,4667000000.0,-545000000.0,4122000000.0,16309000000.0,492400000.0,493000000.0,497700000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q2,2010-04-01,2010-06-30,2011-07-22 15:02:03+00:00,1.42,1.42,0.33,368000000.0,1.4,435000000.0,711000000.0,711000000.0,711000000.0,1362000000.0,3956000000.0,19000000.0,,226000000.0,1173000000.0,1362000000.0,2820000000.0,152000000.0,1541000000.0,1279000000.0,-133000000.0,1146000000.0,4182000000.0,500700000.0,501800000.0,506500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.45,2.45,0.54,735000000.0,2.45,753000000.0,1227000000.0,1227000000.0,1227000000.0,2667000000.0,7711000000.0,20000000.0,,436000000.0,2478000000.0,2667000000.0,5480000000.0,307000000.0,3213000000.0,2267000000.0,-287000000.0,1980000000.0,8147000000.0,500700000.0,501800000.0,506500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q2TTM,2009-07-01,2010-06-30,,4.56,4.56,1.08,1471000000.0,4.56,1378000000.0,2290000000.0,2290000000.0,2290000000.0,5071000000.0,14723000000.0,57000000.0,,849000000.0,4803000000.0,5071000000.0,10501000000.0,616000000.0,6274000000.0,4227000000.0,-559000000.0,3668000000.0,15572000000.0,500700000.0,501800000.0,506500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 12:57:23+00:00,1.02,1.02,0.27,367000000.0,1.01,318000000.0,516000000.0,516000000.0,516000000.0,1305000000.0,3755000000.0,1000000.0,,210000000.0,1305000000.0,1305000000.0,2660000000.0,155000000.0,1672000000.0,988000000.0,-154000000.0,834000000.0,3965000000.0,505900000.0,504500000.0,508700000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2010.0,Q1TTM,2009-04-01,2010-03-31,,4.05,4.05,1.08,1453000000.0,4.05,1211000000.0,2044000000.0,2044000000.0,2044000000.0,4785000000.0,13888000000.0,173000000.0,,805000000.0,4759000000.0,4785000000.0,9908000000.0,614000000.0,6212000000.0,3696000000.0,-441000000.0,3255000000.0,14693000000.0,505900000.0,504500000.0,508700000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,FY,2011-01-01,2011-12-31,2013-02-08 13:30:06+00:00,6.78,6.78,1.93,1617000000.0,6.72,1972000000.0,3292000000.0,3292000000.0,3292000000.0,6753000000.0,18508000000.0,112000000.0,,1049000000.0,5463000000.0,6753000000.0,12804000000.0,572000000.0,7080000000.0,5724000000.0,-460000000.0,5264000000.0,19557000000.0,485500000.0,485700000.0,489800000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q4,2011-10-01,2011-12-31,,1.98,1.98,0.47,413000000.0,1.98,566000000.0,964000000.0,964000000.0,964000000.0,1732000000.0,4829000000.0,54000000.0,,279000000.0,1346000000.0,1732000000.0,3376000000.0,141000000.0,1759000000.0,1617000000.0,-87000000.0,1530000000.0,5108000000.0,485500000.0,485700000.0,489800000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.81,4.81,1.25,1204000000.0,4.81,1406000000.0,2328000000.0,2328000000.0,2328000000.0,5021000000.0,13679000000.0,58000000.0,,770000000.0,4117000000.0,5021000000.0,9428000000.0,431000000.0,5321000000.0,4107000000.0,-373000000.0,3734000000.0,14449000000.0,483400000.0,484200000.0,488100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.41,6.41,1.59,1584000000.0,6.41,1811000000.0,3103000000.0,3103000000.0,3103000000.0,6453000000.0,17850000000.0,67000000.0,,1009000000.0,5402000000.0,6453000000.0,12406000000.0,573000000.0,6986000000.0,5420000000.0,-506000000.0,4914000000.0,18859000000.0,483400000.0,484200000.0,488100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q3,2011-07-01,2011-09-30,2012-10-18 15:26:21+00:00,1.87,1.87,0.475,408000000.0,1.85,549000000.0,904000000.0,904000000.0,904000000.0,1715000000.0,4836000000.0,17000000.0,,265000000.0,1400000000.0,1715000000.0,3386000000.0,142000000.0,1808000000.0,1578000000.0,-125000000.0,1453000000.0,5101000000.0,483400000.0,484200000.0,488100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.92,2.92,0.77,796000000.0,2.92,857000000.0,1424000000.0,1424000000.0,1424000000.0,3306000000.0,8843000000.0,41000000.0,,505000000.0,2717000000.0,3306000000.0,6042000000.0,289000000.0,3513000000.0,2529000000.0,-248000000.0,2281000000.0,9348000000.0,487600000.0,488400000.0,492400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q2TTM,2010-07-01,2011-06-30,,6.1,6.1,1.44,1548000000.0,6.1,1757000000.0,2977000000.0,2977000000.0,2977000000.0,6103000000.0,17201000000.0,75000000.0,,965000000.0,5272000000.0,6103000000.0,12063000000.0,584000000.0,6820000000.0,5243000000.0,-509000000.0,4734000000.0,18166000000.0,487600000.0,488400000.0,492400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q2,2011-04-01,2011-06-30,2012-07-20 14:53:40+00:00,1.61,1.61,0.475,401000000.0,1.59,485000000.0,785000000.0,785000000.0,785000000.0,1703000000.0,4595000000.0,26000000.0,,263000000.0,1362000000.0,1703000000.0,3155000000.0,148000000.0,1763000000.0,1392000000.0,-122000000.0,1270000000.0,4858000000.0,487600000.0,488400000.0,492400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q1,2011-01-01,2011-03-31,2012-04-19 16:05:48+00:00,1.31,1.31,0.38,395000000.0,1.29,372000000.0,639000000.0,639000000.0,639000000.0,1603000000.0,4248000000.0,15000000.0,,242000000.0,1355000000.0,1603000000.0,2887000000.0,141000000.0,1750000000.0,1137000000.0,-126000000.0,1011000000.0,4490000000.0,487800000.0,489600000.0,494100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2011.0,Q1TTM,2010-04-01,2011-03-31,,5.93,5.93,0.19,1515000000.0,5.93,1707000000.0,2903000000.0,2903000000.0,2903000000.0,5762000000.0,16562000000.0,68000000.0,,928000000.0,5083000000.0,5762000000.0,11728000000.0,588000000.0,6598000000.0,5130000000.0,-520000000.0,4610000000.0,17490000000.0,487800000.0,489600000.0,494100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,FY,2012-01-01,2012-12-31,2014-02-07 16:21:46+00:00,8.33,8.33,2.49,1760000000.0,8.27,2375000000.0,3943000000.0,3943000000.0,3943000000.0,6948000000.0,19686000000.0,108000000.0,,1240000000.0,5473000000.0,6948000000.0,13978000000.0,535000000.0,7233000000.0,6745000000.0,-427000000.0,6318000000.0,20926000000.0,473300000.0,473100000.0,476500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q4,2012-10-01,2012-12-31,,2.19,2.19,0.6,453000000.0,2.19,604000000.0,1036000000.0,1036000000.0,1036000000.0,1755000000.0,4931000000.0,43000000.0,,319000000.0,1317000000.0,1755000000.0,3495000000.0,128000000.0,1770000000.0,1725000000.0,-85000000.0,1640000000.0,5250000000.0,473300000.0,473100000.0,476500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q3YTD,2012-01-01,2012-09-30,,6.16,6.16,1.82,1307000000.0,6.16,1771000000.0,2907000000.0,2907000000.0,2907000000.0,5193000000.0,14755000000.0,65000000.0,,921000000.0,4156000000.0,5193000000.0,10483000000.0,407000000.0,5463000000.0,5020000000.0,-342000000.0,4678000000.0,15676000000.0,471500000.0,472000000.0,475200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q3TTM,2011-10-01,2012-09-30,,8.2,8.2,2.31,1720000000.0,8.2,2337000000.0,3871000000.0,3871000000.0,3871000000.0,6925000000.0,19584000000.0,119000000.0,,1200000000.0,5502000000.0,6925000000.0,13859000000.0,548000000.0,7222000000.0,6637000000.0,-429000000.0,6208000000.0,20784000000.0,471500000.0,472000000.0,475200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q3,2012-07-01,2012-09-30,2013-10-17 16:18:56+00:00,2.21,2.21,0.6,447000000.0,2.19,635000000.0,1042000000.0,1042000000.0,1042000000.0,1722000000.0,5019000000.0,28000000.0,,324000000.0,1388000000.0,1722000000.0,3621000000.0,137000000.0,1835000000.0,1786000000.0,-109000000.0,1677000000.0,5343000000.0,471500000.0,472000000.0,475200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q2YTD,2012-01-01,2012-06-30,,3.94,3.94,1.21,860000000.0,3.94,1136000000.0,1865000000.0,1865000000.0,1865000000.0,3471000000.0,9736000000.0,37000000.0,,597000000.0,2768000000.0,3471000000.0,6862000000.0,270000000.0,3628000000.0,3234000000.0,-233000000.0,3001000000.0,10333000000.0,474900000.0,473800000.0,477200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q2TTM,2011-07-01,2012-06-30,,7.88,7.88,2.19,1681000000.0,7.88,2251000000.0,3733000000.0,3733000000.0,3733000000.0,6918000000.0,19401000000.0,108000000.0,,1141000000.0,5514000000.0,6918000000.0,13624000000.0,553000000.0,7195000000.0,6429000000.0,-445000000.0,5984000000.0,20542000000.0,474900000.0,473800000.0,477200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q2,2012-04-01,2012-06-30,2013-07-19 10:16:56+00:00,2.11,2.11,0.6,433000000.0,2.1,608000000.0,1002000000.0,1002000000.0,1002000000.0,1723000000.0,4913000000.0,21000000.0,,308000000.0,1341000000.0,1723000000.0,3498000000.0,135000000.0,1774000000.0,1724000000.0,-114000000.0,1610000000.0,5221000000.0,474900000.0,473800000.0,477200000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q1TTM,2011-04-01,2012-03-31,,7.36,7.36,0.16,1649000000.0,7.36,2128000000.0,3516000000.0,3516000000.0,3516000000.0,6898000000.0,19083000000.0,113000000.0,,1096000000.0,5535000000.0,6898000000.0,13281000000.0,566000000.0,7184000000.0,6097000000.0,-453000000.0,5644000000.0,20179000000.0,476800000.0,477800000.0,481400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2012.0,Q1,2012-01-01,2012-03-31,2013-04-18 16:47:24+00:00,1.81,1.81,0.6,427000000.0,1.79,528000000.0,863000000.0,863000000.0,863000000.0,1748000000.0,4823000000.0,16000000.0,,289000000.0,1427000000.0,1748000000.0,3364000000.0,135000000.0,1854000000.0,1510000000.0,-119000000.0,1391000000.0,5112000000.0,476800000.0,477800000.0,481400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,FY,2013-01-01,2013-12-31,2016-02-05 13:24:19+00:00,4.74,4.74,1.48,1777000000.0,4.71,2660000000.0,4388000000.0,4388000000.0,4388000000.0,7084000000.0,20684000000.0,128000000.0,,1279000000.0,5656000000.0,7084000000.0,14879000000.0,526000000.0,7433000000.0,7446000000.0,-398000000.0,7048000000.0,21963000000.0,925700000.0,926500000.0,931500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q4,2013-10-01,2013-12-31,,1.27,1.27,0.39,458000000.0,1.27,709000000.0,1174000000.0,1174000000.0,1174000000.0,1801000000.0,5297000000.0,37000000.0,,333000000.0,1398000000.0,1801000000.0,3829000000.0,127000000.0,1856000000.0,1973000000.0,-90000000.0,1883000000.0,5630000000.0,925700000.0,926500000.0,931500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.48,3.48,1.05,1319000000.0,3.48,1951000000.0,3214000000.0,3214000000.0,3214000000.0,5283000000.0,15387000000.0,91000000.0,,946000000.0,4258000000.0,5283000000.0,11050000000.0,399000000.0,5577000000.0,5473000000.0,-308000000.0,5165000000.0,16333000000.0,920800000.0,923500000.0,928400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.6,4.6,1.36,1772000000.0,4.6,2555000000.0,4250000000.0,4250000000.0,4250000000.0,7038000000.0,20318000000.0,134000000.0,,1265000000.0,5575000000.0,7038000000.0,14545000000.0,527000000.0,7347000000.0,7198000000.0,-393000000.0,6805000000.0,21583000000.0,920800000.0,923500000.0,928400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 14:53:00+00:00,1.25,1.25,0.395,447000000.0,1.24,701000000.0,1151000000.0,1151000000.0,1151000000.0,1763000000.0,5250000000.0,28000000.0,,323000000.0,1401000000.0,1763000000.0,3810000000.0,138000000.0,1848000000.0,1962000000.0,-110000000.0,1852000000.0,5573000000.0,920800000.0,923500000.0,928400000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.22,2.22,0.69,872000000.0,2.22,1250000000.0,2063000000.0,2063000000.0,2063000000.0,3520000000.0,10137000000.0,63000000.0,,623000000.0,2857000000.0,3520000000.0,7240000000.0,261000000.0,3729000000.0,3511000000.0,-198000000.0,3313000000.0,10760000000.0,929400000.0,930600000.0,935300000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q2TTM,2012-07-01,2013-06-30,,4.45,4.45,1.31,1772000000.0,4.45,2489000000.0,4141000000.0,4141000000.0,4141000000.0,6997000000.0,20087000000.0,134000000.0,,1266000000.0,5562000000.0,6997000000.0,14356000000.0,526000000.0,7334000000.0,7022000000.0,-392000000.0,6630000000.0,21353000000.0,929400000.0,930600000.0,935300000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 11:59:14+00:00,1.19,1.19,0.345,438000000.0,1.18,662000000.0,1106000000.0,1106000000.0,1106000000.0,1750000000.0,5153000000.0,23000000.0,,317000000.0,1404000000.0,1750000000.0,3720000000.0,133000000.0,1842000000.0,1878000000.0,-110000000.0,1768000000.0,5470000000.0,929400000.0,930600000.0,935300000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q1TTM,2012-04-01,2013-03-31,,8.63,8.63,4.37,1767000000.0,8.63,2435000000.0,4037000000.0,4037000000.0,4037000000.0,6970000000.0,19847000000.0,132000000.0,,1257000000.0,5499000000.0,6970000000.0,14134000000.0,528000000.0,7266000000.0,6868000000.0,-396000000.0,6472000000.0,21104000000.0,466800000.0,467800000.0,470500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2013.0,Q1,2013-01-01,2013-03-31,2014-04-17 15:42:58+00:00,2.05,2.05,0.69,434000000.0,2.03,588000000.0,957000000.0,957000000.0,957000000.0,1770000000.0,4984000000.0,40000000.0,,306000000.0,1453000000.0,1770000000.0,3520000000.0,128000000.0,1887000000.0,1633000000.0,-88000000.0,1545000000.0,5290000000.0,466800000.0,467800000.0,470500000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,FY,2014-01-01,2014-12-31,2017-02-03 16:13:15+00:00,5.77,5.77,1.91,1904000000.0,5.75,3163000000.0,5180000000.0,5180000000.0,5180000000.0,7331000000.0,22560000000.0,151000000.0,,1428000000.0,6000000000.0,7331000000.0,16657000000.0,561000000.0,7904000000.0,8753000000.0,-410000000.0,8343000000.0,23988000000.0,897700000.0,897100000.0,901100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q4,2014-10-01,2014-12-31,,1.6,1.6,0.5,489000000.0,1.6,867000000.0,1431000000.0,1431000000.0,1431000000.0,1774000000.0,5794000000.0,71000000.0,,359000000.0,1517000000.0,1774000000.0,4379000000.0,146000000.0,2006000000.0,2373000000.0,-75000000.0,2298000000.0,6153000000.0,897700000.0,897100000.0,901100000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q3,2014-07-01,2014-09-30,2015-10-22 15:29:04+00:00,1.53,1.53,0.5,481000000.0,1.53,836000000.0,1370000000.0,1370000000.0,1370000000.0,1842000000.0,5819000000.0,20000000.0,,363000000.0,1529000000.0,1842000000.0,4340000000.0,144000000.0,2010000000.0,2330000000.0,-124000000.0,2206000000.0,6182000000.0,895400000.0,893200000.0,896900000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q3YTD,2014-01-01,2014-09-30,,4.2,4.2,1.33,1415000000.0,4.2,2296000000.0,3749000000.0,3749000000.0,3749000000.0,5557000000.0,16766000000.0,80000000.0,,1069000000.0,4483000000.0,5557000000.0,12278000000.0,415000000.0,5898000000.0,6380000000.0,-335000000.0,6045000000.0,17835000000.0,895400000.0,893200000.0,896900000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q3TTM,2013-10-01,2014-09-30,,5.51,5.51,1.74,1873000000.0,5.51,3005000000.0,4923000000.0,4923000000.0,4923000000.0,7358000000.0,22063000000.0,117000000.0,,1402000000.0,5881000000.0,7358000000.0,16107000000.0,542000000.0,7754000000.0,8353000000.0,-425000000.0,7928000000.0,23465000000.0,895400000.0,893200000.0,896900000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.64,2.64,0.86,934000000.0,2.64,1460000000.0,2379000000.0,2379000000.0,2379000000.0,3715000000.0,10947000000.0,60000000.0,,706000000.0,2954000000.0,3715000000.0,7938000000.0,271000000.0,3888000000.0,4050000000.0,-211000000.0,3839000000.0,11653000000.0,902800000.0,901500000.0,905000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q2TTM,2013-07-01,2014-06-30,,5.22,5.22,1.62,1839000000.0,5.22,2870000000.0,4704000000.0,4704000000.0,4704000000.0,7279000000.0,21494000000.0,125000000.0,,1362000000.0,5753000000.0,7279000000.0,15577000000.0,536000000.0,7592000000.0,7985000000.0,-411000000.0,7574000000.0,22856000000.0,902800000.0,901500000.0,905000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q2,2014-04-01,2014-06-30,2015-07-24 14:26:22+00:00,1.43,1.43,0.455,470000000.0,1.43,789000000.0,1291000000.0,1291000000.0,1291000000.0,1875000000.0,5661000000.0,22000000.0,,354000000.0,1474000000.0,1875000000.0,4140000000.0,138000000.0,1944000000.0,2196000000.0,-116000000.0,2080000000.0,6015000000.0,902800000.0,901500000.0,905000000.0
Union Pacific Corp,UNP,549300LMMRSZZCZ8CL11,100885,2014.0,Q1TTM,2013-04-01,2014-03-31,,9.95,9.95,3.02,1807000000.0,9.95,2743000000.0,4519000000.0,4519000000.0,4519000000.0,7154000000.0,20986000000.0,126000000.0,,1325000000.0,5683000000.0,7154000000.0,15157000000.0,531000000.0,7490000000.0,7667000000.0,-405000000.0,7262000000.0,22311000000.0,453300000.0,454100000.0,456200000.0
