company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2008.0,FY,,2008-12-31,2009-11-05 17:16:11+00:00,282883000.0,1314622000.0,,-14339000.0,410881000.0,0.0,584493000.0,249326000.0,0.0,312216000.0,3876931000.0,160521000.0,3622421000.0,24930000.0,84174000.0,1048075000.0,59152000.0,244884000.0,33761000.0,495239000.0,,,47330000.0,137419000.0,,,,291397000.0,,1889450000.0,72725000.0,35532000.0,7286083000.0,1767747000.0,2128296000.0,1163063000.0,1767747000.0,1826899000.0,5167787000.0,7286083000.0,4109712000.0,4004724000.0,0.0,-691857000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2009.0,FY,,2009-12-31,2011-02-25 12:35:59+00:00,176657000.0,1369359000.0,,-5548000.0,539459000.0,,621820000.0,256953000.0,23064000.0,286121000.0,3951196000.0,136732000.0,3532217000.0,30247000.0,70041000.0,1104925000.0,59093000.0,334855000.0,40234000.0,461092000.0,,,32615000.0,118339000.0,,,,331725000.0,,2312134000.0,100007000.0,26475000.0,7558236000.0,2135066000.0,2302521000.0,1046941000.0,2135066000.0,2194159000.0,5032352000.0,7558236000.0,4150790000.0,3985411000.0,0.0,-793340000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2009.0,Q3,,2009-09-30,2009-11-05 17:16:11+00:00,256707000.0,1378646000.0,,-7838000.0,581680000.0,0.0,638388000.0,223697000.0,14592000.0,314677000.0,3932964000.0,141925000.0,3555853000.0,31578000.0,69014000.0,1088446000.0,61530000.0,304675000.0,34816000.0,426856000.0,,,34262000.0,132702000.0,,,,292636000.0,,2202410000.0,100677000.0,20680000.0,7537708000.0,2076803000.0,2308533000.0,1113509000.0,2076803000.0,2138333000.0,5106739000.0,7537708000.0,4140729000.0,3993230000.0,0.0,-756157000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2009.0,Q2,,2009-06-30,2009-08-07 00:00:00+00:00,230576000.0,1355261000.0,,-10033000.0,544113000.0,0.0,620394000.0,211709000.0,3409000.0,329517000.0,3908290000.0,148923000.0,3579417000.0,30971000.0,65354000.0,1075349000.0,56437000.0,274303000.0,37851000.0,453048000.0,,,44104000.0,133521000.0,,,,288458000.0,,2091480000.0,92290000.0,19109000.0,7441034000.0,2000058000.0,2233397000.0,1108840000.0,2000058000.0,2056495000.0,5096081000.0,7441034000.0,4132288000.0,3987241000.0,0.0,-701783000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2010.0,FY,,2010-12-31,2012-02-24 15:38:01+00:00,181033000.0,1353342000.0,,503000.0,860117000.0,0.0,620681000.0,266390000.0,,325477000.0,4091307000.0,162635000.0,4233850000.0,34766000.0,76008000.0,1170808000.0,58712000.0,421436000.0,43994000.0,342943000.0,,,32054000.0,114607000.0,,,,383052000.0,,2717817000.0,74892000.0,23003000.0,8114424000.0,1978422000.0,2622854000.0,924345000.0,1978422000.0,2037134000.0,5694238000.0,8114424000.0,4320762000.0,4769893000.0,0.0,-1360579000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2010.0,Q3,,2010-09-30,2010-11-05 17:07:30+00:00,321179000.0,1332121000.0,,119000.0,534565000.0,0.0,631197000.0,264626000.0,0.0,357132000.0,4053123000.0,124217000.0,3266190000.0,33728000.0,68950000.0,1121604000.0,55043000.0,387717000.0,38798000.0,337221000.0,,,32428000.0,116569000.0,,,,368369000.0,,2648797000.0,96252000.0,22945000.0,7627105000.0,2321433000.0,2262005000.0,1111784000.0,2321433000.0,2376476000.0,4882260000.0,7627105000.0,4243496000.0,3770476000.0,0.0,-958680000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2010.0,Q2,,2010-06-30,2010-08-05 14:46:14+00:00,238219000.0,1302247000.0,,-1461000.0,574716000.0,0.0,638508000.0,256653000.0,5970000.0,348640000.0,4013711000.0,126988000.0,3287523000.0,32602000.0,69386000.0,1106028000.0,55537000.0,349617000.0,39222000.0,429399000.0,,,33202000.0,117554000.0,,,,347361000.0,,2529410000.0,96590000.0,22926000.0,7577681000.0,2301271000.0,2265150000.0,1118818000.0,2301271000.0,2356808000.0,4873512000.0,7577681000.0,4206503000.0,3754694000.0,0.0,-865186000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2010.0,Q1,,2010-03-31,2010-05-03 17:18:53+00:00,177764000.0,1328824000.0,,-3320000.0,755909000.0,0.0,618026000.0,251088000.0,58643000.0,299709000.0,3942386000.0,129285000.0,3509713000.0,31549000.0,68038000.0,1093850000.0,57488000.0,346460000.0,34485000.0,412515000.0,,,33397000.0,118949000.0,,,,350485000.0,,2421557000.0,98844000.0,22907000.0,7691718000.0,2261148000.0,2461251000.0,1047475000.0,2261148000.0,2318636000.0,5022597000.0,7691718000.0,4136617000.0,3975122000.0,0.0,-775115000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2011.0,FY,,2011-12-31,2013-02-28 21:11:46+00:00,289653000.0,1476631000.0,,-19484000.0,393752000.0,0.0,596435000.0,280382000.0,37412000.0,421735000.0,4946976000.0,159491000.0,4417624000.0,37215000.0,75731000.0,1432651000.0,127050000.0,423098000.0,49349000.0,328607000.0,,,34231000.0,151993000.0,,,,478216000.0,,3195818000.0,87345000.0,17399000.0,8903808000.0,2141075000.0,2293244000.0,1164752000.0,2141075000.0,2268125000.0,6157467000.0,8903808000.0,5177913000.0,4992715000.0,0.0,-1631694000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2011.0,Q3,,2011-09-30,2011-11-04 16:19:15+00:00,259459000.0,1407228000.0,,-20856000.0,541206000.0,0.0,611968000.0,256325000.0,38800000.0,461988000.0,4769965000.0,159789000.0,4417468000.0,39197000.0,73293000.0,1335789000.0,83139000.0,393540000.0,67454000.0,363176000.0,,,31761000.0,156445000.0,,,,450903000.0,,3047695000.0,82497000.0,24661000.0,8706668000.0,1999253000.0,2370167000.0,1205920000.0,1999253000.0,2082392000.0,6173373000.0,8706668000.0,5000712000.0,4967453000.0,0.0,-1639554000.0
Davita Inc,DVA,M2XHYMU3TZNEZURC6H66,927066,2011.0,Q2,,2011-06-30,2011-08-04 17:22:08+00:00,254129000.0,1406834000.0,,-11787000.0,729825000.0,0.0,614439000.0,235278000.0,,388965000.0,4227386000.0,152856000.0,4210823000.0,40189000.0,68629000.0,1223662000.0,65267000.0,456361000.0,49784000.0,317291000.0,,,35264000.0,127296000.0,,,,416504000.0,,2912334000.0,75226000.0,23014000.0,8192721000.0,1880859000.0,2513364000.0,1035611000.0,1880859000.0,1946126000.0,5830091000.0,8192721000.0,4455695000.0,4794480000.0,0.0,-1634127000.0
