company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,salariesandemployeebenefitsexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2007.0,FY,2006-10-01,2007-09-30,2009-11-20 16:07:00+00:00,0.0,0.0,,126000000.0,0.0,-316000000.0,581000000.0,-1071000000.0,-1071000000.0,-1076000000.0,5000000.0,249000000.0,,62000000.0,,1365000000.0,709000000.0,2225000000.0,2653000000.0,721000000.0,5039000000.0,3590000000.0,-1387000000.0,3590000000.0,,0.0,0.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2008.0,FY,2007-10-01,2008-09-30,2010-11-19 16:10:39+00:00,0.79,0.96,0.21,237000000.0,0.96,532000000.0,1016000000.0,804000000.0,804000000.0,1092000000.0,,339000000.0,,104000000.0,-288000000.0,2633000000.0,655000000.0,3630000000.0,1470000000.0,1314000000.0,5031000000.0,6263000000.0,1336000000.0,6263000000.0,2764600000.0,258000000.0,789000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2008.0,Q3,2008-04-01,2008-06-30,2009-07-30 17:05:49+00:00,0.12,2.01,,57000000.0,2.01,292000000.0,271000000.0,422000000.0,422000000.0,422000000.0,0.0,84000000.0,,66000000.0,,714000000.0,193000000.0,899000000.0,50000000.0,310000000.0,965000000.0,1613000000.0,714000000.0,1613000000.0,3516700000.0,925000000.0,1254000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,FY,2008-10-01,2009-09-30,2011-11-17 19:39:34+00:00,3.1,3.1,0.105,226000000.0,3.1,1648000000.0,918000000.0,2352000000.0,2352000000.0,2364000000.0,-1000000.0,393000000.0,,462000000.0,,3112000000.0,606000000.0,3799000000.0,2000000.0,1228000000.0,3373000000.0,6911000000.0,4000000000.0,6911000000.0,762600000.0,451000000.0,759000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q3YTD,2008-10-01,2009-06-30,,1.68,1.68,,165000000.0,1.67,1299000000.0,635000000.0,1838000000.0,1838000000.0,2568000000.0,-1000000.0,282000000.0,,468000000.0,-729000000.0,2204000000.0,407000000.0,2828000000.0,1000000.0,873000000.0,2363000000.0,5032000000.0,3137000000.0,5032000000.0,1503100000.0,448000000.0,757000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q3,2009-04-01,2009-06-30,2010-07-30 19:14:09+00:00,0.97,0.97,,57000000.0,0.96,568000000.0,229000000.0,729000000.0,729000000.0,1458000000.0,,97000000.0,,475000000.0,-729000000.0,719000000.0,158000000.0,927000000.0,1000000.0,282000000.0,824000000.0,1646000000.0,1297000000.0,1646000000.0,1503100000.0,448000000.0,757000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q2YTD,2008-10-01,2009-03-31,,0.71,0.71,,108000000.0,0.71,731000000.0,406000000.0,1109000000.0,1109000000.0,1110000000.0,-1000000.0,185000000.0,,-7000000.0,,1485000000.0,249000000.0,1901000000.0,,591000000.0,1539000000.0,3386000000.0,1840000000.0,3386000000.0,754900000.0,447000000.0,756000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q2,2009-01-01,2009-03-31,2010-04-30 21:17:07+00:00,0.71,0.71,,56000000.0,0.71,352000000.0,196000000.0,535000000.0,535000000.0,536000000.0,-1000000.0,92000000.0,,6000000.0,,695000000.0,130000000.0,952000000.0,,292000000.0,766000000.0,1647000000.0,887000000.0,1647000000.0,754900000.0,447000000.0,756000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q1,2008-10-01,2008-12-31,2010-02-03 16:32:45+00:00,,,,52000000.0,,379000000.0,210000000.0,574000000.0,574000000.0,574000000.0,0.0,93000000.0,,-13000000.0,,790000000.0,119000000.0,949000000.0,0.0,299000000.0,773000000.0,1739000000.0,953000000.0,1739000000.0,,,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,FY,2009-10-01,2010-09-30,2012-11-15 20:15:57+00:00,2.31,4.03,0.125,265000000.0,4.01,1674000000.0,964000000.0,2964000000.0,2964000000.0,2975000000.0,-2000000.0,425000000.0,,49000000.0,,3855000000.0,600000000.0,4210000000.0,,1222000000.0,3476000000.0,8065000000.0,4638000000.0,8065000000.0,1287900000.0,482000000.0,739000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q3YTD,2009-10-01,2010-06-30,,1.94,1.94,,187000000.0,1.93,1252000000.0,731000000.0,2191000000.0,2191000000.0,2194000000.0,-1000000.0,306000000.0,,-33000000.0,,2817000000.0,420000000.0,3131000000.0,-41000000.0,869000000.0,2472000000.0,5948000000.0,3443000000.0,5948000000.0,738100000.0,738100000.0,738100000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q3,2010-04-01,2010-06-30,2011-07-29 11:46:15+00:00,0.97,0.97,,63000000.0,0.97,406000000.0,277000000.0,716000000.0,716000000.0,716000000.0,,103000000.0,,-15000000.0,,973000000.0,164000000.0,1056000000.0,,285000000.0,892000000.0,2029000000.0,1122000000.0,2029000000.0,738100000.0,738100000.0,738100000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q2YTD,2009-10-01,2010-03-31,,0.97,0.97,,124000000.0,0.96,846000000.0,454000000.0,1475000000.0,1475000000.0,1478000000.0,-1000000.0,203000000.0,,-18000000.0,,1844000000.0,256000000.0,2075000000.0,-41000000.0,584000000.0,1580000000.0,3919000000.0,2321000000.0,3919000000.0,737100000.0,472000000.0,742000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q2TTM,2009-04-01,2010-03-31,,3.36,3.36,0.11,242000000.0,3.35,1763000000.0,966000000.0,2718000000.0,2718000000.0,2732000000.0,-1000000.0,411000000.0,,451000000.0,,3471000000.0,613000000.0,3973000000.0,-39000000.0,1221000000.0,3414000000.0,7444000000.0,4481000000.0,7444000000.0,737100000.0,472000000.0,742000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q2,2010-01-01,2010-03-31,2011-05-05 16:31:33+00:00,0.97,0.97,,62000000.0,0.96,401000000.0,238000000.0,712000000.0,712000000.0,715000000.0,-1000000.0,98000000.0,,-9000000.0,,901000000.0,127000000.0,1058000000.0,2000000.0,310000000.0,837000000.0,1959000000.0,1113000000.0,1959000000.0,737100000.0,472000000.0,742000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q1,2009-10-01,2009-12-31,2011-02-02 16:18:08+00:00,,,,62000000.0,,445000000.0,216000000.0,763000000.0,763000000.0,763000000.0,,105000000.0,,-9000000.0,,943000000.0,129000000.0,1017000000.0,-43000000.0,274000000.0,743000000.0,1960000000.0,1208000000.0,1960000000.0,,,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q1TTM,2009-01-01,2009-12-31,,3.1,3.1,0.11,236000000.0,3.1,1714000000.0,924000000.0,2541000000.0,2541000000.0,2553000000.0,-1000000.0,405000000.0,,466000000.0,,3265000000.0,616000000.0,3867000000.0,-41000000.0,1203000000.0,3343000000.0,7132000000.0,4255000000.0,7132000000.0,,,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,FY,2010-10-01,2011-09-30,2013-11-21 19:53:37+00:00,2.59,5.18,0.15,288000000.0,5.16,2010000000.0,870000000.0,3646000000.0,3646000000.0,3662000000.0,-4000000.0,357000000.0,,200000000.0,,4272000000.0,758000000.0,4916000000.0,,1459000000.0,3732000000.0,9188000000.0,5656000000.0,9188000000.0,1413900000.0,509000000.0,707000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,Q4,2011-07-01,2011-09-30,,-0.08,2.51,0.15,77000000.0,2.5,476000000.0,239000000.0,878000000.0,878000000.0,886000000.0,-2000000.0,106000000.0,-10000000.0,2000000.0,-6000000.0,-501000000.0,5041000000.0,1276000000.0,-6000000.0,388000000.0,2629000000.0,765000000.0,1354000000.0,765000000.0,1413900000.0,509000000.0,707000000.0
