company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedexpenses,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2008.0,FY,,2008-09-30,2009-11-20 16:07:00+00:00,,3004000000.0,-70000000.0,4979000000.0,,21060000000.0,,10213000000.0,10883000000.0,55000000.0,1080000000.0,,4620000000.0,,6620000000.0,1348000000.0,1508000000.0,2607000000.0,186000000.0,1305000000.0,,34981000000.0,21141000000.0,21141000000.0,21141000000.0,12332000000.0,34981000000.0,0.0,599000000.0,-35000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,FY,,2009-09-30,2010-11-19 16:10:39+00:00,,2148000000.0,-188000000.0,4617000000.0,,21160000000.0,,10208000000.0,10883000000.0,44000000.0,1204000000.0,4000000.0,2559000000.0,,4602000000.0,1492000000.0,,2527000000.0,2219000000.0,802000000.0,,32281000000.0,23189000000.0,23189000000.0,23193000000.0,9088000000.0,32281000000.0,0.0,283000000.0,-2000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2009.0,Q3,,2009-06-30,2009-07-30 17:05:49+00:00,,1935000000.0,,4200000000.0,0.0,21115000000.0,,10213000000.0,10883000000.0,46000000.0,1170000000.0,5000000.0,3547000000.0,0.0,5344000000.0,1363000000.0,,2300000000.0,1783000000.0,1137000000.0,,32624000000.0,22896000000.0,22794000000.0,22799000000.0,9825000000.0,32624000000.0,0.0,311000000.0,-2000000.0
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,FY,,2010-09-30,2011-07-29 11:46:15+00:00,,1256000000.0,-151000000.0,3867000000.0,,20794000000.0,175000000.0,11447000000.0,11478000000.0,32000000.0,1357000000.0,3000000.0,2041000000.0,,4864000000.0,1687000000.0,,2835000000.0,4368000000.0,555000000.0,,33408000000.0,25011000000.0,25011000000.0,25014000000.0,8394000000.0,33408000000.0,0.0,208000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q3,,2010-06-30,2010-07-30 19:14:09+00:00,,1377000000.0,-82000000.0,5205000000.0,,20936000000.0,,10208000000.0,10883000000.0,35000000.0,1185000000.0,4000000.0,2128000000.0,,4499000000.0,1553000000.0,,2874000000.0,3822000000.0,552000000.0,,32696000000.0,24676000000.0,24676000000.0,24680000000.0,8016000000.0,32696000000.0,0.0,213000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q2,,2010-03-31,2010-04-30 21:17:07+00:00,,1368000000.0,-99000000.0,4560000000.0,,20883000000.0,,10208000000.0,10883000000.0,38000000.0,1183000000.0,4000000.0,2578000000.0,,4506000000.0,1461000000.0,,2417000000.0,3199000000.0,708000000.0,,32068000000.0,23983000000.0,23983000000.0,23987000000.0,8081000000.0,32068000000.0,0.0,239000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2010.0,Q1,,2009-12-31,2010-02-03 16:32:45+00:00,,1552000000.0,-175000000.0,4160000000.0,,20957000000.0,,10208000000.0,10883000000.0,41000000.0,1203000000.0,5000000.0,2549000000.0,,4560000000.0,1357000000.0,,2460000000.0,2691000000.0,728000000.0,,31715000000.0,23473000000.0,23472000000.0,23477000000.0,8238000000.0,31715000000.0,,252000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,FY,,2011-09-30,2012-11-15 20:15:57+00:00,,987000000.0,-176000000.0,2127000000.0,0.0,19907000000.0,278000000.0,11668000000.0,11436000000.0,,1541000000.0,,1940000000.0,,4872000000.0,1846000000.0,,3788000000.0,6706000000.0,618000000.0,,34760000000.0,26437000000.0,26437000000.0,26437000000.0,8323000000.0,34760000000.0,0.0,1982000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,Q3,,2011-06-30,2011-07-29 11:46:15+00:00,,1123000000.0,-136000000.0,3600000000.0,,20056000000.0,195000000.0,11668000000.0,11453000000.0,22000000.0,1510000000.0,2000000.0,1970000000.0,,4842000000.0,1837000000.0,,3824000000.0,6130000000.0,571000000.0,,34447000000.0,26050000000.0,26050000000.0,26052000000.0,8395000000.0,34447000000.0,0.0,227000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,Q2,,2011-03-31,2011-05-05 16:31:33+00:00,,1360000000.0,-139000000.0,3512000000.0,,20583000000.0,,11588000000.0,11464000000.0,25000000.0,1453000000.0,3000000.0,2334000000.0,,4778000000.0,1682000000.0,,3867000000.0,5707000000.0,423000000.0,,34422000000.0,26151000000.0,26151000000.0,26154000000.0,8268000000.0,34422000000.0,0.0,204000000.0,
Visa Inc,V,549300JZ4OKEHW3DPJ59,1403161,2011.0,Q1,,2010-12-31,2011-02-02 16:18:08+00:00,,1550000000.0,-150000000.0,3684000000.0,,20668000000.0,,11447000000.0,11463000000.0,29000000.0,1380000000.0,3000000.0,2252000000.0,,4737000000.0,1592000000.0,,3549000000.0,5023000000.0,537000000.0,,33989000000.0,25541000000.0,25541000000.0,25544000000.0,8445000000.0,33989000000.0,,214000000.0,
