company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
STERIS plc,STE,,1624899,2014.0,FY,2013-04-01,2014-03-31,2016-05-31 16:05:40+00:00,-67059000.0,75649000.0,,4021000.0,-8932000.0,15660000.0,71190000.0,-54206000.0,-148652000.0,209631000.0,-54206000.0,-148652000.0,209631000.0,10794000.0,129442000.0,129442000.0,13472000.0,2841000.0,,-48385000.0,0.0,-86367000.0,-70043000.0,-25469000.0,4774000.0
STERIS plc,STE,,1624899,2015.0,FY,2014-04-01,2015-03-31,2017-05-26 08:34:19+00:00,-194662000.0,91541000.0,0.0,-17134000.0,25429000.0,28274000.0,129770000.0,69750000.0,-283769000.0,246040000.0,69750000.0,-283769000.0,246040000.0,14887000.0,135064000.0,135064000.0,-5994000.0,11526000.0,,-54763000.0,-4681000.0,-85255000.0,-14370000.0,-30687000.0,829000.0
STERIS plc,STE,,1624899,2015.0,Q4,2015-01-01,2015-03-31,,-11970000.0,22101000.0,,-8874000.0,20061000.0,9029000.0,12570000.0,-8328000.0,-40451000.0,80830000.0,-8328000.0,-40451000.0,80830000.0,23177000.0,41399000.0,41399000.0,-2731000.0,2646000.0,,-14973000.0,,-28498000.0,-7023000.0,-10577000.0,17000.0
STERIS plc,STE,,1624899,2015.0,Q3YTD,2014-04-01,2014-12-31,2016-02-09 16:58:33+00:00,-182692000.0,69440000.0,,-8260000.0,5368000.0,19245000.0,117200000.0,78078000.0,-243318000.0,165210000.0,78078000.0,-243318000.0,165210000.0,-8290000.0,93665000.0,93665000.0,-3263000.0,8880000.0,,-39790000.0,-4681000.0,-56757000.0,-7347000.0,-20110000.0,812000.0
STERIS plc,STE,,1624899,2016.0,FY,2015-04-01,2016-03-31,2018-05-30 09:25:21+00:00,-604021000.0,143740000.0,0.0,-4228000.0,-24471000.0,361865000.0,369451000.0,560289000.0,-729584000.0,254675000.0,560289000.0,-729584000.0,254675000.0,81152000.0,111585000.0,111585000.0,23821000.0,6281000.0,0.0,-65203000.0,0.0,-126407000.0,-97736000.0,-14369000.0,844000.0
STERIS plc,STE,,1624899,2016.0,Q4,2016-01-01,2016-03-31,,661000.0,52815000.0,,3441000.0,30541000.0,433000.0,20781000.0,-92831000.0,-43185000.0,150056000.0,-92831000.0,-43185000.0,150056000.0,17481000.0,57869000.0,57869000.0,8831000.0,372000.0,,-21475000.0,,-44290000.0,-92642000.0,-300000.0,444000.0
STERIS plc,STE,,1624899,2016.0,Q3YTD,2015-04-01,2015-12-31,2017-02-08 16:14:10+00:00,-604682000.0,90925000.0,0.0,-7669000.0,-55012000.0,361432000.0,348670000.0,653120000.0,-686399000.0,104619000.0,653120000.0,-686399000.0,104619000.0,63671000.0,53716000.0,53716000.0,14990000.0,5909000.0,,-43728000.0,0.0,-82117000.0,-5094000.0,-14069000.0,400000.0
STERIS plc,STE,,1624899,2016.0,Q3,2015-10-01,2015-12-31,,-383842000.0,44827000.0,,-4528000.0,-23325000.0,3321000.0,348670000.0,474223000.0,-425669000.0,25147000.0,474223000.0,-425669000.0,25147000.0,69173000.0,21154000.0,21154000.0,-17509000.0,1233000.0,,-14988000.0,,-42189000.0,137082000.0,-1095000.0,362000.0
STERIS plc,STE,,1624899,2016.0,Q3TTM,2015-01-01,2015-12-31,,-616652000.0,113026000.0,,-16543000.0,-34951000.0,370461000.0,361240000.0,644792000.0,-726850000.0,185449000.0,644792000.0,-726850000.0,185449000.0,86848000.0,95115000.0,95115000.0,12259000.0,8555000.0,,-58701000.0,,-110615000.0,-12117000.0,-24646000.0,417000.0
STERIS plc,STE,,1624899,2016.0,Q2,2015-07-01,2015-09-30,,-176530000.0,23745000.0,,-8060000.0,-46776000.0,3230000.0,,128665000.0,-192930000.0,38319000.0,128665000.0,-192930000.0,38319000.0,-34006000.0,8251000.0,8251000.0,53099000.0,766000.0,,-14982000.0,,-16410000.0,143052000.0,-3401000.0,10000.0
