company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
STERIS plc,STE,,1624899,2015.0,FY,,2015-03-31,2016-05-31 16:05:40+00:00,99340000.0,325289000.0,102032000.0,-66669000.0,167689000.0,,264853000.0,31629000.0,7154000.0,74805000.0,860645000.0,621075000.0,160818000.0,493053000.0,2014000.0,71905000.0,,23161000.0,47334000.0,35007000.0,1193791000.0,2097291000.0,1071632000.0,720432000.0,283331000.0,1071632000.0,1073646000.0,1023645000.0,2097291000.0,883806000.0,740314000.0,0.0,-320343000.0
STERIS plc,STE,,1624899,2016.0,FY,,2016-03-31,2017-05-26 08:34:19+00:00,139572000.0,471523000.0,153375000.0,-68159000.0,248841000.0,,2151719000.0,,13683000.0,93976000.0,3279942000.0,1567796000.0,192792000.0,1064319000.0,15858000.0,254824000.0,,29630000.0,84298000.0,59369000.0,939459000.0,5346416000.0,3023019000.0,972525000.0,400606000.0,3023034000.0,3038892000.0,2307524000.0,5346416000.0,3309572000.0,1906918000.0,15000.0,
STERIS plc,STE,,1624899,2016.0,Q3,,2015-12-31,2016-02-09 16:58:33+00:00,116336000.0,440858000.0,152667000.0,-74422000.0,231360000.0,0.0,1846700000.0,30362000.0,0.0,90967000.0,3309177000.0,1639461000.0,208306000.0,1053132000.0,14444000.0,276336000.0,,22266000.0,84693000.0,54822000.0,1203086000.0,5350283000.0,2975364000.0,965708000.0,359970000.0,2975379000.0,2989823000.0,2360460000.0,5350283000.0,3331443000.0,2000490000.0,15000.0,0.0
STERIS plc,STE,,1624899,2017.0,FY,,2017-03-31,2018-05-30 09:25:21+00:00,133479000.0,483451000.0,154889000.0,-240702000.0,282918000.0,0.0,2085134000.0,,14640000.0,78575000.0,2956190000.0,1478361000.0,197837000.0,915908000.0,11431000.0,171805000.0,0.0,34555000.0,82673000.0,53596000.0,954155000.0,4924455000.0,2798587000.0,1017802000.0,381583000.0,2798602000.0,2810033000.0,2114422000.0,4924455000.0,2990745000.0,1732839000.0,15000.0,
STERIS plc,STE,,1624899,2017.0,Q3,,2016-12-31,2017-02-08 16:14:10+00:00,122469000.0,443661000.0,156136000.0,-274558000.0,264857000.0,0.0,2082921000.0,,0.0,71448000.0,2941933000.0,1507039000.0,209714000.0,939590000.0,11432000.0,186536000.0,,35082000.0,73208000.0,52109000.0,950300000.0,4886946000.0,2758663000.0,970341000.0,350053000.0,2758678000.0,2770110000.0,2116836000.0,4886946000.0,2977015000.0,1766783000.0,15000.0,
STERIS plc,STE,,1624899,2017.0,Q2,,2016-09-30,2016-11-08 16:48:32+00:00,116350000.0,441294000.0,163694000.0,-94028000.0,254351000.0,0.0,2112834000.0,,16278000.0,74024000.0,3181463000.0,1504192000.0,209935000.0,1039783000.0,11031000.0,247713000.0,,33183000.0,78811000.0,50616000.0,979711000.0,5210625000.0,2998517000.0,956196000.0,370346000.0,2998532000.0,3009563000.0,2201062000.0,5210625000.0,3214646000.0,1830716000.0,15000.0,
STERIS plc,STE,,1624899,2017.0,Q1,,2016-06-30,2016-08-09 16:20:46+00:00,123253000.0,439845000.0,150802000.0,-85718000.0,242423000.0,0.0,2161050000.0,,14882000.0,70523000.0,3258546000.0,1551838000.0,209645000.0,1055706000.0,11214000.0,250932000.0,,33034000.0,82456000.0,53972000.0,961924000.0,5293171000.0,3037256000.0,945885000.0,359460000.0,3037271000.0,3048485000.0,2244686000.0,5293171000.0,3291580000.0,1885226000.0,15000.0,
STERIS plc,STE,,1624899,2018.0,FY,,2018-03-31,2019-02-11 17:07:59+00:00,135866000.0,528066000.0,168217000.0,11685000.0,201534000.0,0.0,2048037000.0,,379000.0,94000000.0,3160764000.0,1316001000.0,205731000.0,1010524000.0,11340000.0,159971000.0,,39389000.0,108600000.0,54326000.0,1146223000.0,5200334000.0,3205945000.0,989657000.0,398462000.0,3205960000.0,3217300000.0,1983034000.0,5200334000.0,3200153000.0,1584572000.0,15000.0,
STERIS plc,STE,,1624899,2018.0,Q3,,2017-12-31,2018-02-08 07:47:59+00:00,122107000.0,472060000.0,165404000.0,-54983000.0,283844000.0,0.0,2063870000.0,,6298000.0,72807000.0,3102361000.0,1420049000.0,219495000.0,983841000.0,11160000.0,156112000.0,,37875000.0,96439000.0,57528000.0,1097726000.0,5157004000.0,3106613000.0,1032927000.0,366616000.0,3106628000.0,3117788000.0,2039216000.0,5157004000.0,3140236000.0,1672600000.0,15000.0,
STERIS plc,STE,,1624899,2018.0,Q2,,2017-09-30,2017-11-07 07:46:15+00:00,129208000.0,449371000.0,156151000.0,-80059000.0,295628000.0,0.0,2081494000.0,,10856000.0,71255000.0,3091095000.0,1445297000.0,224795000.0,962515000.0,10812000.0,178726000.0,,39431000.0,87978000.0,57441000.0,1028543000.0,5120276000.0,3029978000.0,1027235000.0,367470000.0,3029993000.0,3040805000.0,2079471000.0,5120276000.0,3130526000.0,1712001000.0,15000.0,
STERIS plc,STE,,1624899,2018.0,Q1,,2017-06-30,2017-08-08 16:31:34+00:00,125553000.0,455627000.0,153492000.0,-147577000.0,294840000.0,0.0,2086647000.0,,22347000.0,52231000.0,3048431000.0,1496467000.0,217434000.0,942023000.0,11789000.0,175518000.0,,35710000.0,91084000.0,62082000.0,988581000.0,5056147000.0,2927651000.0,1029983000.0,353623000.0,2927666000.0,2939455000.0,2116692000.0,5056147000.0,3084141000.0,1763069000.0,15000.0,
