company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q3YTD,2015-02-01,2015-10-31,,1.2,1.2,1.2,1.18,,230000000.0,418000000.0,330000000.0,88000000.0,418000000.0,,19665000000.0,25905000000.0,,,,185000000.0,5451000000.0,19665000000.0,6240000000.0,60000000.0,16000000.0,5636000000.0,604000000.0,-44000000.0,560000000.0,25905000000.0,347200000.0,344700000.0,349000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q3TTM,2014-11-02,2015-10-31,,2.68,2.68,1.39,2.64,,504000000.0,938000000.0,854000000.0,84000000.0,937000000.0,1000000.0,30848000000.0,40114000000.0,,,,178000000.0,7674000000.0,30848000000.0,9266000000.0,82000000.0,26000000.0,7852000000.0,1414000000.0,-56000000.0,1358000000.0,40114000000.0,347200000.0,344700000.0,349000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q2,2015-05-03,2015-08-01,2016-09-02 16:29:23+00:00,0.47,0.47,0.23,0.46,,108000000.0,164000000.0,164000000.0,0.0,164000000.0,,6430000000.0,8528000000.0,,,,-1000000.0,1811000000.0,6430000000.0,2098000000.0,20000000.0,4000000.0,1810000000.0,288000000.0,-16000000.0,272000000.0,8528000000.0,348900000.0,349600000.0,353900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q2YTD,2015-02-01,2015-08-01,,0.84,0.84,0.97,0.82,,146000000.0,293000000.0,201000000.0,92000000.0,293000000.0,,12958000000.0,17086000000.0,,,,177000000.0,3577000000.0,12958000000.0,4128000000.0,40000000.0,13000000.0,3754000000.0,374000000.0,-27000000.0,347000000.0,17086000000.0,348900000.0,349600000.0,353900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q2TTM,2014-08-03,2015-08-01,,2.62,2.62,1.35,2.58,,492000000.0,920000000.0,841000000.0,79000000.0,919000000.0,1000000.0,31097000000.0,40327000000.0,,,,175000000.0,7666000000.0,31097000000.0,9230000000.0,84000000.0,28000000.0,7841000000.0,1389000000.0,-56000000.0,1333000000.0,40327000000.0,348900000.0,349600000.0,353900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q1,2015-02-01,2015-05-02,2016-06-08 17:41:29+00:00,0.37,0.37,0.74,0.36,,38000000.0,129000000.0,37000000.0,92000000.0,129000000.0,,6528000000.0,8558000000.0,,,,178000000.0,1766000000.0,6528000000.0,2030000000.0,20000000.0,9000000.0,1944000000.0,86000000.0,-11000000.0,75000000.0,8558000000.0,348600000.0,352400000.0,357600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q1TTM,2014-05-04,2015-05-02,,2.57,2.57,1.29,2.54,,457000000.0,903000000.0,814000000.0,89000000.0,901000000.0,2000000.0,31148000000.0,40258000000.0,,,,181000000.0,7603000000.0,31148000000.0,9110000000.0,87000000.0,32000000.0,7784000000.0,1326000000.0,-55000000.0,1271000000.0,40258000000.0,348600000.0,352400000.0,357600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,FY,2016-01-31,2017-01-28,2019-03-28 16:42:20+00:00,3.86,3.86,1.57,3.81,,609000000.0,1228000000.0,1207000000.0,21000000.0,1228000000.0,,29963000000.0,39403000000.0,,,,39000000.0,7547000000.0,29963000000.0,9440000000.0,72000000.0,34000000.0,7586000000.0,1854000000.0,-38000000.0,1816000000.0,39403000000.0,318100000.0,318500000.0,322600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q4,2016-10-30,2017-01-28,,1.92,1.92,0.28,1.89,,266000000.0,607000000.0,607000000.0,,607000000.0,,10452000000.0,13482000000.0,,,,9000000.0,2140000000.0,10452000000.0,3030000000.0,18000000.0,10000000.0,2149000000.0,881000000.0,-8000000.0,873000000.0,13482000000.0,318100000.0,318500000.0,322600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q3,2016-07-31,2016-10-29,2017-12-01 16:59:43+00:00,0.61,0.61,0.28,0.61,,112000000.0,194000000.0,192000000.0,2000000.0,194000000.0,,6742000000.0,8945000000.0,,,,1000000.0,1890000000.0,6742000000.0,2203000000.0,16000000.0,8000000.0,1891000000.0,312000000.0,-8000000.0,304000000.0,8945000000.0,318000000.0,316200000.0,320000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q3YTD,2016-01-31,2016-10-29,,1.94,1.94,1.29,1.92,,343000000.0,621000000.0,600000000.0,21000000.0,621000000.0,,19511000000.0,25921000000.0,,,,30000000.0,5407000000.0,19511000000.0,6410000000.0,54000000.0,24000000.0,5437000000.0,973000000.0,-30000000.0,943000000.0,25921000000.0,318000000.0,316200000.0,320000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q3TTM,2015-11-01,2016-10-29,,3.33,3.33,1.52,3.3,,616000000.0,1100000000.0,1077000000.0,23000000.0,1100000000.0,,30183000000.0,39544000000.0,,,,43000000.0,7574000000.0,30183000000.0,9361000000.0,74000000.0,23000000.0,7617000000.0,1744000000.0,-51000000.0,1693000000.0,39544000000.0,318000000.0,316200000.0,320000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q2,2016-05-01,2016-07-30,2017-09-05 16:19:43+00:00,0.62,0.62,0.28,0.61,,97000000.0,198000000.0,182000000.0,16000000.0,198000000.0,,6471000000.0,8533000000.0,,,,0.0,1773000000.0,6471000000.0,2062000000.0,18000000.0,8000000.0,1773000000.0,289000000.0,-10000000.0,279000000.0,8533000000.0,319400000.0,320800000.0,322900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q2YTD,2016-01-31,2016-07-30,,1.33,1.33,1.01,1.31,,231000000.0,427000000.0,408000000.0,19000000.0,427000000.0,,12769000000.0,16976000000.0,,,,29000000.0,3517000000.0,12769000000.0,4207000000.0,38000000.0,16000000.0,3546000000.0,661000000.0,-22000000.0,639000000.0,16976000000.0,319400000.0,320800000.0,322900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q2TTM,2015-08-02,2016-07-30,,3.08,3.08,1.47,3.05,,588000000.0,1031000000.0,1014000000.0,17000000.0,1031000000.0,,30148000000.0,39418000000.0,,,,50000000.0,7558000000.0,30148000000.0,9270000000.0,78000000.0,18000000.0,7608000000.0,1662000000.0,-60000000.0,1602000000.0,39418000000.0,319400000.0,320800000.0,322900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q1,2016-01-31,2016-04-30,2017-06-05 16:48:21+00:00,0.71,0.71,0.73,0.7,,134000000.0,229000000.0,226000000.0,3000000.0,229000000.0,,6298000000.0,8443000000.0,,,,29000000.0,1744000000.0,6298000000.0,2145000000.0,20000000.0,8000000.0,1773000000.0,372000000.0,-12000000.0,360000000.0,8443000000.0,322500000.0,323600000.0,326700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2017.0,Q1TTM,2015-05-03,2016-04-30,,2.93,2.93,1.42,2.9,,599000000.0,997000000.0,996000000.0,1000000.0,997000000.0,,30107000000.0,39413000000.0,,,,49000000.0,7596000000.0,30107000000.0,9306000000.0,80000000.0,14000000.0,7645000000.0,1661000000.0,-66000000.0,1595000000.0,39413000000.0,322500000.0,323600000.0,326700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,FY,2017-01-29,2018-02-03,2020-03-23 16:42:52+00:00,3.33,3.33,1.36,3.26,,818000000.0,1000000000.0,999000000.0,1000000.0,1000000000.0,,32275000000.0,42151000000.0,,,,10000000.0,8023000000.0,32275000000.0,9876000000.0,75000000.0,49000000.0,8033000000.0,1843000000.0,-26000000.0,1817000000.0,42151000000.0,300300000.0,300400000.0,307100000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q4,2017-10-29,2018-02-03,,1.23,1.23,0.34,1.21,,509000000.0,364000000.0,364000000.0,,364000000.0,,11942000000.0,15363000000.0,,,,10000000.0,2539000000.0,11942000000.0,3421000000.0,18000000.0,19000000.0,2549000000.0,872000000.0,1000000.0,873000000.0,15363000000.0,300300000.0,300400000.0,307100000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q3,2017-07-30,2017-10-28,2018-12-07 16:04:42+00:00,0.8,0.8,0.34,0.78,,104000000.0,239000000.0,238000000.0,1000000.0,239000000.0,,7040000000.0,9320000000.0,,,,-2000000.0,1932000000.0,7040000000.0,2280000000.0,20000000.0,12000000.0,1930000000.0,350000000.0,-8000000.0,342000000.0,9320000000.0,298800000.0,299100000.0,305400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q3YTD,2017-01-29,2017-10-28,,2.1,2.1,1.02,2.05,,309000000.0,636000000.0,635000000.0,1000000.0,636000000.0,,20333000000.0,26788000000.0,,,,,5484000000.0,20333000000.0,6455000000.0,57000000.0,30000000.0,5484000000.0,971000000.0,-27000000.0,944000000.0,26788000000.0,298800000.0,299100000.0,305400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q3TTM,2016-10-30,2017-10-28,,4.02,4.02,1.3,3.94,,575000000.0,1243000000.0,1242000000.0,1000000.0,1243000000.0,,30785000000.0,40270000000.0,,,,9000000.0,7624000000.0,30785000000.0,9485000000.0,75000000.0,40000000.0,7633000000.0,1852000000.0,-35000000.0,1817000000.0,40270000000.0,298800000.0,299100000.0,305400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q2,2017-04-30,2017-07-29,2018-09-10 17:06:26+00:00,0.69,0.69,0.34,0.67,,101000000.0,209000000.0,209000000.0,,209000000.0,,6787000000.0,8940000000.0,,,,2000000.0,1830000000.0,6787000000.0,2153000000.0,18000000.0,7000000.0,1832000000.0,321000000.0,-11000000.0,310000000.0,8940000000.0,302900000.0,304100000.0,310800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q2YTD,2017-01-29,2017-07-29,,1.3,1.3,0.68,1.27,,205000000.0,397000000.0,397000000.0,,397000000.0,,13293000000.0,17468000000.0,,,,2000000.0,3552000000.0,13293000000.0,4175000000.0,37000000.0,18000000.0,3554000000.0,621000000.0,-19000000.0,602000000.0,17468000000.0,302900000.0,304100000.0,310800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q2TTM,2016-07-31,2017-07-29,,3.83,3.83,1.24,3.77,,583000000.0,1198000000.0,1196000000.0,2000000.0,1198000000.0,,30487000000.0,39895000000.0,,,,12000000.0,7582000000.0,30487000000.0,9408000000.0,71000000.0,36000000.0,7594000000.0,1814000000.0,-35000000.0,1779000000.0,39895000000.0,302900000.0,304100000.0,310800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q1,2017-01-29,2017-04-29,2018-06-08 16:49:26+00:00,0.61,0.61,0.34,0.6,,104000000.0,188000000.0,188000000.0,,188000000.0,,6506000000.0,8528000000.0,,,,0.0,1722000000.0,6506000000.0,2022000000.0,19000000.0,11000000.0,1722000000.0,300000000.0,-8000000.0,292000000.0,8528000000.0,308200000.0,309200000.0,315000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2018.0,Q1TTM,2016-05-01,2017-04-29,,3.76,3.76,1.18,3.71,,579000000.0,1187000000.0,1169000000.0,18000000.0,1187000000.0,,30171000000.0,39488000000.0,,,,10000000.0,7525000000.0,30171000000.0,9317000000.0,71000000.0,37000000.0,7535000000.0,1782000000.0,-34000000.0,1748000000.0,39488000000.0,308200000.0,309200000.0,315000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,FY,2018-02-04,2019-02-02,2020-03-23 16:42:52+00:00,5.3,5.3,1.8,5.2,,424000000.0,1464000000.0,1464000000.0,,1464000000.0,,32918000000.0,42879000000.0,,,,46000000.0,8015000000.0,32918000000.0,9961000000.0,73000000.0,61000000.0,8061000000.0,1900000000.0,-12000000.0,1888000000.0,42879000000.0,276200000.0,276400000.0,281400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q4,2018-11-04,2019-02-02,,2.67,2.67,0.9,2.63,,237000000.0,735000000.0,735000000.0,,735000000.0,,11518000000.0,14801000000.0,,,,-1000000.0,2306000000.0,11518000000.0,3283000000.0,20000000.0,14000000.0,2305000000.0,978000000.0,-6000000.0,972000000.0,14801000000.0,276200000.0,276400000.0,281400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q3,2018-08-05,2018-11-03,2019-12-06 17:10:33+00:00,1.01,1.01,0.45,0.99,,53000000.0,277000000.0,277000000.0,,277000000.0,,7266000000.0,9590000000.0,,,,,2002000000.0,7266000000.0,2324000000.0,15000000.0,23000000.0,2002000000.0,322000000.0,8000000.0,330000000.0,9590000000.0,274300000.0,274300000.0,279300000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q3YTD,2018-02-04,2018-11-03,,2.63,2.63,0.9,2.57,,187000000.0,729000000.0,729000000.0,,729000000.0,,21400000000.0,28078000000.0,,,,47000000.0,5709000000.0,21400000000.0,6678000000.0,53000000.0,47000000.0,5756000000.0,922000000.0,-6000000.0,916000000.0,28078000000.0,274300000.0,274300000.0,279300000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q3TTM,2017-10-29,2018-11-03,,3.86,3.86,1.24,3.78,,696000000.0,1093000000.0,1093000000.0,,1093000000.0,,33342000000.0,43441000000.0,,,,57000000.0,8248000000.0,33342000000.0,10099000000.0,71000000.0,66000000.0,8305000000.0,1794000000.0,-5000000.0,1789000000.0,43441000000.0,274300000.0,274300000.0,279300000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q2,2018-05-06,2018-08-04,2019-09-06 16:01:56+00:00,0.88,0.88,0.45,0.86,,85000000.0,244000000.0,244000000.0,,244000000.0,,7150000000.0,9379000000.0,,,,17000000.0,1877000000.0,7150000000.0,2229000000.0,19000000.0,13000000.0,1894000000.0,335000000.0,-6000000.0,329000000.0,9379000000.0,277300000.0,279000000.0,283700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q2YTD,2018-02-04,2018-08-04,,1.62,1.62,0.45,1.58,,134000000.0,452000000.0,452000000.0,,452000000.0,,14134000000.0,18488000000.0,,,,47000000.0,3707000000.0,14134000000.0,4354000000.0,38000000.0,24000000.0,3754000000.0,600000000.0,-14000000.0,586000000.0,18488000000.0,277300000.0,279000000.0,283700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q2TTM,2017-07-30,2018-08-04,,3.65,3.65,1.13,3.57,,747000000.0,1055000000.0,1054000000.0,1000000.0,1055000000.0,,33116000000.0,43171000000.0,,,,55000000.0,8178000000.0,33116000000.0,10055000000.0,76000000.0,55000000.0,8233000000.0,1822000000.0,-21000000.0,1801000000.0,43171000000.0,277300000.0,279000000.0,283700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q1,2018-02-04,2018-05-05,2019-06-07 16:02:54+00:00,0.74,0.74,0.45,0.72,,49000000.0,208000000.0,208000000.0,,208000000.0,,6984000000.0,9109000000.0,,,,30000000.0,1830000000.0,6984000000.0,2125000000.0,19000000.0,11000000.0,1860000000.0,265000000.0,-8000000.0,257000000.0,9109000000.0,281100000.0,282600000.0,288300000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2019.0,Q1TTM,2017-04-30,2018-05-05,,3.46,3.46,1.02,3.38,,763000000.0,1020000000.0,1019000000.0,1000000.0,1020000000.0,,32753000000.0,42732000000.0,,,,40000000.0,8131000000.0,32753000000.0,9979000000.0,75000000.0,49000000.0,8171000000.0,1808000000.0,-26000000.0,1782000000.0,42732000000.0,281100000.0,282600000.0,288300000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q1,2020-02-02,2020-05-02,2020-05-27 16:41:25+00:00,0.61,0.61,0.55,0.61,,59000000.0,159000000.0,159000000.0,,159000000.0,,6597000000.0,8562000000.0,,,,1000000.0,1735000000.0,6597000000.0,1965000000.0,17000000.0,6000000.0,1736000000.0,229000000.0,-11000000.0,218000000.0,8562000000.0,260700000.0,258300000.0,260400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q1TTM,2018-05-06,2020-05-02,,5.17,5.17,1.9,5.09,,434000000.0,1415000000.0,1415000000.0,,1415000000.0,,32531000000.0,42332000000.0,,,,17000000.0,7920000000.0,32531000000.0,9801000000.0,71000000.0,56000000.0,7937000000.0,1864000000.0,-15000000.0,1849000000.0,42332000000.0,260700000.0,258300000.0,260400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q4,2019-11-03,2020-02-01,,3.21,3.21,0.45,3.15,,228000000.0,851000000.0,851000000.0,,851000000.0,,12337000000.0,15776000000.0,,,,-1000000.0,2368000000.0,12337000000.0,3439000000.0,15000000.0,22000000.0,2367000000.0,1072000000.0,7000000.0,1079000000.0,15776000000.0,264800000.0,264900000.0,268100000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,FY,2019-02-03,2020-02-01,2020-03-23 16:42:52+00:00,5.82,5.82,2.0,5.75,,452000000.0,1541000000.0,1541000000.0,,1541000000.0,,33590000000.0,43638000000.0,,,,41000000.0,7998000000.0,33590000000.0,10048000000.0,64000000.0,48000000.0,8039000000.0,2009000000.0,-16000000.0,1993000000.0,43638000000.0,264800000.0,264900000.0,268100000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q3YTD,2019-02-03,2019-11-02,,2.61,2.61,1.55,2.6,,224000000.0,690000000.0,690000000.0,,690000000.0,,21253000000.0,27862000000.0,,,,42000000.0,5630000000.0,21253000000.0,6609000000.0,49000000.0,26000000.0,5672000000.0,937000000.0,-23000000.0,914000000.0,27862000000.0,264000000.0,263200000.0,265200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q3TTM,2018-11-04,2019-11-02,,5.28,5.28,2.0,5.23,,461000000.0,1425000000.0,1425000000.0,,1425000000.0,,32771000000.0,42663000000.0,,,,41000000.0,7936000000.0,32771000000.0,9892000000.0,69000000.0,40000000.0,7977000000.0,1915000000.0,-29000000.0,1886000000.0,42663000000.0,264000000.0,263200000.0,265200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q3,2019-08-04,2019-11-02,2019-12-06 17:10:33+00:00,1.11,1.11,0.5,1.1,,96000000.0,293000000.0,293000000.0,,293000000.0,,7403000000.0,9764000000.0,,,,-7000000.0,1973000000.0,7403000000.0,2361000000.0,16000000.0,10000000.0,1966000000.0,395000000.0,-6000000.0,389000000.0,9764000000.0,264000000.0,263200000.0,265200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q2YTD,2019-02-03,2019-08-03,,1.5,1.5,1.05,1.5,,128000000.0,397000000.0,397000000.0,,397000000.0,,13850000000.0,18098000000.0,,,,49000000.0,3657000000.0,13850000000.0,4248000000.0,33000000.0,16000000.0,3706000000.0,542000000.0,-17000000.0,525000000.0,18098000000.0,267400000.0,267100000.0,269400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q2TTM,2018-08-05,2019-08-03,,5.18,5.18,1.95,5.12,,418000000.0,1409000000.0,1409000000.0,,1409000000.0,,32634000000.0,42489000000.0,,,,48000000.0,7965000000.0,32634000000.0,9855000000.0,68000000.0,53000000.0,8013000000.0,1842000000.0,-15000000.0,1827000000.0,42489000000.0,267400000.0,267100000.0,269400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2020.0,Q2,2019-05-05,2019-08-03,2019-09-06 16:01:56+00:00,0.89,0.89,0.5,0.89,,69000000.0,238000000.0,238000000.0,,238000000.0,,7253000000.0,9536000000.0,,,,48000000.0,1922000000.0,7253000000.0,2283000000.0,16000000.0,10000000.0,1970000000.0,313000000.0,-6000000.0,307000000.0,9536000000.0,267400000.0,267100000.0,269400000.0
