company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,FY,,2009-02-28,2010-04-28 17:11:30+00:00,4997000000.0,1868000000.0,1861000000.0,2766000000.0,-317000000.0,498000000.0,,246000000.0,,281000000.0,459000000.0,2203000000.0,6940000000.0,495000000.0,1126000000.0,395000000.0,4753000000.0,4174000000.0,513000000.0,1062000000.0,,,,,367000000.0,1109000000.0,,,4714000000.0,837000000.0,11000000.0,15826000000.0,4643000000.0,8192000000.0,8435000000.0,4643000000.0,5156000000.0,10670000000.0,15826000000.0,3460000000.0,2235000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q3,,2008-11-29,2010-01-07 16:47:21+00:00,8219000000.0,2638000000.0,2217000000.0,,145000000.0,569000000.0,,213000000.0,,148000000.0,410000000.0,2414000000.0,,602000000.0,1125000000.0,435000000.0,8207000000.0,4268000000.0,674000000.0,879000000.0,,,,,610000000.0,1093000000.0,,,4202000000.0,2201000000.0,25000000.0,20647000000.0,4560000000.0,12318000000.0,13195000000.0,4560000000.0,5234000000.0,15413000000.0,20647000000.0,4061000000.0,2218000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q2,,2008-08-30,2009-10-08 15:58:02+00:00,5924000000.0,1785000000.0,1912000000.0,,394000000.0,544000000.0,,153000000.0,,44000000.0,546000000.0,2536000000.0,,676000000.0,1136000000.0,501000000.0,6105000000.0,4119000000.0,725000000.0,894000000.0,,,,,362000000.0,929000000.0,,,4205000000.0,1554000000.0,,17522000000.0,4752000000.0,9328000000.0,9980000000.0,4752000000.0,5477000000.0,12045000000.0,17522000000.0,4075000000.0,2065000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,FY,,2010-02-27,2011-04-25 17:03:10+00:00,5276000000.0,2020000000.0,2144000000.0,3383000000.0,40000000.0,1826000000.0,,483000000.0,,316000000.0,544000000.0,2452000000.0,7453000000.0,438000000.0,1104000000.0,324000000.0,5486000000.0,4070000000.0,644000000.0,1144000000.0,,,,,452000000.0,1256000000.0,,,5797000000.0,698000000.0,90000000.0,18302000000.0,6320000000.0,10566000000.0,8978000000.0,6320000000.0,6964000000.0,11338000000.0,18302000000.0,3666000000.0,2360000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q3,,2009-11-28,2010-01-07 16:47:21+00:00,9083000000.0,2630000000.0,2281000000.0,,7000000.0,564000000.0,,446000000.0,,55000000.0,482000000.0,2421000000.0,,455000000.0,1104000000.0,332000000.0,8978000000.0,4123000000.0,595000000.0,1002000000.0,,,,,502000000.0,1194000000.0,,,5076000000.0,777000000.0,93000000.0,21100000000.0,5529000000.0,13267000000.0,12678000000.0,5529000000.0,6124000000.0,14976000000.0,21100000000.0,3710000000.0,2298000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q2,,2009-08-29,2009-10-08 15:58:02+00:00,5407000000.0,1770000000.0,1943000000.0,,27000000.0,668000000.0,,371000000.0,,51000000.0,427000000.0,2442000000.0,,168000000.0,1111000000.0,334000000.0,5738000000.0,4162000000.0,593000000.0,1128000000.0,,,,,781000000.0,1217000000.0,,,4908000000.0,1136000000.0,,17191000000.0,5306000000.0,9304000000.0,8964000000.0,5306000000.0,5899000000.0,11292000000.0,17191000000.0,3725000000.0,2328000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q1,,2009-05-30,2010-07-08 16:08:11+00:00,4996000000.0,1427000000.0,1793000000.0,,-154000000.0,535000000.0,,336000000.0,,92000000.0,404000000.0,2296000000.0,,472000000.0,1121000000.0,421000000.0,5486000000.0,4184000000.0,511000000.0,954000000.0,,,,,431000000.0,1236000000.0,,,4808000000.0,1071000000.0,8000000.0,16214000000.0,4990000000.0,8410000000.0,8356000000.0,4990000000.0,5501000000.0,10713000000.0,16214000000.0,3620000000.0,2357000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,FY,,2011-02-26,2012-05-01 16:55:30+00:00,4894000000.0,2348000000.0,1945000000.0,4082000000.0,173000000.0,1103000000.0,0.0,57000000.0,,256000000.0,570000000.0,2454000000.0,7905000000.0,336000000.0,711000000.0,328000000.0,5897000000.0,3823000000.0,690000000.0,1103000000.0,,,,,435000000.0,1183000000.0,,,6372000000.0,998000000.0,22000000.0,17849000000.0,6602000000.0,10473000000.0,8663000000.0,6602000000.0,7292000000.0,10557000000.0,17849000000.0,3553000000.0,1894000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q3,,2010-11-27,2011-01-05 16:06:04+00:00,9858000000.0,2793000000.0,2344000000.0,,138000000.0,925000000.0,,39000000.0,,31000000.0,464000000.0,2441000000.0,,365000000.0,1101000000.0,343000000.0,10064000000.0,3994000000.0,664000000.0,1045000000.0,,,,,380000000.0,1166000000.0,,,5824000000.0,723000000.0,2000000.0,22352000000.0,6001000000.0,14829000000.0,13420000000.0,6001000000.0,6665000000.0,15687000000.0,22352000000.0,3529000000.0,2267000000.0,0.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q2,,2010-08-28,2010-10-07 16:31:32+00:00,5573000000.0,1720000000.0,1989000000.0,,-25000000.0,843000000.0,,40000000.0,,27000000.0,467000000.0,2365000000.0,,374000000.0,1088000000.0,293000000.0,6346000000.0,3915000000.0,607000000.0,1048000000.0,,,,,456000000.0,1181000000.0,,,6000000000.0,415000000.0,2000000.0,17362000000.0,6015000000.0,9959000000.0,8471000000.0,6015000000.0,6622000000.0,10740000000.0,17362000000.0,3488000000.0,2269000000.0,0.0
