company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2008.0,FY,2007-03-04,2008-03-01,2010-04-28 17:11:30+00:00,-89000000.0,1000000.0,644000000.0,49000000.0,580000000.0,,122000000.0,-40000000.0,146000000.0,4486000000.0,-3378000000.0,1464000000.0,2025000000.0,-3378000000.0,1464000000.0,2025000000.0,233000000.0,1410000000.0,1410000000.0,74000000.0,24000000.0,-84000000.0,,-204000000.0,-8501000000.0,-797000000.0,-4369000000.0,-3461000000.0,10935000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,FY,2008-03-02,2009-02-28,2010-04-28 17:11:30+00:00,-2170000000.0,63000000.0,766000000.0,83000000.0,730000000.0,,19000000.0,-320000000.0,83000000.0,5606000000.0,591000000.0,-3427000000.0,1877000000.0,591000000.0,-3427000000.0,1877000000.0,-940000000.0,1033000000.0,1033000000.0,371000000.0,-140000000.0,-119000000.0,,-223000000.0,-81000000.0,-1303000000.0,-4735000000.0,,246000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q4,2008-11-30,2009-02-28,,-3000000.0,21000000.0,766000000.0,83000000.0,210000000.0,,-20000000.0,959000000.0,5000000.0,1292000000.0,-1550000000.0,-458000000.0,1957000000.0,-1550000000.0,-458000000.0,1957000000.0,-71000000.0,587000000.0,587000000.0,180000000.0,-145000000.0,-84000000.0,,-58000000.0,14000000.0,-376000000.0,-2644000000.0,,-9000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q3,2008-08-31,2008-11-29,,-78000000.0,41000000.0,,,208000000.0,,-12000000.0,-585000000.0,32000000.0,2126000000.0,636000000.0,-469000000.0,-130000000.0,636000000.0,-469000000.0,-130000000.0,25000000.0,63000000.0,63000000.0,143000000.0,1000000.0,-13000000.0,,-58000000.0,-25000000.0,-425000000.0,-1465000000.0,,72000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q3YTD,2008-03-02,2008-11-29,2010-01-07 16:47:21+00:00,-2167000000.0,42000000.0,,,520000000.0,,39000000.0,-1279000000.0,78000000.0,4314000000.0,2141000000.0,-2969000000.0,-80000000.0,2141000000.0,-2969000000.0,-80000000.0,-869000000.0,446000000.0,446000000.0,191000000.0,5000000.0,-35000000.0,,-165000000.0,-95000000.0,-927000000.0,-2091000000.0,,255000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2009.0,Q2YTD,2008-03-02,2008-08-30,2009-10-08 15:58:02+00:00,-2089000000.0,1000000.0,,,312000000.0,,51000000.0,-694000000.0,46000000.0,2188000000.0,1505000000.0,-2500000000.0,50000000.0,1505000000.0,-2500000000.0,50000000.0,-894000000.0,383000000.0,383000000.0,48000000.0,4000000.0,-22000000.0,,-107000000.0,-70000000.0,-502000000.0,-626000000.0,,183000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q4,2009-11-29,2010-02-27,,-7000000.0,22000000.0,732000000.0,78000000.0,224000000.0,,10000000.0,-941000000.0,18000000.0,1539000000.0,-140000000.0,-135000000.0,1527000000.0,-140000000.0,-135000000.0,1527000000.0,1262000000.0,1978000000.0,1978000000.0,244000000.0,4000000.0,-26000000.0,,-59000000.0,-6000000.0,-146000000.0,-1642000000.0,,50000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,FY,2009-03-01,2010-02-27,2012-05-01 16:55:30+00:00,-7000000.0,88000000.0,732000000.0,78000000.0,838000000.0,0.0,10000000.0,-277000000.0,138000000.0,5132000000.0,-348000000.0,-540000000.0,2206000000.0,-348000000.0,-540000000.0,2206000000.0,1328000000.0,1394000000.0,1394000000.0,163000000.0,-27000000.0,2000000.0,,-234000000.0,-16000000.0,-615000000.0,-5357000000.0,0.0,96000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q3YTD,2009-03-01,2009-11-28,2010-01-07 16:47:21+00:00,,66000000.0,,,614000000.0,,,664000000.0,120000000.0,3593000000.0,-208000000.0,-405000000.0,679000000.0,-208000000.0,-405000000.0,679000000.0,66000000.0,-584000000.0,-584000000.0,-81000000.0,-31000000.0,28000000.0,,-175000000.0,-10000000.0,-469000000.0,-3715000000.0,,46000000.0,
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q3TTM,2008-11-30,2009-11-28,,-3000000.0,87000000.0,766000000.0,83000000.0,824000000.0,,-20000000.0,1623000000.0,125000000.0,4885000000.0,-1758000000.0,-863000000.0,2636000000.0,-1758000000.0,-863000000.0,2636000000.0,-5000000.0,3000000.0,3000000.0,99000000.0,-176000000.0,-56000000.0,,-233000000.0,4000000.0,-845000000.0,-6359000000.0,,37000000.0,
