company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2007.0,FY,2007-01-01,2007-12-31,2010-02-18 16:12:29+00:00,-28092000.0,,63384000.0,48464000.0,109802000.0,193451000.0,209612000.0,3198000.0,383787000.0,245129000.0,-590138000.0,426720000.0,245129000.0,-590138000.0,426720000.0,81711000.0,257483000.0,257483000.0,-150177000.0,15687000.0,23584000.0,-107086000.0,-9709000.0,-776667000.0,-50457000.0,,7295000.0,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,FY,2008-01-01,2008-12-31,2010-02-18 16:12:29+00:00,,,-13963000.0,51234000.0,136816000.0,,185915000.0,903000.0,,785128000.0,-1375996000.0,509157000.0,785128000.0,-1375996000.0,509157000.0,-81711000.0,255604000.0,255604000.0,-69178000.0,1055040000.0,-29000000.0,-111403000.0,-3000000.0,-1343996000.0,-159412000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,Q4,2008-10-01,2008-12-31,,22800000.0,,-20818000.0,25618000.0,39731000.0,,179595000.0,-560678000.0,-500000000.0,197314000.0,-390234000.0,182286000.0,197314000.0,-390234000.0,182286000.0,-10634000.0,33495000.0,33495000.0,-70535000.0,1053911000.0,-29000000.0,-28814000.0,,-384034000.0,232895000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,Q3,2008-07-01,2008-09-30,,-12000000.0,,,5849000.0,34269000.0,,101012000.0,-82000.0,,64790000.0,-460827000.0,238127000.0,64790000.0,-460827000.0,238127000.0,-157910000.0,96198000.0,96198000.0,6648000.0,5000.0,,-28800000.0,,-448827000.0,93667000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 16:33:26+00:00,-22800000.0,,6855000.0,25616000.0,97085000.0,,6320000.0,561581000.0,500000000.0,587814000.0,-985762000.0,326871000.0,587814000.0,-985762000.0,326871000.0,-71077000.0,222109000.0,222109000.0,1357000.0,1129000.0,,-82589000.0,-3000000.0,-959962000.0,-392307000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-29 16:17:22+00:00,-10800000.0,,6855000.0,19767000.0,62816000.0,,-94692000.0,561663000.0,500000000.0,523024000.0,-524935000.0,88744000.0,523024000.0,-524935000.0,88744000.0,86833000.0,125911000.0,125911000.0,-5291000.0,1124000.0,,-53789000.0,-3000000.0,-511135000.0,-485974000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,Q4,2009-10-01,2009-12-31,,,,-16845000.0,56807000.0,55595000.0,,100922000.0,-293000.0,,-25606000.0,-340054000.0,173156000.0,-25606000.0,-340054000.0,173156000.0,-192504000.0,55382000.0,55382000.0,-38743000.0,2838000.0,,-28851000.0,,-340054000.0,700000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 16:05:57+00:00,-6400000.0,,-120074000.0,107475000.0,196078000.0,,363602000.0,,700000000.0,259779000.0,-985520000.0,725741000.0,259779000.0,-985520000.0,725741000.0,,156929000.0,156929000.0,9132000.0,1238000.0,,-115368000.0,-3000000.0,-976120000.0,-326091000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-29 16:33:26+00:00,-6400000.0,,-103229000.0,50668000.0,140483000.0,,262680000.0,293000.0,700000000.0,285385000.0,-645466000.0,552585000.0,285385000.0,-645466000.0,552585000.0,192504000.0,101547000.0,101547000.0,47875000.0,-1600000.0,,-86517000.0,-3000000.0,-636066000.0,-326791000.0,,,
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,Q3TTM,2008-10-01,2009-09-30,,16400000.0,,-124047000.0,76286000.0,180214000.0,,442275000.0,-560385000.0,200000000.0,482699000.0,-1035700000.0,734871000.0,482699000.0,-1035700000.0,734871000.0,181870000.0,135042000.0,135042000.0,-22660000.0,1052311000.0,-29000000.0,-115331000.0,-3000000.0,-1020100000.0,-93896000.0,,,
