company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2008.0,FY,,2008-12-31,2010-02-18 16:12:29+00:00,356732000.0,258938000.0,1406402000.0,-68737000.0,0.0,948497000.0,,,,5503921000.0,,1249200000.0,195121000.0,288182000.0,4097519000.0,,829073000.0,69409000.0,380062000.0,361659000.0,,,109840000.0,89279000.0,,,,,1653797000.0,324217000.0,,5329662000.0,2050093000.0,927182000.0,1042608000.0,2050093000.0,2050093000.0,3279569000.0,5329662000.0,304961000.0,2236961000.0,-483464000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,FY,,2009-12-31,2011-02-24 16:10:00+00:00,248987000.0,193874000.0,1563755000.0,-14440000.0,0.0,952237000.0,,,,6478486000.0,,1949200000.0,218022000.0,182957000.0,4914731000.0,,1096094000.0,47615000.0,318335000.0,358687000.0,,,129338000.0,100644000.0,,,,,1695358000.0,5000000.0,,5957257000.0,2151030000.0,695166000.0,612674000.0,2151030000.0,2151030000.0,3806227000.0,5957257000.0,347360000.0,3193553000.0,-482125000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,Q3,,2009-09-30,2009-10-29 16:33:26+00:00,143526000.0,84927000.0,1527121000.0,-25306000.0,192504000.0,950827000.0,,3008000.0,,6160969000.0,,1949200000.0,214881000.0,195654000.0,4633848000.0,,966023000.0,57137000.0,257071000.0,345741000.0,,,110748000.0,110666000.0,,,,,1668826000.0,2300000.0,,5689633000.0,2112032000.0,730156000.0,494575000.0,2112032000.0,2112032000.0,3577601000.0,5689633000.0,325629000.0,3083026000.0,-482315000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2009.0,Q2,,2009-06-30,2009-07-29 16:17:22+00:00,175038000.0,111074000.0,1492061000.0,-5997000.0,335345000.0,949792000.0,,,,5974278000.0,,1949200000.0,208697000.0,157427000.0,4482217000.0,,965619000.0,58195000.0,270659000.0,268112000.0,,,110694000.0,99874000.0,,,,,1694760000.0,4300000.0,,5676113000.0,2155775000.0,874505000.0,447450000.0,2155775000.0,2155775000.0,3520338000.0,5676113000.0,319391000.0,3072888000.0,-482780000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2010.0,FY,,2010-12-31,2012-02-16 16:05:57+00:00,212134000.0,195070000.0,1778934000.0,38104000.0,0.0,1723898000.0,,,,7689025000.0,,1943200000.0,220233000.0,137853000.0,5910091000.0,,1316339000.0,44135000.0,225339000.0,325200000.0,207678000.0,,140174000.0,119084000.0,,,62000000.0,,1795766000.0,59650000.0,,7098438000.0,3078696000.0,827940000.0,596984000.0,3078696000.0,3078696000.0,4019742000.0,7098438000.0,360407000.0,3422758000.0,-479072000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2010.0,Q3,,2010-09-30,2010-10-28 16:05:38+00:00,191585000.0,100774000.0,1744382000.0,62409000.0,197367000.0,1720361000.0,,,,7551011000.0,,1949200000.0,227870000.0,167368000.0,5806629000.0,,1184411000.0,,302608000.0,326571000.0,,,123286000.0,215118000.0,,,,,1755507000.0,,,6925902000.0,3059017000.0,768117000.0,518156000.0,3059017000.0,3059017000.0,3866885000.0,6925902000.0,351156000.0,3348729000.0,-479260000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2010.0,Q2,,2010-06-30,2010-07-29 16:36:00+00:00,195460000.0,119133000.0,1678563000.0,17936000.0,425601000.0,1716848000.0,,,,7219996000.0,,1949200000.0,221645000.0,144039000.0,5541433000.0,,1178681000.0,46127000.0,197881000.0,284317000.0,,,124303000.0,113154000.0,,,,,1751835000.0,,,6774035000.0,3007096000.0,886654000.0,479777000.0,3007096000.0,3007096000.0,3766939000.0,6774035000.0,345948000.0,3287162000.0,-479523000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2010.0,Q1,,2010-03-31,2010-04-28 16:11:02+00:00,186833000.0,195248000.0,1619619000.0,50261000.0,553026000.0,1473179000.0,,,,6694452000.0,,1949200000.0,222655000.0,113031000.0,5074833000.0,,1185511000.0,47125000.0,256631000.0,285002000.0,,,144409000.0,107649000.0,,,,,1754605000.0,0.0,,6559833000.0,2798513000.0,1117936000.0,471835000.0,2798513000.0,2798513000.0,3761320000.0,6559833000.0,367064000.0,3289485000.0,-479532000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2011.0,FY,,2011-12-31,2013-02-21 16:04:04+00:00,256757000.0,183578000.0,1962404000.0,188141000.0,831251000.0,1734994000.0,,,,8768713000.0,,2527627000.0,136972000.0,123960000.0,6806309000.0,,1618944000.0,47589000.0,512161000.0,328838000.0,,,139304000.0,179819000.0,,,39184000.0,,2143910000.0,219315000.0,,8772719000.0,3593830000.0,1690134000.0,804910000.0,3593830000.0,3593830000.0,5178889000.0,8772719000.0,276276000.0,4373979000.0,-473215000.0
EQT Corp,EQT,4NT01YGM4X7ZX86ISY52,33213,2011.0,Q3,,2011-09-30,2011-10-27 16:17:21+00:00,252030000.0,132700000.0,1907848000.0,94436000.0,334912000.0,1731246000.0,,,,8393467000.0,,1978596000.0,136148000.0,138012000.0,6485619000.0,,1539616000.0,38845000.0,313537000.0,315295000.0,,,129534000.0,132760000.0,,,49732000.0,,2085980000.0,25315000.0,,7720194000.0,3437737000.0,968893000.0,592640000.0,3437737000.0,3437737000.0,4282457000.0,7720194000.0,265682000.0,3689817000.0,-473925000.0
