company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Extra Space Storage Inc,EXR,,1289490,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:08:45+00:00,7656000.0,,62831000.0,49566000.0,-7687000.0,276601000.0,42302000.0,,172685000.0,-224481000.0,98391000.0,172685000.0,-224481000.0,98391000.0,46595000.0,43349000.0,43349000.0,5507000.0,2071000.0,-3781000.0,-89993000.0,-177354000.0,-68413000.0,-58296000.0,,,25067000.0
Extra Space Storage Inc,EXR,,1289490,2009.0,Q4,2009-10-01,2009-12-31,,1304000.0,4292000.0,110181000.0,13243000.0,-7426000.0,,59681000.0,,32935000.0,-17050000.0,15073000.0,32935000.0,-17050000.0,15073000.0,30958000.0,7438000.0,7438000.0,514000.0,-2019000.0,2898000.0,-13312000.0,-11518000.0,-9745000.0,-11415000.0,,,1315000.0
Extra Space Storage Inc,EXR,,1289490,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 14:16:40+00:00,6116000.0,4292000.0,64175000.0,52403000.0,-17307000.0,,442560000.0,,91223000.0,-104410000.0,81165000.0,91223000.0,-104410000.0,81165000.0,67978000.0,39093000.0,39093000.0,860000.0,-10624000.0,-497000.0,-40464000.0,-41431000.0,-68449000.0,-300249000.0,,,5967000.0
Extra Space Storage Inc,EXR,,1289490,2009.0,Q3,2009-07-01,2009-09-30,,1527000.0,,-76937000.0,13797000.0,-8281000.0,,105333000.0,,-26666000.0,-20853000.0,16960000.0,-26666000.0,-20853000.0,16960000.0,-30559000.0,7574000.0,7574000.0,2343000.0,-4173000.0,-1156000.0,-1437000.0,-4757000.0,-14940000.0,-126389000.0,,,
Extra Space Storage Inc,EXR,,1289490,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 13:25:41+00:00,4812000.0,,-46006000.0,39160000.0,-9881000.0,,382879000.0,,58288000.0,-87360000.0,66092000.0,58288000.0,-87360000.0,66092000.0,37020000.0,31655000.0,31655000.0,346000.0,-8605000.0,-3395000.0,-27152000.0,-29913000.0,-58704000.0,-288834000.0,,,4652000.0
Extra Space Storage Inc,EXR,,1289490,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 15:47:43+00:00,3285000.0,,30931000.0,25363000.0,-1600000.0,,277546000.0,,84954000.0,-66507000.0,49132000.0,84954000.0,-66507000.0,49132000.0,67579000.0,24081000.0,24081000.0,-1997000.0,-4432000.0,-2239000.0,-25715000.0,-25156000.0,-43764000.0,-162445000.0,,,4652000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q4,2010-10-01,2010-12-31,,1459000.0,6539000.0,14507000.0,13209000.0,1614000.0,,59938000.0,,44078000.0,-49211000.0,30085000.0,44078000.0,-49211000.0,30085000.0,24952000.0,10788000.0,10788000.0,3015000.0,-926000.0,2721000.0,-10566000.0,-45268000.0,-8034000.0,-4368000.0,,,1370000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:12:33+00:00,6018000.0,6539000.0,60100000.0,50349000.0,1772000.0,,191062000.0,,-106309000.0,-83706000.0,104815000.0,-106309000.0,-83706000.0,104815000.0,-85200000.0,33374000.0,33374000.0,13302000.0,-2528000.0,9036000.0,-42443000.0,-79287000.0,-38007000.0,-252400000.0,,,24552000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q3TTM,2009-10-01,2010-09-30,,5863000.0,4292000.0,155774000.0,50383000.0,-7268000.0,,190805000.0,,-117452000.0,-51545000.0,89803000.0,-117452000.0,-51545000.0,89803000.0,-79194000.0,30024000.0,30024000.0,10801000.0,-3621000.0,9213000.0,-45189000.0,-45537000.0,-39718000.0,-259447000.0,,,24497000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q3,2010-07-01,2010-09-30,,1392000.0,,13870000.0,12519000.0,476000.0,,27031000.0,,-24401000.0,-10814000.0,28659000.0,-24401000.0,-10814000.0,28659000.0,-6556000.0,9482000.0,9482000.0,4790000.0,-3423000.0,806000.0,-10624000.0,-8500000.0,-10552000.0,-37385000.0,,,7432000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 15:45:54+00:00,4559000.0,,45593000.0,37140000.0,158000.0,,131124000.0,,-150387000.0,-34495000.0,74730000.0,-150387000.0,-34495000.0,74730000.0,-110152000.0,22586000.0,22586000.0,10287000.0,-1602000.0,6315000.0,-31877000.0,-34019000.0,-29973000.0,-248032000.0,,,23182000.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 13:58:49+00:00,3167000.0,,31723000.0,24621000.0,-318000.0,,104093000.0,,-125986000.0,-23681000.0,46071000.0,-125986000.0,-23681000.0,46071000.0,-103596000.0,13104000.0,13104000.0,5497000.0,1821000.0,5509000.0,-21253000.0,-25519000.0,-19421000.0,-210647000.0,,,15750000.0
