company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,premiumsearned,propertyliabilityinsuranceclaims,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Extra Space Storage Inc,EXR,,1289490,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 14:46:33+00:00,,0.04,0.04,0.1,12419000.0,0.04,,1045000.0,1538000.0,17678000.0,5179000.0,5179000.0,3568000.0,1611000.0,-16140000.0,,1501000.0,56143000.0,34235000.0,5552000.0,,5892000.0,,70000.0,17678000.0,1538000.0,46724000.0,67587000.0,4723000.0,51447000.0,89200000.0,86873472.0,91666076.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q4,2011-10-01,2011-12-31,,,0.18,0.18,-0.42,15973000.0,0.17,,552000.0,1683000.0,18323000.0,18414000.0,18414000.0,16278000.0,2136000.0,-16640000.0,,1227000.0,73460000.0,42129000.0,11460000.0,,8292000.0,,731000.0,18323000.0,1683000.0,58833000.0,93212000.0,17739000.0,76572000.0,91700000.0,91301265.0,93633573.0
Extra Space Storage Inc,EXR,,1289490,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 16:31:45+00:00,,0.55,0.55,,58014000.0,0.54,,1155000.0,5877000.0,69062000.0,58423000.0,58423000.0,50449000.0,7974000.0,-63185000.0,,7287000.0,268725000.0,153444000.0,29924000.0,,31181000.0,,2896000.0,69062000.0,5877000.0,214354000.0,329830000.0,52291000.0,266645000.0,91700000.0,91301265.0,93633573.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q3YTD,2011-01-01,2011-09-30,,,0.37,0.37,0.42,42041000.0,0.37,,603000.0,4194000.0,50739000.0,40009000.0,40009000.0,34171000.0,5838000.0,-46545000.0,,6060000.0,195265000.0,111315000.0,18464000.0,,22889000.0,,2165000.0,50739000.0,4194000.0,155521000.0,236618000.0,34552000.0,190073000.0,95400000.0,94314429.0,98867803.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q3TTM,2010-10-01,2011-09-30,,,0.47,0.47,0.12,55250000.0,0.47,,1418000.0,5590000.0,66074000.0,50797000.0,50797000.0,43087000.0,7710000.0,-60484000.0,,8017000.0,255451000.0,146863000.0,24530000.0,,29791000.0,,2977000.0,66074000.0,5590000.0,205090000.0,309772000.0,44198000.0,249288000.0,95400000.0,94314429.0,98867803.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 11:03:35+00:00,,0.16,0.16,0.14,14364000.0,0.16,,-62000.0,1398000.0,17196000.0,17352000.0,17352000.0,15261000.0,2091000.0,-15798000.0,,1873000.0,69475000.0,38172000.0,6353000.0,,8269000.0,,346000.0,17196000.0,1398000.0,52882000.0,84097000.0,15417000.0,68299000.0,95400000.0,94314429.0,98867803.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q2YTD,2011-01-01,2011-06-30,,,0.21,0.21,0.28,27677000.0,0.21,,665000.0,2796000.0,33543000.0,22657000.0,22657000.0,18910000.0,3747000.0,-30747000.0,,4187000.0,125790000.0,73143000.0,12111000.0,,14620000.0,,1819000.0,33543000.0,2796000.0,102639000.0,152521000.0,19135000.0,121774000.0,88400000.0,91439042.0,96010848.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q2TTM,2010-07-01,2011-06-30,,,0.4,0.4,0.08,53405000.0,0.4,,2568000.0,5583000.0,64996000.0,42927000.0,42927000.0,35493000.0,7434000.0,-59413000.0,,7880000.0,245308000.0,144379000.0,24028000.0,,28318000.0,,2842000.0,64996000.0,5583000.0,200626000.0,297654000.0,37615000.0,238241000.0,88400000.0,91439042.0,96010848.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 15:58:58+00:00,,0.12,0.12,0.14,14092000.0,0.12,,411000.0,1401000.0,16701000.0,12517000.0,12517000.0,10609000.0,1908000.0,-15300000.0,,2376000.0,64300000.0,36526000.0,6144000.0,,7596000.0,,1570000.0,16701000.0,1401000.0,52188000.0,78040000.0,10552000.0,62740000.0,88400000.0,91439042.0,96010848.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q1TTM,2010-04-01,2011-03-31,,,0.35,0.35,0.04,51515000.0,0.35,,3371000.0,5605000.0,64944000.0,38335000.0,38335000.0,31064000.0,7271000.0,-59339000.0,,7063000.0,237794000.0,141480000.0,23537000.0,,27060000.0,,1414000.0,64944000.0,5605000.0,194409000.0,288391000.0,34643000.0,229052000.0,92200000.0,88045951.0,92812067.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 15:40:15+00:00,,0.09,0.09,0.14,13585000.0,0.09,,254000.0,1395000.0,16842000.0,10140000.0,10140000.0,8301000.0,1839000.0,-15447000.0,,1811000.0,61490000.0,36617000.0,5967000.0,,7024000.0,,249000.0,16842000.0,1395000.0,50451000.0,74481000.0,8583000.0,59034000.0,92200000.0,88045951.0,92812067.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q4,2012-10-01,2012-12-31,,,0.35,0.35,-0.6,21535000.0,0.34,,1173000.0,1844000.0,19502000.0,38873000.0,38873000.0,36076000.0,2797000.0,-17658000.0,,14592000.0,97681000.0,47233000.0,6230000.0,,9756000.0,,1787000.0,19502000.0,1844000.0,70555000.0,113667000.0,25454000.0,96009000.0,102000000.0,101766385.0,103767365.0
Extra Space Storage Inc,EXR,,1289490,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 17:07:29+00:00,,1.15,1.15,,74453000.0,1.14,,5413000.0,6666000.0,72294000.0,127689000.0,127689000.0,117309000.0,10380000.0,-65628000.0,,41489000.0,346874000.0,172351000.0,25706000.0,,36816000.0,,5351000.0,72294000.0,6666000.0,252155000.0,409396000.0,91613000.0,343768000.0,102000000.0,101766385.0,103767365.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q3YTD,2012-01-01,2012-09-30,,,0.8,0.8,0.6,52918000.0,0.8,,4240000.0,4822000.0,52792000.0,88816000.0,88816000.0,81233000.0,7583000.0,-47970000.0,,26897000.0,249193000.0,125118000.0,19476000.0,,27060000.0,,3564000.0,52792000.0,4822000.0,181600000.0,295729000.0,66159000.0,247759000.0,104300000.0,104252227.0,108755316.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q3TTM,2011-10-01,2012-09-30,,,0.98,0.98,0.18,68891000.0,0.97,,4792000.0,6505000.0,71115000.0,107230000.0,107230000.0,97511000.0,9719000.0,-64610000.0,,28124000.0,322653000.0,167247000.0,30936000.0,,35352000.0,,4295000.0,71115000.0,6505000.0,240433000.0,388941000.0,83898000.0,324331000.0,104300000.0,104252227.0,108755316.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 11:37:01+00:00,,0.37,0.37,0.2,19768000.0,0.37,,1656000.0,1674000.0,18423000.0,41553000.0,41553000.0,38606000.0,2947000.0,-16749000.0,,16474000.0,94065000.0,44053000.0,6231000.0,,9495000.0,,2486000.0,18423000.0,1674000.0,66307000.0,109791000.0,26735000.0,93042000.0,104300000.0,104252227.0,108755316.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q2YTD,2012-01-01,2012-06-30,,,0.43,0.43,0.4,33150000.0,0.43,,2584000.0,3148000.0,34369000.0,47263000.0,47263000.0,42627000.0,4636000.0,-31221000.0,,10423000.0,155128000.0,81065000.0,13245000.0,,17565000.0,,1078000.0,34369000.0,3148000.0,115293000.0,185938000.0,39424000.0,154717000.0,101900000.0,102107535.0,106653965.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q2TTM,2011-07-01,2012-06-30,,,0.77,0.77,0.12,63487000.0,0.76,,3074000.0,6229000.0,69888000.0,83029000.0,83029000.0,74166000.0,8863000.0,-63659000.0,,13523000.0,298063000.0,161366000.0,31058000.0,,34126000.0,,2155000.0,69888000.0,6229000.0,227008000.0,363247000.0,72580000.0,299588000.0,101900000.0,102107535.0,106653965.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 16:16:14+00:00,,0.22,0.22,0.2,16626000.0,0.22,,1634000.0,1660000.0,15854000.0,24745000.0,24745000.0,22413000.0,2332000.0,-14194000.0,,2698000.0,79284000.0,39981000.0,6659000.0,,9008000.0,,469000.0,15854000.0,1660000.0,57076000.0,94951000.0,23681000.0,80757000.0,101900000.0,102107535.0,106653965.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q1TTM,2011-04-01,2012-03-31,,,0.67,0.67,0.06,60953000.0,0.66,,1851000.0,5970000.0,70735000.0,70801000.0,70801000.0,62362000.0,8439000.0,-64765000.0,,13201000.0,283079000.0,157911000.0,30543000.0,,32714000.0,,3256000.0,70735000.0,5970000.0,222120000.0,346336000.0,59451000.0,281571000.0,96300000.0,94888078.0,99927352.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 14:24:31+00:00,,0.21,0.21,0.2,16524000.0,0.21,,950000.0,1488000.0,18515000.0,22518000.0,22518000.0,20214000.0,2304000.0,-17027000.0,,7725000.0,75844000.0,41084000.0,6586000.0,,8557000.0,,609000.0,18515000.0,1488000.0,58217000.0,90987000.0,15743000.0,73960000.0,96300000.0,94888078.0,99927352.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q4,2013-10-01,2013-12-31,,,0.69,0.69,-1.05,25994000.0,0.68,,2837000.0,1442000.0,20095000.0,82172000.0,82172000.0,76940000.0,5232000.0,-18653000.0,160000.0,46187000.0,122538000.0,53569000.0,6704000.0,,12692000.0,,5056000.0,20095000.0,1442000.0,84619000.0,142094000.0,38822000.0,123441000.0,111700000.0,111349361.0,113105094.0
Extra Space Storage Inc,EXR,,1289490,2013.0,FY,2013-01-01,2013-12-31,2015-03-02 17:07:29+00:00,,1.54,1.54,,95232000.0,1.53,,9984000.0,5599000.0,73034000.0,185556000.0,185556000.0,172076000.0,13480000.0,-67435000.0,-8193000.0,57685000.0,446682000.0,203280000.0,26614000.0,,47317000.0,,8618000.0,73034000.0,5599000.0,307130000.0,512420000.0,137855000.0,444985000.0,111700000.0,111349361.0,113105094.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q3YTD,2013-01-01,2013-09-30,,,0.85,0.85,1.05,69238000.0,0.85,,7147000.0,4157000.0,52939000.0,103384000.0,103384000.0,95136000.0,8248000.0,-48782000.0,-8353000.0,11498000.0,324144000.0,149711000.0,19910000.0,,34625000.0,,3562000.0,52939000.0,4157000.0,222511000.0,370326000.0,99033000.0,321544000.0,112500000.0,110827793.0,115477145.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q3TTM,2012-10-01,2013-09-30,,,1.2,1.2,0.45,90773000.0,1.19,,8320000.0,6001000.0,72441000.0,142257000.0,142257000.0,131212000.0,11045000.0,-66440000.0,-8353000.0,26090000.0,421825000.0,196944000.0,26140000.0,,44381000.0,,5349000.0,72441000.0,6001000.0,293066000.0,483993000.0,124487000.0,417553000.0,112500000.0,110827793.0,115477145.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 17:14:05+00:00,,0.26,0.26,0.4,23428000.0,0.26,,2281000.0,1415000.0,17098000.0,32352000.0,32352000.0,29245000.0,3107000.0,-15683000.0,-9153000.0,3405000.0,113881000.0,51192000.0,6936000.0,,12294000.0,,2427000.0,17098000.0,1415000.0,77047000.0,123958000.0,31228000.0,108275000.0,112500000.0,110827793.0,115477145.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q2YTD,2013-01-01,2013-06-30,,,0.59,0.59,0.65,45810000.0,0.59,,4866000.0,2742000.0,35841000.0,71032000.0,71032000.0,65891000.0,5141000.0,-33099000.0,800000.0,8093000.0,210263000.0,98519000.0,12974000.0,,22331000.0,,1135000.0,35841000.0,2742000.0,145464000.0,246368000.0,67805000.0,213269000.0,111200000.0,110731153.0,113962981.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q2TTM,2012-07-01,2013-06-30,,,1.31,1.31,0.25,87113000.0,1.3,,7695000.0,6260000.0,73766000.0,151458000.0,151458000.0,140573000.0,10885000.0,-67506000.0,800000.0,39159000.0,402009000.0,189805000.0,25435000.0,,41582000.0,,5408000.0,73766000.0,6260000.0,282326000.0,469826000.0,119994000.0,402320000.0,111200000.0,110731153.0,113962981.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q1TTM,2012-04-01,2013-03-31,,,1.22,1.22,0.05,80954000.0,1.21,,6471000.0,6575000.0,71145000.0,139102000.0,139102000.0,128520000.0,10582000.0,-64570000.0,,38943000.0,373953000.0,180383000.0,25298000.0,,38480000.0,,5194000.0,71145000.0,6575000.0,266531000.0,437731000.0,106630000.0,373161000.0,112200000.0,110314668.0,114967087.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 09:00:56+00:00,,0.28,0.28,0.25,23025000.0,0.28,,2008000.0,1397000.0,17366000.0,33931000.0,33931000.0,31425000.0,2506000.0,-15969000.0,,5179000.0,102923000.0,49116000.0,6178000.0,,10221000.0,,452000.0,17366000.0,1397000.0,72593000.0,119322000.0,30760000.0,103353000.0,112200000.0,110314668.0,114967087.0
Extra Space Storage Inc,EXR,,1289490,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 17:35:12+00:00,,1.54,1.54,,115076000.0,1.53,,7570000.0,6457000.0,84013000.0,195896000.0,195896000.0,178355000.0,17541000.0,-77556000.0,-10285000.0,14563000.0,559868000.0,243785000.0,28215000.0,,59072000.0,1724000.0,9826000.0,84013000.0,6457000.0,370411000.0,636870000.0,188903000.0,559314000.0,115800000.0,115713807.0,121435267.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q4,2014-10-01,2014-12-31,,,0.39,0.39,-1.34,29181000.0,0.38,,2233000.0,1652000.0,21072000.0,49486000.0,49486000.0,45122000.0,4364000.0,-19420000.0,,2947000.0,144420000.0,60223000.0,5125000.0,,15716000.0,1724000.0,5941000.0,21072000.0,1652000.0,97069000.0,165261000.0,48772000.0,145841000.0,115800000.0,115713807.0,121435267.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1.15,1.15,1.34,85895000.0,1.15,,5337000.0,4805000.0,62941000.0,146410000.0,146410000.0,133233000.0,13177000.0,-58136000.0,-10285000.0,11616000.0,415448000.0,183562000.0,23090000.0,,43356000.0,,3885000.0,62941000.0,4805000.0,273342000.0,471609000.0,140131000.0,413473000.0,115400000.0,115726911.0,121617554.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q3TTM,2013-10-01,2014-09-30,,,1.84,1.84,0.29,111889000.0,1.83,,8174000.0,6247000.0,83036000.0,228582000.0,228582000.0,210173000.0,18409000.0,-76789000.0,-10125000.0,57803000.0,537986000.0,237131000.0,29794000.0,,56048000.0,,8941000.0,83036000.0,6247000.0,357961000.0,613703000.0,178953000.0,536914000.0,115400000.0,115726911.0,121617554.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 17:20:39+00:00,,0.47,0.47,0.47,29249000.0,0.47,,-1006000.0,1399000.0,21360000.0,59193000.0,59193000.0,54228000.0,4965000.0,-19961000.0,-2500000.0,3155000.0,144669000.0,61889000.0,9013000.0,,15385000.0,,436000.0,21360000.0,1399000.0,91574000.0,166567000.0,55032000.0,146606000.0,115400000.0,115726911.0,121617554.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q2YTD,2014-01-01,2014-06-30,,,0.68,0.68,0.87,56646000.0,0.68,,6343000.0,3406000.0,41581000.0,87217000.0,87217000.0,79005000.0,8212000.0,-38175000.0,-7785000.0,8461000.0,270779000.0,121673000.0,14077000.0,,27971000.0,,3449000.0,41581000.0,3406000.0,181768000.0,305042000.0,85099000.0,266867000.0,115700000.0,115653489.0,121254222.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q2TTM,2013-07-01,2014-06-30,,,1.63,1.63,0.22,106068000.0,1.62,,11461000.0,6263000.0,78774000.0,201741000.0,201741000.0,185190000.0,16551000.0,-72511000.0,-16778000.0,58053000.0,507198000.0,226434000.0,27717000.0,,52957000.0,,10932000.0,78774000.0,6263000.0,343434000.0,571094000.0,155149000.0,498583000.0,115700000.0,115653489.0,121254222.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q1TTM,2013-04-01,2014-03-31,,,1.58,1.58,0.15,100582000.0,1.57,,10806000.0,5684000.0,75928000.0,192834000.0,192834000.0,177991000.0,14843000.0,-70244000.0,-8193000.0,54925000.0,475760000.0,215922000.0,27559000.0,,50559000.0,,10222000.0,75928000.0,5684000.0,326726000.0,545685000.0,148715000.0,475441000.0,116700000.0,115438325.0,121062845.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 16:14:15+00:00,,0.32,0.32,0.4,28375000.0,0.32,,2830000.0,1482000.0,20260000.0,41209000.0,41209000.0,37340000.0,3869000.0,-18778000.0,,2419000.0,132001000.0,61758000.0,7123000.0,,13463000.0,,2056000.0,20260000.0,1482000.0,92189000.0,152587000.0,41620000.0,133809000.0,116700000.0,115438325.0,121062845.0
Extra Space Storage Inc,EXR,,1289490,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 16:42:49+00:00,,1.58,1.58,,133457000.0,1.56,,11148000.0,8311000.0,98992000.0,209536000.0,209536000.0,189474000.0,20062000.0,-90681000.0,1501000.0,15208000.0,676138000.0,284756000.0,34161000.0,,71971000.0,,69401000.0,98992000.0,8311000.0,487614000.0,783771000.0,205476000.0,693090000.0,119900000.0,119816743.0,126918869.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q4,2015-10-01,2015-12-31,,,0.07,0.07,-1.65,40766000.0,0.05,,3154000.0,3033000.0,31741000.0,11744000.0,11744000.0,8675000.0,3069000.0,-28708000.0,1501000.0,3297000.0,195672000.0,80986000.0,10192000.0,1501000.0,19895000.0,,63698000.0,31741000.0,3033000.0,186951000.0,227260000.0,11601000.0,198552000.0,119900000.0,119816743.0,126918869.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 16:59:55+00:00,,0.58,0.58,0.59,30711000.0,0.58,,3561000.0,1569000.0,21616000.0,78200000.0,78200000.0,71718000.0,6482000.0,-20047000.0,,3403000.0,170548000.0,69202000.0,8723000.0,-1101000.0,18226000.0,,280000.0,21616000.0,1569000.0,99092000.0,197497000.0,78358000.0,177450000.0,123700000.0,122644837.0,130398111.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q3YTD,2015-01-01,2015-09-30,,,1.51,1.51,1.65,92691000.0,1.51,,7994000.0,5278000.0,67251000.0,197792000.0,197792000.0,180799000.0,16993000.0,-61973000.0,,11911000.0,480466000.0,203770000.0,23969000.0,-1501000.0,52076000.0,,5703000.0,67251000.0,5278000.0,300663000.0,556511000.0,193875000.0,494538000.0,123700000.0,122644837.0,130398111.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q3TTM,2014-10-01,2015-09-30,,,1.9,1.9,0.31,121872000.0,1.89,,10227000.0,6930000.0,88323000.0,247278000.0,247278000.0,225921000.0,21357000.0,-81393000.0,,14858000.0,624886000.0,263993000.0,29094000.0,-1501000.0,67792000.0,1724000.0,11644000.0,88323000.0,6930000.0,397732000.0,721772000.0,242647000.0,640379000.0,123700000.0,122644837.0,130398111.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 17:16:51+00:00,,0.47,0.47,0.59,31552000.0,0.47,,2185000.0,1640000.0,23507000.0,60956000.0,60956000.0,55339000.0,5617000.0,-21867000.0,,3001000.0,161024000.0,68147000.0,7496000.0,-400000.0,17340000.0,,4554000.0,23507000.0,1640000.0,103853000.0,185860000.0,60140000.0,163993000.0,117700000.0,116861678.0,124475890.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q2YTD,2015-01-01,2015-06-30,,,0.93,0.93,1.06,61980000.0,0.93,,4433000.0,3709000.0,45635000.0,119592000.0,119592000.0,109081000.0,10511000.0,-41926000.0,,8508000.0,309918000.0,134568000.0,15246000.0,-400000.0,33850000.0,,5423000.0,45635000.0,3709000.0,201571000.0,359014000.0,115517000.0,317088000.0,117700000.0,116861678.0,124475890.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q2TTM,2014-07-01,2015-06-30,,,1.79,1.79,0.19,120410000.0,1.78,,5660000.0,6760000.0,88067000.0,228271000.0,228271000.0,208431000.0,19840000.0,-81307000.0,-2500000.0,14610000.0,599007000.0,256680000.0,29384000.0,-400000.0,64951000.0,1724000.0,11800000.0,88067000.0,6760000.0,390214000.0,690842000.0,219321000.0,609535000.0,117700000.0,116861678.0,124475890.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 16:03:44+00:00,,0.46,0.46,0.47,30428000.0,0.46,,2248000.0,2069000.0,22128000.0,58636000.0,58636000.0,53742000.0,4894000.0,-20059000.0,,5507000.0,148894000.0,66421000.0,7750000.0,,16510000.0,,869000.0,22128000.0,2069000.0,97718000.0,173154000.0,55377000.0,153095000.0,116800000.0,116117615.0,122595718.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q1TTM,2014-04-01,2015-03-31,,,1.68,1.68,0.07,117129000.0,1.67,,6988000.0,7044000.0,85881000.0,213323000.0,213323000.0,194757000.0,18566000.0,-78837000.0,-10285000.0,17651000.0,576761000.0,248448000.0,28842000.0,,62119000.0,1724000.0,8639000.0,85881000.0,7044000.0,375940000.0,657437000.0,202660000.0,578600000.0,116800000.0,116117615.0,122595718.0
