company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity
Extra Space Storage Inc,EXR,,1289490,2009.0,FY,,2009-12-31,2011-02-25 16:08:45+00:00,-1056000.0,131950000.0,,1139110000.0,5114000.0,1302977000.0,34427000.0,62040000.0,2196857000.0,24974000.0,33386000.0,,39208000.0,-253875000.0,100000000.0,2407556000.0,884179000.0,884179000.0,946219000.0,1461337000.0,2407556000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2010.0,FY,,2010-12-31,2012-02-29 14:16:40+00:00,-5787000.0,46750000.0,0.0,1149696000.0,10061000.0,1076451000.0,37083000.0,57670000.0,2125428000.0,28589000.0,35242000.0,,30498000.0,-262508000.0,170467000.0,2249820000.0,881401000.0,881401000.0,939071000.0,1310749000.0,2249820000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q3,,2010-09-30,2010-11-05 13:25:41+00:00,-8530000.0,21798000.0,,1147778000.0,24593000.0,1056432000.0,29537000.0,57450000.0,2066329000.0,32241000.0,37445000.0,,32893000.0,-262666000.0,115000000.0,2175150000.0,876582000.0,876582000.0,934032000.0,1241118000.0,2175150000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2010.0,Q2,,2010-06-30,2010-08-06 15:47:43+00:00,-4689000.0,28354000.0,,1145308000.0,20589000.0,1041370000.0,29079000.0,61732000.0,2067394000.0,24783000.0,32193000.0,,33699000.0,-261582000.0,140000000.0,2179115000.0,879037000.0,879037000.0,940769000.0,1238346000.0,2179115000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2011.0,FY,,2011-12-31,2013-02-28 16:12:33+00:00,-7936000.0,26484000.0,0.0,1290969000.0,18517000.0,1148656000.0,2263795000.0,54814000.0,182960000.0,33754000.0,46353000.0,,25768000.0,-264086000.0,215000000.0,2517524000.0,1018947000.0,1018947000.0,1073761000.0,1443763000.0,2517524000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q3,,2011-09-30,2011-11-07 15:45:54+00:00,-7819000.0,33895000.0,0.0,1282321000.0,61184000.0,1076222000.0,8621000.0,54689000.0,2240176000.0,30046000.0,39891000.0,,30352000.0,-267122000.0,166000000.0,2374228000.0,1007380000.0,1007380000.0,1062069000.0,1312159000.0,2374228000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q2,,2011-06-30,2011-08-08 13:58:49+00:00,-6436000.0,35187000.0,0.0,1279881000.0,8490000.0,1061239000.0,6800000.0,54672000.0,2227680000.0,28962000.0,32712000.0,,32700000.0,-269173000.0,129000000.0,2310857000.0,1004272000.0,1004272000.0,1058944000.0,1251913000.0,2310857000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2011.0,Q1,,2011-03-31,2011-05-06 14:46:33+00:00,-4678000.0,42555000.0,,1162069000.0,9334000.0,1121009000.0,13168000.0,56340000.0,2147533000.0,25632000.0,34333000.0,,40527000.0,-266588000.0,125000000.0,2253117000.0,890803000.0,890803000.0,947143000.0,1305974000.0,2253117000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2012.0,FY,,2012-12-31,2014-03-03 16:31:45+00:00,-14273000.0,30785000.0,0.0,1741144000.0,11078000.0,1492599000.0,2991722000.0,53524000.0,172916000.0,48248000.0,52299000.0,,16976000.0,-235064000.0,85000000.0,3223477000.0,1491807000.0,1491807000.0,1545331000.0,1678146000.0,3223477000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q3,,2012-09-30,2012-11-05 11:03:35+00:00,-14956000.0,43608000.0,0.0,1533018000.0,10930000.0,1350127000.0,2741945000.0,55636000.0,193055000.0,43034000.0,49609000.0,,23384000.0,-243546000.0,240000000.0,3012922000.0,1274516000.0,1274516000.0,1330152000.0,1682770000.0,3012922000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q2,,2012-06-30,2012-08-08 15:58:58+00:00,-11525000.0,185502000.0,0.0,1528373000.0,15976000.0,1211961000.0,2278331000.0,55083000.0,191300000.0,38616000.0,47123000.0,,37234000.0,-261288000.0,100000000.0,2708343000.0,1255560000.0,1255560000.0,1310643000.0,1397700000.0,2708343000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2012.0,Q1,,2012-03-31,2012-05-08 15:40:15+00:00,-8142000.0,37575000.0,0.0,1295522000.0,15415000.0,1237449000.0,2266536000.0,55236000.0,179337000.0,32916000.0,38029000.0,,24273000.0,-262874000.0,135000000.0,2523136000.0,1024506000.0,1024506000.0,1079742000.0,1443394000.0,2523136000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2013.0,FY,,2013-12-31,2015-03-02 17:07:29+00:00,10156000.0,126723000.0,0.0,1974316000.0,7542000.0,1946647000.0,3636544000.0,173425000.0,184880000.0,37997000.0,60601000.0,,21451000.0,-226002000.0,,3977140000.0,1758470000.0,1758470000.0,1931895000.0,2045245000.0,3977140000.0,
Extra Space Storage Inc,EXR,,1289490,2013.0,Q3,,2013-09-30,2013-11-04 11:37:01+00:00,3146000.0,81699000.0,0.0,1767803000.0,7928000.0,1757059000.0,3223672000.0,120858000.0,182137000.0,34052000.0,58248000.0,33713000.0,22803000.0,-256640000.0,,3518239000.0,1514309000.0,1514309000.0,1635167000.0,1849359000.0,3518239000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2013.0,Q2,,2013-06-30,2013-08-08 16:16:14+00:00,5108000.0,206932000.0,0.0,1766689000.0,3258000.0,1763985000.0,3027654000.0,59385000.0,174270000.0,31858000.0,46982000.0,,20502000.0,-241391000.0,,3432616000.0,1530406000.0,1530406000.0,1589791000.0,1842825000.0,3432616000.0,0.0
