company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity
Extra Space Storage Inc,EXR,,1289490,2013.0,Q1,,2013-03-31,2013-05-08 14:24:31+00:00,-12759000.0,35575000.0,0.0,1743678000.0,9096000.0,1483898000.0,2995510000.0,53602000.0,168758000.0,46611000.0,45435000.0,,20157000.0,-231369000.0,100000000.0,3229096000.0,1499550000.0,1499550000.0,1553152000.0,1675944000.0,3229096000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2014.0,FY,,2014-12-31,2015-11-06 17:20:39+00:00,-1484000.0,47663000.0,0.0,1996647000.0,11778000.0,2231884000.0,4139626000.0,174558000.0,177795000.0,54719000.0,65521000.0,,25245000.0,-257738000.0,138000000.0,4402107000.0,1737425000.0,1737425000.0,1911983000.0,2490124000.0,4402107000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q3,,2014-09-30,2014-11-06 17:14:05+00:00,3735000.0,49216000.0,0.0,1983772000.0,12283000.0,2138881000.0,3954759000.0,194270000.0,183432000.0,39888000.0,73528000.0,,26205000.0,-248179000.0,40000000.0,4225895000.0,1739328000.0,1739328000.0,1933598000.0,2292297000.0,4225895000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q2,,2014-06-30,2014-08-07 08:09:54+00:00,2073000.0,53945000.0,0.0,1982346000.0,12640000.0,2153627000.0,3941042000.0,194160000.0,180612000.0,49016000.0,65539000.0,,20651000.0,-247871000.0,10000000.0,4208890000.0,1736548000.0,1736548000.0,1930708000.0,2278182000.0,4208890000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2014.0,Q1,,2014-03-31,2014-05-08 09:00:56+00:00,7528000.0,47015000.0,0.0,1977755000.0,8966000.0,2022878000.0,3862679000.0,172910000.0,184805000.0,37543000.0,52886000.0,,20026000.0,-235009000.0,87000000.0,4123491000.0,1750274000.0,1750274000.0,1923184000.0,2200307000.0,4123491000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2015.0,FY,,2015-12-31,2017-02-27 17:35:12+00:00,-6352000.0,75799000.0,0.0,2432995000.0,2205000.0,3499621000.0,5689309000.0,283527000.0,273356000.0,80489000.0,82693000.0,,30738000.0,-337566000.0,36000000.0,6071407000.0,2089077000.0,2089077000.0,2372604000.0,3698803000.0,6071407000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q3,,2015-09-30,2015-11-06 17:20:39+00:00,-20812000.0,1115532000.0,0.0,2403119000.0,3016000.0,3282799000.0,4452251000.0,278048000.0,203408000.0,71394000.0,76303000.0,,228629000.0,-273015000.0,185000000.0,6002836000.0,2109292000.0,2109292000.0,2387340000.0,3615496000.0,6002836000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q2,,2015-06-30,2015-08-10 16:16:00+00:00,-1819000.0,175893000.0,0.0,2418122000.0,2071000.0,2288456000.0,4452046000.0,279105000.0,178316000.0,52638000.0,69378000.0,,25424000.0,-272130000.0,,4833750000.0,2144173000.0,2144173000.0,2423278000.0,2410472000.0,4833750000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2015.0,Q1,,2015-03-31,2015-05-08 16:14:15+00:00,-7800000.0,45304000.0,0.0,1999404000.0,3136000.0,2332912000.0,4197853000.0,174179000.0,182502000.0,53625000.0,71553000.0,,35350000.0,-258728000.0,99000000.0,4464145000.0,1732876000.0,1732876000.0,1907055000.0,2557090000.0,4464145000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2016.0,FY,,2016-12-31,2018-03-01 16:42:49+00:00,16770000.0,43858000.0,0.0,2567379000.0,16611000.0,3941223000.0,6770447000.0,351274000.0,246646000.0,87669000.0,101388000.0,,13884000.0,-339257000.0,365000000.0,7091446000.0,2244892000.0,2244892000.0,2596166000.0,4495280000.0,7091446000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2016.0,Q3,,2016-09-30,2016-11-04 16:59:55+00:00,-41094000.0,18692000.0,0.0,2563392000.0,9156000.0,3825899000.0,6458763000.0,330546000.0,239003000.0,118315000.0,102470000.0,,16442000.0,-323472000.0,166000000.0,6742056000.0,2198826000.0,2198826000.0,2529372000.0,4212684000.0,6742056000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2016.0,Q2,,2016-06-30,2016-08-05 17:16:51+00:00,-53845000.0,41058000.0,0.0,2511996000.0,485000.0,3709000000.0,6164787000.0,328510000.0,237436000.0,127593000.0,91188000.0,,15232000.0,-343444000.0,88000000.0,6458998000.0,2114707000.0,2114707000.0,2443217000.0,4015781000.0,6458998000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2016.0,Q1,,2016-03-31,2016-05-06 16:03:44+00:00,-35939000.0,49753000.0,0.0,2507802000.0,15739000.0,3566188000.0,5933959000.0,282323000.0,259965000.0,106738000.0,77108000.0,,32003000.0,-328801000.0,116000000.0,6291419000.0,2143062000.0,2143062000.0,2425385000.0,3866034000.0,6291419000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2017.0,FY,,2017-12-31,2019-02-26 16:22:26+00:00,33290000.0,55683000.0,0.0,2570745000.0,,4460217000.0,7132431000.0,373056000.0,242478000.0,86842000.0,96087000.0,,30361000.0,-253284000.0,94000000.0,7460953000.0,2350751000.0,2350751000.0,2723807000.0,4737146000.0,7460953000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2017.0,Q3,,2017-09-30,2017-11-03 16:29:32+00:00,17731000.0,63732000.0,0.0,2568494000.0,4618000.0,4288012000.0,6770086000.0,358459000.0,231242000.0,85971000.0,114247000.0,,17277000.0,-370959000.0,25000000.0,7086955000.0,2215266000.0,2215266000.0,2573725000.0,4513230000.0,7086955000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2017.0,Q2,,2017-06-30,2017-08-04 16:23:06+00:00,17003000.0,31648000.0,0.0,2571225000.0,4676000.0,4160709000.0,6782788000.0,356892000.0,201587000.0,77393000.0,92678000.0,,16764000.0,-366437000.0,128000000.0,7037463000.0,2221791000.0,2221791000.0,2578683000.0,4458780000.0,7037463000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2017.0,Q1,,2017-03-31,2017-05-05 16:37:35+00:00,22816000.0,29311000.0,0.0,2568487000.0,6251000.0,3928455000.0,6770593000.0,349699000.0,215971000.0,79981000.0,77106000.0,,12231000.0,-355187000.0,363000000.0,7034357000.0,2236116000.0,2236116000.0,2585815000.0,4448542000.0,7034357000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2018.0,FY,,2018-12-31,2020-02-25 16:20:41+00:00,34650000.0,57496000.0,0.0,2641976000.0,,4730515000.0,7491831000.0,371698000.0,283457000.0,149580000.0,101461000.0,,15194000.0,-262902000.0,81000000.0,7847978000.0,2413724000.0,2413724000.0,2785422000.0,5062556000.0,7847978000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2018.0,Q3,,2018-09-30,2018-11-06 16:14:57+00:00,68362000.0,45378000.0,0.0,2582422000.0,,4761455000.0,7425806000.0,374375000.0,306301000.0,140602000.0,126539000.0,,21205000.0,-255065000.0,0.0,7798690000.0,2395719000.0,2395719000.0,2770094000.0,5028596000.0,7798690000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2018.0,Q2,,2018-06-30,2018-08-09 16:04:19+00:00,62930000.0,49194000.0,0.0,2555708000.0,,4517495000.0,7390080000.0,373852000.0,262763000.0,131400000.0,107252000.0,,19912000.0,-276688000.0,250000000.0,7721949000.0,2341950000.0,2341950000.0,2715802000.0,5006147000.0,7721949000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2018.0,Q1,,2018-03-31,2018-05-09 16:22:43+00:00,55271000.0,35527000.0,0.0,2551838000.0,,4413863000.0,7171599000.0,372892000.0,244961000.0,130684000.0,108931000.0,,18537000.0,-263355000.0,100500000.0,7470624000.0,2343754000.0,2343754000.0,2716646000.0,4753978000.0,7470624000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2019.0,FY,,2019-12-31,2020-05-08 16:20:14+00:00,-28966000.0,65746000.0,0.0,2869976000.0,,4888486000.0,7696864000.0,381733000.0,764780000.0,452815000.0,111382000.0,,4987000.0,-301049000.0,158000000.0,8532377000.0,2539961000.0,2539961000.0,2921694000.0,5610683000.0,8532377000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2019.0,Q3,,2019-09-30,2019-11-05 16:48:57+00:00,-43439000.0,62277000.0,0.0,2862905000.0,,4653000000.0,7665567000.0,385275000.0,586148000.0,475783000.0,122658000.0,,4438000.0,-296752000.0,159000000.0,8318430000.0,2522714000.0,2522714000.0,2907989000.0,5410441000.0,8318430000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2019.0,Q2,,2019-06-30,2019-08-06 16:04:15+00:00,-27476000.0,47667000.0,0.0,2758084000.0,,4656198000.0,7667033000.0,386602000.0,668042000.0,408654000.0,115056000.0,,7977000.0,-288399000.0,382000000.0,8390719000.0,2442209000.0,2442209000.0,2828811000.0,5561908000.0,8390719000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2019.0,Q1,,2019-03-31,2019-05-07 16:04:29+00:00,11807000.0,38988000.0,0.0,2649997000.0,,4666094000.0,7688617000.0,389663000.0,397069000.0,258306000.0,99302000.0,,7840000.0,-277655000.0,335000000.0,8132514000.0,2384149000.0,2384149000.0,2773812000.0,5358702000.0,8132514000.0,0.0
Extra Space Storage Inc,EXR,,1289490,2020.0,Q1,,2020-03-31,2020-05-08 16:20:14+00:00,-113840000.0,93297000.0,0.0,2874223000.0,,4881797000.0,7689621000.0,376511000.0,761935000.0,532990000.0,116069000.0,,4633000.0,-362264000.0,244000000.0,8549486000.0,2398119000.0,2398119000.0,2774630000.0,5774856000.0,8549486000.0,0.0
