company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2008.0,FY,,2008-11-28,2010-01-22 12:14:18+00:00,55840000.0,467234000.0,435659000.0,57222000.0,,886450000.0,,2396880000.0,243964000.0,110713000.0,27136000.0,2134730000.0,,214960000.0,350000000.0,313037000.0,31356000.0,,240510000.0,207239000.0,,,216529000.0,26779000.0,137954000.0,4913406000.0,,1132752000.0,5821598000.0,4410354000.0,2735103000.0,762599000.0,4410354000.0,4410354000.0,1411244000.0,5821598000.0,2773458000.0,648645000.0,0.0,-2957154000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2009.0,FY,,2009-11-27,2011-01-27 13:14:29+00:00,58904000.0,410879000.0,457439000.0,24446000.0,,999487000.0,,2390122000.0,281576000.0,77417000.0,46634000.0,3494589000.0,,527388000.0,1000000000.0,388132000.0,36717000.0,,476014000.0,207239000.0,,,191265000.0,34385000.0,80855000.0,5299914000.0,0.0,904986000.0,7282237000.0,4890568000.0,2473624000.0,844553000.0,4890568000.0,4890568000.0,2391669000.0,7282237000.0,4420481000.0,1547116000.0,0.0,-2823914000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2009.0,Q3,,2009-08-28,2009-10-01 06:11:08+00:00,48416000.0,281807000.0,357307000.0,21728000.0,,1132144000.0,,2303403000.0,188328000.0,72163000.0,20332000.0,2125946000.0,,117384000.0,350000000.0,335752000.0,29866000.0,,242893000.0,207239000.0,,,184705000.0,30260000.0,80503000.0,5331957000.0,,1424317000.0,5961960000.0,4694558000.0,2990934000.0,614383000.0,4694558000.0,4694558000.0,1267402000.0,5961960000.0,2635274000.0,653019000.0,0.0,-2962530000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2010.0,FY,,2010-12-03,2012-01-26 16:10:33+00:00,52432000.0,554328000.0,564275000.0,17428000.0,8254000.0,749891000.0,0.0,2458339000.0,380748000.0,83247000.0,53715000.0,3641844000.0,,528784000.0,1513662000.0,448881000.0,213642000.0,,103098000.0,207239000.0,8119000.0,,98350000.0,42017000.0,110460000.0,5980914000.0,8799000.0,1718124000.0,8141148000.0,5192387000.0,3216050000.0,1068088000.0,5192387000.0,5192387000.0,2948761000.0,8141148000.0,4476217000.0,1880673000.0,0.0,-3264294000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2010.0,Q3,,2010-09-03,2010-10-08 12:19:37+00:00,56465000.0,484550000.0,477699000.0,21571000.0,,814149000.0,,2425144000.0,375927000.0,76765000.0,48413000.0,3489938000.0,,413091000.0,1515752000.0,422920000.0,44988000.0,,294844000.0,207239000.0,,,177426000.0,39385000.0,96826000.0,5738864000.0,8698000.0,1764125000.0,7947029000.0,5084858000.0,3236415000.0,967202000.0,5084858000.0,5084858000.0,2862171000.0,7947029000.0,4287694000.0,1894969000.0,0.0,-3100721000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2010.0,Q2,,2010-06-04,2010-07-01 20:02:36+00:00,50273000.0,439151000.0,485091000.0,39995000.0,,1137606000.0,,2376263000.0,362566000.0,70955000.0,71978000.0,3488252000.0,,447372000.0,1493651000.0,407621000.0,41777000.0,,284295000.0,207239000.0,,,180376000.0,38545000.0,121243000.0,5570097000.0,,1507116000.0,8006931000.0,5178755000.0,3276071000.0,969908000.0,5178755000.0,5178755000.0,2828176000.0,8006931000.0,4323239000.0,1858268000.0,0.0,-2807600000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2010.0,Q1,,2010-03-05,2010-04-08 17:49:58+00:00,44188000.0,350577000.0,384210000.0,29109000.0,,1589442000.0,,2340026000.0,320535000.0,67265000.0,151841000.0,3494073000.0,,487605000.0,1493546000.0,386205000.0,39208000.0,,303943000.0,207239000.0,,,192728000.0,36178000.0,86993000.0,5427068000.0,,1082942000.0,7945069000.0,5171420000.0,3177219000.0,900774000.0,5171420000.0,5171420000.0,2773649000.0,7945069000.0,4381645000.0,1872875000.0,0.0,-2624783000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2011.0,FY,,2011-12-02,2013-01-22 17:31:15+00:00,86660000.0,634373000.0,554941000.0,29950000.0,7449000.0,989500000.0,0.0,2753957000.0,476402000.0,91963000.0,42634000.0,3849217000.0,,545526000.0,1505096000.0,527828000.0,212261000.0,,181602000.0,207239000.0,80930000.0,,89922000.0,50883000.0,133423000.0,6528735000.0,9212000.0,1922192000.0,8991183000.0,5783113000.0,3771451000.0,1250779000.0,5783113000.0,5783113000.0,3208070000.0,8991183000.0,4691904000.0,1957291000.0,0.0,-3529529000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2011.0,Q3,,2011-09-02,2011-10-06 18:57:46+00:00,65236000.0,559320000.0,450343000.0,59194000.0,8019000.0,769212000.0,,2680468000.0,439690000.0,71087000.0,61220000.0,3740199000.0,,419824000.0,1507278000.0,499059000.0,187397000.0,,151065000.0,207239000.0,6663000.0,,157241000.0,42782000.0,119513000.0,6381530000.0,9107000.0,1950064000.0,8492758000.0,5563958000.0,3469196000.0,1032259000.0,5563958000.0,5563958000.0,2928800000.0,8492758000.0,4524503000.0,1896541000.0,0.0,-3557234000.0
Adobe Inc.,ADBE,FU4LY2G4933NH2E1CP29,796343,2011.0,Q2,,2011-06-03,2011-06-29 16:42:55+00:00,60533000.0,568570000.0,496535000.0,54342000.0,7203000.0,827475000.0,,2612058000.0,438078000.0,68017000.0,40970000.0,3693505000.0,,424199000.0,1509428000.0,463415000.0,216972000.0,,121996000.0,207239000.0,5260000.0,,162040000.0,44323000.0,127211000.0,6228574000.0,9003000.0,1798045000.0,8339716000.0,5389415000.0,3389318000.0,1050379000.0,5389415000.0,5389415000.0,2950301000.0,8339716000.0,4486983000.0,1899922000.0,,-3505559000.0
