company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 10:25:46+00:00,0.46,0.46,0.17,33443000.0,0.45,44020000.0,68934000.0,68934000.0,68934000.0,534494000.0,1020564000.0,,-166000.0,339078000.0,534494000.0,486070000.0,,-761000.0,372355000.0,113715000.0,-761000.0,112954000.0,1020564000.0,149900000.0,151203000.0,151830000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 10:25:46+00:00,0.56,0.56,0.19,37169000.0,0.56,42307000.0,83984000.0,83984000.0,83984000.0,551002000.0,1073958000.0,,2942000.0,355590000.0,551002000.0,522956000.0,,-964000.0,395701000.0,127255000.0,-964000.0,126291000.0,1073958000.0,150000000.0,149179000.0,149624000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 12:49:56+00:00,0.23,0.23,0.07,9321000.0,0.23,13940000.0,22733000.0,22733000.0,22733000.0,147436000.0,286852000.0,,30000.0,93233000.0,147436000.0,139416000.0,,-159000.0,102584000.0,36832000.0,-159000.0,36673000.0,286852000.0,98800000.0,99125000.0,99428000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 14:45:23+00:00,0.26,0.26,0.07,9374000.0,0.26,16031000.0,25482000.0,25482000.0,25482000.0,141633000.0,284567000.0,,-18000.0,91806000.0,141633000.0,142934000.0,,-259000.0,101162000.0,41772000.0,-259000.0,41513000.0,284567000.0,98000000.0,99581000.0,99889000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q4,2010-10-01,2010-12-31,,0.13,0.13,0.06,9365000.0,0.13,10939000.0,19206000.0,19206000.0,19206000.0,147622000.0,279928000.0,,123000.0,92501000.0,147622000.0,132306000.0,271000.0,99000.0,101989000.0,30317000.0,-172000.0,30145000.0,279928000.0,147500000.0,148030000.0,148231000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 10:11:44+00:00,0.61,0.61,0.24,36408000.0,0.61,53543000.0,90002000.0,90002000.0,90002000.0,583089000.0,1136890000.0,,123000.0,373288000.0,583089000.0,553801000.0,437000.0,,409819000.0,143982000.0,-437000.0,143545000.0,1136890000.0,147500000.0,148030000.0,148231000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 10:51:55+00:00,0.17,0.17,0.06,9076000.0,0.17,15456000.0,25513000.0,25513000.0,25513000.0,156064000.0,305118000.0,,,98909000.0,156064000.0,149054000.0,100000.0,,107985000.0,41069000.0,-100000.0,40969000.0,305118000.0,150100000.0,147582000.0,147757000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.48,0.48,0.18,27043000.0,0.48,42604000.0,70796000.0,70796000.0,70796000.0,435467000.0,856962000.0,,,280787000.0,435467000.0,421495000.0,166000.0,-99000.0,307830000.0,113665000.0,-265000.0,113400000.0,856962000.0,150100000.0,147582000.0,147757000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 10:05:14+00:00,0.19,0.19,0.06,8967000.0,0.19,16679000.0,27700000.0,27700000.0,27700000.0,148428000.0,298803000.0,,,96963000.0,148428000.0,150375000.0,66000.0,,105930000.0,44445000.0,-66000.0,44379000.0,298803000.0,145800000.0,148566000.0,148798000.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.3,0.3,0.12,17967000.0,0.3,27148000.0,45283000.0,45283000.0,45283000.0,279403000.0,551844000.0,,,181878000.0,279403000.0,272441000.0,66000.0,-99000.0,199845000.0,72596000.0,-165000.0,72431000.0,551844000.0,145800000.0,148566000.0,148798000.0
