company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2009.0,FY,,2009-12-31,2011-02-25 10:25:46+00:00,15841000.0,2164000.0,16567000.0,-32127000.0,,9504000.0,,171012000.0,85883000.0,25839000.0,57377000.0,,189658000.0,24785000.0,,10208000.0,74644000.0,17901000.0,,14895000.0,9356000.0,60590000.0,12225000.0,27085000.0,129622000.0,54282000.0,,125681000.0,30000000.0,566496000.0,264566000.0,120530000.0,232753000.0,264566000.0,264566000.0,301930000.0,566496000.0,371322000.0,69177000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,FY,,2010-12-31,2012-02-28 10:01:06+00:00,25940000.0,59389000.0,18652000.0,-32490000.0,,20913000.0,0.0,174997000.0,85489000.0,27396000.0,61817000.0,,210779000.0,30265000.0,,11899000.0,74013000.0,15106000.0,,12515000.0,10193000.0,11044000.0,20380000.0,28543000.0,127637000.0,62088000.0,,155463000.0,26000000.0,619014000.0,297970000.0,151021000.0,246441000.0,297970000.0,297970000.0,321044000.0,619014000.0,393980000.0,74603000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q3,,2010-09-30,2010-10-29 12:49:56+00:00,25693000.0,2218000.0,18660000.0,-31844000.0,,20250000.0,,124155000.0,95711000.0,27092000.0,60214000.0,,200639000.0,25636000.0,,11167000.0,70782000.0,19841000.0,,11365000.0,10416000.0,76973000.0,13161000.0,31378000.0,129450000.0,54163000.0,,194130000.0,24000000.0,607625000.0,286441000.0,150861000.0,255656000.0,286441000.0,286441000.0,321184000.0,607625000.0,385982000.0,65528000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2010.0,Q2,,2010-06-30,2010-07-30 14:45:23+00:00,17599000.0,3621000.0,15848000.0,-32149000.0,,19286000.0,,122822000.0,93450000.0,26190000.0,55966000.0,,189668000.0,24531000.0,,11122000.0,71260000.0,17332000.0,,13919000.0,10578000.0,71494000.0,14597000.0,29607000.0,122728000.0,55448000.0,,184897000.0,25000000.0,582407000.0,275570000.0,146310000.0,237470000.0,275570000.0,275570000.0,306837000.0,582407000.0,364837000.0,69367000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2011.0,FY,,2011-12-31,2013-02-27 10:11:44+00:00,22584000.0,61687000.0,21844000.0,-48090000.0,,46275000.0,0.0,182805000.0,85636000.0,31272000.0,61137000.0,,211019000.0,29178000.0,,11125000.0,76858000.0,22604000.0,,31867000.0,11298000.0,11659000.0,13804000.0,34650000.0,118871000.0,63935000.0,,189282000.0,,645650000.0,323997000.0,175822000.0,225851000.0,323997000.0,323997000.0,321653000.0,645650000.0,392970000.0,95802000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2011.0,Q3,,2011-09-30,2011-10-28 10:51:55+00:00,23951000.0,71715000.0,20801000.0,-33548000.0,,30219000.0,0.0,180829000.0,95022000.0,30575000.0,60365000.0,,210898000.0,140598000.0,,10607000.0,76046000.0,12223000.0,,7573000.0,11108000.0,11668000.0,17096000.0,35774000.0,9670000.0,62439000.0,,179217000.0,,632423000.0,326498000.0,171880000.0,235913000.0,326498000.0,326498000.0,305925000.0,632423000.0,384497000.0,70012000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2011.0,Q2,,2011-06-30,2011-07-29 10:05:14+00:00,31853000.0,71457000.0,20580000.0,-32131000.0,,25820000.0,0.0,175156000.0,93387000.0,27628000.0,60951000.0,,213705000.0,144947000.0,,12305000.0,74026000.0,13156000.0,,8253000.0,11319000.0,12068000.0,20198000.0,32478000.0,10503000.0,66447000.0,,170158000.0,10000000.0,637132000.0,313183000.0,169476000.0,249249000.0,313183000.0,313183000.0,323949000.0,637132000.0,393630000.0,74700000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2011.0,Q1,,2011-03-31,2011-04-29 10:27:33+00:00,23081000.0,,19918000.0,-31803000.0,,23340000.0,,173826000.0,92193000.0,27178000.0,51697000.0,,212130000.0,146742000.0,,12680000.0,73444000.0,14336000.0,,8390000.0,9786000.0,69524000.0,14522000.0,30027000.0,10523000.0,62679000.0,,159197000.0,25000000.0,614205000.0,301220000.0,147244000.0,241916000.0,301220000.0,301220000.0,312985000.0,614205000.0,393517000.0,71069000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2012.0,FY,,2012-12-31,2014-02-26 11:10:41+00:00,24854000.0,68920000.0,24164000.0,-56967000.0,,65082000.0,,191171000.0,87753000.0,33338000.0,60042000.0,,212477000.0,28389000.0,,11847000.0,82263000.0,26841000.0,,43271000.0,11681000.0,11823000.0,14982000.0,31603000.0,124863000.0,65863000.0,,220752000.0,,692506000.0,354956000.0,205992000.0,228416000.0,354956000.0,354956000.0,337550000.0,692506000.0,404251000.0,109134000.0,,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2012.0,Q3,,2012-09-30,2012-10-26 10:03:53+00:00,24679000.0,78748000.0,22503000.0,-46954000.0,,93713000.0,0.0,188601000.0,95727000.0,30118000.0,62827000.0,,211373000.0,132850000.0,,10919000.0,77521000.0,18809000.0,,29766000.0,12491000.0,12396000.0,15784000.0,34865000.0,11307000.0,67002000.0,,227013000.0,,706029000.0,368660000.0,241678000.0,240601000.0,368660000.0,368660000.0,337369000.0,706029000.0,386830000.0,96768000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2012.0,Q2,,2012-06-30,2012-07-27 10:01:05+00:00,29676000.0,73784000.0,22244000.0,-48293000.0,,62060000.0,0.0,186126000.0,96127000.0,30477000.0,56234000.0,,210971000.0,137865000.0,,12162000.0,76963000.0,21088000.0,,29793000.0,12569000.0,12822000.0,19004000.0,36459000.0,11009000.0,65934000.0,,206474000.0,,680774000.0,344307000.0,210309000.0,240740000.0,344307000.0,344307000.0,336467000.0,680774000.0,393502000.0,95727000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2012.0,Q1,,2012-03-31,2012-04-27 10:01:18+00:00,19214000.0,63790000.0,20430000.0,-47460000.0,,59684000.0,0.0,184342000.0,92778000.0,29718000.0,52592000.0,,211237000.0,139580000.0,,10874000.0,77146000.0,21775000.0,,29850000.0,11441000.0,11386000.0,15123000.0,43569000.0,11052000.0,68118000.0,,199373000.0,,662806000.0,336255000.0,190575000.0,228583000.0,336255000.0,336255000.0,326551000.0,662806000.0,395085000.0,97968000.0,0.0,
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2013.0,FY,,2013-12-31,2015-02-25 10:18:52+00:00,23194000.0,72849000.0,25631000.0,-31771000.0,,118216000.0,,199629000.0,91014000.0,39518000.0,66175000.0,7113000.0,211847000.0,27112000.0,,12251000.0,87215000.0,4544000.0,,691000.0,11608000.0,12220000.0,19388000.0,29778000.0,115336000.0,64479000.0,,270397000.0,,739217000.0,438255000.0,274442000.0,235792000.0,438255000.0,438255000.0,300962000.0,739217000.0,377560000.0,65170000.0,,0.0
Rollins Inc,ROL,549300F2A0BXT4SGWD84,84839,2013.0,Q3,,2013-09-30,2013-10-25 10:00:39+00:00,26106000.0,80902000.0,26551000.0,-58218000.0,,116734000.0,,196843000.0,100114000.0,34665000.0,63695000.0,,212201000.0,134763000.0,,11836000.0,85348000.0,25903000.0,,41509000.0,12722000.0,12740000.0,19804000.0,32093000.0,13246000.0,63504000.0,,268667000.0,,760864000.0,407292000.0,276681000.0,248559000.0,407292000.0,407292000.0,353572000.0,760864000.0,398835000.0,105013000.0,0.0,
