company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 21:52:26+00:00,-276200000.0,28100000.0,261400000.0,60700000.0,264400000.0,6100000.0,-7500000.0,-305800000.0,,0.0,,-262800000.0,-459700000.0,682500000.0,-262800000.0,-459700000.0,682500000.0,-47500000.0,564700000.0,564700000.0,131100000.0,62700000.0,0.0,,-60700000.0,0.0,-190800000.0,-34700000.0,-230100000.0,0.0,1200000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2008.0,Q4,2008-10-01,2008-12-31,,-21000000.0,7100000.0,39600000.0,27200000.0,69200000.0,,-4900000.0,-39800000.0,,,,-11900000.0,-87200000.0,201100000.0,-11900000.0,-87200000.0,201100000.0,97100000.0,147000000.0,147000000.0,17600000.0,2500000.0,,,-15200000.0,,-66600000.0,800000.0,,,400000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2008.0,Q3,2008-07-01,2008-09-30,,-165300000.0,7000000.0,67500000.0,-2500000.0,66500000.0,100000.0,-14200000.0,-10400000.0,,,,-75900000.0,-222700000.0,235900000.0,-75900000.0,-222700000.0,235900000.0,-76900000.0,166000000.0,166000000.0,6800000.0,15300000.0,,,-15100000.0,,-58200000.0,-800000.0,-75300000.0,,700000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q4,2009-10-01,2009-12-31,,-7800000.0,0.0,96600000.0,22200000.0,0.0,,-3200000.0,0.0,105500000.0,100100000.0,,511900000.0,-53200000.0,-350000000.0,511900000.0,-53200000.0,-350000000.0,248500000.0,-401000000.0,-401000000.0,51000000.0,35300000.0,,143000000.0,106100000.0,,-45700000.0,98300000.0,66600000.0,300000.0,
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 16:28:31+00:00,-34900000.0,19700000.0,236000000.0,31500000.0,196300000.0,,6800000.0,-32100000.0,,10300000.0,,-164600000.0,-45500000.0,795400000.0,-164600000.0,-45500000.0,791500000.0,588200000.0,401000000.0,401000000.0,210500000.0,35500000.0,11600000.0,,-45500000.0,0.0,-50100000.0,-98300000.0,-66600000.0,27900000.0,
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q3TTM,2008-10-01,2009-09-30,,-55900000.0,26800000.0,275600000.0,58700000.0,265500000.0,,1900000.0,-71900000.0,,10300000.0,,-176500000.0,-132700000.0,996500000.0,-176500000.0,-132700000.0,992600000.0,685300000.0,548000000.0,548000000.0,228100000.0,38000000.0,11600000.0,,-60700000.0,,-116700000.0,-97500000.0,-66600000.0,27900000.0,400000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q3,2009-07-01,2009-09-30,,-17500000.0,0.0,67700000.0,600000.0,0.0,-11600000.0,3800000.0,0.0,,2500000.0,,-23300000.0,-12300000.0,342300000.0,-23300000.0,-12300000.0,342300000.0,310500000.0,179200000.0,179200000.0,163100000.0,25100000.0,11600000.0,,-15200000.0,,-22700000.0,,-35700000.0,27900000.0,
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 14:35:26+00:00,-17400000.0,13300000.0,168300000.0,30900000.0,132200000.0,11600000.0,3000000.0,-100300000.0,,7800000.0,,-141300000.0,-33200000.0,449200000.0,-141300000.0,-33200000.0,449200000.0,277700000.0,221800000.0,221800000.0,182200000.0,10400000.0,,,-30300000.0,,-27400000.0,-98300000.0,-30900000.0,,
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q2TTM,2008-07-01,2009-06-30,,-203700000.0,27400000.0,275400000.0,55600000.0,267900000.0,11700000.0,-16100000.0,-150500000.0,,7800000.0,,-229100000.0,-343100000.0,886200000.0,-229100000.0,-343100000.0,886200000.0,297900000.0,534800000.0,534800000.0,206600000.0,28200000.0,,,-60600000.0,,-152200000.0,-98300000.0,-106200000.0,,1100000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q2,2009-04-01,2009-06-30,,-8500000.0,6300000.0,69000000.0,23200000.0,63200000.0,11600000.0,9500000.0,55700000.0,,7800000.0,,-29600000.0,-12800000.0,332700000.0,-29600000.0,-12800000.0,332700000.0,299800000.0,176800000.0,176800000.0,30700000.0,5300000.0,,,-15100000.0,,-15900000.0,3300000.0,-30900000.0,,
