company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2008.0,FY,,2008-12-31,2010-02-26 17:14:06+00:00,173900000.0,538400000.0,336700000.0,-198700000.0,1110400000.0,0.0,2599700000.0,,,49400000.0,132600000.0,1981800000.0,,1491900000.0,1570500000.0,,262500000.0,775400000.0,1800000.0,,,69000000.0,359300000.0,,,,,272100000.0,402800000.0,,,1842100000.0,4400000.0,,6791800000.0,4050700000.0,2270600000.0,697000000.0,4050700000.0,4052500000.0,2739300000.0,6791800000.0,3745800000.0,2042300000.0,0.0,-192400000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,FY,,2009-12-31,2011-02-28 21:52:26+00:00,204000000.0,576600000.0,382700000.0,-102800000.0,1947100000.0,0.0,2733400000.0,,,42500000.0,164300000.0,1998300000.0,,1357200000.0,1491300000.0,,213900000.0,808100000.0,21100000.0,,0.0,1400000.0,368700000.0,,,,,266700000.0,388400000.0,,,2356700000.0,18100000.0,0.0,7536600000.0,4822800000.0,3106300000.0,811600000.0,4822800000.0,4843900000.0,2692700000.0,7536600000.0,3622200000.0,1881100000.0,0.0,-164500000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q3,,2009-09-30,2009-11-06 16:22:55+00:00,229600000.0,574800000.0,354600000.0,-154600000.0,1698600000.0,0.0,2714400000.0,,,4400000.0,151500000.0,2000100000.0,,1391700000.0,1492800000.0,,229500000.0,785200000.0,20300000.0,,,14100000.0,318300000.0,,,,,264800000.0,432500000.0,,,2163600000.0,16300000.0,,7263000000.0,4546900000.0,2821200000.0,756400000.0,4546900000.0,4567200000.0,2695800000.0,7263000000.0,3656600000.0,1939400000.0,0.0,-176500000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2009.0,Q2,,2009-06-30,2009-08-07 18:24:12+00:00,187000000.0,579000000.0,336600000.0,-185000000.0,1388100000.0,0.0,2694600000.0,,,15600000.0,128900000.0,1970200000.0,,1417700000.0,1480500000.0,,235900000.0,781000000.0,2800000.0,,,24800000.0,323500000.0,,,,,242900000.0,403500000.0,,,2012400000.0,12200000.0,,6938300000.0,4346400000.0,2526500000.0,680300000.0,4346400000.0,4349200000.0,2589100000.0,6938300000.0,3630800000.0,1908800000.0,0.0,-175600000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2010.0,FY,,2010-12-31,2012-02-28 14:58:22+00:00,222500000.0,647300000.0,436800000.0,-152900000.0,1991200000.0,0.0,2818600000.0,,,16100000.0,182400000.0,2038600000.0,,996000000.0,1534200000.0,,229400000.0,800600000.0,23400000.0,,217800000.0,,376700000.0,,,,,261400000.0,464400000.0,,,2225900000.0,670600000.0,749100000.0,8308100000.0,4757700000.0,3993700000.0,1528400000.0,4757700000.0,4781100000.0,3527000000.0,8308100000.0,3513800000.0,1998600000.0,0.0,-133900000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2010.0,Q3,,2010-09-30,2010-11-08 16:28:31+00:00,206300000.0,586900000.0,1042100000.0,-105400000.0,2603300000.0,0.0,2777900000.0,,,21000000.0,169100000.0,2043600000.0,,1029400000.0,1546000000.0,,219600000.0,778000000.0,24900000.0,,157100000.0,0.0,334300000.0,,,,,288600000.0,416700000.0,,,2030200000.0,654500000.0,499300000.0,8540100000.0,4459500000.0,4243400000.0,2093000000.0,4459500000.0,4484400000.0,4055700000.0,8540100000.0,3518700000.0,1962700000.0,0.0,-243200000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2010.0,Q2,,2010-06-30,2010-08-06 14:35:26+00:00,198900000.0,601300000.0,386900000.0,-166300000.0,2219600000.0,0.0,2754800000.0,,,43200000.0,148200000.0,1996600000.0,,1360400000.0,888700000.0,,201900000.0,785900000.0,21700000.0,,17100000.0,0.0,331400000.0,,,,,273400000.0,369200000.0,,,2723000000.0,642800000.0,,7787600000.0,5088000000.0,3354200000.0,1420000000.0,5088000000.0,5109700000.0,2677900000.0,7787600000.0,3647500000.0,1257900000.0,0.0,-223500000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2010.0,Q1,,2010-03-31,2010-05-07 16:29:33+00:00,257900000.0,558700000.0,388400000.0,-122800000.0,1989700000.0,0.0,2739300000.0,,,20700000.0,98400000.0,2008400000.0,,1405300000.0,1501300000.0,,219400000.0,795400000.0,21900000.0,,6700000.0,0.0,376400000.0,,,,,268400000.0,377100000.0,,,2498700000.0,17900000.0,,7628400000.0,4944800000.0,3144200000.0,783300000.0,4944800000.0,4966700000.0,2661700000.0,7628400000.0,3688800000.0,1878400000.0,0.0,-170400000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2011.0,FY,,2011-12-31,2013-02-26 16:07:48+00:00,200400000.0,730600000.0,470100000.0,-241400000.0,2406100000.0,0.0,2764900000.0,,,,200600000.0,2088400000.0,,1165200000.0,1515400000.0,,249700000.0,807000000.0,22800000.0,,152600000.0,,482000000.0,,,,,247100000.0,705800000.0,,,2969300000.0,83900000.0,179900000.0,8508600000.0,5309600000.0,4048300000.0,955000000.0,5309600000.0,5332400000.0,3176200000.0,8508600000.0,3653300000.0,2221200000.0,0.0,-183200000.0
Allergan plc,AGN,6T6CAG8O6TSUTMO6BA21,1578845,2011.0,Q3,,2011-09-30,2011-11-03 19:08:35+00:00,190100000.0,710900000.0,467900000.0,-179000000.0,2212000000.0,0.0,2728600000.0,,,0.0,186900000.0,2093200000.0,,1198800000.0,1516200000.0,,242100000.0,791100000.0,22800000.0,,151400000.0,0.0,451100000.0,,,,,266900000.0,615600000.0,,,2752200000.0,78800000.0,66500000.0,8184000000.0,5105700000.0,3682600000.0,923700000.0,5105700000.0,5128500000.0,3055500000.0,8184000000.0,3710300000.0,2131800000.0,0.0,-196100000.0
