company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2008.0,FY,2007-04-03,2008-03-31,2010-05-28 17:17:38+00:00,34000000.0,-1.45,-1.45,-1.45,,-53000000.0,588000000.0,-454000000.0,-454000000.0,-454000000.0,1805000000.0,3665000000.0,98000000.0,,,1283000000.0,103000000.0,339000000.0,1805000000.0,1860000000.0,-118000000.0,2347000000.0,-487000000.0,-20000000.0,-507000000.0,3665000000.0,314000000.0,313100000.0,313100000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q4,2009-01-01,2009-03-31,,12000000.0,-0.13,-0.13,-0.13,,-17000000.0,116000000.0,-42000000.0,-42000000.0,-42000000.0,349000000.0,860000000.0,-2000000.0,,,332000000.0,39000000.0,74000000.0,349000000.0,511000000.0,5000000.0,573000000.0,-62000000.0,3000000.0,-59000000.0,860000000.0,320000000.0,320000000.0,320000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,FY,2008-04-01,2009-03-31,2011-05-24 16:56:02+00:00,58000000.0,-3.4,-3.4,-3.4,368000000.0,233000000.0,691000000.0,-1088000000.0,-1088000000.0,-1088000000.0,2127000000.0,4212000000.0,34000000.0,,0.0,1362000000.0,101000000.0,332000000.0,2127000000.0,2085000000.0,-62000000.0,2912000000.0,-827000000.0,-28000000.0,-855000000.0,4212000000.0,320000000.0,320000000.0,320000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q3YTD,2008-04-01,2008-12-31,,46000000.0,-3.27,-3.27,-3.27,368000000.0,250000000.0,575000000.0,-1046000000.0,-1046000000.0,-1046000000.0,1778000000.0,3352000000.0,36000000.0,,,1030000000.0,62000000.0,258000000.0,1778000000.0,1574000000.0,-67000000.0,2339000000.0,-765000000.0,-31000000.0,-796000000.0,3352000000.0,321000000.0,320500000.0,320500000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q3,2008-10-01,2008-12-31,2010-02-09 16:18:52+00:00,15000000.0,-2.0,-2.0,-2.0,368000000.0,324000000.0,250000000.0,-641000000.0,-641000000.0,-641000000.0,925000000.0,1654000000.0,14000000.0,,,300000000.0,18000000.0,82000000.0,925000000.0,729000000.0,-27000000.0,1033000000.0,-304000000.0,-13000000.0,-317000000.0,1654000000.0,321000000.0,320500000.0,320500000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q2YTD,2008-04-01,2008-09-30,,31000000.0,-1.27,-1.27,-1.27,,-74000000.0,325000000.0,-405000000.0,-405000000.0,-405000000.0,853000000.0,1698000000.0,22000000.0,,,730000000.0,44000000.0,176000000.0,853000000.0,845000000.0,-40000000.0,1306000000.0,-461000000.0,-18000000.0,-479000000.0,1698000000.0,319000000.0,319600000.0,319600000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q2,2008-07-01,2008-09-30,2009-11-10 16:49:36+00:00,16000000.0,-0.97,-0.97,-0.97,,-81000000.0,197000000.0,-310000000.0,-310000000.0,-310000000.0,557000000.0,894000000.0,7000000.0,,,372000000.0,24000000.0,92000000.0,557000000.0,337000000.0,-34000000.0,701000000.0,-364000000.0,-27000000.0,-391000000.0,894000000.0,319000000.0,319600000.0,319600000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2009.0,Q1,2008-04-01,2008-06-30,2009-08-10 16:51:38+00:00,15000000.0,-0.3,-0.3,-0.3,,7000000.0,128000000.0,-95000000.0,-95000000.0,-95000000.0,296000000.0,804000000.0,15000000.0,,,358000000.0,20000000.0,84000000.0,296000000.0,508000000.0,-6000000.0,605000000.0,-97000000.0,9000000.0,-88000000.0,804000000.0,318000000.0,316700000.0,316700000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2010.0,Q4,2010-01-01,2010-03-31,,15000000.0,0.1,0.1,0.1,,50000000.0,171000000.0,30000000.0,30000000.0,30000000.0,298000000.0,979000000.0,-2000000.0,2000000.0,,311000000.0,20000000.0,79000000.0,298000000.0,681000000.0,-1000000.0,598000000.0,83000000.0,-3000000.0,80000000.0,979000000.0,325500000.0,325000000.0,325000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2010.0,FY,2009-04-01,2010-03-31,2012-05-25 16:34:45+00:00,53000000.0,-2.08,-2.08,-2.08,,-29000000.0,730000000.0,-677000000.0,-677000000.0,-677000000.0,1866000000.0,3654000000.0,6000000.0,2000000.0,,1229000000.0,140000000.0,320000000.0,1866000000.0,1788000000.0,-26000000.0,2474000000.0,-686000000.0,-20000000.0,-706000000.0,3654000000.0,325500000.0,325000000.0,325000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2010.0,Q3,2009-10-01,2009-12-31,2011-02-07 17:25:41+00:00,14000000.0,-0.25,-0.25,-0.25,,-28000000.0,208000000.0,-82000000.0,-82000000.0,-82000000.0,654000000.0,1243000000.0,-2000000.0,,,290000000.0,100000000.0,84000000.0,654000000.0,589000000.0,-1000000.0,696000000.0,-107000000.0,-3000000.0,-110000000.0,1243000000.0,325000000.0,328000000.0,328000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2010.0,Q3YTD,2009-04-01,2009-12-31,,38000000.0,-2.18,-2.18,-2.18,,-79000000.0,559000000.0,-707000000.0,-707000000.0,-707000000.0,1568000000.0,2675000000.0,8000000.0,,,918000000.0,120000000.0,241000000.0,1568000000.0,1107000000.0,-25000000.0,1876000000.0,-769000000.0,-17000000.0,-786000000.0,2675000000.0,325000000.0,328000000.0,328000000.0
Electronic Arts Inc,EA,549300O7A67PUEYKDL45,712515,2010.0,Q3TTM,2009-01-01,2009-12-31,,50000000.0,-2.31,-2.31,-2.31,,-96000000.0,675000000.0,-749000000.0,-749000000.0,-749000000.0,1917000000.0,3535000000.0,6000000.0,,,1250000000.0,159000000.0,315000000.0,1917000000.0,1618000000.0,-20000000.0,2449000000.0,-831000000.0,-14000000.0,-845000000.0,3535000000.0,325000000.0,328000000.0,328000000.0
