company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 17:25:11+00:00,1.05,1.05,,195900000.0,1.0,,0.0,140267000.0,43130000.0,253147000.0,253147000.0,253147000.0,,236893000.0,966418000.0,,6642000.0,22811000.0,,0.0,48972000.0,236893000.0,729525000.0,30830000.0,-1110000.0,310813000.0,418712000.0,-25298000.0,393414000.0,966418000.0,241100000.0,240065000.0,252101000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 17:11:37+00:00,0.64,0.64,,56324000.0,0.63,,,96169000.0,17104000.0,157548000.0,157548000.0,157548000.0,,87539000.0,405579000.0,,1895000.0,-60767000.0,,30426000.0,15005000.0,87539000.0,318040000.0,10906000.0,2780000.0,58092000.0,259948000.0,-6231000.0,253717000.0,405579000.0,246200000.0,244426000.0,251831000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 12:33:49+00:00,0.47,0.47,,54733000.0,0.45,,,69622000.0,18688000.0,114053000.0,114053000.0,114053000.0,,78667000.0,416626000.0,,1359000.0,59270000.0,,,14811000.0,78667000.0,337959000.0,8141000.0,,147502000.0,190457000.0,-6782000.0,183675000.0,416626000.0,242700000.0,243623000.0,252401000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:09:54+00:00,-0.3,-0.3,,238323000.0,-0.3,4262000.0,0.0,-47033000.0,,-75156000.0,-75156000.0,-75156000.0,0.0,331579000.0,880131000.0,,-227207000.0,43267000.0,,8467000.0,101785000.0,331579000.0,548552000.0,47430000.0,0.0,396104000.0,152448000.0,-274637000.0,-122189000.0,880131000.0,250500000.0,246917000.0,246917000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 16:37:34+00:00,0.11,0.11,,53525000.0,0.11,,,14377000.0,10461000.0,26885000.0,26885000.0,26885000.0,,83300000.0,224980000.0,,2269000.0,4804000.0,,,24038000.0,83300000.0,141680000.0,9859000.0,,92828000.0,48852000.0,-7590000.0,41262000.0,224980000.0,244400000.0,246795000.0,252189000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 16:17:10+00:00,-0.35,-0.35,,61695000.0,-0.35,,,-53428000.0,10784000.0,-87240000.0,-87240000.0,-87240000.0,,83658000.0,214436000.0,,2956000.0,153884000.0,,,33135000.0,83658000.0,130778000.0,14904000.0,,259498000.0,-128720000.0,-11948000.0,-140668000.0,214436000.0,249300000.0,246084000.0,246084000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,FY,2010-01-01,2010-12-31,2011-03-29 19:14:08+00:00,0.73,0.73,,434307000.0,0.72,,,193543000.0,129046000.0,285527000.0,285527000.0,271723000.0,13804000.0,486923000.0,1812496000.0,,17024000.0,-15621000.0,,,139682000.0,486923000.0,1325573000.0,176113000.0,,687414000.0,638159000.0,-159089000.0,479070000.0,1812496000.0,372200000.0,370876000.0,376255000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q4,2010-10-01,2010-12-31,,-0.01,-0.01,,111624000.0,-0.01,,,116602000.0,36087000.0,-160711000.0,-97902000.0,-154107000.0,-6604000.0,131192000.0,518957000.0,-62809000.0,-87454000.0,-14187000.0,,-44999000.0,38666000.0,131192000.0,387765000.0,52883000.0,-101537000.0,127191000.0,260574000.0,-241874000.0,18700000.0,518957000.0,372200000.0,370876000.0,376255000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.74,0.74,,322683000.0,0.73,,,76941000.0,92959000.0,446238000.0,383429000.0,425830000.0,20408000.0,355731000.0,1293539000.0,62809000.0,104478000.0,-1434000.0,,44999000.0,101016000.0,355731000.0,937808000.0,123230000.0,101537000.0,560223000.0,377585000.0,82785000.0,460370000.0,1293539000.0,831500000.0,395913000.0,401093000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.67,0.67,,211081000.0,0.66,,,76941000.0,57417000.0,385900000.0,331896000.0,367622000.0,18278000.0,223963000.0,828101000.0,54004000.0,135064000.0,-15392000.0,,44999000.0,63901000.0,223963000.0,604138000.0,69899000.0,101540000.0,362006000.0,242132000.0,166705000.0,408837000.0,828101000.0,796300000.0,395548000.0,400867000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 17:13:18+00:00,0.33,0.33,,81872000.0,0.32,,,76941000.0,19317000.0,100204000.0,100204000.0,96888000.0,3316000.0,96220000.0,335383000.0,,1870000.0,-39857000.0,,44999000.0,32709000.0,96220000.0,239163000.0,26416000.0,101568000.0,139040000.0,100123000.0,77022000.0,177145000.0,335383000.0,293600000.0,294143000.0,299224000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 17:04:36+00:00,1.45,1.45,,409196000.0,1.43,14258000.0,22951000.0,350712000.0,26047000.0,573333000.0,573333000.0,573333000.0,,507397000.0,2309324000.0,,,95037000.0,16131000.0,,129902000.0,507397000.0,1801927000.0,164360000.0,,713522000.0,1088405000.0,-164360000.0,924045000.0,2309324000.0,395400000.0,396023000.0,400958000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q4,2011-10-01,2011-12-31,,0.15,0.15,,110129000.0,0.15,14258000.0,22951000.0,183062000.0,-13641000.0,52607000.0,-103193000.0,52607000.0,,108664000.0,115537000.0,155800000.0,501512000.0,231391000.0,16131000.0,,27711000.0,108664000.0,6873000.0,19586000.0,,408930000.0,-402057000.0,481926000.0,79869000.0,115537000.0,395400000.0,396023000.0,400958000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.29,1.29,,410691000.0,1.27,,,284252000.0,75775000.0,360015000.0,578624000.0,366619000.0,-6604000.0,529925000.0,2712744000.0,-218609000.0,-588966000.0,-150541000.0,,-44999000.0,140857000.0,529925000.0,2182819000.0,197657000.0,-101537000.0,431783000.0,1751036000.0,-888160000.0,862876000.0,2712744000.0,399500000.0,399040000.0,403311000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.3,1.3,,299067000.0,1.28,,,167650000.0,39688000.0,520726000.0,676526000.0,520726000.0,,398733000.0,2193787000.0,-155800000.0,-501512000.0,-136354000.0,,,102191000.0,398733000.0,1795054000.0,144774000.0,,304592000.0,1490462000.0,-646286000.0,844176000.0,2193787000.0,399500000.0,399040000.0,403311000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 13:34:23+00:00,0.69,0.69,,101978000.0,0.68,,0.0,167650000.0,,275670000.0,275670000.0,275670000.0,,139701000.0,572064000.0,,4441000.0,-172724000.0,0.0,,26613000.0,139701000.0,432363000.0,37617000.0,,-44133000.0,476496000.0,-33176000.0,443320000.0,572064000.0,399500000.0,399040000.0,403311000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.67,0.67,,420315000.0,0.66,,,116602000.0,111317000.0,144683000.0,354487000.0,149157000.0,-4474000.0,521992000.0,2606118000.0,-209804000.0,-623993000.0,36141000.0,,-44999000.0,151359000.0,521992000.0,2084126000.0,213371000.0,-101540000.0,674133000.0,1409993000.0,-938904000.0,471089000.0,2606118000.0,398800000.0,398631000.0,403919000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.61,0.61,,197089000.0,0.6,,,,39688000.0,245056000.0,400856000.0,245056000.0,,259032000.0,1621723000.0,-155800000.0,-505953000.0,36370000.0,,,75578000.0,259032000.0,1362691000.0,107157000.0,,348725000.0,1013966000.0,-613110000.0,400856000.0,1621723000.0,398800000.0,398631000.0,403919000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.36,0.36,,446029000.0,0.36,,,116602000.0,109729000.0,171133000.0,162377000.0,160645000.0,10488000.0,519803000.0,2502394000.0,8756000.0,-668658000.0,56719000.0,,-44999000.0,151651000.0,519803000.0,1982591000.0,214257000.0,-101568000.0,719129000.0,1263462000.0,-984483000.0,278979000.0,2502394000.0,354800000.0,397386000.0,397386000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,Q4,2012-10-01,2012-12-31,,0.3,0.3,,117419000.0,0.3,-8443000.0,,80704000.0,-37776000.0,114661000.0,114661000.0,114661000.0,,192235000.0,623418000.0,,-14214000.0,79561000.0,,,33007000.0,192235000.0,431183000.0,37836000.0,,183768000.0,247415000.0,-52050000.0,195365000.0,623418000.0,386300000.0,385205000.0,388938000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 13:55:30+00:00,1.36,1.36,0.0,507538000.0,1.35,,17515000.0,331497000.0,,525360000.0,525360000.0,525360000.0,,585195000.0,2456472000.0,,,169876000.0,0.0,,165910000.0,585195000.0,1871277000.0,153581000.0,,860839000.0,1010438000.0,-153581000.0,856857000.0,2456472000.0,386300000.0,385205000.0,388938000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.21,1.21,,500248000.0,1.2,22701000.0,40466000.0,433855000.0,24135000.0,463306000.0,307506000.0,463306000.0,,501624000.0,1948591000.0,155800000.0,515726000.0,321706000.0,16131000.0,,160614000.0,501624000.0,1446967000.0,135331000.0,,1086001000.0,360966000.0,380395000.0,741361000.0,1948591000.0,388000000.0,387512000.0,390909000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.06,1.06,,390119000.0,1.05,8443000.0,17515000.0,250793000.0,37776000.0,410699000.0,410699000.0,410699000.0,,392960000.0,1833054000.0,,14214000.0,90315000.0,,,132903000.0,392960000.0,1440094000.0,115745000.0,,677071000.0,763023000.0,-101531000.0,661492000.0,1833054000.0,388000000.0,387512000.0,390909000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 15:58:50+00:00,0.22,0.22,,136935000.0,0.22,1176000.0,0.0,54012000.0,14728000.0,85367000.0,85367000.0,85367000.0,,130485000.0,595316000.0,,5055000.0,101643000.0,0.0,,38198000.0,130485000.0,464831000.0,37827000.0,,292680000.0,172151000.0,-32772000.0,139379000.0,595316000.0,388000000.0,387512000.0,390909000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.68,1.68,,465291000.0,1.66,21525000.0,40466000.0,547493000.0,9407000.0,653609000.0,497809000.0,653609000.0,,510840000.0,1925339000.0,155800000.0,515112000.0,47339000.0,16131000.0,,149029000.0,510840000.0,1414499000.0,135121000.0,,749188000.0,665311000.0,379991000.0,1045302000.0,1925339000.0,385200000.0,387159000.0,390702000.0
