company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2008.0,FY,,2008-12-31,2010-03-01 17:25:11+00:00,288466000.0,148384000.0,1589682000.0,-627000.0,43352000.0,17069000.0,,707950000.0,4070000.0,0.0,89024000.0,0.0,4591879000.0,601720000.0,80004000.0,3002197000.0,,19957000.0,433210000.0,249746000.0,0.0,92274000.0,14253000.0,251047000.0,,1139575000.0,4507000.0,,3589674000.0,1840068000.0,415199000.0,386067000.0,1840068000.0,1840068000.0,1749606000.0,3589674000.0,172278000.0,1363539000.0,0.0,-6830000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,FY,,2009-12-31,2011-03-29 19:14:08+00:00,260092000.0,188541000.0,1825528000.0,-557000.0,53251000.0,20591000.0,,910802000.0,4070000.0,46321000.0,,169517000.0,5528400000.0,1301068000.0,,3702872000.0,,,515516000.0,309000.0,124320000.0,141827000.0,34116000.0,,,1064419000.0,5308000.0,0.0,4269978000.0,1977091000.0,255762000.0,393790000.0,1977091000.0,1972237000.0,2297741000.0,4269978000.0,311344000.0,1903951000.0,,2427000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,Q3,,2009-09-30,2009-11-09 17:11:37+00:00,274458000.0,168931000.0,1763902000.0,-575000.0,47149000.0,21689000.0,,734648000.0,4070000.0,5637000.0,0.0,138830000.0,5184226000.0,945380000.0,77606000.0,3420324000.0,,16796000.0,458940000.0,17900000.0,74614000.0,52343000.0,35815000.0,250681000.0,,1060923000.0,4698000.0,,3903260000.0,1799333000.0,214157000.0,357840000.0,1790659000.0,1790659000.0,2112601000.0,3903260000.0,268779000.0,1754761000.0,0.0,4337000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2009.0,Q2,,2009-06-30,2009-08-10 12:33:49+00:00,272163000.0,162123000.0,1711412000.0,-592000.0,46289000.0,59959000.0,,725217000.0,4070000.0,,24825000.0,138740000.0,5038158000.0,969451000.0,,3326746000.0,,17959000.0,408641000.0,39279000.0,64955000.0,131751000.0,40071000.0,250653000.0,,1034038000.0,4586000.0,,3858598000.0,1762391000.0,261361000.0,370599000.0,1754935000.0,1754935000.0,2103663000.0,3858598000.0,270491000.0,1733064000.0,0.0,3728000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,FY,,2010-12-31,2012-02-28 17:09:54+00:00,493213000.0,326678000.0,2197517000.0,-488000.0,81290000.0,381869000.0,0.0,3046337000.0,,27454000.0,,1232418000.0,8934875000.0,2416208000.0,,6737358000.0,,,1547992000.0,35297000.0,78184000.0,230969000.0,59521000.0,,,1336142000.0,7948000.0,93020000.0,9065063000.0,4380707000.0,864318000.0,579345000.0,4380707000.0,4380707000.0,4684356000.0,9065063000.0,1463387000.0,4105011000.0,0.0,-1284000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q3,,2010-09-30,2010-11-09 16:37:34+00:00,464213000.0,300022000.0,2121315000.0,-561000.0,92715000.0,86345000.0,,3030285000.0,,6060000.0,,1230721000.0,10023732000.0,2778247000.0,,7902417000.0,511006000.0,,1535871000.0,66591000.0,45205000.0,251047000.0,55432000.0,,,1325778000.0,7602000.0,,9843203000.0,4358092000.0,459018000.0,517020000.0,4352912000.0,4863918000.0,4979285000.0,9843203000.0,1481768000.0,4462265000.0,0.0,2590000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2010.0,Q2,,2010-06-30,2010-08-09 16:17:10+00:00,511391000.0,313186000.0,2033936000.0,-567000.0,91742000.0,67474000.0,,3017976000.0,,0.0,21883000.0,1220172000.0,9825754000.0,2704405000.0,,7791818000.0,521237000.0,,1483371000.0,77294000.0,48013000.0,275893000.0,46090000.0,,,1296674000.0,7464000.0,,9745837000.0,4317925000.0,457954000.0,588751000.0,4310241000.0,4831478000.0,4914359000.0,9745837000.0,1496065000.0,4325608000.0,0.0,3842000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,FY,,2011-12-31,2013-02-28 13:56:48+00:00,626428000.0,459135000.0,2627493000.0,-418000.0,88726000.0,18693000.0,0.0,3090777000.0,,50156000.0,,1236318000.0,10639118000.0,2669729000.0,,8011625000.0,,,1918576000.0,69447000.0,26523000.0,252368000.0,39628000.0,,0.0,1909475000.0,8316000.0,86682000.0,10184424000.0,4806498000.0,684113000.0,661267000.0,4806498000.0,4806498000.0,5377926000.0,10184424000.0,1488686000.0,4716659000.0,0.0,-193336000.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q3,,2011-09-30,2011-11-08 17:12:40+00:00,588764000.0,441733000.0,2510715000.0,-7361000.0,87725000.0,24363000.0,0.0,3086265000.0,,0.0,37326000.0,1236094000.0,10192359000.0,2396549000.0,,7681644000.0,,,1799793000.0,116761000.0,9253000.0,304487000.0,23574000.0,,,1856868000.0,8177000.0,81851000.0,9886933000.0,4935772000.0,664708000.0,643520000.0,4935772000.0,4935772000.0,4951161000.0,9886933000.0,1540581000.0,4307641000.0,0.0,0.0
Denbury Resources Inc,DNR,549300KCWA5W52MS5559,945764,2011.0,Q2,,2011-06-30,2011-08-08 16:50:41+00:00,506790000.0,408052000.0,2403741000.0,-3429000.0,86109000.0,121792000.0,0.0,3074738000.0,,22097000.0,,1232418000.0,9618222000.0,2288112000.0,,7214481000.0,,,1687839000.0,19322000.0,85697000.0,233041000.0,27940000.0,,,1581198000.0,8622000.0,88220000.0,9339423000.0,4648314000.0,659483000.0,601109000.0,4648314000.0,4648314000.0,4691109000.0,9339423000.0,1465459000.0,4090000000.0,0.0,-4193000.0
