company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TransDigm Group Inc,TDG,,1260221,2008.0,FY,2007-10-01,2008-09-30,2010-11-15 16:57:57+00:00,12002000.0,2.56,2.56,0.0,2.56,73476000.0,133126000.0,133126000.0,,133126000.0,,327780000.0,713711000.0,,,,,74650000.0,327780000.0,385931000.0,92677000.0,86652000.0,299279000.0,-92677000.0,206602000.0,713711000.0,52098000.0,52000000.0,52000000.0
TransDigm Group Inc,TDG,,1260221,2009.0,FY,2008-10-01,2009-09-30,2011-11-18 11:44:09+00:00,13928000.0,3.1,3.1,,3.1,88100000.0,162902000.0,162902000.0,,162902000.0,,332206000.0,761552000.0,,,,,80018000.0,332206000.0,429346000.0,84398000.0,93946000.0,335400000.0,-84398000.0,251002000.0,761552000.0,52539000.0,52500000.0,52500000.0
TransDigm Group Inc,TDG,,1260221,2009.0,Q3,2009-03-29,2009-06-27,2010-08-11 08:44:43+00:00,3305000.0,0.79,0.79,0.0,0.79,22583000.0,41388000.0,41388000.0,,41388000.0,,82024000.0,189875000.0,,,,,19349000.0,82024000.0,107851000.0,21226000.0,22654000.0,85197000.0,-21226000.0,63971000.0,189875000.0,52384000.0,52400000.0,52400000.0
TransDigm Group Inc,TDG,,1260221,2010.0,FY,2009-10-01,2010-09-30,2012-11-16 14:29:28+00:00,15079000.0,2.52,2.52,7.65,2.52,87390000.0,163445000.0,163445000.0,0.0,133132000.0,,354588000.0,827654000.0,,30313000.0,,,94918000.0,354588000.0,473066000.0,112234000.0,109997000.0,363069000.0,-112234000.0,250835000.0,827654000.0,52923000.0,52800000.0,52800000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q4,2010-07-04,2010-09-30,,3577000.0,0.96,0.96,,0.96,25560000.0,50637000.0,50637000.0,,20324000.0,,90746000.0,223117000.0,,30313000.0,,,25514000.0,90746000.0,132371000.0,27083000.0,29091000.0,103280000.0,-27083000.0,76197000.0,223117000.0,52923000.0,52800000.0,52800000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q3,2010-04-04,2010-07-03,2010-08-11 08:44:43+00:00,3812000.0,0.83,0.83,0.0,0.83,23050000.0,44005000.0,44005000.0,,44005000.0,,91749000.0,214182000.0,,,,,23344000.0,91749000.0,122433000.0,28222000.0,27156000.0,95277000.0,-28222000.0,67055000.0,214182000.0,52923000.0,53000000.0,53000000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q3YTD,2009-10-01,2010-07-03,,11502000.0,1.56,1.56,7.65,1.56,61830000.0,112808000.0,112808000.0,,112808000.0,,263842000.0,604537000.0,,,,,69404000.0,263842000.0,340695000.0,85151000.0,80906000.0,259789000.0,-85151000.0,174638000.0,604537000.0,52923000.0,53000000.0,53000000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q2,2010-01-02,2010-04-03,2011-05-11 09:44:53+00:00,3550000.0,0.72,0.72,0.0,0.72,21600000.0,38045000.0,38045000.0,0.0,38045000.0,,90874000.0,206077000.0,0.0,,,,23594000.0,90874000.0,115203000.0,28414000.0,27144000.0,88059000.0,-28414000.0,59645000.0,206077000.0,52922000.0,52800000.0,52800000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q2YTD,2009-10-01,2010-04-03,,7690000.0,0.73,0.73,7.65,0.73,38780000.0,68803000.0,68803000.0,,68803000.0,,172093000.0,390355000.0,,,,,46060000.0,172093000.0,218262000.0,56929000.0,53750000.0,164512000.0,-56929000.0,107583000.0,390355000.0,52922000.0,52800000.0,52800000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q1,2009-10-01,2010-01-02,2011-02-08 14:34:41+00:00,4140000.0,0.01,0.01,7.65,0.01,17180000.0,30758000.0,30758000.0,,30758000.0,,81219000.0,184278000.0,,,,,22466000.0,81219000.0,103059000.0,28515000.0,26606000.0,76453000.0,-28515000.0,47938000.0,184278000.0,52869000.0,3075800000.0,3075800000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q4,2011-07-03,2011-09-30,,11917000.0,1.25,1.25,,1.25,29216000.0,-44713000.0,64531000.0,2853000.0,-41903000.0,,137673000.0,329421000.0,-112097000.0,-2810000.0,,-70730000.0,37342000.0,137673000.0,191748000.0,119472000.0,-21471000.0,213219000.0,-119472000.0,93747000.0,329421000.0,53333000.0,54300000.0,54300000.0
TransDigm Group Inc,TDG,,1260221,2011.0,FY,2010-10-01,2011-09-30,2013-11-15 11:30:17+00:00,40339000.0,3.17,3.17,,3.17,77200000.0,172134000.0,152225000.0,19909000.0,172134000.0,,544836000.0,1206021000.0,,,,,133711000.0,544836000.0,661185000.0,257710000.0,174050000.0,487135000.0,-257710000.0,229425000.0,1206021000.0,53333000.0,54300000.0,54300000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q3,2011-04-03,2011-07-02,2012-08-08 14:49:57+00:00,12445000.0,1.06,1.06,,1.06,30889000.0,112560000.0,58368000.0,-2088000.0,112560000.0,,142060000.0,325209000.0,56280000.0,,,,31549000.0,142060000.0,183149000.0,49898000.0,43994000.0,139155000.0,-49898000.0,89257000.0,325209000.0,53333000.0,106200000.0,106200000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q3YTD,2010-10-01,2011-07-02,,28422000.0,1.92,1.92,,1.92,47984000.0,216847000.0,87694000.0,17056000.0,214037000.0,,407163000.0,876600000.0,112097000.0,2810000.0,,70730000.0,96369000.0,407163000.0,469437000.0,138238000.0,195521000.0,273916000.0,-138238000.0,135678000.0,876600000.0,53333000.0,106200000.0,106200000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q3TTM,2010-07-04,2011-07-02,,31999000.0,2.88,2.88,,2.88,73544000.0,267484000.0,138331000.0,17056000.0,234361000.0,,497909000.0,1099717000.0,112097000.0,33123000.0,,70730000.0,121883000.0,497909000.0,601808000.0,165321000.0,224612000.0,377196000.0,-165321000.0,211875000.0,1099717000.0,53333000.0,106200000.0,106200000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q2,2011-01-02,2011-04-02,2011-05-11 09:44:53+00:00,11562000.0,1.05,1.05,0.0,1.05,20745000.0,111634000.0,36673000.0,19144000.0,111634000.0,,152789000.0,311345000.0,55817000.0,,,,33790000.0,152789000.0,158556000.0,55786000.0,45352000.0,113204000.0,-55786000.0,57418000.0,311345000.0,53333000.0,106300000.0,106300000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q2YTD,2010-10-01,2011-04-02,,15977000.0,0.86,0.86,,0.86,17095000.0,104287000.0,29326000.0,19144000.0,101477000.0,,265103000.0,551391000.0,55817000.0,2810000.0,,70730000.0,64820000.0,265103000.0,286288000.0,88340000.0,151527000.0,134761000.0,-88340000.0,46421000.0,551391000.0,53333000.0,106300000.0,106300000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q2TTM,2010-04-04,2011-04-02,,23366000.0,2.65,2.65,,2.65,65705000.0,198929000.0,123968000.0,19144000.0,165806000.0,,447598000.0,988690000.0,55817000.0,33123000.0,,70730000.0,113678000.0,447598000.0,541092000.0,143645000.0,207774000.0,333318000.0,-143645000.0,189673000.0,988690000.0,53333000.0,106300000.0,106300000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q1,2010-10-01,2011-01-01,2011-02-08 14:34:41+00:00,4415000.0,-0.19,-0.19,0.0,-0.19,-3650000.0,-7347000.0,-7347000.0,,-10157000.0,,112314000.0,240046000.0,,2810000.0,,70730000.0,31030000.0,112314000.0,127732000.0,32554000.0,106175000.0,21557000.0,-32554000.0,-10997000.0,240046000.0,53328000.0,53500000.0,53500000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q1TTM,2010-01-03,2011-01-01,,15354000.0,2.32,2.32,,2.32,66560000.0,125340000.0,125340000.0,,92217000.0,,385683000.0,883422000.0,,33123000.0,,70730000.0,103482000.0,385683000.0,497739000.0,116273000.0,189566000.0,308173000.0,-116273000.0,191900000.0,883422000.0,53328000.0,53500000.0,53500000.0
TransDigm Group Inc,TDG,,1260221,2012.0,FY,2011-10-01,2012-09-30,2012-11-16 14:29:28+00:00,44233000.0,5.97,5.97,0.0,5.97,162900000.0,324969000.0,324969000.0,0.0,321670000.0,,754491000.0,1700208000.0,,3299000.0,,,201709000.0,754491000.0,945717000.0,211906000.0,245942000.0,699775000.0,-211906000.0,487869000.0,1700208000.0,53882000.0,53900000.0,53900000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q4,2012-07-01,2012-09-30,,11114000.0,1.63,1.63,,1.63,48400000.0,6314000.0,87866000.0,,3015000.0,,205786000.0,462606000.0,-81552000.0,3299000.0,,,54288000.0,205786000.0,256820000.0,55152000.0,65402000.0,191418000.0,-55152000.0,136266000.0,462606000.0,53882000.0,53900000.0,53900000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q3,2012-04-01,2012-06-30,2012-08-08 14:49:57+00:00,11341000.0,1.68,1.68,,1.68,40025000.0,90446000.0,90446000.0,0.0,90446000.0,,208358000.0,461660000.0,0.0,,,,56097000.0,208358000.0,253302000.0,55393000.0,67438000.0,185864000.0,-55393000.0,130471000.0,461660000.0,53882000.0,53800000.0,53800000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q3YTD,2011-10-01,2012-06-30,,33119000.0,4.34,4.34,,4.34,114500000.0,318655000.0,237103000.0,,318655000.0,,548705000.0,1237602000.0,81552000.0,,,,147421000.0,548705000.0,688897000.0,156754000.0,180540000.0,508357000.0,-156754000.0,351603000.0,1237602000.0,53882000.0,53800000.0,53800000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q3TTM,2011-07-03,2012-06-30,,45036000.0,5.59,5.59,,5.59,143716000.0,273942000.0,301634000.0,2853000.0,276752000.0,,686378000.0,1567023000.0,-30545000.0,-2810000.0,,-70730000.0,184763000.0,686378000.0,880645000.0,276226000.0,159069000.0,721576000.0,-276226000.0,445350000.0,1567023000.0,53882000.0,53800000.0,53800000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q2,2012-01-01,2012-03-31,2013-05-08 13:21:02+00:00,9339000.0,1.51,1.51,0.0,1.51,43375000.0,163104000.0,81552000.0,,163104000.0,,187429000.0,423469000.0,81552000.0,,,,49474000.0,187429000.0,236040000.0,52300000.0,58813000.0,177227000.0,-52300000.0,124927000.0,423469000.0,53882000.0,108000000.0,108000000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q2YTD,2011-10-01,2012-03-31,,21778000.0,2.66,2.66,,2.66,74475000.0,228209000.0,146657000.0,,228209000.0,,340347000.0,775942000.0,81552000.0,,,,91324000.0,340347000.0,435595000.0,101361000.0,113102000.0,322493000.0,-101361000.0,221132000.0,775942000.0,53882000.0,108000000.0,108000000.0
