company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
TransDigm Group Inc,TDG,,1260221,2009.0,FY,,2009-09-30,2010-11-15 16:57:57+00:00,44680000.0,106446000.0,55072000.0,-5509000.0,190167000.0,389266000.0,18700000.0,,1462310000.0,372921000.0,1356761000.0,167766000.0,96751000.0,,,162745000.0,,,3615000.0,16020000.0,24089000.0,11675000.0,,450647000.0,,2454440000.0,819162000.0,494754000.0,99752000.0,819162000.0,819162000.0,1635278000.0,2454440000.0,1862935000.0,1535526000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2010.0,FY,,2010-09-30,2011-11-18 11:44:09+00:00,44226000.0,134461000.0,68786000.0,-3800000.0,234112000.0,419895000.0,15200000.0,,1571664000.0,400394000.0,1771646000.0,188756000.0,99613000.0,,,168588000.0,,,3990000.0,31593000.0,18649000.0,10979000.0,,192126000.0,,2677818000.0,592979000.0,583508000.0,113012000.0,592979000.0,592979000.0,2084839000.0,2677818000.0,1994697000.0,1971827000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2010.0,Q3,,2010-07-03,2010-08-11 08:44:43+00:00,29573000.0,120447000.0,84382000.0,-3402000.0,258389000.0,413711000.0,15600000.0,,1526986000.0,385160000.0,1771120000.0,174080000.0,98448000.0,,,160462000.0,,,3971000.0,34573000.0,20031000.0,12844000.0,,140779000.0,,2615956000.0,535846000.0,581360000.0,113955000.0,535846000.0,535846000.0,2080110000.0,2615956000.0,1936148000.0,1966155000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2011.0,FY,,2011-09-30,2012-11-16 14:29:28+00:00,62110000.0,189293000.0,129249000.0,-3277000.0,376183000.0,465208000.0,30844000.0,,2595747000.0,828366000.0,3122875000.0,265317000.0,150800000.0,,,310451000.0,,,9424000.0,62502000.0,59007000.0,8655000.0,,364260000.0,15500000.0,4513636000.0,810949000.0,870292000.0,206859000.0,810949000.0,810949000.0,3702687000.0,4513636000.0,3492544000.0,3495828000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q3,,2011-07-02,2011-08-10 13:47:05+00:00,53041000.0,164582000.0,73522000.0,2522000.0,549251000.0,451178000.0,26342000.0,12699000.0,2409620000.0,774736000.0,3126750000.0,250714000.0,134604000.0,,,319867000.0,,,7706000.0,48317000.0,61485000.0,5979000.0,,296865000.0,15500000.0,4385019000.0,735323000.0,996868000.0,154762000.0,735323000.0,735323000.0,3649696000.0,4385019000.0,3253547000.0,3494934000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q2,,2011-04-02,2011-05-11 09:44:53+00:00,55732000.0,162389000.0,102751000.0,-994000.0,505337000.0,442677000.0,44754000.0,43768000.0,2425972000.0,791802000.0,3130625000.0,245763000.0,135885000.0,,,319237000.0,,,4892000.0,51829000.0,63873000.0,5801000.0,,240585000.0,15500000.0,4386468000.0,667026000.0,964044000.0,217751000.0,667026000.0,667026000.0,3719442000.0,4386468000.0,3286539000.0,3501691000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2011.0,Q1,,2011-01-01,2011-02-08 14:34:41+00:00,51303000.0,158427000.0,70376000.0,-2171000.0,234308000.0,428896000.0,12927000.0,,2577024000.0,741610000.0,3134500000.0,252521000.0,150008000.0,,,255873000.0,,,5547000.0,57693000.0,61018000.0,19522000.0,,184779000.0,46905000.0,4212912000.0,596262000.0,677705000.0,168584000.0,596262000.0,596262000.0,3616650000.0,4212912000.0,3385199000.0,3448066000.0,-15242000.0
TransDigm Group Inc,TDG,,1260221,2012.0,FY,,2012-09-30,2013-11-15 11:30:17+00:00,74178000.0,235783000.0,139237000.0,-8051000.0,440524000.0,553744000.0,29134000.0,,3035502000.0,1123610000.0,3598625000.0,320503000.0,172737000.0,,,356896000.0,,,15047000.0,51347000.0,62190000.0,24587000.0,,689229000.0,20500000.0,5459617000.0,1218834000.0,1050531000.0,233915000.0,1218834000.0,1218834000.0,4240783000.0,5459617000.0,4236349000.0,4006868000.0,-16088000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q3,,2012-06-30,2012-08-08 14:49:57+00:00,76114000.0,237718000.0,86544000.0,-11771000.0,302718000.0,533145000.0,36634000.0,0.0,3027446000.0,1114612000.0,3603750000.0,328077000.0,170055000.0,,,347727000.0,,,13986000.0,64658000.0,65592000.0,9104000.0,,601363000.0,20500000.0,5305942000.0,1106649000.0,914251000.0,183158000.0,1106649000.0,1106649000.0,4199293000.0,5305942000.0,4221636000.0,4016135000.0,-16088000.0
TransDigm Group Inc,TDG,,1260221,2012.0,Q2,,2012-03-31,2012-05-09 15:53:18+00:00,73303000.0,240458000.0,116498000.0,-5274000.0,201481000.0,505368000.0,35970000.0,0.0,3060345000.0,1067768000.0,3608875000.0,326605000.0,174378000.0,,,322800000.0,,,13693000.0,62964000.0,68597000.0,10568000.0,,510917000.0,20500000.0,5199863000.0,994923000.0,815082000.0,210301000.0,994923000.0,994923000.0,4204940000.0,5199863000.0,4210403000.0,3994639000.0,-16088000.0
