company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 20:22:58+00:00,4.09,4.09,0.56,4.02,,265500000.0,,742100000.0,633000000.0,109100000.0,742100000.0,,6435000000.0,9003300000.0,-13400000.0,,13800000.0,182300000.0,66100000.0,1328900000.0,6435000000.0,2568300000.0,114900000.0,49600000.0,1591100000.0,977200000.0,-78700000.0,898500000.0,9003300000.0,181400000.0,181500000.0,184500000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 16:48:05+00:00,4.37,4.37,0.7,4.32,77000000.0,308000000.0,,795000000.0,768000000.0,27000000.0,795000000.0,,8262000000.0,11476000000.0,-13000000.0,,14000000.0,236000000.0,,1689000000.0,8262000000.0,3214000000.0,140000000.0,31000000.0,2016000000.0,1198000000.0,-122000000.0,1076000000.0,11476000000.0,181900000.0,181900000.0,184000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 19:45:31+00:00,1.19,1.19,0.175,1.17,,98600000.0,,216300000.0,204500000.0,11800000.0,216300000.0,,2068600000.0,2879300000.0,-3900000.0,,1600000.0,60700000.0,5000000.0,415400000.0,2068600000.0,810700000.0,29300000.0,8300000.0,482700000.0,328000000.0,-24900000.0,303100000.0,2879300000.0,181800000.0,181900000.0,184400000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q4,2009-10-01,2009-12-31,,1.1,1.1,0.21,1.1,39000000.0,67000000.0,,200000000.0,190000000.0,10000000.0,200000000.0,,1932000000.0,2758000000.0,,,15000000.0,90000000.0,,402000000.0,1932000000.0,826000000.0,25000000.0,2000000.0,546000000.0,280000000.0,-23000000.0,257000000.0,2758000000.0,182400000.0,182500000.0,183900000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 16:48:05+00:00,3.53,3.53,0.85,3.5,79000000.0,169000000.0,,644000000.0,641000000.0,3000000.0,644000000.0,,7650000000.0,10674000000.0,-9000000.0,,238000000.0,258000000.0,,1555000000.0,7650000000.0,3024000000.0,99000000.0,24000000.0,2130000000.0,894000000.0,-84000000.0,810000000.0,10674000000.0,182400000.0,182500000.0,183900000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.43,2.43,0.6,2.43,40000000.0,102000000.0,,444000000.0,451000000.0,-7000000.0,444000000.0,,5718000000.0,7916000000.0,-9000000.0,,223000000.0,168000000.0,,1153000000.0,5718000000.0,2198000000.0,74000000.0,22000000.0,1584000000.0,614000000.0,-61000000.0,553000000.0,7916000000.0,184400000.0,182700000.0,184300000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q3,2009-07-01,2009-09-30,2010-11-01 16:35:51+00:00,0.32,0.32,0.2125,0.32,9000000.0,11000000.0,,59000000.0,64000000.0,-5000000.0,59000000.0,,1880000000.0,2640000000.0,-3000000.0,,223000000.0,58000000.0,,381000000.0,1880000000.0,760000000.0,25000000.0,14000000.0,671000000.0,89000000.0,-14000000.0,75000000.0,2640000000.0,184400000.0,182700000.0,184300000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q2YTD,2009-01-01,2009-06-30,,2.11,2.11,0.38,2.11,31000000.0,91000000.0,,385000000.0,387000000.0,-2000000.0,385000000.0,,3838000000.0,5276000000.0,-6000000.0,,,110000000.0,,772000000.0,3838000000.0,1438000000.0,49000000.0,8000000.0,913000000.0,525000000.0,-47000000.0,478000000.0,5276000000.0,182700000.0,182500000.0,183600000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 11:50:51+00:00,1.1,1.1,0.2125,1.1,20000000.0,81000000.0,,201000000.0,200000000.0,1000000.0,201000000.0,,1950000000.0,2719000000.0,-3000000.0,,0.0,57000000.0,,389000000.0,1950000000.0,769000000.0,23000000.0,4000000.0,466000000.0,303000000.0,-22000000.0,281000000.0,2719000000.0,182700000.0,182500000.0,183600000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q1,2009-01-01,2009-03-31,2010-05-03 11:49:45+00:00,,1.01,0.2125,1.01,11000000.0,10000000.0,,184000000.0,187000000.0,-3000000.0,184000000.0,,1888000000.0,2557000000.0,-3000000.0,,0.0,53000000.0,,383000000.0,1888000000.0,669000000.0,26000000.0,4000000.0,447000000.0,222000000.0,-25000000.0,197000000.0,2557000000.0,,182000000.0,183200000.0
