company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2008.0,FY,,2008-12-31,2010-02-26 20:22:58+00:00,1234600000.0,1961100000.0,991200000.0,-1323700000.0,225900000.0,964900000.0,180600000.0,203400000.0,56900000.0,68800000.0,3831300000.0,616500000.0,467900000.0,803800000.0,993900000.0,,608500000.0,2141600000.0,131000000.0,,,365800000.0,554400000.0,,,4203000000.0,1679000000.0,10480200000.0,3059900000.0,4064200000.0,4030500000.0,3059900000.0,3059900000.0,7420300000.0,10480200000.0,5422100000.0,3389800000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,FY,,2009-12-31,2011-02-24 16:48:05+00:00,1273000000.0,1754000000.0,1276000000.0,-1040000000.0,867000000.0,1216000000.0,181000000.0,,,,3788000000.0,501000000.0,1431000000.0,802000000.0,1050000000.0,,583000000.0,1788000000.0,579000000.0,,,856000000.0,541000000.0,,,4737000000.0,75000000.0,11129000000.0,3878000000.0,4351000000.0,2624000000.0,3878000000.0,3878000000.0,7251000000.0,11129000000.0,5728000000.0,4627000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2009.0,Q3,,2009-09-30,2009-11-02 19:45:31+00:00,1274500000.0,1819600000.0,1079600000.0,-1149800000.0,852700000.0,1347700000.0,181200000.0,209400000.0,137900000.0,68800000.0,3867200000.0,545100000.0,1439700000.0,815400000.0,998000000.0,,853100000.0,2149100000.0,204700000.0,,,884200000.0,711200000.0,,,4556700000.0,242800000.0,11544400000.0,3588100000.0,4396800000.0,2803600000.0,3588100000.0,3588100000.0,7956300000.0,11544400000.0,6149600000.0,5152700000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2010.0,FY,,2010-12-31,2012-02-29 17:16:53+00:00,397000000.0,315000000.0,442000000.0,-1072000000.0,1559000000.0,206000000.0,92000000.0,,,,504000000.0,92000000.0,1350000000.0,218000000.0,299000000.0,,320000000.0,262000000.0,228000000.0,3457000000.0,1892000000.0,1111000000.0,325000000.0,5865000000.0,1917000000.0,5441000000.0,10000000.0,12615000000.0,4461000000.0,4424000000.0,2741000000.0,4461000000.0,4461000000.0,8154000000.0,12615000000.0,7892000000.0,5413000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2010.0,Q3,,2010-09-30,2010-11-01 16:35:51+00:00,1269000000.0,1911000000.0,1074000000.0,-1022000000.0,1512000000.0,912000000.0,183000000.0,231000000.0,97000000.0,73000000.0,4271000000.0,783000000.0,1364000000.0,942000000.0,1149000000.0,,816000000.0,1763000000.0,262000000.0,0.0,0.0,1183000000.0,700000000.0,,,5168000000.0,279000000.0,12460000000.0,4329000000.0,4258000000.0,2792000000.0,4329000000.0,4329000000.0,8131000000.0,12460000000.0,7053000000.0,5339000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2010.0,Q2,,2010-06-30,2010-08-02 11:50:51+00:00,1208000000.0,1829000000.0,985000000.0,-1218000000.0,864000000.0,844000000.0,182000000.0,233000000.0,55000000.0,73000000.0,3953000000.0,616000000.0,1363000000.0,813000000.0,1037000000.0,,504000000.0,1754000000.0,237000000.0,137000000.0,47000000.0,812000000.0,538000000.0,,,5058000000.0,106000000.0,11015000000.0,4022000000.0,4093000000.0,2474000000.0,4022000000.0,4022000000.0,6993000000.0,11015000000.0,5885000000.0,4519000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2010.0,Q1,,2010-03-31,2010-05-03 11:49:45+00:00,1207000000.0,1853000000.0,970000000.0,-1113000000.0,860000000.0,880000000.0,182000000.0,235000000.0,128000000.0,73000000.0,4071000000.0,664000000.0,1365000000.0,821000000.0,1049000000.0,,546000000.0,1775000000.0,238000000.0,,,843000000.0,614000000.0,,,4850000000.0,289000000.0,11200000000.0,3919000000.0,4027000000.0,2667000000.0,3919000000.0,3919000000.0,7281000000.0,11200000000.0,6124000000.0,4614000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2011.0,FY,,2011-12-31,2013-02-27 16:58:21+00:00,361100000.0,390500000.0,472900000.0,-250900000.0,,689800000.0,93100000.0,,,,497500000.0,76600000.0,,248100000.0,321400000.0,,,315400000.0,433300000.0,,,1014300000.0,1827300000.0,,,852600000.0,,3671500000.0,694800000.0,1761700000.0,834000000.0,694800000.0,694800000.0,2976700000.0,3671500000.0,1588400000.0,2142700000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2011.0,Q3,,2011-09-30,2011-10-28 16:50:15+00:00,1116000000.0,2198000000.0,1755000000.0,-1649000000.0,1522000000.0,2686000000.0,185000000.0,,,,4471000000.0,829000000.0,1868000000.0,1011000000.0,1214000000.0,,,2658000000.0,652000000.0,,,2027000000.0,619000000.0,,,5709000000.0,1305000000.0,15088000000.0,4245000000.0,6547000000.0,4176000000.0,4245000000.0,4245000000.0,10843000000.0,15088000000.0,7327000000.0,6667000000.0
ITT Inc,ITT,YB2O5TUONPB3W1X7WJ88,216228,2011.0,Q2,,2011-06-30,2011-08-01 15:23:29+00:00,1115000000.0,2200000000.0,1714000000.0,-884000000.0,1576000000.0,1160000000.0,184000000.0,,,,4340000000.0,741000000.0,1297000000.0,980000000.0,1242000000.0,,,1740000000.0,678000000.0,,,1759000000.0,551000000.0,,,5676000000.0,131000000.0,13100000000.0,4976000000.0,5018000000.0,2960000000.0,4976000000.0,4976000000.0,8124000000.0,13100000000.0,6840000000.0,5164000000.0
