company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments,saleofplantpropertyandequipment
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 09:35:45+00:00,-1526000.0,4102000.0,358000.0,3126000.0,72506000.0,,-54444000.0,2312000.0,,-37124000.0,49443000.0,-27935000.0,-37124000.0,49443000.0,-27935000.0,-15616000.0,-79399000.0,-79399000.0,29300000.0,,-3143000.0,-542638000.0,-50599000.0,-39436000.0,647349000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 07:01:57+00:00,-8072000.0,,2391000.0,6850000.0,110894000.0,,-70258000.0,2018579000.0,,1942176000.0,-1306066000.0,1398000.0,1942176000.0,-1306066000.0,1398000.0,637508000.0,-645323000.0,-645323000.0,606085000.0,-5958000.0,-46847000.0,-1573489000.0,-75744000.0,-70445000.0,398086000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q4,2013-10-01,2013-12-31,,,-2124000.0,2391000.0,6850000.0,33224000.0,,-48088000.0,2011642000.0,,1985606000.0,-1297183000.0,-2868000.0,1985606000.0,-1297183000.0,-2868000.0,685555000.0,-511471000.0,-511471000.0,525591000.0,-5958000.0,-39306000.0,-1291915000.0,-29116000.0,-20078000.0,63154000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q3,2013-07-01,2013-09-30,,-5750000.0,-1487000.0,,,29023000.0,,-13009000.0,1239000.0,,-18060000.0,13591000.0,-5393000.0,-18060000.0,13591000.0,-5393000.0,-9862000.0,-64601000.0,-64601000.0,44681000.0,,-5129000.0,-45949000.0,-19867000.0,-19299000.0,90286000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 16:06:42+00:00,-8072000.0,2124000.0,,,77670000.0,,-22170000.0,6937000.0,,-43430000.0,-8883000.0,4266000.0,-43430000.0,-8883000.0,4266000.0,-48047000.0,-133852000.0,-133852000.0,80494000.0,,-7541000.0,-281574000.0,-46628000.0,-50367000.0,334932000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q2,2013-04-01,2013-06-30,,-2322000.0,1396000.0,,,25917000.0,-178000.0,-709000.0,959000.0,,-15451000.0,54672000.0,7044000.0,-15451000.0,54672000.0,7044000.0,46265000.0,-42225000.0,-42225000.0,22665000.0,,-1287000.0,-94857000.0,-15139000.0,-16410000.0,168455000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-11 16:42:04+00:00,-2322000.0,3611000.0,,,48647000.0,,-9161000.0,5698000.0,,-25370000.0,-22474000.0,9659000.0,-25370000.0,-22474000.0,9659000.0,-38185000.0,-69251000.0,-69251000.0,35813000.0,,-2412000.0,-235625000.0,-26761000.0,-31068000.0,244646000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 16:59:34+00:00,,2215000.0,,,22730000.0,178000.0,-8452000.0,4739000.0,,-9919000.0,-77146000.0,2615000.0,-9919000.0,-77146000.0,2615000.0,-84450000.0,-27026000.0,-27026000.0,13148000.0,,-1125000.0,-140768000.0,-11622000.0,-14658000.0,76191000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 16:56:45+00:00,-163477000.0,18823000.0,14895000.0,10000000.0,208165000.0,,-211584000.0,331674000.0,1889000000.0,1691722000.0,-1097272000.0,81796000.0,1691722000.0,-1097272000.0,81796000.0,676246000.0,-577820000.0,-577820000.0,644212000.0,-395564000.0,-12742000.0,-2937033000.0,-201630000.0,-133388000.0,2217610000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q4,2014-10-01,2014-12-31,,,16412000.0,14895000.0,10000000.0,62428000.0,,-87316000.0,35320000.0,89000000.0,79172000.0,-861562000.0,43318000.0,79172000.0,-861562000.0,43318000.0,-739072000.0,-125352000.0,-125352000.0,177146000.0,-16973000.0,-1713000.0,-1319618000.0,-67091000.0,-28175000.0,526860000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 16:47:30+00:00,-163477000.0,2411000.0,,,145737000.0,,-124268000.0,296354000.0,1800000000.0,1612550000.0,-235710000.0,38478000.0,1612550000.0,-235710000.0,38478000.0,1415318000.0,-452468000.0,-452468000.0,467066000.0,-378591000.0,-11029000.0,-1617415000.0,-134539000.0,-105213000.0,1690750000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3TTM,2013-10-01,2014-09-30,,-163477000.0,287000.0,2391000.0,6850000.0,178961000.0,,-172356000.0,2307996000.0,1800000000.0,3598156000.0,-1532893000.0,35610000.0,3598156000.0,-1532893000.0,35610000.0,2100873000.0,-963939000.0,-963939000.0,992657000.0,-384549000.0,-50335000.0,-2909330000.0,-163655000.0,-125291000.0,1753904000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3,2014-07-01,2014-09-30,,-30981000.0,2411000.0,,,60155000.0,,-153188000.0,275130000.0,1800000000.0,1635635000.0,-136071000.0,-85902000.0,1635635000.0,-136071000.0,-85902000.0,1413662000.0,-175464000.0,-175464000.0,180184000.0,-378330000.0,687000.0,-578401000.0,-40062000.0,-61165000.0,512686000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2TTM,2013-07-01,2014-06-30,,-138246000.0,-3611000.0,2391000.0,6850000.0,147829000.0,,-32177000.0,2034105000.0,,1944461000.0,-1383231000.0,116119000.0,1944461000.0,-1383231000.0,116119000.0,677349000.0,-853076000.0,-853076000.0,857154000.0,-6219000.0,-56151000.0,-2376878000.0,-143460000.0,-83425000.0,1331504000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2,2014-04-01,2014-06-30,,-132496000.0,,,,45631000.0,,23228000.0,21224000.0,,13388000.0,-212602000.0,81697000.0,13388000.0,-212602000.0,81697000.0,-117517000.0,-144642000.0,-144642000.0,157480000.0,13529000.0,422000.0,-568264000.0,-44857000.0,-21365000.0,532593000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 17:19:24+00:00,-132496000.0,,,,85582000.0,,28920000.0,21224000.0,,-23085000.0,-99639000.0,124380000.0,-23085000.0,-99639000.0,124380000.0,1656000.0,-277004000.0,-277004000.0,286882000.0,-261000.0,-11716000.0,-1039014000.0,-94477000.0,-44048000.0,1178064000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q1TTM,2013-04-01,2014-03-31,,-8072000.0,-2215000.0,2391000.0,6850000.0,128115000.0,-178000.0,-56114000.0,2013840000.0,,1915622000.0,-1115957000.0,41466000.0,1915622000.0,-1115957000.0,41466000.0,841131000.0,-750659000.0,-750659000.0,722339000.0,-19748000.0,-57860000.0,-1903471000.0,-113742000.0,-78470000.0,967366000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 16:00:54+00:00,,,,,39951000.0,,5692000.0,,,-36473000.0,112963000.0,42683000.0,-36473000.0,112963000.0,42683000.0,119173000.0,-132362000.0,-132362000.0,129402000.0,-13790000.0,-12138000.0,-470750000.0,-49620000.0,-22683000.0,645471000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:51:18+00:00,-51644000.0,69185000.0,8229000.0,15985000.0,312823000.0,,-164038000.0,39295000.0,8982000.0,-62998000.0,-902421000.0,383066000.0,-62998000.0,-902421000.0,383066000.0,-582353000.0,-521031000.0,-521031000.0,686127000.0,6260000.0,-14667000.0,-3693988000.0,-347280000.0,-117535000.0,3205158000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q4,2015-10-01,2015-12-31,,,18046000.0,8229000.0,15985000.0,87446000.0,,-72589000.0,17695000.0,6999000.0,5212000.0,-67759000.0,99238000.0,5212000.0,-67759000.0,99238000.0,36691000.0,-90236000.0,-90236000.0,156571000.0,6688000.0,-9897000.0,-597484000.0,-80464000.0,-26170000.0,620086000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-01 16:43:28+00:00,-51644000.0,51139000.0,,,225377000.0,,-91449000.0,21600000.0,1983000.0,-68210000.0,-834662000.0,283828000.0,-68210000.0,-834662000.0,283828000.0,-619044000.0,-430795000.0,-430795000.0,529556000.0,-428000.0,-4770000.0,-3096504000.0,-266816000.0,-91365000.0,2585072000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3TTM,2014-10-01,2015-09-30,,-51644000.0,67551000.0,14895000.0,10000000.0,287805000.0,,-178765000.0,56920000.0,90983000.0,10962000.0,-1696224000.0,327146000.0,10962000.0,-1696224000.0,327146000.0,-1358116000.0,-556147000.0,-556147000.0,706702000.0,-17401000.0,-6483000.0,-4416122000.0,-333907000.0,-119540000.0,3111932000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3,2015-07-01,2015-09-30,,-25344000.0,17495000.0,,,81464000.0,,-39061000.0,,1983000.0,-27358000.0,-79126000.0,101668000.0,-27358000.0,-79126000.0,101668000.0,-4816000.0,-131690000.0,-131690000.0,173460000.0,-910000.0,527000.0,-855507000.0,-106476000.0,-28431000.0,907674000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-01 17:07:47+00:00,-26300000.0,33644000.0,,,143913000.0,,-52388000.0,21600000.0,,-40852000.0,-755536000.0,182160000.0,-40852000.0,-755536000.0,182160000.0,-614228000.0,-299105000.0,-299105000.0,356096000.0,482000.0,-5297000.0,-2240997000.0,-160340000.0,-62934000.0,1677398000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2TTM,2014-07-01,2015-06-30,,-57281000.0,52467000.0,14895000.0,10000000.0,266496000.0,,-292892000.0,332050000.0,1889000000.0,1673955000.0,-1753169000.0,139576000.0,1673955000.0,-1753169000.0,139576000.0,60362000.0,-599921000.0,-599921000.0,713426000.0,-394821000.0,-6323000.0,-4139016000.0,-267493000.0,-152274000.0,2716944000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2,2015-04-01,2015-06-30,,2627000.0,17006000.0,,,76049000.0,,-43323000.0,21600000.0,,-4881000.0,-814755000.0,89979000.0,-4881000.0,-814755000.0,89979000.0,-729657000.0,-136663000.0,-136663000.0,176910000.0,2907000.0,65000.0,-1511204000.0,-92605000.0,-29388000.0,786362000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 16:32:14+00:00,-28927000.0,16638000.0,,,67864000.0,,-9065000.0,,,-35971000.0,59219000.0,92181000.0,-35971000.0,59219000.0,92181000.0,115429000.0,-162442000.0,-162442000.0,179186000.0,-2425000.0,-5362000.0,-729793000.0,-67735000.0,-33546000.0,891036000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q1TTM,2014-04-01,2015-03-31,,-192404000.0,35461000.0,14895000.0,10000000.0,236078000.0,,-226341000.0,331674000.0,1889000000.0,1692224000.0,-1151016000.0,131294000.0,1692224000.0,-1151016000.0,131294000.0,672502000.0,-607900000.0,-607900000.0,693996000.0,-384199000.0,-5966000.0,-3196076000.0,-219745000.0,-144251000.0,2463175000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,FY,2016-01-01,2016-12-31,2019-02-20 20:45:48+00:00,-85082000.0,74660000.0,14532000.0,12953000.0,402172000.0,,77821000.0,24641000.0,,-83975000.0,-593248000.0,763055000.0,-83975000.0,-593248000.0,763055000.0,85832000.0,-456873000.0,-456873000.0,665275000.0,-8058000.0,-1181000.0,-2990113000.0,-218657000.0,-100558000.0,2701785000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q4,2016-10-01,2016-12-31,,-4940000.0,19070000.0,14532000.0,12953000.0,119390000.0,,48627000.0,8820000.0,-570000.0,-22441000.0,-182812000.0,196543000.0,-22441000.0,-182812000.0,196543000.0,-8710000.0,-167054000.0,-167054000.0,176510000.0,-4030000.0,6606000.0,-630884000.0,-48105000.0,-26661000.0,494511000.0,
