company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 16:47:30+00:00,-0.29,-0.29,-0.29,159000.0,164015000.0,-175464000.0,-175464000.0,-175464000.0,124166000.0,361266000.0,-7795000.0,183342000.0,51174000.0,124166000.0,237100000.0,6079000.0,,398531000.0,-161431000.0,-13874000.0,-175305000.0,361266000.0,605000000.0,614395000.0,614395000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3YTD,2014-01-01,2014-09-30,,-0.76,-0.76,-0.76,-4218000.0,410511000.0,-452468000.0,-452468000.0,-452468000.0,309696000.0,923924000.0,-4138000.0,509828000.0,134602000.0,309696000.0,614228000.0,8733000.0,-3102000.0,1054941000.0,-440713000.0,-15973000.0,-456686000.0,923924000.0,605000000.0,614395000.0,614395000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3TTM,2013-10-01,2014-09-30,,-3.16,-3.16,-3.16,-7535000.0,587816000.0,-963939000.0,-963939000.0,-963939000.0,422347000.0,1166599000.0,-6147000.0,904676000.0,202149000.0,422347000.0,744252000.0,13563000.0,-1375000.0,1694641000.0,-950389000.0,-21085000.0,-971474000.0,1166599000.0,605000000.0,614395000.0,614395000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2YTD,2014-01-01,2014-06-30,,-0.47,-0.47,-0.47,-4377000.0,246496000.0,-277004000.0,-277004000.0,-277004000.0,185530000.0,562658000.0,3657000.0,326486000.0,83428000.0,185530000.0,377128000.0,2654000.0,-3102000.0,656410000.0,-279282000.0,-2099000.0,-281381000.0,562658000.0,602700000.0,595607000.0,595607000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2TTM,2013-07-01,2014-06-30,,-3.35,-3.35,-3.35,-7334000.0,485015000.0,-853076000.0,-853076000.0,-853076000.0,360420000.0,973913000.0,2466000.0,808641000.0,172127000.0,360420000.0,613493000.0,7484000.0,-3102000.0,1465783000.0,-852290000.0,-8120000.0,-860410000.0,973913000.0,602700000.0,595607000.0,595607000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 17:19:24+00:00,-0.24,-0.24,-0.24,-5599000.0,140261000.0,-144642000.0,-144642000.0,-144642000.0,100027000.0,312166000.0,2324000.0,177095000.0,44694000.0,100027000.0,212139000.0,2654000.0,,362050000.0,-149911000.0,-330000.0,-150241000.0,312166000.0,602700000.0,595607000.0,595607000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q1TTM,2013-04-01,2014-03-31,,-3.43,-3.43,-3.43,-958000.0,390012000.0,-750659000.0,-750659000.0,-750659000.0,310966000.0,801039000.0,-877000.0,695809000.0,145547000.0,310966000.0,490073000.0,6343000.0,-3102000.0,1231368000.0,-741295000.0,-10322000.0,-751617000.0,801039000.0,575500000.0,570205000.0,570205000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 16:00:54+00:00,-0.23,-0.23,-0.23,1222000.0,106235000.0,-132362000.0,-132362000.0,-132362000.0,85503000.0,250492000.0,1333000.0,149391000.0,38734000.0,85503000.0,164989000.0,,-3102000.0,294360000.0,-129371000.0,-1769000.0,-131140000.0,250492000.0,575500000.0,570205000.0,570205000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:51:18+00:00,-0.79,-0.79,-0.79,-12274000.0,871491000.0,-521031000.0,-521031000.0,-521031000.0,729256000.0,2218032000.0,14909000.0,806648000.0,260673000.0,729256000.0,1488776000.0,98178000.0,,1938812000.0,-450036000.0,-83269000.0,-533305000.0,2218032000.0,659500000.0,662424000.0,662424000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q4,2015-10-01,2015-12-31,,-0.13,-0.13,-0.13,3405000.0,277189000.0,-90236000.0,-90236000.0,-90236000.0,217963000.0,710473000.0,4531000.0,210058000.0,72442000.0,217963000.0,492510000.0,24183000.0,,559689000.0,-67179000.0,-19652000.0,-86831000.0,710473000.0,659500000.0,662424000.0,662424000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 16:43:28+00:00,-0.2,-0.2,-0.2,3162000.0,208797000.0,-131690000.0,-131690000.0,-131690000.0,200195000.0,569237000.0,1948000.0,207937000.0,57545000.0,200195000.0,369042000.0,25239000.0,,474279000.0,-105237000.0,-23291000.0,-128528000.0,569237000.0,658500000.0,670604000.0,670604000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3YTD,2015-01-01,2015-09-30,,-0.66,-0.66,-0.66,-15679000.0,594302000.0,-430795000.0,-430795000.0,-430795000.0,511293000.0,1507559000.0,10378000.0,596590000.0,188231000.0,511293000.0,996266000.0,73995000.0,,1379123000.0,-382857000.0,-63617000.0,-446474000.0,1507559000.0,658500000.0,670604000.0,670604000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3TTM,2014-10-01,2015-09-30,,-0.86,-0.86,-0.86,-11992000.0,797901000.0,-556147000.0,-556147000.0,-556147000.0,647906000.0,1986637000.0,10949000.0,778305000.0,243535000.0,647906000.0,1338731000.0,101180000.0,3102000.0,1819741000.0,-481010000.0,-87129000.0,-568139000.0,1986637000.0,658500000.0,670604000.0,670604000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2,2015-04-01,2015-06-30,2016-08-01 17:07:47+00:00,-0.21,-0.21,-0.21,-19473000.0,201948000.0,-136663000.0,-136663000.0,-136663000.0,167623000.0,502383000.0,-695000.0,198907000.0,64909000.0,167623000.0,334760000.0,24437000.0,,465764000.0,-131004000.0,-25132000.0,-156136000.0,502383000.0,650800000.0,655721000.0,655721000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2YTD,2015-01-01,2015-06-30,,-0.46,-0.46,-0.46,-18841000.0,385505000.0,-299105000.0,-299105000.0,-299105000.0,311098000.0,938322000.0,8430000.0,388653000.0,130686000.0,311098000.0,627224000.0,48756000.0,,904844000.0,-277620000.0,-40326000.0,-317946000.0,938322000.0,650800000.0,655721000.0,655721000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2TTM,2014-07-01,2015-06-30,,-0.95,-0.95,-0.95,-14995000.0,753119000.0,-599921000.0,-599921000.0,-599921000.0,571877000.0,1778666000.0,1206000.0,753710000.0,237164000.0,571877000.0,1206789000.0,82020000.0,3102000.0,1743993000.0,-537204000.0,-77712000.0,-614916000.0,1778666000.0,650800000.0,655721000.0,655721000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 16:32:14+00:00,-0.25,-0.25,-0.25,632000.0,183557000.0,-162442000.0,-162442000.0,-162442000.0,143475000.0,435939000.0,9125000.0,189746000.0,65777000.0,143475000.0,292464000.0,24319000.0,,439080000.0,-146616000.0,-15194000.0,-161810000.0,435939000.0,649800000.0,640464000.0,640464000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q1TTM,2014-04-01,2015-03-31,,-0.98,-0.98,-0.98,-1121000.0,691432000.0,-607900000.0,-607900000.0,-607900000.0,504281000.0,1588449000.0,4225000.0,731898000.0,216949000.0,504281000.0,1084168000.0,60237000.0,3102000.0,1640279000.0,-556111000.0,-52910000.0,-609021000.0,1588449000.0,649800000.0,640464000.0,640464000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,FY,2016-01-01,2016-12-31,2019-02-20 20:45:48+00:00,-0.65,-0.65,-0.65,16039000.0,957829000.0,-456873000.0,-456873000.0,-456873000.0,932240000.0,2529619000.0,2065000.0,713482000.0,293276000.0,932240000.0,1597379000.0,99968000.0,24277000.0,1964587000.0,-367208000.0,-73626000.0,-440834000.0,2529619000.0,702900000.0,702135000.0,702135000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q4,2016-10-01,2016-12-31,,-0.23,-0.23,-0.23,4808000.0,260603000.0,-167054000.0,-167054000.0,-167054000.0,305710000.0,717206000.0,-17615000.0,202128000.0,92392000.0,305710000.0,411496000.0,25281000.0,24277000.0,555123000.0,-143627000.0,-18619000.0,-162246000.0,717206000.0,702900000.0,702135000.0,702135000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q3,2016-07-01,2016-09-30,2017-11-01 17:25:56+00:00,-0.15,-0.15,-0.15,6562000.0,224436000.0,-102871000.0,-102871000.0,-102871000.0,225159000.0,615934000.0,6640000.0,177049000.0,67379000.0,225159000.0,390775000.0,24860000.0,,468864000.0,-78089000.0,-18220000.0,-96309000.0,615934000.0,685800000.0,704359000.0,704359000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q3YTD,2016-01-01,2016-09-30,,-0.42,-0.42,-0.42,11231000.0,697226000.0,-289819000.0,-289819000.0,-289819000.0,626530000.0,1812413000.0,19680000.0,511354000.0,200884000.0,626530000.0,1185883000.0,74687000.0,,1409464000.0,-223581000.0,-55007000.0,-278588000.0,1812413000.0,685800000.0,704359000.0,704359000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q3TTM,2015-10-01,2016-09-30,,-0.55,-0.55,-0.55,14636000.0,974415000.0,-380055000.0,-380055000.0,-380055000.0,844493000.0,2522886000.0,24211000.0,721412000.0,273326000.0,844493000.0,1678393000.0,98870000.0,,1969153000.0,-290760000.0,-74659000.0,-365419000.0,2522886000.0,685800000.0,704359000.0,704359000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q2,2016-04-01,2016-06-30,2017-08-02 17:38:37+00:00,-0.15,-0.15,-0.15,2641000.0,236619000.0,-107217000.0,-107217000.0,-107217000.0,202966000.0,601958000.0,6734000.0,178511000.0,70238000.0,202966000.0,398992000.0,24934000.0,,485368000.0,-86376000.0,-18200000.0,-104576000.0,601958000.0,714800000.0,698326000.0,698326000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q2YTD,2016-01-01,2016-06-30,,-0.27,-0.27,-0.27,4669000.0,472790000.0,-186948000.0,-186948000.0,-186948000.0,401371000.0,1196479000.0,13040000.0,334305000.0,133505000.0,401371000.0,795108000.0,49827000.0,,940600000.0,-145492000.0,-36787000.0,-182279000.0,1196479000.0,714800000.0,698326000.0,698326000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q2TTM,2015-07-01,2016-06-30,,-0.6,-0.6,-0.6,11236000.0,958776000.0,-408874000.0,-408874000.0,-408874000.0,819529000.0,2476189000.0,19519000.0,752300000.0,263492000.0,819529000.0,1656660000.0,99249000.0,,1974568000.0,-317908000.0,-79730000.0,-397638000.0,2476189000.0,714800000.0,698326000.0,698326000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 17:31:15+00:00,-0.12,-0.12,-0.12,2028000.0,236171000.0,-79731000.0,-79731000.0,-79731000.0,198405000.0,594521000.0,6306000.0,155794000.0,63267000.0,198405000.0,396116000.0,24893000.0,,455232000.0,-59116000.0,-18587000.0,-77703000.0,594521000.0,664400000.0,691564000.0,691564000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,Q1TTM,2015-04-01,2016-03-31,,-0.66,-0.66,-0.66,-10878000.0,924105000.0,-438320000.0,-438320000.0,-438320000.0,784186000.0,2376614000.0,12090000.0,772696000.0,258163000.0,784186000.0,1592428000.0,98752000.0,,1954964000.0,-362536000.0,-86662000.0,-449198000.0,2376614000.0,664400000.0,691564000.0,691564000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,FY,2017-01-01,2017-12-31,2020-02-18 17:53:51+00:00,-0.15,-0.15,-0.15,12645000.0,717419000.0,-108063000.0,-108063000.0,-108063000.0,861242000.0,2443299000.0,-73304000.0,542010000.0,283888000.0,861242000.0,1582057000.0,105237000.0,44383000.0,1543317000.0,38740000.0,-134158000.0,-95418000.0,2443299000.0,720400000.0,732702000.0,732702000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q4,2017-10-01,2017-12-31,,0.13,0.13,0.13,2474000.0,189572000.0,91079000.0,91079000.0,91079000.0,217979000.0,731560000.0,-3194000.0,133996000.0,79915000.0,217979000.0,513581000.0,26700000.0,13349000.0,403483000.0,110098000.0,-16545000.0,93553000.0,731560000.0,720400000.0,732702000.0,732702000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 16:35:25+00:00,-0.03,-0.03,-0.03,3564000.0,172957000.0,-21095000.0,-21095000.0,-21095000.0,210016000.0,589633000.0,-10106000.0,136115000.0,63266000.0,210016000.0,379617000.0,26732000.0,12028000.0,372338000.0,7279000.0,-24810000.0,-17531000.0,589633000.0,703200000.0,736515000.0,736515000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q3YTD,2017-01-01,2017-09-30,,-0.28,-0.28,-0.28,10171000.0,527847000.0,-199142000.0,-199142000.0,-199142000.0,643263000.0,1711739000.0,-70110000.0,408014000.0,203973000.0,643263000.0,1068476000.0,78537000.0,31034000.0,1139834000.0,-71358000.0,-117613000.0,-188971000.0,1711739000.0,703200000.0,736515000.0,736515000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q3TTM,2016-10-01,2017-09-30,,-0.51,-0.51,-0.51,14979000.0,788450000.0,-366196000.0,-366196000.0,-366196000.0,948973000.0,2428945000.0,-87725000.0,610142000.0,296365000.0,948973000.0,1479972000.0,103818000.0,55311000.0,1694957000.0,-214985000.0,-136232000.0,-351217000.0,2428945000.0,703200000.0,736515000.0,736515000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q2,2017-04-01,2017-06-30,2018-07-30 16:46:09+00:00,-0.16,-0.16,-0.16,3413000.0,185296000.0,-116488000.0,-116488000.0,-116488000.0,212908000.0,573855000.0,-58806000.0,143171000.0,70839000.0,212908000.0,360947000.0,26396000.0,10486000.0,399306000.0,-38359000.0,-74716000.0,-113075000.0,573855000.0,728100000.0,730069000.0,730069000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q2YTD,2017-01-01,2017-06-30,,-0.25,-0.25,-0.25,6607000.0,354890000.0,-178047000.0,-178047000.0,-178047000.0,433247000.0,1122106000.0,-60004000.0,271899000.0,140707000.0,433247000.0,688859000.0,51805000.0,19006000.0,767496000.0,-78637000.0,-92803000.0,-171440000.0,1122106000.0,728100000.0,730069000.0,730069000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q2TTM,2016-07-01,2017-06-30,,-0.63,-0.63,-0.63,17977000.0,839929000.0,-447972000.0,-447972000.0,-447972000.0,964116000.0,2455246000.0,-70979000.0,651076000.0,300478000.0,964116000.0,1491130000.0,101946000.0,43283000.0,1791483000.0,-300353000.0,-129642000.0,-429995000.0,2455246000.0,728100000.0,730069000.0,730069000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 17:01:27+00:00,-0.09,-0.09,-0.09,3194000.0,169594000.0,-61559000.0,-61559000.0,-61559000.0,220339000.0,548251000.0,-1198000.0,128728000.0,69868000.0,220339000.0,327912000.0,25409000.0,8520000.0,368190000.0,-40278000.0,-18087000.0,-58365000.0,548251000.0,684000000.0,722048000.0,722048000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2017.0,Q1TTM,2016-04-01,2017-03-31,,-0.62,-0.62,-0.62,17205000.0,891252000.0,-438701000.0,-438701000.0,-438701000.0,954174000.0,2483349000.0,-5439000.0,686416000.0,299877000.0,954174000.0,1529175000.0,100484000.0,32797000.0,1877545000.0,-348370000.0,-73126000.0,-421496000.0,2483349000.0,684000000.0,722048000.0,722048000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,FY,2018-01-01,2018-12-31,2020-02-18 17:53:51+00:00,1.6,1.6,1.56,-782052000.0,771361000.0,1205596000.0,1205596000.0,1205596000.0,964997000.0,3042359000.0,-8396000.0,553858000.0,298818000.0,964997000.0,2077362000.0,132606000.0,111221000.0,1624037000.0,453325000.0,-29781000.0,423544000.0,3042359000.0,753500000.0,754326000.0,772686000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q4,2018-10-01,2018-12-31,,0.35,0.35,0.33,-48737000.0,211774000.0,255303000.0,255274000.0,255303000.0,268345000.0,908836000.0,-111000.0,141174000.0,80635000.0,268345000.0,640491000.0,37273000.0,37013000.0,433583000.0,206908000.0,-371000.0,206537000.0,908836000.0,753500000.0,754326000.0,772686000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q3,2018-07-01,2018-09-30,2019-10-29 19:20:17+00:00,1.04,1.04,1.02,-701900000.0,193496000.0,789179000.0,789158000.0,789179000.0,243644000.0,758111000.0,-2341000.0,150764000.0,78339000.0,243644000.0,514467000.0,38336000.0,36067000.0,422599000.0,91868000.0,-4610000.0,87258000.0,758111000.0,758800000.0,756537000.0,776002000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.25,1.25,1.23,-733315000.0,559587000.0,950293000.0,950322000.0,950293000.0,696652000.0,2133523000.0,-8285000.0,412684000.0,218183000.0,696652000.0,1436871000.0,95333000.0,74208000.0,1190454000.0,246417000.0,-29410000.0,217007000.0,2133523000.0,758800000.0,756537000.0,776002000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q3TTM,2017-10-01,2018-09-30,,1.38,1.38,1.36,-730841000.0,749159000.0,1041372000.0,1041401000.0,1041372000.0,914631000.0,2865083000.0,-11479000.0,546680000.0,298098000.0,914631000.0,1950452000.0,122033000.0,87557000.0,1593937000.0,356515000.0,-45955000.0,310560000.0,2865083000.0,758800000.0,756537000.0,776002000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q2,2018-04-01,2018-06-30,2019-07-31 16:23:16+00:00,0.13,0.13,0.13,-34300000.0,188032000.0,100117000.0,100167000.0,100117000.0,230185000.0,710541000.0,-5735000.0,138574000.0,74126000.0,230185000.0,480356000.0,29982000.0,21960000.0,400732000.0,79624000.0,-13757000.0,65867000.0,710541000.0,770100000.0,752351000.0,772556000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.21,0.21,0.21,-31415000.0,366091000.0,161114000.0,161164000.0,161114000.0,453008000.0,1375412000.0,-5944000.0,261920000.0,139844000.0,453008000.0,922404000.0,56997000.0,38141000.0,767855000.0,154549000.0,-24800000.0,129749000.0,1375412000.0,770100000.0,752351000.0,772556000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q2TTM,2017-07-01,2018-06-30,,0.31,0.31,0.31,-25377000.0,728620000.0,231098000.0,231148000.0,231098000.0,881003000.0,2696605000.0,-19244000.0,532031000.0,283025000.0,881003000.0,1815602000.0,110429000.0,63518000.0,1543676000.0,271926000.0,-66155000.0,205771000.0,2696605000.0,770100000.0,752351000.0,772556000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q1,2018-01-01,2018-03-31,2019-04-30 16:37:30+00:00,0.08,0.08,0.08,2885000.0,178059000.0,60997000.0,60997000.0,60997000.0,222823000.0,664871000.0,-209000.0,123346000.0,65718000.0,222823000.0,442048000.0,27015000.0,16181000.0,367123000.0,74925000.0,-11043000.0,63882000.0,664871000.0,762500000.0,747697000.0,765861000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2018.0,Q1TTM,2017-04-01,2018-03-31,,0.02,0.02,0.02,12336000.0,725884000.0,14493000.0,14493000.0,14493000.0,863726000.0,2559919000.0,-72315000.0,536628000.0,279738000.0,863726000.0,1696193000.0,106843000.0,52044000.0,1542250000.0,153943000.0,-127114000.0,26829000.0,2559919000.0,762500000.0,747697000.0,765861000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2019.0,FY,2019-01-01,2019-12-31,2020-02-18 17:53:51+00:00,1.9,1.9,1.87,-1075520000.0,913813000.0,1465659000.0,1465659000.0,1465659000.0,1137041000.0,3459329000.0,4243000.0,682281000.0,359821000.0,1137041000.0,2322288000.0,138180000.0,157703000.0,1955915000.0,366373000.0,23766000.0,390139000.0,3459329000.0,771400000.0,770729000.0,785531000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.76,1.76,1.73,-1113101000.0,672252000.0,1346886000.0,1345146000.0,1346886000.0,823033000.0,2451988000.0,6583000.0,484041000.0,259173000.0,823033000.0,1628955000.0,111803000.0,123776000.0,1415466000.0,213489000.0,18556000.0,232045000.0,2451988000.0,730400000.0,772789000.0,790523000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2019.0,Q3TTM,2018-10-01,2019-09-30,,2.11,2.11,2.06,-1161838000.0,884026000.0,1602189000.0,1600420000.0,1602189000.0,1091378000.0,3360824000.0,6472000.0,625215000.0,339808000.0,1091378000.0,2269446000.0,149076000.0,160789000.0,1849049000.0,420397000.0,18185000.0,438582000.0,3360824000.0,730400000.0,772789000.0,790523000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2019.0,Q3,2019-07-01,2019-09-30,2019-10-29 19:20:17+00:00,0.05,0.05,0.05,11200000.0,226204000.0,36522000.0,36563000.0,36522000.0,281057000.0,823717000.0,-504000.0,178553000.0,93758000.0,281057000.0,542660000.0,36226000.0,40348000.0,498515000.0,44145000.0,3618000.0,47763000.0,823717000.0,730400000.0,772789000.0,790523000.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.71,1.71,1.68,-1124301000.0,446048000.0,1310364000.0,1308583000.0,1310364000.0,541976000.0,1628271000.0,7087000.0,305488000.0,165415000.0,541976000.0,1086295000.0,75577000.0,83428000.0,916951000.0,169344000.0,14938000.0,184282000.0,1628271000.0,766800000.0,768755000.0,785056000.0
