company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2013.0,FY,,2013-12-31,2015-03-02 09:35:45+00:00,27994000.0,247328000.0,110310000.0,-323000.0,110520000.0,841010000.0,,3944955000.0,363477000.0,77627000.0,,332662000.0,,59500000.0,,0.0,17795000.0,20784000.0,93297000.0,-994626000.0,87126000.0,1393044000.0,3366240000.0,2950006000.0,2574679000.0,225430000.0,2950006000.0,2950006000.0,416234000.0,3366240000.0,458899000.0,190804000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,FY,,2014-12-31,2016-02-29 07:01:57+00:00,53241000.0,418454000.0,228233000.0,-10024000.0,118950000.0,1510724000.0,0.0,5208873000.0,622570000.0,105011000.0,1376020000.0,557019000.0,,24706000.0,,,42629000.0,43209000.0,215521000.0,-1572446000.0,112320000.0,2111154000.0,5583082000.0,3626403000.0,4255853000.0,393794000.0,3626403000.0,3626403000.0,1956679000.0,5583082000.0,770210000.0,1562885000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q3,,2014-09-30,2014-11-06 16:06:42+00:00,30619000.0,324731000.0,301330000.0,-1220000.0,121621000.0,2252795000.0,,4973352000.0,622638000.0,115346000.0,1293604000.0,503958000.0,,29420000.0,,0.0,32827000.0,36495000.0,201472000.0,-1447094000.0,110527000.0,1394887000.0,5448654000.0,3525038000.0,4173885000.0,442476000.0,3525038000.0,3525038000.0,1923616000.0,5448654000.0,770811000.0,1481140000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q2,,2014-06-30,2014-08-11 16:42:04+00:00,23084000.0,287082000.0,247547000.0,199000.0,101929000.0,844976000.0,,4318024000.0,514601000.0,105497000.0,,467634000.0,,31929000.0,,0.0,33199000.0,33991000.0,79773000.0,-1271630000.0,99744000.0,1252055000.0,3584817000.0,3046593000.0,2463886000.0,370375000.0,3046593000.0,3046593000.0,538224000.0,3584817000.0,653297000.0,167849000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2014.0,Q1,,2014-03-31,2014-05-08 16:59:34+00:00,19714000.0,237860000.0,151284000.0,-296000.0,102534000.0,960755000.0,,4064130000.0,363477000.0,71451000.0,,383272000.0,,29574000.0,,0.0,32629000.0,26004000.0,90925000.0,-1126988000.0,90253000.0,1215840000.0,3356209000.0,2936846000.0,2505380000.0,261251000.0,2936846000.0,2936846000.0,419363000.0,3356209000.0,467557000.0,158112000.0,
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,FY,,2015-12-31,2017-02-27 16:56:45+00:00,134081000.0,638694000.0,283792000.0,-45566000.0,59695000.0,911471000.0,0.0,6507090000.0,1122728000.0,141015000.0,1455095000.0,735299000.0,,2978000.0,,,61605000.0,50585000.0,247750000.0,-2093477000.0,88166000.0,2583877000.0,6442439000.0,4368047000.0,4381792000.0,506039000.0,4368047000.0,4368047000.0,2074392000.0,6442439000.0,1325348000.0,1568353000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q3,,2015-09-30,2015-11-06 16:47:30+00:00,40100000.0,536788000.0,294057000.0,-34296000.0,73525000.0,876432000.0,0.0,6311700000.0,1123121000.0,147286000.0,1434968000.0,699502000.0,,32958000.0,,,55596000.0,45672000.0,237577000.0,-2003241000.0,93621000.0,2612762000.0,6289064000.0,4274163000.0,4263559000.0,427778000.0,4274163000.0,4274163000.0,2014901000.0,6289064000.0,1326003000.0,1587123000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q2,,2015-06-30,2015-08-07 17:19:24+00:00,51614000.0,475204000.0,274621000.0,-32834000.0,83381000.0,883307000.0,0.0,6135569000.0,1102193000.0,156352000.0,1414896000.0,651017000.0,,31768000.0,,,50345000.0,44264000.0,234653000.0,-1871551000.0,98606000.0,2677263000.0,6230334000.0,4231184000.0,4270427000.0,424841000.0,4231184000.0,4231184000.0,1999150000.0,6230334000.0,1308890000.0,1574309000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2015.0,Q1,,2015-03-31,2015-05-11 16:00:54+00:00,48384000.0,415479000.0,239963000.0,-42956000.0,99693000.0,1607405000.0,0.0,5464941000.0,702699000.0,99317000.0,1395113000.0,599751000.0,,26077000.0,,,47559000.0,41142000.0,221404000.0,-1734888000.0,105948000.0,1949803000.0,5643417000.0,3687097000.0,4194091000.0,394295000.0,3687097000.0,3687097000.0,1956320000.0,5643417000.0,849575000.0,1562025000.0,0.0
Twitter Inc,TWTR,549300I8RX485XMK6836,1418091,2016.0,FY,,2016-12-31,2018-02-23 16:51:18+00:00,122236000.0,650650000.0,380937000.0,-69253000.0,66837000.0,988598000.0,0.0,7224538000.0,1185315000.0,95334000.0,1538967000.0,783901000.0,,7556000.0,,,153619000.0,68049000.0,226967000.0,-2550350000.0,80848000.0,2785981000.0,6870365000.0,4604935000.0,4652196000.0,584021000.0,4604935000.0,4604935000.0,2265430000.0,6870365000.0,1434268000.0,1681409000.0,0.0
