company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
NRG Energy Inc,NRG,,1013871,2013.0,Q2,,2013-06-30,2013-08-09 15:35:25+00:00,1196000000.0,1290000000.0,832000000.0,,-118000000.0,287000000.0,,1368000000.0,0.0,7619000000.0,10000000.0,,1954000000.0,,1120000000.0,15889000000.0,639000000.0,874000000.0,20454000000.0,567000000.0,1644000000.0,47000000.0,,70000000.0,,866000000.0,1646000000.0,,,1668000000.0,3306000000.0,,,415000000.0,249000000.0,267000000.0,4179000000.0,737000000.0,1853000000.0,34492000000.0,9736000000.0,6943000000.0,4411000000.0,9736000000.0,10303000000.0,23940000000.0,34492000000.0,7095000000.0,19529000000.0,,-1944000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q1,,2013-03-31,2013-05-07 15:48:41+00:00,1054000000.0,982000000.0,954000000.0,,-136000000.0,359000000.0,,1707000000.0,0.0,7606000000.0,128000000.0,,1954000000.0,,1176000000.0,15914000000.0,677000000.0,904000000.0,20404000000.0,546000000.0,1435000000.0,53000000.0,,86000000.0,,560000000.0,2598000000.0,,,1608000000.0,3438000000.0,,,724000000.0,249000000.0,221000000.0,4124000000.0,556000000.0,2805000000.0,35371000000.0,9650000000.0,8031000000.0,5162000000.0,9650000000.0,10196000000.0,24926000000.0,35371000000.0,6936000000.0,19764000000.0,,-1944000000.0
NRG Energy Inc,NRG,,1013871,2014.0,FY,,2014-12-31,2016-02-29 13:46:58+00:00,1060000000.0,1322000000.0,553000000.0,7890000000.0,-174000000.0,310000000.0,1244000000.0,2116000000.0,,8331000000.0,,,2574000000.0,30257000000.0,2567000000.0,19701000000.0,771000000.0,1247000000.0,22367000000.0,1914000000.0,1580000000.0,21000000.0,727000000.0,72000000.0,,394000000.0,2520000000.0,0.0,252000000.0,2110000000.0,1637000000.0,17000000.0,0.0,447000000.0,291000000.0,457000000.0,3588000000.0,474000000.0,2425000000.0,40466000000.0,9762000000.0,8408000000.0,4859000000.0,9762000000.0,11676000000.0,28480000000.0,40466000000.0,9691000000.0,23640000000.0,,-1983000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q1,,2014-03-31,2014-05-06 15:19:04+00:00,1082000000.0,1149000000.0,950000000.0,,10000000.0,298000000.0,,3187000000.0,0.0,7846000000.0,78000000.0,,2038000000.0,,1300000000.0,16803000000.0,462000000.0,781000000.0,19644000000.0,884000000.0,1416000000.0,24000000.0,,69000000.0,,807000000.0,1508000000.0,,,1649000000.0,2968000000.0,,,599000000.0,249000000.0,209000000.0,3594000000.0,685000000.0,1573000000.0,34961000000.0,9510000000.0,8383000000.0,4225000000.0,9510000000.0,10394000000.0,24318000000.0,34961000000.0,6934000000.0,20093000000.0,,-1940000000.0
NRG Energy Inc,NRG,,1013871,2015.0,FY,,2015-12-31,2017-02-28 16:59:08+00:00,869000000.0,1157000000.0,568000000.0,,-173000000.0,326000000.0,1146000000.0,1518000000.0,,8300000000.0,,,999000000.0,,2310000000.0,18983000000.0,1045000000.0,1252000000.0,18732000000.0,2727000000.0,167000000.0,19000000.0,588000000.0,53000000.0,,674000000.0,2213000000.0,6000000.0,244000000.0,2080000000.0,1705000000.0,105000000.0,4000000.0,455000000.0,302000000.0,414000000.0,-3007000000.0,481000000.0,1915000000.0,32882000000.0,2707000000.0,7391000000.0,4375000000.0,2707000000.0,5434000000.0,27117000000.0,32882000000.0,6759000000.0,22771000000.0,,-2413000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q3,,2015-09-30,2015-11-04 15:52:09+00:00,1173000000.0,1492000000.0,1222000000.0,,-188000000.0,322000000.0,,2265000000.0,,8386000000.0,169000000.0,,2503000000.0,,2371000000.0,19598000000.0,1068000000.0,1149000000.0,21985000000.0,2613000000.0,1427000000.0,20000000.0,,62000000.0,,461000000.0,1484000000.0,,,2499000000.0,3574000000.0,,,460000000.0,299000000.0,497000000.0,3358000000.0,457000000.0,1580000000.0,39988000000.0,9226000000.0,8073000000.0,4336000000.0,9226000000.0,11839000000.0,27821000000.0,39988000000.0,9930000000.0,23514000000.0,,-2330000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q2,,2015-06-30,2015-08-04 14:25:25+00:00,1080000000.0,1413000000.0,1082000000.0,,-170000000.0,318000000.0,,2146000000.0,,8369000000.0,193000000.0,,2555000000.0,,2428000000.0,19661000000.0,1077000000.0,1153000000.0,22304000000.0,2638000000.0,1454000000.0,18000000.0,,65000000.0,,351000000.0,1671000000.0,,,2472000000.0,3586000000.0,,,516000000.0,296000000.0,433000000.0,3346000000.0,636000000.0,1805000000.0,40365000000.0,9379000000.0,8010000000.0,4469000000.0,9379000000.0,12017000000.0,28019000000.0,40365000000.0,10051000000.0,23583000000.0,,-2166000000.0
NRG Energy Inc,NRG,,1013871,2016.0,FY,,2016-12-31,2018-03-01 16:13:43+00:00,813000000.0,1058000000.0,810000000.0,,-135000000.0,287000000.0,230000000.0,938000000.0,0.0,8362000000.0,,,662000000.0,,1973000000.0,15957000000.0,1120000000.0,721000000.0,15369000000.0,2405000000.0,225000000.0,20000000.0,510000000.0,16000000.0,,152000000.0,1173000000.0,1928000000.0,1390000000.0,1632000000.0,1335000000.0,2971000000.0,3195000000.0,404000000.0,,446000000.0,-3787000000.0,516000000.0,1067000000.0,30682000000.0,2041000000.0,6714000000.0,4702000000.0,2041000000.0,4446000000.0,26190000000.0,30682000000.0,8599000000.0,21534000000.0,,-2399000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q3,,2016-09-30,2016-11-04 13:49:29+00:00,945000000.0,1362000000.0,1150000000.0,,-142000000.0,284000000.0,1065000000.0,2435000000.0,,8374000000.0,,,999000000.0,,2106000000.0,18018000000.0,900000000.0,1017000000.0,18203000000.0,2451000000.0,189000000.0,47000000.0,,21000000.0,,387000000.0,985000000.0,0.0,0.0,2059000000.0,2283000000.0,0.0,0.0,369000000.0,0.0,480000000.0,-2791000000.0,1221000000.0,964000000.0,31491000000.0,3042000000.0,7014000000.0,4301000000.0,3042000000.0,5493000000.0,25979000000.0,31491000000.0,6274000000.0,21697000000.0,,-2399000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q2,,2016-06-30,2016-08-09 15:08:32+00:00,898000000.0,1251000000.0,982000000.0,,-203000000.0,334000000.0,1093000000.0,1389000000.0,,8310000000.0,,,999000000.0,,2180000000.0,17893000000.0,882000000.0,1124000000.0,18382000000.0,2599000000.0,175000000.0,42000000.0,,25000000.0,,298000000.0,1417000000.0,13000000.0,2000000.0,2186000000.0,2425000000.0,229000000.0,0.0,406000000.0,0.0,413000000.0,-3179000000.0,1215000000.0,1470000000.0,31422000000.0,2522000000.0,6364000000.0,4514000000.0,2522000000.0,5121000000.0,26278000000.0,31422000000.0,6676000000.0,21787000000.0,,-2406000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q1,,2016-03-31,2016-05-05 13:09:42+00:00,845000000.0,1018000000.0,981000000.0,,-195000000.0,330000000.0,1122000000.0,1659000000.0,,8303000000.0,,,999000000.0,,2256000000.0,18677000000.0,898000000.0,1161000000.0,18763000000.0,2656000000.0,185000000.0,37000000.0,,40000000.0,,547000000.0,2047000000.0,0.0,0.0,2193000000.0,2491000000.0,0.0,0.0,461000000.0,304000000.0,387000000.0,-2977000000.0,465000000.0,2113000000.0,32680000000.0,2725000000.0,7346000000.0,4338000000.0,2725000000.0,5381000000.0,26972000000.0,32680000000.0,6571000000.0,22657000000.0,,-2406000000.0
NRG Energy Inc,NRG,,1013871,2017.0,FY,,2017-12-31,2019-02-28 16:39:10+00:00,741000000.0,1080000000.0,756000000.0,,-72000000.0,269000000.0,129000000.0,770000000.0,0.0,8380000000.0,,,539000000.0,,507000000.0,9180000000.0,182000000.0,453000000.0,5974000000.0,2314000000.0,6000000.0,21000000.0,458000000.0,,,208000000.0,735000000.0,860000000.0,918000000.0,1161000000.0,1170000000.0,10549000000.0,6806000000.0,163000000.0,,279000000.0,-6268000000.0,204000000.0,624000000.0,23355000000.0,-346000000.0,4437000000.0,3354000000.0,-346000000.0,1968000000.0,21309000000.0,23355000000.0,12944000000.0,18033000000.0,,-2386000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q3,,2017-09-30,2017-11-02 16:00:55+00:00,911000000.0,1274000000.0,830000000.0,,-91000000.0,265000000.0,213000000.0,1223000000.0,0.0,8373000000.0,,,662000000.0,,1838000000.0,15658000000.0,1138000000.0,630000000.0,15332000000.0,2507000000.0,205000000.0,21000000.0,,5000000.0,,234000000.0,717000000.0,33000000.0,0.0,1520000000.0,1905000000.0,10000000.0,13000000.0,354000000.0,,537000000.0,-4713000000.0,1247000000.0,475000000.0,25470000000.0,1183000000.0,4760000000.0,3705000000.0,1183000000.0,3690000000.0,21695000000.0,25470000000.0,5378000000.0,18075000000.0,,-2386000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q2,,2017-06-30,2017-08-03 16:49:24+00:00,774000000.0,1162000000.0,810000000.0,,-100000000.0,262000000.0,219000000.0,752000000.0,0.0,8387000000.0,,,662000000.0,,1893000000.0,15842000000.0,1127000000.0,713000000.0,15302000000.0,2462000000.0,211000000.0,20000000.0,,9000000.0,,296000000.0,894000000.0,33000000.0,0.0,1522000000.0,1846000000.0,10000000.0,13000000.0,400000000.0,,469000000.0,-4874000000.0,1042000000.0,644000000.0,25205000000.0,1021000000.0,4469000000.0,3520000000.0,1021000000.0,3483000000.0,21671000000.0,25205000000.0,5434000000.0,18202000000.0,,-2392000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q1,,2017-03-31,2017-05-02 14:35:25+00:00,872000000.0,974000000.0,887000000.0,,-124000000.0,291000000.0,1017000000.0,1513000000.0,,8379000000.0,,,662000000.0,,1957000000.0,17672000000.0,1148000000.0,1140000000.0,17942000000.0,2388000000.0,223000000.0,20000000.0,,13000000.0,,280000000.0,750000000.0,0.0,,2025000000.0,2198000000.0,10000000.0,12000000.0,454000000.0,,397000000.0,-4238000000.0,1688000000.0,682000000.0,29420000000.0,1625000000.0,5440000000.0,4197000000.0,1625000000.0,4013000000.0,25363000000.0,29420000000.0,6038000000.0,21210000000.0,,-2392000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q3,,2018-09-30,2018-11-08 15:04:15+00:00,838000000.0,1316000000.0,659000000.0,,-58000000.0,278000000.0,177000000.0,1359000000.0,0.0,8457000000.0,,,539000000.0,,602000000.0,6658000000.0,452000000.0,408000000.0,3599000000.0,0.0,11000000.0,18000000.0,,10000000.0,,239000000.0,581000000.0,4000000.0,52000000.0,1392000000.0,1985000000.0,560000000.0,547000000.0,248000000.0,,28000000.0,-6001000000.0,593000000.0,683000000.0,11450000000.0,-936000000.0,4285000000.0,2723000000.0,-936000000.0,-936000000.0,12367000000.0,11450000000.0,3566000000.0,9663000000.0,,-3334000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q2,,2018-06-30,2018-08-02 17:26:35+00:00,1004000000.0,1428000000.0,719000000.0,,-60000000.0,274000000.0,195000000.0,980000000.0,0.0,8485000000.0,,,539000000.0,,1860000000.0,14821000000.0,1055000000.0,485000000.0,12774000000.0,2437000000.0,126000000.0,17000000.0,,15000000.0,,295000000.0,914000000.0,100000000.0,74000000.0,1775000000.0,1894000000.0,50000000.0,12000000.0,328000000.0,,286000000.0,-5920000000.0,952000000.0,851000000.0,22947000000.0,-366000000.0,4753000000.0,3663000000.0,-366000000.0,2071000000.0,20807000000.0,22947000000.0,5420000000.0,17213000000.0,,-2871000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q1,,2018-03-31,2018-05-03 15:09:54+00:00,819000000.0,976000000.0,662000000.0,,-61000000.0,272000000.0,201000000.0,764000000.0,0.0,8383000000.0,,,539000000.0,,1726000000.0,15406000000.0,1011000000.0,528000000.0,13911000000.0,2392000000.0,136000000.0,20000000.0,,,,452000000.0,1191000000.0,89000000.0,80000000.0,1715000000.0,1880000000.0,157000000.0,7000000.0,326000000.0,,407000000.0,-5982000000.0,956000000.0,1015000000.0,23752000000.0,-134000000.0,4557000000.0,3708000000.0,-134000000.0,2258000000.0,21414000000.0,23752000000.0,5284000000.0,17786000000.0,,-2474000000.0
NRG Energy Inc,NRG,,1013871,2019.0,FY,,2019-12-31,2020-05-07 15:44:25+00:00,722000000.0,1025000000.0,663000000.0,,-192000000.0,298000000.0,,345000000.0,0.0,8505000000.0,,,579000000.0,,789000000.0,5803000000.0,388000000.0,383000000.0,464000000.0,,3286000000.0,17000000.0,,,,222000000.0,886000000.0,,,3937000000.0,2376000000.0,,,245000000.0,20000000.0,8000000.0,-1616000000.0,88000000.0,860000000.0,12531000000.0,1658000000.0,3088000000.0,2359000000.0,1658000000.0,1658000000.0,10853000000.0,12531000000.0,8979000000.0,8494000000.0,,-5039000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q3,,2019-09-30,2019-11-07 15:33:01+00:00,866000000.0,1376000000.0,625000000.0,,-158000000.0,294000000.0,,243000000.0,0.0,8498000000.0,,,591000000.0,,828000000.0,5798000000.0,405000000.0,364000000.0,3097000000.0,,53000000.0,70000000.0,,,,194000000.0,771000000.0,0.0,0.0,1366000000.0,2353000000.0,0.0,0.0,271000000.0,19000000.0,4000000.0,-4991000000.0,302000000.0,735000000.0,9527000000.0,-1571000000.0,3187000000.0,2564000000.0,-1571000000.0,-1571000000.0,11079000000.0,9527000000.0,3243000000.0,8515000000.0,,-4920000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q2,,2019-06-30,2019-08-07 17:03:02+00:00,723000000.0,1049000000.0,601000000.0,,-99000000.0,290000000.0,,294000000.0,0.0,8492000000.0,,,573000000.0,,561000000.0,5794000000.0,383000000.0,370000000.0,3109000000.0,,55000000.0,71000000.0,,,,194000000.0,883000000.0,0.0,0.0,1445000000.0,2351000000.0,0.0,0.0,277000000.0,19000000.0,11000000.0,-5355000000.0,87000000.0,850000000.0,9171000000.0,-1648000000.0,3045000000.0,2294000000.0,-1648000000.0,-1648000000.0,10800000000.0,9171000000.0,3017000000.0,8506000000.0,,-4686000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q1,,2019-03-31,2019-05-02 16:40:17+00:00,697000000.0,898000000.0,550000000.0,,-96000000.0,286000000.0,,859000000.0,0.0,8477000000.0,,,573000000.0,,580000000.0,6366000000.0,387000000.0,391000000.0,3167000000.0,,45000000.0,62000000.0,,,,399000000.0,574000000.0,0.0,0.0,1320000000.0,2391000000.0,0.0,0.0,285000000.0,18000000.0,15000000.0,-5548000000.0,124000000.0,611000000.0,9530000000.0,-1538000000.0,3458000000.0,1945000000.0,-1538000000.0,-1538000000.0,11050000000.0,9530000000.0,2905000000.0,9105000000.0,,-4371000000.0
NRG Energy Inc,NRG,,1013871,2020.0,Q1,,2020-03-31,2020-05-07 15:44:25+00:00,708000000.0,915000000.0,550000000.0,,-207000000.0,303000000.0,,759000000.0,0.0,8502000000.0,,,579000000.0,,769000000.0,5807000000.0,350000000.0,372000000.0,446000000.0,,3265000000.0,15000000.0,,,,251000000.0,954000000.0,,,3934000000.0,2309000000.0,,,290000000.0,0.0,8000000.0,-1570000000.0,640000000.0,884000000.0,12822000000.0,1536000000.0,3479000000.0,2852000000.0,1536000000.0,1536000000.0,11286000000.0,12822000000.0,8897000000.0,8434000000.0,,-5189000000.0
