company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
NRG Energy Inc,NRG,,1013871,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 17:17:24+00:00,-161000000.0,-19000000.0,661000000.0,329000000.0,4000000.0,247000000.0,7000000.0,1411000000.0,-814000000.0,-327000000.0,1519000000.0,,,,-814000000.0,-327000000.0,1517000000.0,355000000.0,573000000.0,573000000.0,,57000000.0,0.0,65000000.0,-25000000.0,-55000000.0,-314000000.0,-481000000.0,-1824000000.0,-353000000.0,,233000000.0,2000000.0
NRG Energy Inc,NRG,,1013871,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 14:09:25+00:00,-92000000.0,-194000000.0,649000000.0,316000000.0,-1000000.0,99000000.0,59000000.0,20000000.0,-487000000.0,-672000000.0,1479000000.0,,,,-487000000.0,-672000000.0,1479000000.0,362000000.0,1225000000.0,1225000000.0,,-300000000.0,-88000000.0,23000000.0,43000000.0,-55000000.0,-616000000.0,-899000000.0,-238000000.0,-185000000.0,,582000000.0,14000000.0
NRG Energy Inc,NRG,,1013871,2008.0,Q4,2008-10-01,2008-12-31,,-69000000.0,-48000000.0,171000000.0,,-1000000.0,-37000000.0,1000000.0,,-41000000.0,-340000000.0,393000000.0,,,,-41000000.0,-340000000.0,393000000.0,11000000.0,271000000.0,271000000.0,,36000000.0,6000000.0,6000000.0,,-14000000.0,-175000000.0,-250000000.0,-34000000.0,,,148000000.0,
NRG Energy Inc,NRG,,1013871,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-02 15:49:07+00:00,-23000000.0,-146000000.0,478000000.0,316000000.0,0.0,136000000.0,58000000.0,20000000.0,-446000000.0,-332000000.0,1086000000.0,,,,-446000000.0,-332000000.0,1086000000.0,351000000.0,954000000.0,954000000.0,,-336000000.0,-94000000.0,17000000.0,43000000.0,-41000000.0,-441000000.0,-649000000.0,-204000000.0,-185000000.0,,434000000.0,14000000.0
NRG Energy Inc,NRG,,1013871,2008.0,Q3,2008-07-01,2008-09-30,,-2000000.0,-62000000.0,156000000.0,26000000.0,-7000000.0,-164000000.0,,10000000.0,-213000000.0,-210000000.0,650000000.0,,,,-213000000.0,-210000000.0,650000000.0,220000000.0,778000000.0,778000000.0,,-58000000.0,-66000000.0,-3000000.0,,-13000000.0,-156000000.0,-240000000.0,-14000000.0,-130000000.0,,165000000.0,
NRG Energy Inc,NRG,,1013871,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-25 15:45:30+00:00,-21000000.0,-84000000.0,322000000.0,290000000.0,7000000.0,300000000.0,58000000.0,10000000.0,-233000000.0,-122000000.0,436000000.0,,,,-233000000.0,-122000000.0,436000000.0,131000000.0,176000000.0,176000000.0,,-278000000.0,-28000000.0,20000000.0,43000000.0,-28000000.0,-285000000.0,-409000000.0,-190000000.0,-55000000.0,,269000000.0,14000000.0
NRG Energy Inc,NRG,,1013871,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 13:33:40+00:00,-465000000.0,233000000.0,818000000.0,,1000000.0,166000000.0,52000000.0,892000000.0,-343000000.0,-954000000.0,2106000000.0,,,,-343000000.0,-954000000.0,2106000000.0,810000000.0,941000000.0,941000000.0,,-52000000.0,-79000000.0,-13000000.0,,-33000000.0,-305000000.0,-734000000.0,-675000000.0,-500000000.0,,557000000.0,6000000.0
NRG Energy Inc,NRG,,1013871,2009.0,Q4,2009-10-01,2009-12-31,,-41000000.0,71000000.0,224000000.0,-304000000.0,-2000000.0,389000000.0,1000000.0,49000000.0,-543000000.0,-227000000.0,826000000.0,,,,-543000000.0,-227000000.0,826000000.0,54000000.0,33000000.0,33000000.0,,109000000.0,61000000.0,21000000.0,,-6000000.0,-68000000.0,-174000000.0,-398000000.0,-250000000.0,,339000000.0,
NRG Energy Inc,NRG,,1013871,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 12:34:43+00:00,-424000000.0,162000000.0,594000000.0,304000000.0,3000000.0,-223000000.0,51000000.0,843000000.0,200000000.0,-727000000.0,1280000000.0,,,,200000000.0,-727000000.0,1280000000.0,756000000.0,908000000.0,908000000.0,,-161000000.0,-140000000.0,-34000000.0,,-27000000.0,-237000000.0,-560000000.0,-277000000.0,-250000000.0,,218000000.0,6000000.0
NRG Energy Inc,NRG,,1013871,2009.0,Q3TTM,2008-10-01,2009-09-30,,-493000000.0,114000000.0,765000000.0,304000000.0,2000000.0,-260000000.0,52000000.0,843000000.0,159000000.0,-1067000000.0,1673000000.0,,,,159000000.0,-1067000000.0,1673000000.0,767000000.0,1179000000.0,1179000000.0,,-125000000.0,-134000000.0,-28000000.0,,-41000000.0,-412000000.0,-810000000.0,-311000000.0,-250000000.0,,366000000.0,6000000.0
