company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NRG Energy Inc,NRG,,1013871,2014.0,Q1TTM,2013-04-01,2014-03-31,,-0.37,-0.37,0.48,1284000000.0,-0.37,459000000.0,-161000000.0,-88000000.0,-88000000.0,,-119000000.0,22000000.0,9114000000.0,12700000000.0,,,20000000.0,,-19000000.0,9000000.0,85000000.0,98000000.0,890000000.0,9114000000.0,3586000000.0,970000000.0,-88000000.0,2797000000.0,789000000.0,-1038000000.0,-249000000.0,12700000000.0,322200000.0,324000000.0,322200000.0
NRG Energy Inc,NRG,,1013871,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 16:13:43+00:00,-19.46,-19.46,0.58,1351000000.0,-19.46,4860000000.0,1345000000.0,-6436000000.0,-6331000000.0,-105000000.0,-6402000000.0,-54000000.0,9000000000.0,12521000000.0,,,26000000.0,0.0,-21000000.0,20000000.0,154000000.0,,1228000000.0,9000000000.0,3521000000.0,927000000.0,-34000000.0,7572000000.0,-4051000000.0,-935000000.0,-4986000000.0,12521000000.0,329000000.0,329000000.0,329000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q4,2015-10-01,2015-12-31,,-19.21,-19.21,0.14,178000000.0,-19.21,4597000000.0,1388000000.0,-6358000000.0,-6253000000.0,-105000000.0,-6319000000.0,-44000000.0,459000000.0,858000000.0,,,-1000000.0,,-7000000.0,5000000.0,45000000.0,-16000000.0,340000000.0,459000000.0,399000000.0,63000000.0,-63000000.0,5137000000.0,-4738000000.0,-127000000.0,-4865000000.0,858000000.0,329000000.0,329000000.0,329000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 13:49:29+00:00,0.18,0.18,0.15,382000000.0,0.18,263000000.0,47000000.0,67000000.0,67000000.0,,61000000.0,1000000.0,3042000000.0,4434000000.0,,,4000000.0,,0.0,5000000.0,38000000.0,3000000.0,327000000.0,3042000000.0,1392000000.0,293000000.0,24000000.0,1013000000.0,379000000.0,-265000000.0,114000000.0,4434000000.0,338900000.0,331000000.0,332000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q3YTD,2015-01-01,2015-09-30,,-0.25,-0.25,0.44,1173000000.0,-0.25,263000000.0,-43000000.0,-78000000.0,-78000000.0,,-83000000.0,-10000000.0,8541000000.0,11663000000.0,,,27000000.0,,-14000000.0,15000000.0,109000000.0,16000000.0,888000000.0,8541000000.0,3122000000.0,864000000.0,29000000.0,2435000000.0,687000000.0,-808000000.0,-121000000.0,11663000000.0,338900000.0,331000000.0,332000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q3TTM,2014-10-01,2015-09-30,,-0.03,-0.03,0.58,1600000000.0,-0.02,290000000.0,28000000.0,19000000.0,19000000.0,,-13000000.0,-32000000.0,11506000000.0,15855000000.0,,,36000000.0,,-14000000.0,64000000.0,135000000.0,31000000.0,1167000000.0,11506000000.0,4349000000.0,1175000000.0,46000000.0,3209000000.0,1140000000.0,-1093000000.0,47000000.0,15855000000.0,338900000.0,331000000.0,332000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q2,2015-04-01,2015-06-30,2016-08-09 15:08:32+00:00,-0.06,-0.06,0.14,396000000.0,-0.06,0.0,-17000000.0,-9000000.0,-9000000.0,,-19000000.0,5000000.0,2436000000.0,3400000000.0,,,4000000.0,,0.0,5000000.0,37000000.0,3000000.0,296000000.0,2436000000.0,964000000.0,270000000.0,8000000.0,732000000.0,232000000.0,-258000000.0,-26000000.0,3400000000.0,316700000.0,333000000.0,333000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q2YTD,2015-01-01,2015-06-30,,-0.43,-0.43,0.29,791000000.0,-0.43,,-90000000.0,-145000000.0,-145000000.0,,-144000000.0,-11000000.0,5499000000.0,7229000000.0,,,23000000.0,,-14000000.0,10000000.0,71000000.0,13000000.0,561000000.0,5499000000.0,1730000000.0,571000000.0,5000000.0,1422000000.0,308000000.0,-543000000.0,-235000000.0,7229000000.0,316700000.0,333000000.0,333000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q2TTM,2014-07-01,2015-06-30,,0.28,0.28,0.57,1593000000.0,0.28,97000000.0,70000000.0,134000000.0,134000000.0,,92000000.0,-19000000.0,11742000000.0,15990000000.0,,,29000000.0,,-14000000.0,61000000.0,119000000.0,45000000.0,1098000000.0,11742000000.0,4248000000.0,1175000000.0,40000000.0,2938000000.0,1310000000.0,-1106000000.0,204000000.0,15990000000.0,316700000.0,333000000.0,333000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 13:09:42+00:00,-0.37,-0.37,0.15,395000000.0,-0.37,,-73000000.0,-136000000.0,-136000000.0,,-125000000.0,-16000000.0,3063000000.0,3829000000.0,,,19000000.0,,-14000000.0,5000000.0,34000000.0,10000000.0,265000000.0,3063000000.0,766000000.0,301000000.0,-3000000.0,690000000.0,76000000.0,-285000000.0,-209000000.0,3829000000.0,337800000.0,336000000.0,336000000.0
NRG Energy Inc,NRG,,1013871,2015.0,Q1TTM,2014-04-01,2015-03-31,,0.04,0.04,0.57,1583000000.0,0.04,97000000.0,-39000000.0,63000000.0,63000000.0,,11000000.0,-7000000.0,12134000000.0,16211000000.0,,,30000000.0,,-14000000.0,59000000.0,103000000.0,82000000.0,1059000000.0,12134000000.0,4077000000.0,1219000000.0,46000000.0,2910000000.0,1167000000.0,-1143000000.0,24000000.0,16211000000.0,337800000.0,336000000.0,336000000.0
NRG Energy Inc,NRG,,1013871,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 16:39:10+00:00,-2.22,-2.22,0.24,756000000.0,-2.22,483000000.0,25000000.0,-891000000.0,-956000000.0,65000000.0,-701000000.0,-117000000.0,6676000000.0,9108000000.0,,,47000000.0,0.0,80000000.0,-73000000.0,48000000.0,,1032000000.0,6676000000.0,2432000000.0,725000000.0,-286000000.0,2399000000.0,33000000.0,-964000000.0,-931000000.0,9108000000.0,315800000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q4,2016-10-01,2016-12-31,,-3.12,-3.12,0.03,-117000000.0,-3.12,418000000.0,-49000000.0,-1055000000.0,-968000000.0,-87000000.0,-987000000.0,-68000000.0,599000000.0,114000000.0,,,163000000.0,,33000000.0,,-17000000.0,-5000000.0,237000000.0,599000000.0,-485000000.0,-152000000.0,-298000000.0,549000000.0,-1034000000.0,17000000.0,-1017000000.0,114000000.0,315800000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q3,2016-07-01,2016-09-30,2017-11-02 16:00:55+00:00,1.27,1.27,0.03,298000000.0,1.27,9000000.0,28000000.0,393000000.0,128000000.0,265000000.0,402000000.0,-9000000.0,2440000000.0,3469000000.0,,,7000000.0,0.0,-4000000.0,0.0,21000000.0,,277000000.0,2440000000.0,1029000000.0,287000000.0,8000000.0,601000000.0,428000000.0,-272000000.0,156000000.0,3469000000.0,316500000.0,316000000.0,317000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.9,0.9,0.21,873000000.0,0.9,65000000.0,74000000.0,164000000.0,12000000.0,152000000.0,286000000.0,-49000000.0,6077000000.0,8994000000.0,,,-116000000.0,,47000000.0,-73000000.0,65000000.0,5000000.0,795000000.0,6077000000.0,2917000000.0,877000000.0,12000000.0,1850000000.0,1067000000.0,-981000000.0,86000000.0,8994000000.0,316500000.0,316000000.0,317000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q3TTM,2015-10-01,2016-09-30,,-18.31,-18.31,0.35,1051000000.0,-18.31,4662000000.0,1462000000.0,-6194000000.0,-6241000000.0,47000000.0,-6033000000.0,-93000000.0,6536000000.0,9852000000.0,,,-117000000.0,,40000000.0,-68000000.0,110000000.0,-11000000.0,1135000000.0,6536000000.0,3316000000.0,940000000.0,-51000000.0,6987000000.0,-3671000000.0,-1108000000.0,-4779000000.0,9852000000.0,316500000.0,316000000.0,317000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q2,2016-04-01,2016-06-30,2017-08-03 16:49:24+00:00,-0.61,-0.61,0.03,262000000.0,-0.61,56000000.0,25000000.0,-276000000.0,-163000000.0,-113000000.0,-193000000.0,-5000000.0,1443000000.0,2296000000.0,,,5000000.0,,83000000.0,-78000000.0,18000000.0,5000000.0,266000000.0,1443000000.0,853000000.0,317000000.0,11000000.0,690000000.0,163000000.0,-301000000.0,-138000000.0,2296000000.0,316400000.0,315000000.0,316400000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q2YTD,2016-01-01,2016-06-30,,-0.37,-0.37,0.18,575000000.0,-0.37,56000000.0,46000000.0,-229000000.0,-116000000.0,-113000000.0,-116000000.0,-40000000.0,3637000000.0,5525000000.0,,,-123000000.0,,51000000.0,-73000000.0,44000000.0,5000000.0,518000000.0,3637000000.0,1888000000.0,590000000.0,4000000.0,1249000000.0,639000000.0,-709000000.0,-70000000.0,5525000000.0,316400000.0,315000000.0,316400000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q2TTM,2015-07-01,2016-06-30,,-19.4,-19.4,0.47,1135000000.0,-19.4,4916000000.0,1481000000.0,-6520000000.0,-6302000000.0,-218000000.0,-6374000000.0,-83000000.0,7138000000.0,10817000000.0,,,-120000000.0,,44000000.0,-63000000.0,127000000.0,-8000000.0,1185000000.0,7138000000.0,3679000000.0,946000000.0,-35000000.0,7399000000.0,-3720000000.0,-1101000000.0,-4821000000.0,10817000000.0,316400000.0,315000000.0,316400000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 14:35:25+00:00,0.24,0.24,0.15,313000000.0,0.24,,21000000.0,47000000.0,47000000.0,,77000000.0,-35000000.0,2194000000.0,3229000000.0,,,-128000000.0,,-32000000.0,5000000.0,26000000.0,,252000000.0,2194000000.0,1035000000.0,273000000.0,-7000000.0,559000000.0,476000000.0,-408000000.0,68000000.0,3229000000.0,320800000.0,315000000.0,315000000.0
NRG Energy Inc,NRG,,1013871,2016.0,Q1TTM,2015-04-01,2016-03-31,,-18.85,-18.85,0.58,1269000000.0,-18.85,4860000000.0,1439000000.0,-6253000000.0,-6148000000.0,-105000000.0,-6200000000.0,-73000000.0,8131000000.0,11921000000.0,,,-121000000.0,,-39000000.0,20000000.0,146000000.0,-10000000.0,1215000000.0,8131000000.0,3790000000.0,899000000.0,-38000000.0,7441000000.0,-3651000000.0,-1058000000.0,-4709000000.0,11921000000.0,320800000.0,315000000.0,315000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q4,2017-10-01,2017-12-31,,1.96,1.96,-0.09,-84000000.0,1.97,1471000000.0,-45000000.0,-1655000000.0,-1460000000.0,-195000000.0,-1535000000.0,-120000000.0,1111000000.0,1338000000.0,,,-36000000.0,,-12000000.0,,-19000000.0,32000000.0,165000000.0,1111000000.0,227000000.0,-7000000.0,-150000000.0,1553000000.0,-1326000000.0,-179000000.0,-1505000000.0,1338000000.0,,,
NRG Energy Inc,NRG,,1013871,2017.0,Q3,2017-07-01,2017-09-30,2018-11-08 15:04:15+00:00,0.54,0.54,0.03,163000000.0,0.53,0.0,1000000.0,163000000.0,185000000.0,-22000000.0,171000000.0,-8000000.0,2072000000.0,2740000000.0,,,19000000.0,,0.0,,6000000.0,12000000.0,190000000.0,2072000000.0,668000000.0,139000000.0,9000000.0,371000000.0,297000000.0,-111000000.0,186000000.0,2740000000.0,316700000.0,317000000.0,322000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q3YTD,2017-01-01,2017-09-30,,-1.96,-1.96,0.09,680000000.0,-1.97,63000000.0,1000000.0,-682000000.0,115000000.0,-797000000.0,-618000000.0,-64000000.0,5775000000.0,7910000000.0,,,46000000.0,,-4000000.0,,41000000.0,12000000.0,671000000.0,5775000000.0,2135000000.0,613000000.0,11000000.0,1463000000.0,672000000.0,-556000000.0,116000000.0,7910000000.0,316700000.0,317000000.0,322000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q3TTM,2016-10-01,2017-09-30,,-5.08,-5.08,0.12,563000000.0,-5.09,481000000.0,-48000000.0,-1737000000.0,-853000000.0,-884000000.0,-1605000000.0,-132000000.0,6374000000.0,8024000000.0,,,209000000.0,,29000000.0,,24000000.0,7000000.0,908000000.0,6374000000.0,1650000000.0,461000000.0,-287000000.0,2012000000.0,-362000000.0,-539000000.0,-901000000.0,8024000000.0,316700000.0,317000000.0,322000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q2,2017-04-01,2017-06-30,2018-08-02 17:26:35+00:00,-1.98,-1.98,0.03,260000000.0,-1.98,63000000.0,4000000.0,-642000000.0,99000000.0,-741000000.0,-626000000.0,-16000000.0,1841000000.0,2740000000.0,,,14000000.0,,-2000000.0,,18000000.0,0.0,221000000.0,1841000000.0,899000000.0,247000000.0,-3000000.0,560000000.0,339000000.0,-236000000.0,103000000.0,2740000000.0,316200000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q2YTD,2017-01-01,2017-06-30,,-2.5,-2.5,0.06,517000000.0,-2.5,63000000.0,,-845000000.0,-70000000.0,-775000000.0,-789000000.0,-56000000.0,3703000000.0,5170000000.0,,,27000000.0,,-4000000.0,,35000000.0,,481000000.0,3703000000.0,1467000000.0,474000000.0,2000000.0,1092000000.0,375000000.0,-445000000.0,-70000000.0,5170000000.0,316200000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q2TTM,2016-07-01,2017-06-30,,-4.35,-4.35,0.12,698000000.0,-4.35,490000000.0,-21000000.0,-1507000000.0,-910000000.0,-597000000.0,-1374000000.0,-133000000.0,6742000000.0,8753000000.0,,,197000000.0,,25000000.0,,39000000.0,-5000000.0,995000000.0,6742000000.0,2011000000.0,609000000.0,-288000000.0,2242000000.0,-231000000.0,-700000000.0,-931000000.0,8753000000.0,316200000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 15:09:54+00:00,-0.52,-0.52,0.03,257000000.0,-0.52,,-4000000.0,-203000000.0,-169000000.0,-34000000.0,-163000000.0,-40000000.0,1862000000.0,2430000000.0,,,13000000.0,,-2000000.0,,17000000.0,0.0,260000000.0,1862000000.0,568000000.0,227000000.0,5000000.0,532000000.0,36000000.0,-209000000.0,-173000000.0,2430000000.0,313500000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2017.0,Q1TTM,2016-04-01,2017-03-31,,-2.98,-2.98,0.12,700000000.0,-2.98,483000000.0,,-1141000000.0,-1172000000.0,31000000.0,-941000000.0,-122000000.0,6344000000.0,8309000000.0,,,188000000.0,,110000000.0,-78000000.0,39000000.0,,1040000000.0,6344000000.0,1965000000.0,679000000.0,-274000000.0,2372000000.0,-407000000.0,-765000000.0,-1172000000.0,8309000000.0,313500000.0,316000000.0,316000000.0
NRG Energy Inc,NRG,,1013871,2018.0,FY,2018-01-01,2018-12-31,2020-02-27 16:57:48+00:00,,,0.12,421000000.0,,99000000.0,7000000.0,268000000.0,460000000.0,-192000000.0,268000000.0,0.0,7108000000.0,9478000000.0,,,-1296000000.0,,-32000000.0,,11000000.0,90000000.0,799000000.0,7108000000.0,2370000000.0,527000000.0,1308000000.0,1388000000.0,982000000.0,-515000000.0,467000000.0,9478000000.0,,,
NRG Energy Inc,NRG,,1013871,2018.0,Q4,2018-10-01,2018-12-31,,-0.87,-0.87,-0.06,90000000.0,-0.86,25000000.0,-12000000.0,-12000000.0,-92000000.0,80000000.0,-11000000.0,-1000000.0,1596000000.0,1992000000.0,,,-1292000000.0,,-2000000.0,,2000000.0,20000000.0,212000000.0,1596000000.0,396000000.0,144000000.0,1283000000.0,347000000.0,49000000.0,-153000000.0,-104000000.0,1992000000.0,,,
NRG Energy Inc,NRG,,1013871,2018.0,Q3,2018-07-01,2018-09-30,2019-11-07 15:33:01+00:00,-0.24,-0.24,,99000000.0,-0.24,0.0,8000000.0,-49000000.0,287000000.0,-336000000.0,-72000000.0,23000000.0,2238000000.0,2960000000.0,,,19000000.0,,-14000000.0,,1000000.0,27000000.0,211000000.0,2238000000.0,722000000.0,141000000.0,19000000.0,324000000.0,398000000.0,-103000000.0,295000000.0,2960000000.0,300000000.0,299000000.0,299000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q3YTD,2018-01-01,2018-09-30,,0.87,0.87,0.06,331000000.0,0.86,74000000.0,19000000.0,280000000.0,552000000.0,-272000000.0,279000000.0,1000000.0,5512000000.0,7486000000.0,,,-4000000.0,,-30000000.0,,9000000.0,70000000.0,587000000.0,5512000000.0,1974000000.0,383000000.0,25000000.0,1041000000.0,933000000.0,-362000000.0,571000000.0,7486000000.0,300000000.0,299000000.0,299000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q3TTM,2017-10-01,2018-09-30,,2.83,2.83,-0.03,247000000.0,2.83,1545000000.0,-26000000.0,-1375000000.0,-908000000.0,-467000000.0,-1256000000.0,-119000000.0,6623000000.0,8824000000.0,,,-40000000.0,,-42000000.0,,-10000000.0,102000000.0,752000000.0,6623000000.0,2201000000.0,376000000.0,-125000000.0,2594000000.0,-393000000.0,-541000000.0,-934000000.0,8824000000.0,300000000.0,299000000.0,299000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q2,2018-04-01,2018-06-30,2019-08-07 17:03:02+00:00,0.23,0.23,0.03,112000000.0,0.23,74000000.0,5000000.0,96000000.0,27000000.0,69000000.0,72000000.0,24000000.0,1889000000.0,2461000000.0,,,-23000000.0,,-14000000.0,,3000000.0,23000000.0,200000000.0,1889000000.0,572000000.0,124000000.0,5000000.0,398000000.0,174000000.0,-142000000.0,32000000.0,2461000000.0,313000000.0,310000000.0,314000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.11,1.11,0.06,232000000.0,1.1,74000000.0,11000000.0,329000000.0,265000000.0,64000000.0,351000000.0,-22000000.0,3274000000.0,4526000000.0,,,-23000000.0,,-16000000.0,,8000000.0,43000000.0,376000000.0,3274000000.0,1252000000.0,242000000.0,6000000.0,717000000.0,535000000.0,-259000000.0,276000000.0,4526000000.0,313000000.0,310000000.0,314000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q2TTM,2017-07-01,2018-06-30,,3.61,3.61,,311000000.0,3.6,1545000000.0,-33000000.0,-1163000000.0,-1010000000.0,-153000000.0,-1013000000.0,-150000000.0,6457000000.0,8604000000.0,,,-40000000.0,,-28000000.0,,-5000000.0,87000000.0,731000000.0,6457000000.0,2147000000.0,374000000.0,-135000000.0,2641000000.0,-494000000.0,-549000000.0,-1043000000.0,8604000000.0,313000000.0,310000000.0,314000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 16:40:17+00:00,0.88,0.88,0.03,120000000.0,0.87,,6000000.0,233000000.0,238000000.0,-5000000.0,279000000.0,-46000000.0,1385000000.0,2065000000.0,,,0.0,,-2000000.0,,5000000.0,20000000.0,176000000.0,1385000000.0,680000000.0,118000000.0,1000000.0,319000000.0,361000000.0,-117000000.0,244000000.0,2065000000.0,317000000.0,318000000.0,322000000.0
NRG Energy Inc,NRG,,1013871,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.4,1.4,,459000000.0,1.39,1534000000.0,-34000000.0,-1901000000.0,-938000000.0,-963000000.0,-1711000000.0,-190000000.0,6409000000.0,8883000000.0,,,-3000000.0,,-16000000.0,,10000000.0,64000000.0,752000000.0,6409000000.0,2474000000.0,497000000.0,-143000000.0,2803000000.0,-329000000.0,-643000000.0,-972000000.0,8883000000.0,317000000.0,318000000.0,322000000.0
NRG Energy Inc,NRG,,1013871,2019.0,FY,2019-01-01,2019-12-31,2020-02-27 16:57:48+00:00,,,0.12,373000000.0,,5000000.0,-3334000000.0,4441000000.0,4120000000.0,321000000.0,4438000000.0,3000000.0,7303000000.0,9821000000.0,,,-1544000000.0,,-7000000.0,,7000000.0,23000000.0,827000000.0,7303000000.0,2518000000.0,464000000.0,1504000000.0,1228000000.0,1290000000.0,-504000000.0,786000000.0,9821000000.0,,,
NRG Energy Inc,NRG,,1013871,2019.0,Q4,2019-10-01,2019-12-31,,-3.95,-3.95,-0.03,112000000.0,-3.92,4000000.0,-3343000000.0,3385000000.0,3463000000.0,-78000000.0,3383000000.0,2000000.0,1654000000.0,2195000000.0,,,-1593000000.0,,-5000000.0,,2000000.0,7000000.0,212000000.0,1654000000.0,541000000.0,99000000.0,1603000000.0,332000000.0,209000000.0,-89000000.0,120000000.0,2195000000.0,,,
NRG Energy Inc,NRG,,1013871,2019.0,Q3,2019-07-01,2019-09-30,2019-11-07 15:33:01+00:00,1.46,1.46,,91000000.0,1.45,0.0,6000000.0,372000000.0,374000000.0,-2000000.0,372000000.0,0.0,2153000000.0,2996000000.0,,,17000000.0,,0.0,,1000000.0,1000000.0,210000000.0,2153000000.0,843000000.0,99000000.0,-78000000.0,303000000.0,540000000.0,-160000000.0,380000000.0,2996000000.0,254800000.0,254000000.0,256000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q3YTD,2019-01-01,2019-09-30,,3.95,3.95,0.03,261000000.0,3.92,1000000.0,9000000.0,1056000000.0,657000000.0,399000000.0,1055000000.0,1000000.0,5649000000.0,7626000000.0,,,49000000.0,,-2000000.0,,5000000.0,16000000.0,615000000.0,5649000000.0,1977000000.0,365000000.0,-99000000.0,896000000.0,1081000000.0,-415000000.0,666000000.0,7626000000.0,254800000.0,254000000.0,256000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q3TTM,2018-10-01,2019-09-30,,3.08,3.08,-0.03,351000000.0,3.06,26000000.0,-3000000.0,1044000000.0,565000000.0,479000000.0,1044000000.0,,7245000000.0,9618000000.0,,,-1243000000.0,,-4000000.0,,7000000.0,36000000.0,827000000.0,7245000000.0,2373000000.0,509000000.0,1184000000.0,1243000000.0,1130000000.0,-568000000.0,562000000.0,9618000000.0,254800000.0,254000000.0,256000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q2,2019-04-01,2019-06-30,2019-08-07 17:03:02+00:00,0.76,0.76,0.03,85000000.0,0.75,1000000.0,-1000000.0,202000000.0,189000000.0,13000000.0,201000000.0,1000000.0,1845000000.0,2465000000.0,,,20000000.0,,-1000000.0,,2000000.0,2000000.0,211000000.0,1845000000.0,620000000.0,152000000.0,0.0,300000000.0,320000000.0,-132000000.0,188000000.0,2465000000.0,264500000.0,265000000.0,267000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q2YTD,2019-01-01,2019-06-30,,2.49,2.49,0.03,170000000.0,2.47,1000000.0,3000000.0,684000000.0,283000000.0,401000000.0,683000000.0,1000000.0,3496000000.0,4630000000.0,,,32000000.0,,-2000000.0,,4000000.0,15000000.0,405000000.0,3496000000.0,1134000000.0,266000000.0,-21000000.0,593000000.0,541000000.0,-255000000.0,286000000.0,4630000000.0,264500000.0,265000000.0,267000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q2TTM,2018-07-01,2019-06-30,,1.38,1.38,-0.03,359000000.0,1.37,26000000.0,-1000000.0,623000000.0,478000000.0,145000000.0,600000000.0,23000000.0,7330000000.0,9582000000.0,,,-1241000000.0,,-18000000.0,,7000000.0,62000000.0,828000000.0,7330000000.0,2252000000.0,551000000.0,1281000000.0,1264000000.0,988000000.0,-511000000.0,477000000.0,9582000000.0,264500000.0,265000000.0,267000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 15:44:25+00:00,1.73,1.73,0.03,85000000.0,1.72,,4000000.0,482000000.0,94000000.0,388000000.0,482000000.0,,1651000000.0,2165000000.0,,,12000000.0,,-1000000.0,,2000000.0,13000000.0,194000000.0,1651000000.0,514000000.0,114000000.0,-21000000.0,293000000.0,221000000.0,-123000000.0,98000000.0,2165000000.0,278600000.0,278000000.0,280000000.0
NRG Energy Inc,NRG,,1013871,2019.0,Q1TTM,2018-04-01,2019-03-31,,0.85,0.85,-0.03,386000000.0,0.85,99000000.0,5000000.0,517000000.0,316000000.0,201000000.0,471000000.0,46000000.0,7374000000.0,9578000000.0,,,-1284000000.0,,-31000000.0,,8000000.0,83000000.0,817000000.0,7374000000.0,2204000000.0,523000000.0,1286000000.0,1362000000.0,842000000.0,-521000000.0,321000000.0,9578000000.0,278600000.0,278000000.0,280000000.0
NRG Energy Inc,NRG,,1013871,2020.0,Q1TTM,2019-04-01,2020-03-31,,-1.24,-1.24,,397000000.0,-1.23,5000000.0,-3315000000.0,4080000000.0,4147000000.0,-67000000.0,4077000000.0,3000000.0,7109000000.0,9675000000.0,,,-1529000000.0,,-12000000.0,,8000000.0,13000000.0,842000000.0,7109000000.0,2566000000.0,448000000.0,1496000000.0,1253000000.0,1313000000.0,-481000000.0,832000000.0,9675000000.0,246900000.0,248000000.0,249000000.0
NRG Energy Inc,NRG,,1013871,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 15:44:25+00:00,0.49,0.49,0.3,109000000.0,0.49,,23000000.0,121000000.0,121000000.0,0.0,121000000.0,,1457000000.0,2019000000.0,,,27000000.0,,-6000000.0,,3000000.0,3000000.0,209000000.0,1457000000.0,562000000.0,98000000.0,-29000000.0,318000000.0,244000000.0,-100000000.0,144000000.0,2019000000.0,246900000.0,248000000.0,249000000.0
