company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2008.0,FY,,2008-12-31,2010-02-22 17:15:24+00:00,1738000000.0,-5650000000.0,3181000000.0,,7424000000.0,1082000000.0,4527000000.0,1851000000.0,79440000000.0,55733000000.0,9113000000.0,4419000000.0,9113000000.0,2011000000.0,,32785000000.0,17010000000.0,,14380000000.0,9135000000.0,28751000000.0,173631000000.0,10891000000.0,12774000000.0,12774000000.0,160857000000.0,173631000000.0,1883000000.0,78467000000.0,-18000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2009.0,FY,,2009-12-31,2011-02-25 21:46:16+00:00,1497000000.0,-2238000000.0,2641000000.0,,9675000000.0,4532000000.0,4550000000.0,1810000000.0,78093000000.0,26632000000.0,10729000000.0,8838000000.0,10729000000.0,1953000000.0,,11969000000.0,12023000000.0,,9281000000.0,7071000000.0,30742000000.0,157946000000.0,14491000000.0,14491000000.0,14491000000.0,143455000000.0,157946000000.0,0.0,96111000000.0,-17000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2009.0,Q3,,2009-09-30,2009-11-06 14:08:03+00:00,1618000000.0,-2776000000.0,5027000000.0,,9654000000.0,4949000000.0,4554000000.0,1845000000.0,78196000000.0,27479000000.0,11406000000.0,8845000000.0,11406000000.0,1947000000.0,,13572000000.0,14730000000.0,,11661000000.0,6579000000.0,32614000000.0,163277000000.0,13440000000.0,13440000000.0,13440000000.0,149837000000.0,163277000000.0,0.0,94671000000.0,-17000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2009.0,Q2,,2009-06-30,2009-08-07 20:44:46+00:00,1549000000.0,-3828000000.0,4044000000.0,0.0,9696000000.0,4032000000.0,4547000000.0,1790000000.0,71038000000.0,26346000000.0,12554000000.0,8980000000.0,12554000000.0,2114000000.0,,14539000000.0,14372000000.0,9595000000.0,,6255000000.0,33134000000.0,153421000000.0,12103000000.0,12103000000.0,12103000000.0,141318000000.0,153421000000.0,0.0,86105000000.0,-20000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2010.0,FY,,2010-12-31,2012-02-27 06:22:22+00:00,1733000000.0,-689000000.0,3311000000.0,0.0,9858000000.0,7748000000.0,5597000000.0,2593000000.0,80881000000.0,22234000000.0,11857000000.0,8550000000.0,11857000000.0,1802000000.0,,17464000000.0,13841000000.0,,13274000000.0,8634000000.0,14801000000.0,160505000000.0,17787000000.0,17787000000.0,17787000000.0,142718000000.0,160505000000.0,0.0,97537000000.0,-16000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2010.0,Q3,,2010-09-30,2010-11-05 12:37:18+00:00,1767000000.0,-782000000.0,4583000000.0,,9812000000.0,5308000000.0,5521000000.0,2812000000.0,87721000000.0,24560000000.0,13665000000.0,8573000000.0,13665000000.0,1835000000.0,,17313000000.0,14499000000.0,,14152000000.0,8556000000.0,22328000000.0,172964000000.0,17569000000.0,17569000000.0,17569000000.0,155395000000.0,172964000000.0,0.0,103722000000.0,-17000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2010.0,Q2,,2010-06-30,2010-08-06 15:46:31+00:00,1727000000.0,-1707000000.0,5312000000.0,,9768000000.0,5447000000.0,5380000000.0,2731000000.0,84039000000.0,20298000000.0,11687000000.0,8546000000.0,11687000000.0,1839000000.0,,11704000000.0,12046000000.0,,11473000000.0,8015000000.0,24807000000.0,162075000000.0,16059000000.0,16059000000.0,16059000000.0,146016000000.0,162075000000.0,0.0,101055000000.0,-17000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2010.0,Q1,,2010-03-31,2010-05-07 14:36:46+00:00,1563000000.0,-1885000000.0,2097000000.0,,9724000000.0,4386000000.0,4515000000.0,1768000000.0,76786000000.0,24269000000.0,12245000000.0,8815000000.0,12245000000.0,1880000000.0,,13550000000.0,10786000000.0,,9616000000.0,7588000000.0,25408000000.0,153971000000.0,15410000000.0,15410000000.0,15410000000.0,138561000000.0,153971000000.0,0.0,94848000000.0,-17000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2011.0,FY,,2011-12-31,2013-02-22 16:13:53+00:00,1822000000.0,-659000000.0,2193000000.0,0.0,10061000000.0,656000000.0,5645000000.0,2459000000.0,98058000000.0,58886000000.0,10031000000.0,8131000000.0,10031000000.0,1747000000.0,,59229000000.0,17139000000.0,,18017000000.0,10176000000.0,13338000000.0,216827000000.0,18898000000.0,19398000000.0,19398000000.0,197429000000.0,216827000000.0,500000000.0,116905000000.0,-680000000.0
State Street Corp,STT,549300ZFEEJ2IP5VME73,93751,2011.0,Q3,,2011-09-30,2011-11-04 15:34:22+00:00,1932000000.0,-315000000.0,9487000000.0,0.0,10032000000.0,6956000000.0,5639000000.0,2486000000.0,98563000000.0,36484000000.0,11718000000.0,8112000000.0,11718000000.0,1738000000.0,,36435000000.0,24704000000.0,,20387000000.0,9889000000.0,18691000000.0,208795000000.0,19151000000.0,19651000000.0,19651000000.0,189144000000.0,208795000000.0,500000000.0,114607000000.0,-455000000.0
