company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:21:09+00:00,-6.55,-6.55,,811000000.0,-6.55,57000000.0,1178000000.0,44000000.0,,-1283000000.0,-937000000.0,-346000000.0,-1291000000.0,8000000.0,2350000000.0,3868000000.0,,,,120000000.0,67000000.0,,,,224000000.0,2350000000.0,1585000000.0,109000000.0,21000000.0,2390000000.0,-805000000.0,-88000000.0,-893000000.0,3935000000.0,197100000.0,197100000.0,197100000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,FY,2011-01-01,2011-12-31,2013-02-28 17:21:09+00:00,-1.53,-1.53,,902000000.0,-1.53,126000000.0,367000000.0,-74000000.0,,-292000000.0,-150000000.0,-142000000.0,-302000000.0,10000000.0,2220000000.0,3842000000.0,,,,134000000.0,40000000.0,,,,275000000.0,2220000000.0,1662000000.0,108000000.0,26000000.0,1804000000.0,-142000000.0,-82000000.0,-224000000.0,3882000000.0,197100000.0,197100000.0,197100000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q4,2011-10-01,2011-12-31,,-1.71,-1.71,,232000000.0,-1.71,26000000.0,367000000.0,-104000000.0,,-335000000.0,-206000000.0,-129000000.0,-338000000.0,3000000.0,543000000.0,958000000.0,,,,29000000.0,12000000.0,,,,71000000.0,543000000.0,427000000.0,19000000.0,7000000.0,725000000.0,-298000000.0,-12000000.0,-310000000.0,970000000.0,197100000.0,197100000.0,197100000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.18,0.18,,670000000.0,0.18,100000000.0,,30000000.0,,43000000.0,56000000.0,-13000000.0,36000000.0,7000000.0,1677000000.0,2884000000.0,,,,105000000.0,28000000.0,,,,204000000.0,1677000000.0,1235000000.0,89000000.0,19000000.0,1079000000.0,156000000.0,-70000000.0,86000000.0,2912000000.0,197100000.0,200000000.0,200000000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 16:40:20+00:00,0.07,0.07,,239000000.0,0.07,74000000.0,,10000000.0,,16000000.0,19000000.0,-3000000.0,14000000.0,2000000.0,559000000.0,981000000.0,,,,32000000.0,14000000.0,,,,69000000.0,559000000.0,436000000.0,,7000000.0,414000000.0,22000000.0,7000000.0,29000000.0,995000000.0,197100000.0,200000000.0,200000000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.11,0.11,,431000000.0,0.11,26000000.0,,20000000.0,,27000000.0,37000000.0,-10000000.0,22000000.0,5000000.0,1118000000.0,1903000000.0,,,,73000000.0,14000000.0,,,,135000000.0,1118000000.0,799000000.0,89000000.0,12000000.0,665000000.0,134000000.0,-77000000.0,57000000.0,1917000000.0,197100000.0,197100000.0,197100000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 18:32:11+00:00,0.13,0.13,,224000000.0,0.13,14000000.0,,17000000.0,,28000000.0,30000000.0,-2000000.0,25000000.0,3000000.0,526000000.0,950000000.0,,,,43000000.0,9000000.0,,,,67000000.0,526000000.0,433000000.0,44000000.0,6000000.0,348000000.0,85000000.0,-38000000.0,47000000.0,959000000.0,197100000.0,197100000.0,197100000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 17:51:59+00:00,-0.02,-0.02,,207000000.0,-0.02,12000000.0,,3000000.0,,-1000000.0,7000000.0,-8000000.0,-3000000.0,2000000.0,592000000.0,953000000.0,,,,30000000.0,5000000.0,,,,68000000.0,592000000.0,366000000.0,45000000.0,6000000.0,317000000.0,49000000.0,-39000000.0,10000000.0,958000000.0,150000000.0,150000000.0,150000000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,Q4,2012-10-01,2012-12-31,,-0.53,-0.53,,165000000.0,-0.53,49000000.0,123000000.0,-13000000.0,,-104000000.0,-44000000.0,-60000000.0,-106000000.0,2000000.0,302000000.0,523000000.0,,,23000000.0,-80000000.0,100000000.0,,,,65000000.0,302000000.0,321000000.0,55000000.0,-24000000.0,322000000.0,-1000000.0,-56000000.0,-57000000.0,623000000.0,199100000.0,198800000.0,198800000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 17:19:11+00:00,-1.12,-1.12,0.0,884000000.0,-1.12,71000000.0,123000000.0,-84000000.0,,-211000000.0,-174000000.0,-37000000.0,-223000000.0,12000000.0,1632000000.0,2815000000.0,,,,68000000.0,85000000.0,0.0,,,279000000.0,1632000000.0,1268000000.0,102000000.0,1000000.0,1425000000.0,-157000000.0,-101000000.0,-258000000.0,2900000000.0,199100000.0,198800000.0,198800000.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,Q3TTM,2011-10-01,2012-09-30,,-2.3,-2.3,,951000000.0,-2.3,48000000.0,367000000.0,-175000000.0,,-442000000.0,-336000000.0,-106000000.0,-455000000.0,13000000.0,1873000000.0,3250000000.0,,,-23000000.0,177000000.0,-3000000.0,,,,285000000.0,1873000000.0,1374000000.0,66000000.0,32000000.0,1828000000.0,-454000000.0,-57000000.0,-511000000.0,3247000000.0,199100000.0,200000000.0,200000000.0
