company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2011.0,FY,,2011-12-31,2013-02-28 17:21:09+00:00,702000000.0,509000000.0,186000000.0,,219000000.0,283000000.0,526000000.0,0.0,5459000000.0,,116000000.0,,1503000000.0,125000000.0,73000000.0,8222000000.0,81000000.0,1556000000.0,566000000.0,152000000.0,,,411000000.0,175000000.0,,,,,,10432000000.0,5678000000.0,1674000000.0,1156000000.0,5678000000.0,5759000000.0,4673000000.0,10432000000.0,536000000.0,3517000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,FY,,2012-12-31,2014-02-27 16:04:27+00:00,509000000.0,443000000.0,201000000.0,,2000000.0,316000000.0,153000000.0,0.0,5489000000.0,17000000.0,,,1508000000.0,145000000.0,66000000.0,8416000000.0,103000000.0,1401000000.0,93000000.0,16000000.0,,,123000000.0,134000000.0,,,,-223000000.0,,9456000000.0,5268000000.0,772000000.0,726000000.0,5268000000.0,5371000000.0,4085000000.0,9456000000.0,268000000.0,3359000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,Q3,,2012-09-30,2012-11-01 16:40:20+00:00,441000000.0,385000000.0,170000000.0,4757000000.0,55000000.0,311000000.0,240000000.0,0.0,5467000000.0,,28000000.0,13170000000.0,1509000000.0,143000000.0,71000000.0,8413000000.0,91000000.0,1459000000.0,191000000.0,42000000.0,,,140000000.0,127000000.0,,,,-117000000.0,,9583000000.0,5405000000.0,887000000.0,681000000.0,5405000000.0,5496000000.0,4087000000.0,9583000000.0,283000000.0,3406000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,Q2,,2012-06-30,2012-08-02 18:32:11+00:00,430000000.0,337000000.0,219000000.0,4498000000.0,136000000.0,296000000.0,427000000.0,0.0,5460000000.0,,65000000.0,12829000000.0,1509000000.0,138000000.0,66000000.0,8331000000.0,88000000.0,1503000000.0,383000000.0,75000000.0,,,160000000.0,114000000.0,,,,-53000000.0,,9842000000.0,5543000000.0,1213000000.0,789000000.0,5543000000.0,5631000000.0,4211000000.0,9842000000.0,298000000.0,3422000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2012.0,Q1,,2012-03-31,2012-05-03 17:51:59+00:00,531000000.0,414000000.0,261000000.0,4211000000.0,217000000.0,291000000.0,362000000.0,0.0,5451000000.0,,118000000.0,12500000000.0,1509000000.0,132000000.0,61000000.0,8289000000.0,84000000.0,1516000000.0,847000000.0,152000000.0,,,164000000.0,182000000.0,,,,-43000000.0,,10269000000.0,5625000000.0,1684000000.0,1062000000.0,5625000000.0,5709000000.0,4560000000.0,10269000000.0,296000000.0,3498000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2013.0,FY,,2013-12-31,2015-02-26 17:19:11+00:00,634000000.0,518000000.0,167000000.0,,-1000000.0,305000000.0,47000000.0,0.0,5518000000.0,49000000.0,0.0,,1911000000.0,,66000000.0,,101000000.0,776000000.0,150000000.0,165000000.0,92000000.0,41000000.0,7507000000.0,220000000.0,,,,-1408000000.0,,8429000000.0,4109000000.0,922000000.0,1007000000.0,4109000000.0,4210000000.0,4219000000.0,8429000000.0,7507000000.0,3212000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2013.0,Q3,,2013-09-30,2013-11-07 13:19:58+00:00,518000000.0,390000000.0,180000000.0,5580000000.0,-1000000.0,355000000.0,108000000.0,0.0,5510000000.0,33000000.0,0.0,14115000000.0,1776000000.0,161000000.0,74000000.0,8535000000.0,111000000.0,1348000000.0,89000000.0,28000000.0,,,133000000.0,133000000.0,,,,-435000000.0,,9523000000.0,5074000000.0,694000000.0,726000000.0,5074000000.0,5185000000.0,4338000000.0,9523000000.0,294000000.0,3612000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2013.0,Q2,,2013-06-30,2013-08-01 15:53:47+00:00,515000000.0,422000000.0,159000000.0,5378000000.0,-1000000.0,330000000.0,90000000.0,0.0,5501000000.0,27000000.0,0.0,13847000000.0,1688000000.0,157000000.0,76000000.0,8469000000.0,111000000.0,1347000000.0,101000000.0,27000000.0,,,141000000.0,127000000.0,,,,-321000000.0,,9483000000.0,5179000000.0,716000000.0,701000000.0,5179000000.0,5290000000.0,4193000000.0,9483000000.0,298000000.0,3492000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2013.0,Q1,,2013-03-31,2013-05-02 16:39:39+00:00,521000000.0,411000000.0,145000000.0,5162000000.0,-1000000.0,323000000.0,112000000.0,0.0,5491000000.0,33000000.0,0.0,13613000000.0,1589000000.0,148000000.0,54000000.0,8451000000.0,106000000.0,1347000000.0,70000000.0,85000000.0,,,125000000.0,137000000.0,,,,-339000000.0,,9404000000.0,5151000000.0,680000000.0,751000000.0,5151000000.0,5257000000.0,4147000000.0,9404000000.0,273000000.0,3396000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2014.0,FY,,2014-12-31,2015-11-05 15:07:02+00:00,712000000.0,459000000.0,177000000.0,4911000000.0,-1000000.0,198000000.0,41000000.0,,5564000000.0,,151000000.0,11753000000.0,2280000000.0,,45000000.0,6842000000.0,109000000.0,621000000.0,551000000.0,169000000.0,773000000.0,,87000000.0,62000000.0,,,,-1244000000.0,,8798000000.0,4319000000.0,1869000000.0,1209000000.0,4319000000.0,4428000000.0,4370000000.0,8798000000.0,87000000.0,3161000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2014.0,Q3,,2014-09-30,2014-11-05 16:34:41+00:00,699000000.0,465000000.0,175000000.0,4956000000.0,-1000000.0,199000000.0,65000000.0,0.0,5558000000.0,31000000.0,1000000.0,11993000000.0,2047000000.0,135000000.0,70000000.0,7037000000.0,108000000.0,713000000.0,190000000.0,86000000.0,184000000.0,50000000.0,67000000.0,72000000.0,,,,-1463000000.0,,8244000000.0,4094000000.0,1005000000.0,1011000000.0,4094000000.0,4202000000.0,4042000000.0,8244000000.0,202000000.0,3031000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2014.0,Q2,,2014-06-30,2014-08-06 15:16:43+00:00,684000000.0,502000000.0,178000000.0,4870000000.0,-1000000.0,317000000.0,105000000.0,0.0,5546000000.0,58000000.0,,11808000000.0,1794000000.0,151000000.0,81000000.0,6938000000.0,104000000.0,718000000.0,131000000.0,151000000.0,,,52000000.0,52000000.0,,,,-1525000000.0,,8018000000.0,4020000000.0,877000000.0,1013000000.0,4020000000.0,4124000000.0,3894000000.0,8018000000.0,203000000.0,2881000000.0,0.0
WPX Energy Inc,WPX,ZXZE9GCS2BB547GJW219,1518832,2014.0,Q1,,2014-03-31,2014-05-07 15:12:53+00:00,758000000.0,664000000.0,147000000.0,5654000000.0,-1000000.0,367000000.0,58000000.0,0.0,5522000000.0,46000000.0,,13052000000.0,2039000000.0,148000000.0,68000000.0,7398000000.0,102000000.0,807000000.0,125000000.0,140000000.0,,,130000000.0,146000000.0,,,,-1390000000.0,,8637000000.0,4131000000.0,961000000.0,1045000000.0,4131000000.0,4233000000.0,4404000000.0,8637000000.0,278000000.0,3359000000.0,0.0
