company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,interestbearingdeposits,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
SL Green Realty Corp,SLG,,1040971,2010.0,FY,,2010-12-31,2011-08-09 10:03:33+00:00,38149000.0,-22659000.0,17044000.0,332830000.0,0.0,3661659000.0,6295000.0,172517000.0,,5251013000.0,963772000.0,7961563000.0,518460000.0,38690000.0,1060022000.0,,325945000.0,147571000.0,84338000.0,137673000.0,1172963000.0,,11300294000.0,4508741000.0,4879084000.0,5397544000.0,5818412000.0,11300294000.0,370343000.0,665622000.0,-303222000.0
SL Green Realty Corp,SLG,,1040971,2011.0,FY,,2011-12-31,2013-02-27 17:03:31+00:00,126135000.0,-28445000.0,17112000.0,138192000.0,0.0,4237851000.0,4001000.0,210786000.0,61988000.0,6035397000.0,985942000.0,9998340000.0,477762000.0,46367000.0,1064189000.0,,375688000.0,170826000.0,195030000.0,86584000.0,1704506000.0,,13483852000.0,5605204000.0,5975547000.0,6453309000.0,6833513000.0,13483852000.0,370343000.0,995818000.0,-308708000.0
SL Green Realty Corp,SLG,,1040971,2011.0,Q3,,2011-09-30,2011-11-09 08:01:01+00:00,126405000.0,-24462000.0,17094000.0,394505000.0,0.0,4226795000.0,3212000.0,191123000.0,,5886441000.0,897028000.0,9535811000.0,384083000.0,44312000.0,1062774000.0,,399593000.0,161447000.0,114726000.0,102084000.0,1763403000.0,,13162645000.0,5658201000.0,6028544000.0,6412627000.0,6635292000.0,13162645000.0,370343000.0,976108000.0,-307535000.0
SL Green Realty Corp,SLG,,1040971,2011.0,Q2,,2011-06-30,2011-08-09 10:03:33+00:00,102710000.0,-21589000.0,17077000.0,390229000.0,0.0,4106320000.0,2579000.0,182241000.0,,5597585000.0,582418000.0,9589388000.0,392150000.0,43032000.0,859855000.0,,318415000.0,145596000.0,158418000.0,85370000.0,1721440000.0,,12644078000.0,5498752000.0,5869095000.0,6261245000.0,6224415000.0,12644078000.0,370343000.0,951998000.0,-307419000.0
SL Green Realty Corp,SLG,,1040971,2012.0,FY,,2012-12-31,2014-02-25 11:48:56+00:00,81080000.0,-29587000.0,37518000.0,189984000.0,0.0,4668850000.0,7531000.0,261145000.0,136000.0,6520420000.0,1348434000.0,10229290000.0,487301000.0,46253000.0,1155268000.0,,333892000.0,197437000.0,212907000.0,136071000.0,1701092000.0,,14386296000.0,6017497000.0,6419802000.0,6907103000.0,7216736000.0,14386296000.0,402305000.0,1058573000.0,-322858000.0
SL Green Realty Corp,SLG,,1040971,2012.0,Q3,,2012-09-30,2012-11-07 17:00:44+00:00,100528000.0,-29281000.0,17167000.0,162363000.0,0.0,4590363000.0,0.0,253137000.0,63202000.0,6325485000.0,1071641000.0,10368096000.0,488113000.0,47698000.0,1152731000.0,,379585000.0,176606000.0,314643000.0,143058000.0,1728150000.0,,14284939000.0,5969327000.0,6371912000.0,6860025000.0,7110271000.0,14284939000.0,402585000.0,1133913000.0,-319905000.0
SL Green Realty Corp,SLG,,1040971,2012.0,Q2,,2012-06-30,2012-08-09 10:41:28+00:00,114003000.0,-28413000.0,17148000.0,256799000.0,0.0,4558588000.0,7793000.0,249147000.0,62792000.0,6215232000.0,982209000.0,10230017000.0,489520000.0,47463000.0,1145537000.0,,370872000.0,171036000.0,329235000.0,138493000.0,1741160000.0,,14139113000.0,5951469000.0,6321812000.0,6811332000.0,6998546000.0,14139113000.0,370343000.0,1129118000.0,-319866000.0
SL Green Realty Corp,SLG,,1040971,2012.0,Q1,,2012-03-31,2012-05-10 16:16:44+00:00,116498000.0,-24376000.0,17130000.0,133665000.0,0.0,4470702000.0,7665000.0,211728000.0,0.0,6081046000.0,999573000.0,10123705000.0,490047000.0,47996000.0,1138194000.0,,392181000.0,167152000.0,287313000.0,98563000.0,1665547000.0,,13761713000.0,5792007000.0,6162350000.0,6652397000.0,6822003000.0,13761713000.0,370343000.0,1048620000.0,-319866000.0
SL Green Realty Corp,SLG,,1040971,2013.0,FY,,2013-12-31,2015-02-23 20:24:12+00:00,114622000.0,-15211000.0,47671000.0,206692000.0,0.0,5016890000.0,8530000.0,267058000.0,0.0,6919908000.0,1304839000.0,10637230000.0,491471000.0,61308000.0,1247334000.0,,285446000.0,198144000.0,315026000.0,142051000.0,1619150000.0,,14959001000.0,6303473000.0,6525405000.0,7016876000.0,7627099000.0,14959001000.0,221932000.0,1145267000.0,-317356000.0
SL Green Realty Corp,SLG,,1040971,2013.0,Q2,,2013-06-30,2013-08-09 12:10:38+00:00,72415000.0,-18622000.0,47240000.0,198969000.0,0.0,4716967000.0,6845000.0,246058000.0,11894000.0,6710436000.0,1227421000.0,10110237000.0,488418000.0,53604000.0,1162188000.0,,316878000.0,172769000.0,293475000.0,130483000.0,1631287000.0,,14401925000.0,6012864000.0,6234796000.0,6723214000.0,7385236000.0,14401925000.0,221932000.0,1319724000.0,-316768000.0
