company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,FY,,2010-12-31,2012-02-22 16:45:53+00:00,252800000.0,945900000.0,29500000.0,60700000.0,,703300000.0,,1364900000.0,798800000.0,16800000.0,332100000.0,550000000.0,3500000.0,267400000.0,136000000.0,,127300000.0,320700000.0,,,77900000.0,103600000.0,,3214000000.0,-793000000.0,3000000.0,4257600000.0,-60200000.0,1466000000.0,576500000.0,-60200000.0,-56700000.0,4314300000.0,4257600000.0,2241600000.0,3737800000.0,
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,FY,,2011-12-31,2013-02-27 16:10:18+00:00,260700000.0,346100000.0,10600000.0,120800000.0,,2188000000.0,,1366600000.0,702900000.0,389300000.0,336300000.0,525800000.0,3700000.0,204100000.0,248200000.0,,150300000.0,315800000.0,,,89100000.0,74000000.0,,,-77700000.0,21300000.0,3637900000.0,2121000000.0,953500000.0,597800000.0,2120800000.0,2124500000.0,1513400000.0,3637900000.0,2158600000.0,915600000.0,100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3,,2011-09-30,2011-11-10 16:22:46+00:00,314800000.0,404600000.0,-104400000.0,127600000.0,,2864700000.0,548900000.0,1366500000.0,792200000.0,16800000.0,368800000.0,538100000.0,3500000.0,258200000.0,187800000.0,,114100000.0,279200000.0,,,129000000.0,103500000.0,,,-635400000.0,3300000.0,3840900000.0,2124900000.0,1015100000.0,1146200000.0,2124900000.0,2128400000.0,1712500000.0,3840900000.0,2287700000.0,566300000.0,
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2012.0,FY,,2012-12-31,2014-02-26 16:06:14+00:00,287000000.0,381700000.0,30600000.0,336000000.0,,2326400000.0,,1381400000.0,683600000.0,297500000.0,357200000.0,509400000.0,3600000.0,224000000.0,252700000.0,,153000000.0,317400000.0,,,71600000.0,82600000.0,,,41000000.0,28000000.0,3873900000.0,2381100000.0,1227900000.0,632400000.0,2381100000.0,2384700000.0,1489200000.0,3873900000.0,2136600000.0,856800000.0,-16900000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2012.0,Q3,,2012-09-30,2012-11-05 16:17:06+00:00,253500000.0,407100000.0,24300000.0,216100000.0,,2291200000.0,,1368400000.0,698100000.0,339300000.0,392300000.0,497800000.0,3400000.0,205000000.0,229900000.0,,122900000.0,339000000.0,,,81800000.0,78200000.0,,,22600000.0,5300000.0,3784500000.0,2330900000.0,1138400000.0,597800000.0,2330900000.0,2334300000.0,1450200000.0,3784500000.0,2148300000.0,852400000.0,-7200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2012.0,Q2,,2012-06-30,2012-08-07 08:46:05+00:00,287800000.0,405200000.0,10500000.0,147200000.0,,2257800000.0,,1366400000.0,696100000.0,339300000.0,385500000.0,509900000.0,3200000.0,213300000.0,252100000.0,,130200000.0,286500000.0,,,85500000.0,74700000.0,,,-17400000.0,22100000.0,3726000000.0,2254800000.0,1068100000.0,596400000.0,2247000000.0,2250200000.0,1475800000.0,3726000000.0,2148000000.0,879400000.0,3900000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2012.0,Q1,,2012-03-31,2012-05-04 16:06:02+00:00,254700000.0,379300000.0,15000000.0,120600000.0,,2234600000.0,,1367400000.0,701400000.0,409300000.0,350700000.0,515000000.0,3000000.0,213400000.0,250000000.0,,123300000.0,240400000.0,,,89800000.0,74400000.0,,,-65200000.0,21800000.0,3647500000.0,2188300000.0,973900000.0,516900000.0,2180500000.0,2183500000.0,1464000000.0,3647500000.0,2158600000.0,947100000.0,3900000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2013.0,FY,,2013-12-31,2015-02-25 16:06:20+00:00,314800000.0,402800000.0,95400000.0,241400000.0,0.0,2433000000.0,,1433800000.0,628900000.0,350000000.0,428900000.0,468300000.0,3700000.0,197400000.0,108500000.0,,127900000.0,357100000.0,126400000.0,60800000.0,42000000.0,73400000.0,277700000.0,57000000.0,200800000.0,6000000.0,4178100000.0,2649400000.0,1327400000.0,738700000.0,2649400000.0,2653100000.0,1525000000.0,4178100000.0,2382400000.0,786300000.0,-79800000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2013.0,Q3,,2013-09-30,2013-11-01 16:41:24+00:00,344400000.0,517700000.0,51600000.0,157000000.0,,2408000000.0,,1521100000.0,760700000.0,350000000.0,463100000.0,513500000.0,3500000.0,227900000.0,193700000.0,,135800000.0,357900000.0,,,50400000.0,85800000.0,,,156700000.0,5600000.0,4119300000.0,2550500000.0,1273600000.0,707900000.0,2550500000.0,2554000000.0,1565300000.0,4119300000.0,2332200000.0,857400000.0,-65800000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2013.0,Q2,,2013-06-30,2013-07-31 16:18:57+00:00,350100000.0,499800000.0,52100000.0,123600000.0,,2381700000.0,,1521800000.0,764600000.0,357500000.0,438800000.0,522200000.0,2900000.0,230000000.0,196000000.0,,141400000.0,293000000.0,,,53200000.0,81800000.0,,,125800000.0,28600000.0,4065400000.0,2525500000.0,1203600000.0,671700000.0,2525500000.0,2528400000.0,1537000000.0,4065400000.0,2339600000.0,865300000.0,-34100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2013.0,Q1,,2013-03-31,2013-05-03 16:04:50+00:00,300900000.0,429100000.0,57700000.0,258900000.0,,2356400000.0,,1379900000.0,677900000.0,297500000.0,380000000.0,499500000.0,2700000.0,225500000.0,200700000.0,,131200000.0,229900000.0,,,67300000.0,79200000.0,,,78300000.0,28900000.0,3823800000.0,2458500000.0,1199200000.0,559700000.0,2458500000.0,2461200000.0,1362600000.0,3823800000.0,2125100000.0,802900000.0,-33900000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2014.0,FY,,2014-12-31,2016-02-25 16:15:16+00:00,333800000.0,458900000.0,-6700000.0,191900000.0,0.0,2519000000.0,,1467800000.0,656500000.0,643700000.0,462200000.0,539800000.0,3600000.0,150600000.0,216900000.0,,122800000.0,322000000.0,63300000.0,17500000.0,72400000.0,75600000.0,17300000.0,3400000.0,279500000.0,26300000.0,4052900000.0,2259500000.0,1299100000.0,699600000.0,2259500000.0,2263100000.0,1789800000.0,4052900000.0,2214000000.0,1090200000.0,-532300000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2014.0,Q3,,2014-09-30,2014-10-31 16:06:05+00:00,341400000.0,534500000.0,77300000.0,175100000.0,0.0,2503400000.0,,1455600000.0,665900000.0,653800000.0,520900000.0,533300000.0,3400000.0,198200000.0,,,132400000.0,339100000.0,,,63500000.0,178400000.0,,,256500000.0,29700000.0,4081200000.0,2337200000.0,1362900000.0,710200000.0,2337200000.0,2340600000.0,1740600000.0,4081200000.0,2185000000.0,1030400000.0,-500000000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2014.0,Q2,,2014-06-30,2014-07-31 16:05:28+00:00,337700000.0,535300000.0,87800000.0,145000000.0,0.0,2477800000.0,,1520600000.0,744200000.0,595000000.0,521200000.0,540200000.0,3000000.0,243400000.0,,,135600000.0,297100000.0,,,48000000.0,175200000.0,,,315600000.0,10100000.0,4190100000.0,2528600000.0,1337100000.0,644900000.0,2528600000.0,2531600000.0,1658500000.0,4190100000.0,2312800000.0,1013600000.0,-352600000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2014.0,Q1,,2014-03-31,2014-05-01 16:05:54+00:00,319800000.0,482900000.0,87800000.0,124200000.0,0.0,2464100000.0,,1518000000.0,744900000.0,475000000.0,509500000.0,532100000.0,2800000.0,247700000.0,,,148100000.0,237400000.0,,,47100000.0,177200000.0,,,241800000.0,9700000.0,4106800000.0,2637200000.0,1264700000.0,566900000.0,2637200000.0,2640000000.0,1466800000.0,4106800000.0,2310000000.0,899900000.0,-156500000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2015.0,FY,,2015-12-31,2017-02-28 16:23:45+00:00,344200000.0,502600000.0,-52500000.0,238500000.0,0.0,2603900000.0,,1755300000.0,996700000.0,1168700000.0,555600000.0,627900000.0,2900000.0,201700000.0,218400000.0,,121300000.0,412900000.0,,,77800000.0,75200000.0,,,501600000.0,800000.0,4875700000.0,2450900000.0,1418000000.0,757900000.0,2450900000.0,2453800000.0,2421900000.0,4875700000.0,2829800000.0,1664000000.0,-602100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2015.0,Q3,,2015-09-30,2015-10-30 16:31:48+00:00,353600000.0,557000000.0,-39100000.0,350600000.0,0.0,2583400000.0,,1800800000.0,982200000.0,1337600000.0,540400000.0,606300000.0,2700000.0,266000000.0,,,175400000.0,420300000.0,,,69500000.0,296600000.0,,,439400000.0,3800000.0,5082200000.0,2401600000.0,1623400000.0,777700000.0,2401600000.0,2404300000.0,2677900000.0,5082200000.0,2852500000.0,1900200000.0,-582100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2015.0,Q2,,2015-06-30,2015-07-29 16:11:13+00:00,352600000.0,573500000.0,-24500000.0,223500000.0,0.0,2561600000.0,,1904700000.0,858800000.0,1389800000.0,546400000.0,582000000.0,2400000.0,230200000.0,,,153900000.0,320200000.0,32600000.0,9500000.0,72100000.0,291800000.0,19000000.0,2600000.0,376700000.0,0.0,4966500000.0,2367400000.0,1529900000.0,682300000.0,2367400000.0,2369800000.0,2596700000.0,4966500000.0,2854600000.0,1914400000.0,-546400000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2015.0,Q1,,2015-03-31,2015-05-05 16:07:00+00:00,327400000.0,477200000.0,-26100000.0,179400000.0,0.0,2547500000.0,,1454400000.0,661500000.0,733700000.0,501800000.0,543700000.0,3900000.0,151700000.0,,,139500000.0,243600000.0,38600000.0,11800000.0,70900000.0,289500000.0,18300000.0,2700000.0,319500000.0,26300000.0,4085300000.0,2294700000.0,1336500000.0,609100000.0,2294700000.0,2298600000.0,1786700000.0,4085300000.0,2205100000.0,1177600000.0,-546200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2016.0,FY,,2016-12-31,2018-02-28 16:18:12+00:00,393800000.0,550700000.0,-71900000.0,251500000.0,0.0,2655500000.0,,1833800000.0,1107000000.0,1431100000.0,531100000.0,662500000.0,1500000.0,163500000.0,216200000.0,,111900000.0,449000000.0,,,80000000.0,111900000.0,,,814600000.0,,5128500000.0,2361500000.0,1445200000.0,842800000.0,2361500000.0,2363000000.0,2765500000.0,5128500000.0,3020800000.0,1922700000.0,-1036700000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2016.0,Q3,,2016-09-30,2016-11-02 16:32:07+00:00,361900000.0,568800000.0,-52200000.0,278600000.0,0.0,2647200000.0,,1835000000.0,1113900000.0,1585800000.0,562500000.0,642900000.0,1400000.0,170600000.0,208000000.0,,129800000.0,414800000.0,,,81100000.0,111300000.0,,,738400000.0,,5212600000.0,2358800000.0,1539700000.0,776700000.0,2358800000.0,2360200000.0,2852400000.0,5212600000.0,3030000000.0,2075700000.0,-974600000.0
