company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:45:53+00:00,,16100000.0,-10400000.0,101300000.0,115000000.0,,-6800000.0,154700000.0,,1100000.0,-221800000.0,-32000000.0,269300000.0,-221800000.0,-32000000.0,269300000.0,8700000.0,-38200000.0,-38200000.0,21700000.0,21700000.0,,,,-43300000.0,-244600000.0,,11300000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,Q4,2010-10-01,2010-12-31,,,3700000.0,,122300000.0,26900000.0,,1000000.0,33900000.0,-15100000.0,600000.0,-52300000.0,-28400000.0,82800000.0,-52300000.0,-28400000.0,82800000.0,3100000.0,17300000.0,17300000.0,1000000.0,20300000.0,,,,-30100000.0,-58100000.0,,1700000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:10:18+00:00,,15700000.0,,122300000.0,95900000.0,,1100000.0,-48100000.0,,2000000.0,-81400000.0,-55700000.0,138900000.0,-81400000.0,-55700000.0,138900000.0,2900000.0,65000000.0,65000000.0,10400000.0,20300000.0,,,,-58300000.0,-103700000.0,,2600000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-10 16:22:46+00:00,,12000000.0,,,69000000.0,,100000.0,-82000000.0,15100000.0,1400000.0,-29100000.0,-27300000.0,56100000.0,-29100000.0,-27300000.0,56100000.0,-200000.0,47700000.0,47700000.0,9400000.0,,,,,-28200000.0,-45600000.0,,900000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q4,2011-10-01,2011-12-31,,,3400000.0,,66300000.0,32100000.0,,200000.0,10400000.0,,527500000.0,-132400000.0,-27000000.0,152400000.0,-132400000.0,-27000000.0,152400000.0,-6800000.0,-70900000.0,-70900000.0,177400000.0,11900000.0,,-548900000.0,,-27100000.0,-122900000.0,,100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:06:14+00:00,-6000000.0,14400000.0,,66300000.0,97100000.0,,-800000.0,-90700000.0,,602600000.0,-43500000.0,-71000000.0,175400000.0,-43500000.0,-71000000.0,175400000.0,60100000.0,-34600000.0,-34600000.0,189200000.0,27800000.0,,-548900000.0,,-68500000.0,-125000000.0,,3500000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3TTM,2010-10-01,2011-09-30,,-6000000.0,14700000.0,,122300000.0,91900000.0,,,-67200000.0,-15100000.0,75700000.0,36600000.0,-72400000.0,105800000.0,36600000.0,-72400000.0,105800000.0,70000000.0,53600000.0,53600000.0,12800000.0,36200000.0,,,,-71500000.0,-60200000.0,,5100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3,2011-07-01,2011-09-30,,-6000000.0,3500000.0,,,22700000.0,,-2200000.0,-2400000.0,,39500000.0,43600000.0,-19600000.0,32700000.0,43600000.0,-19600000.0,32700000.0,54500000.0,2500000.0,2500000.0,6400000.0,6000000.0,,,,-13800000.0,-1900000.0,,200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 16:17:06+00:00,-6000000.0,11000000.0,,,65000000.0,,-1000000.0,-101100000.0,,75100000.0,88900000.0,-44000000.0,23000000.0,88900000.0,-44000000.0,23000000.0,66900000.0,36300000.0,36300000.0,11800000.0,15900000.0,,,,-41400000.0,-2100000.0,,3400000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q2,2011-04-01,2011-06-30,,,3800000.0,,,21200000.0,,1100000.0,-13600000.0,,-44800000.0,-39600000.0,-14500000.0,58200000.0,-39600000.0,-14500000.0,58200000.0,5200000.0,44100000.0,44100000.0,2700000.0,4900000.0,,,,-17600000.0,300000.0,,3100000.0
