company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2009.0,FY,2009-01-01,2009-12-31,2012-02-22 16:45:53+00:00,16100000.0,-0.25,-0.25,,-0.25,,8100000.0,-38200000.0,-38200000.0,,-39000000.0,800000.0,2101700000.0,3006800000.0,1000000.0,21800000.0,813100000.0,2101700000.0,905100000.0,85200000.0,851000000.0,54100000.0,-84200000.0,-30100000.0,3006800000.0,155100000.0,156000000.0,156000000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:10:18+00:00,15700000.0,0.41,0.41,,0.41,,18100000.0,65000000.0,65000000.0,,63800000.0,1200000.0,2177100000.0,3233500000.0,1000000.0,8000000.0,834300000.0,2177100000.0,1056400000.0,116300000.0,858000000.0,198400000.0,-115300000.0,83100000.0,3233500000.0,155600000.0,155100000.0,155100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2010.0,Q3,2010-07-01,2010-09-30,2011-11-10 16:22:46+00:00,3700000.0,0.18,0.18,,0.18,,9100000.0,27700000.0,27700000.0,,27400000.0,300000.0,541200000.0,813100000.0,800000.0,100000.0,202800000.0,541200000.0,271900000.0,29300000.0,206600000.0,65300000.0,-28500000.0,36800000.0,813100000.0,155100000.0,152200000.0,152200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q4,2011-10-01,2011-12-31,,3400000.0,-0.45,-0.45,,-0.45,90000000.0,-41200000.0,-70900000.0,-70900000.0,,-71000000.0,100000.0,637000000.0,876100000.0,300000.0,2900000.0,252200000.0,637000000.0,239100000.0,3000000.0,348500000.0,-109400000.0,-2700000.0,-112100000.0,876100000.0,154800000.0,155200000.0,155200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:06:14+00:00,14400000.0,-0.23,-0.23,,-0.23,90000000.0,-9000000.0,-34600000.0,-34600000.0,,-35600000.0,1000000.0,2332100000.0,3328600000.0,-1600000.0,7100000.0,900600000.0,2332100000.0,996500000.0,26400000.0,1012100000.0,-15600000.0,-28000000.0,-43600000.0,3328600000.0,154800000.0,155200000.0,155200000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3YTD,2011-01-01,2011-09-30,,11000000.0,0.22,0.22,,0.22,,32200000.0,36300000.0,36300000.0,,35400000.0,900000.0,1695100000.0,2452500000.0,-1900000.0,4200000.0,648400000.0,1695100000.0,757400000.0,23400000.0,663600000.0,93800000.0,-25300000.0,68500000.0,2452500000.0,220000000.0,220000000.0,220000000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 16:17:06+00:00,3500000.0,0.01,0.01,,0.01,,16400000.0,2500000.0,2500000.0,,2200000.0,300000.0,592200000.0,848000000.0,-1800000.0,3500000.0,228000000.0,592200000.0,255800000.0,100000.0,235000000.0,20800000.0,-1900000.0,18900000.0,848000000.0,220000000.0,220000000.0,220000000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q2YTD,2011-01-01,2011-06-30,,7500000.0,0.21,0.21,,0.21,,15800000.0,33800000.0,33800000.0,,33200000.0,600000.0,1102900000.0,1604500000.0,-100000.0,700000.0,420400000.0,1102900000.0,501600000.0,23300000.0,428600000.0,73000000.0,-23400000.0,49600000.0,1604500000.0,155100000.0,155100000.0,155100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 08:46:05+00:00,3800000.0,0.28,0.28,,0.28,,20500000.0,44100000.0,44100000.0,,43700000.0,400000.0,598400000.0,889700000.0,-100000.0,400000.0,221900000.0,598400000.0,291300000.0,500000.0,226100000.0,65200000.0,-600000.0,64600000.0,889700000.0,155100000.0,155100000.0,155100000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:06:02+00:00,3700000.0,-0.07,-0.07,,-0.07,,-4700000.0,-10300000.0,-10300000.0,,-10500000.0,200000.0,504500000.0,714800000.0,,300000.0,198500000.0,504500000.0,210300000.0,22800000.0,202500000.0,7800000.0,-22800000.0,-15000000.0,714800000.0,150000000.0,150000000.0,150000000.0
Fortune Brands Home & Security Inc,FBHS,54930032LHW54PQUJD44,1519751,2012.0,Q4,2012-10-01,2012-12-31,,-1200000.0,0.11,0.11,,0.1,13200000.0,-20200000.0,18600000.0,7200000.0,11400000.0,18400000.0,200000.0,316500000.0,491600000.0,-100000.0,600000.0,173500000.0,316500000.0,175100000.0,1900000.0,186100000.0,-11000000.0,-2000000.0,-13000000.0,491600000.0,160400000.0,160600000.0,166100000.0
