company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Lorillard Inc ,LO,,1424847,2008.0,FY,,2008-12-31,2010-02-25 16:22:35+00:00,30000000.0,62000000.0,255000000.0,-158000000.0,1191000000.0,,224000000.0,454000000.0,14000000.0,36000000.0,,,0.0,,255000000.0,218000000.0,71000000.0,317000000.0,,974000000.0,34000000.0,100000000.0,965000000.0,,2321000000.0,631000000.0,1962000000.0,1273000000.0,631000000.0,631000000.0,1690000000.0,2321000000.0,141000000.0,417000000.0,0.0,-400000000.0
Lorillard Inc ,LO,,1424847,2009.0,FY,,2009-12-31,2011-02-18 08:09:03+00:00,23000000.0,50000000.0,318000000.0,-121000000.0,1384000000.0,,236000000.0,466000000.0,14000000.0,60000000.0,,,722000000.0,,281000000.0,237000000.0,48000000.0,300000000.0,0.0,982000000.0,49000000.0,129000000.0,1282000000.0,,2575000000.0,87000000.0,2181000000.0,1337000000.0,87000000.0,87000000.0,2488000000.0,2575000000.0,157000000.0,1151000000.0,0.0,-1310000000.0
Lorillard Inc ,LO,,1424847,2009.0,Q3,,2009-09-30,2009-10-29 13:45:21+00:00,18000000.0,38000000.0,306000000.0,-149000000.0,1514000000.0,,234000000.0,456000000.0,9000000.0,38000000.0,,,751000000.0,,297000000.0,231000000.0,64000000.0,312000000.0,79000000.0,884000000.0,44000000.0,100000000.0,1198000000.0,,2761000000.0,381000000.0,2384000000.0,1217000000.0,381000000.0,381000000.0,2380000000.0,2761000000.0,146000000.0,1163000000.0,0.0,-902000000.0
Lorillard Inc ,LO,,1424847,2009.0,Q2,,2009-06-30,2009-07-30 12:02:31+00:00,23000000.0,50000000.0,386000000.0,-152000000.0,1558000000.0,0.0,231000000.0,454000000.0,5000000.0,37000000.0,,,750000000.0,,326000000.0,221000000.0,67000000.0,309000000.0,75000000.0,604000000.0,46000000.0,98000000.0,1126000000.0,,2834000000.0,659000000.0,2463000000.0,1018000000.0,659000000.0,659000000.0,2175000000.0,2834000000.0,150000000.0,1157000000.0,0.0,-546000000.0
Lorillard Inc ,LO,,1424847,2010.0,FY,,2010-12-31,2012-02-21 10:45:46+00:00,27000000.0,77000000.0,333000000.0,-109000000.0,2063000000.0,0.0,244000000.0,503000000.0,6000000.0,66000000.0,,,1769000000.0,,277000000.0,243000000.0,6000000.0,284000000.0,15000000.0,1060000000.0,46000000.0,42000000.0,1666000000.0,,3296000000.0,-225000000.0,2935000000.0,1426000000.0,-225000000.0,-225000000.0,3521000000.0,3296000000.0,118000000.0,2095000000.0,0.0,-2026000000.0
Lorillard Inc ,LO,,1424847,2010.0,Q3,,2010-09-30,2010-10-27 14:22:09+00:00,18000000.0,39000000.0,401000000.0,-109000000.0,2112000000.0,,238000000.0,453000000.0,14000000.0,68000000.0,,,1816000000.0,,311000000.0,239000000.0,46000000.0,292000000.0,139000000.0,956000000.0,97000000.0,45000000.0,1574000000.0,,3504000000.0,-38000000.0,3054000000.0,1389000000.0,-38000000.0,-38000000.0,3542000000.0,3504000000.0,211000000.0,2153000000.0,0.0,-1741000000.0
Lorillard Inc ,LO,,1424847,2010.0,Q2,,2010-06-30,2010-07-29 09:12:40+00:00,28000000.0,44000000.0,388000000.0,-112000000.0,1791000000.0,,238000000.0,453000000.0,4000000.0,67000000.0,,,1785000000.0,,317000000.0,237000000.0,46000000.0,293000000.0,119000000.0,650000000.0,66000000.0,46000000.0,1470000000.0,,3140000000.0,-54000000.0,2724000000.0,1070000000.0,-54000000.0,-54000000.0,3194000000.0,3140000000.0,179000000.0,2124000000.0,0.0,-1650000000.0
Lorillard Inc ,LO,,1424847,2010.0,Q1,,2010-03-31,2010-05-06 08:21:30+00:00,79000000.0,57000000.0,311000000.0,-117000000.0,1659000000.0,,235000000.0,467000000.0,138000000.0,61000000.0,,,735000000.0,,321000000.0,238000000.0,47000000.0,294000000.0,,1258000000.0,52000000.0,124000000.0,1359000000.0,,2902000000.0,-37000000.0,2504000000.0,1786000000.0,-37000000.0,-37000000.0,2939000000.0,2902000000.0,160000000.0,1153000000.0,0.0,-1514000000.0
Lorillard Inc ,LO,,1424847,2011.0,FY,,2011-12-31,2013-02-19 07:20:39+00:00,32000000.0,93000000.0,296000000.0,-228000000.0,1634000000.0,0.0,268000000.0,535000000.0,6000000.0,,0.0,,2595000000.0,,277000000.0,262000000.0,54000000.0,388000000.0,25000000.0,1151000000.0,128000000.0,53000000.0,2059000000.0,,3008000000.0,-1513000000.0,2564000000.0,1485000000.0,-1513000000.0,-1513000000.0,4521000000.0,3008000000.0,182000000.0,3036000000.0,0.0,-3612000000.0
Lorillard Inc ,LO,,1424847,2011.0,Q3,,2011-09-30,2011-10-26 17:46:35+00:00,16000000.0,38000000.0,327000000.0,-111000000.0,1705000000.0,0.0,262000000.0,509000000.0,5000000.0,68000000.0,,,2590000000.0,,319000000.0,248000000.0,8000000.0,279000000.0,133000000.0,1057000000.0,124000000.0,52000000.0,1922000000.0,,3152000000.0,-1174000000.0,2704000000.0,1405000000.0,-1174000000.0,-1174000000.0,4326000000.0,3152000000.0,200000000.0,2921000000.0,0.0,-3247000000.0
