company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2007.0,FY,2006-11-01,2007-10-31,2010-02-05 17:06:02+00:00,783000000.0,2.76,2.76,,2.68,,1913000000.0,7264000000.0,7264000000.0,,7264000000.0,78394000000.0,104286000000.0,289000000.0,458000000.0,,-517000000.0,3801000000.0,387000000.0,12430000000.0,78683000000.0,25603000000.0,16884000000.0,8719000000.0,458000000.0,9177000000.0,104286000000.0,2631900000.0,2630000000.0,2716000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,FY,2007-11-01,2008-10-31,2010-12-15 17:28:03+00:00,1012000000.0,3.35,3.35,0.32,3.25,,2144000000.0,8329000000.0,8329000000.0,,8329000000.0,89370000000.0,118364000000.0,329000000.0,,,,3543000000.0,311000000.0,13326000000.0,89699000000.0,28665000000.0,18192000000.0,10473000000.0,,10473000000.0,118364000000.0,2486300000.0,2483000000.0,2567000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,Q3,2008-05-01,2008-07-31,2009-09-04 21:13:17+00:00,213000000.0,0.82,0.82,0.16,0.8,,525000000.0,2027000000.0,2027000000.0,,2027000000.0,21118000000.0,28032000000.0,79000000.0,23000000.0,,,895000000.0,5000000.0,3193000000.0,21197000000.0,6835000000.0,4306000000.0,2529000000.0,23000000.0,2552000000.0,28032000000.0,2472000000.0,2459000000.0,2533000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,FY,2008-11-01,2009-10-31,2010-12-15 17:28:03+00:00,1578000000.0,3.21,3.21,0.32,3.14,,1755000000.0,7660000000.0,7660000000.0,,7660000000.0,87198000000.0,114552000000.0,326000000.0,-721000000.0,,,2819000000.0,882000000.0,11613000000.0,87524000000.0,27028000000.0,16892000000.0,10136000000.0,-721000000.0,9415000000.0,114552000000.0,2386300000.0,2388000000.0,2437000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q4,2009-08-01,2009-10-31,,407000000.0,1.02,1.02,,0.99,,589000000.0,2412000000.0,2412000000.0,,2412000000.0,23365000000.0,30777000000.0,75000000.0,-132000000.0,,,698000000.0,98000000.0,3001000000.0,23440000000.0,7337000000.0,4204000000.0,3133000000.0,-132000000.0,3001000000.0,30777000000.0,2386300000.0,2388000000.0,2437000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3,2009-05-01,2009-07-31,2010-09-09 06:05:01+00:00,379000000.0,0.7,0.7,0.16,0.69,,365000000.0,1671000000.0,1671000000.0,,1671000000.0,20950000000.0,27585000000.0,81000000.0,-177000000.0,0.0,,667000000.0,421000000.0,2874000000.0,21031000000.0,6554000000.0,4341000000.0,2213000000.0,-177000000.0,2036000000.0,27585000000.0,2387100000.0,2382000000.0,2436000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3YTD,2008-11-01,2009-07-31,,1171000000.0,2.19,2.19,0.32,2.15,,1166000000.0,5248000000.0,5248000000.0,,5248000000.0,63798000000.0,83775000000.0,251000000.0,-589000000.0,,,2121000000.0,784000000.0,8647000000.0,64049000000.0,19726000000.0,12723000000.0,7003000000.0,-589000000.0,6414000000.0,83775000000.0,2387100000.0,2382000000.0,2436000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q2,2009-02-01,2009-04-30,2010-06-08 16:46:15+00:00,380000000.0,0.72,0.72,0.0,0.71,,392000000.0,1721000000.0,1721000000.0,,1721000000.0,20861000000.0,27383000000.0,84000000.0,-180000000.0,0.0,,716000000.0,169000000.0,2880000000.0,20945000000.0,6438000000.0,4145000000.0,2293000000.0,-180000000.0,2113000000.0,27383000000.0,2390300000.0,2394000000.0,2438000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q2YTD,2008-11-01,2009-04-30,,792000000.0,1.49,1.49,0.16,1.46,,801000000.0,3577000000.0,3577000000.0,,3577000000.0,42848000000.0,56190000000.0,170000000.0,-412000000.0,,,1454000000.0,363000000.0,5773000000.0,43018000000.0,13172000000.0,8382000000.0,4790000000.0,-412000000.0,4378000000.0,56190000000.0,2390300000.0,2394000000.0,2438000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,FY,2009-11-01,2010-10-31,2011-12-14 17:26:45+00:00,1484000000.0,3.78,3.78,0.32,3.69,,2213000000.0,8761000000.0,8761000000.0,,8761000000.0,95654000000.0,126033000000.0,302000000.0,-505000000.0,,,2959000000.0,1437000000.0,12718000000.0,95956000000.0,30077000000.0,18598000000.0,11479000000.0,-505000000.0,10974000000.0,126033000000.0,2317700000.0,2319000000.0,2372000000.0
