company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,FY,,2008-10-31,2010-02-05 17:06:02+00:00,14917000000.0,16928000000.0,-65000000.0,10153000000.0,,14036000000.0,6287000000.0,869000000.0,4159000000.0,32335000000.0,7962000000.0,7676000000.0,7879000000.0,10838000000.0,,2314000000.0,14361000000.0,16531000000.0,,,10468000000.0,13774000000.0,,,24971000000.0,10176000000.0,93000000.0,113331000000.0,38942000000.0,51728000000.0,52939000000.0,38942000000.0,38942000000.0,74389000000.0,113331000000.0,50765000000.0,21450000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,FY,,2009-10-31,2010-12-15 17:28:03+00:00,14809000000.0,16537000000.0,-3247000000.0,13279000000.0,,13828000000.0,6182000000.0,910000000.0,4071000000.0,33109000000.0,6600000000.0,13980000000.0,6128000000.0,11262000000.0,247000000.0,2675000000.0,13865000000.0,15181000000.0,,,11289000000.0,17052000000.0,,,29936000000.0,1850000000.0,55000000.0,114799000000.0,40517000000.0,52539000000.0,43003000000.0,40517000000.0,40764000000.0,74035000000.0,114799000000.0,50998000000.0,31032000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3,,2009-07-31,2009-09-04 21:13:17+00:00,12778000000.0,14735000000.0,-796000000.0,13521000000.0,0.0,13822000000.0,6458000000.0,786000000.0,3596000000.0,33277000000.0,6902000000.0,13892000000.0,5850000000.0,11194000000.0,,2532000000.0,12138000000.0,14904000000.0,,,10857000000.0,13835000000.0,,,28509000000.0,3288000000.0,66000000.0,111072000000.0,41535000000.0,48842000000.0,41810000000.0,41535000000.0,41535000000.0,69537000000.0,111072000000.0,51036000000.0,27727000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,FY,,2010-10-31,2011-12-14 17:26:45+00:00,14365000000.0,18481000000.0,-3837000000.0,10929000000.0,0.0,11591000000.0,6727000000.0,802000000.0,4256000000.0,38483000000.0,7848000000.0,15258000000.0,6466000000.0,11763000000.0,332000000.0,2986000000.0,15322000000.0,16207000000.0,,,12225000000.0,19061000000.0,,,32695000000.0,7046000000.0,,124503000000.0,40449000000.0,54184000000.0,49403000000.0,40449000000.0,40781000000.0,83722000000.0,124503000000.0,58556000000.0,34319000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q3,,2010-07-31,2010-09-09 06:05:01+00:00,14885000000.0,15621000000.0,-2940000000.0,14718000000.0,0.0,13691000000.0,6583000000.0,947000000.0,3703000000.0,35409000000.0,7085000000.0,12204000000.0,7206000000.0,11477000000.0,300000000.0,2799000000.0,14016000000.0,15328000000.0,,,11681000000.0,15690000000.0,,,31784000000.0,7842000000.0,5000000.0,120017000000.0,42535000000.0,54365000000.0,49288000000.0,42535000000.0,42835000000.0,77182000000.0,120017000000.0,54175000000.0,27894000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q2,,2010-04-30,2010-06-08 16:46:15+00:00,13350000000.0,14753000000.0,-2756000000.0,14131000000.0,0.0,14636000000.0,6526000000.0,1043000000.0,3410000000.0,34312000000.0,7019000000.0,13728000000.0,6436000000.0,11242000000.0,301000000.0,2795000000.0,13541000000.0,14008000000.0,,,11726000000.0,16183000000.0,,,31631000000.0,3934000000.0,39000000.0,115994000000.0,43511000000.0,51695000000.0,42271000000.0,43511000000.0,43812000000.0,72182000000.0,115994000000.0,53057000000.0,29911000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q1,,2010-01-31,2010-03-11 16:16:22+00:00,13557000000.0,14503000000.0,-2944000000.0,13547000000.0,0.0,14181000000.0,6412000000.0,983000000.0,3038000000.0,33068000000.0,6266000000.0,14009000000.0,6630000000.0,11164000000.0,263000000.0,2765000000.0,14192000000.0,15021000000.0,,,11423000000.0,16845000000.0,,,30391000000.0,1862000000.0,60000000.0,113618000000.0,41628000000.0,51697000000.0,40873000000.0,41628000000.0,41891000000.0,71727000000.0,113618000000.0,50757000000.0,30854000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2011.0,FY,,2011-10-31,2012-12-27 16:55:25+00:00,14750000000.0,18224000000.0,-3498000000.0,8043000000.0,0.0,6857000000.0,7449000000.0,1048000000.0,3999000000.0,44551000000.0,10898000000.0,22551000000.0,7490000000.0,12292000000.0,379000000.0,3162000000.0,14102000000.0,15113000000.0,,,10755000000.0,17520000000.0,,,35266000000.0,8083000000.0,,129517000000.0,38625000000.0,51021000000.0,50442000000.0,38625000000.0,39004000000.0,90513000000.0,129517000000.0,66204000000.0,40071000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2011.0,Q3,,2011-07-31,2011-09-09 16:55:48+00:00,14489000000.0,18121000000.0,-3274000000.0,12953000000.0,0.0,6998000000.0,7390000000.0,788000000.0,3728000000.0,38772000000.0,6729000000.0,19030000000.0,7427000000.0,11959000000.0,395000000.0,3167000000.0,14611000000.0,15877000000.0,,,11178000000.0,17731000000.0,,,35099000000.0,6666000000.0,,124917000000.0,38823000000.0,56279000000.0,48938000000.0,38823000000.0,39218000000.0,85699000000.0,124917000000.0,56679000000.0,36761000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2011.0,Q2,,2011-04-30,2011-06-08 17:15:37+00:00,14222000000.0,18621000000.0,-3592000000.0,12738000000.0,0.0,9863000000.0,7397000000.0,848000000.0,3563000000.0,38762000000.0,7080000000.0,14512000000.0,6778000000.0,11890000000.0,372000000.0,3179000000.0,14759000000.0,16934000000.0,,,11320000000.0,17450000000.0,,,35152000000.0,8406000000.0,,125127000000.0,41423000000.0,56075000000.0,51370000000.0,41423000000.0,41795000000.0,83332000000.0,125127000000.0,57162000000.0,31962000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2011.0,Q1,,2011-01-31,2011-03-10 21:52:39+00:00,13453000000.0,16552000000.0,-3698000000.0,9934000000.0,0.0,10899000000.0,6927000000.0,789000000.0,2976000000.0,38506000000.0,7431000000.0,17022000000.0,6747000000.0,11575000000.0,341000000.0,2982000000.0,15189000000.0,16084000000.0,,,11017000000.0,17754000000.0,,,34005000000.0,3381000000.0,,119933000000.0,41206000000.0,51404000000.0,43610000000.0,41206000000.0,41547000000.0,78386000000.0,119933000000.0,56954000000.0,34776000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2012.0,FY,,2012-10-31,2013-12-27 21:39:08+00:00,13350000000.0,16407000000.0,-5559000000.0,11301000000.0,0.0,6474000000.0,7494000000.0,846000000.0,4058000000.0,31069000000.0,4515000000.0,21789000000.0,6317000000.0,11954000000.0,397000000.0,3252000000.0,13360000000.0,14271000000.0,,,10593000000.0,17480000000.0,,,21521000000.0,6647000000.0,,108768000000.0,22436000000.0,50637000000.0,46666000000.0,22436000000.0,22833000000.0,85935000000.0,108768000000.0,46177000000.0,39269000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2012.0,Q3,,2012-07-31,2012-09-07 21:51:12+00:00,12554000000.0,15686000000.0,-3276000000.0,9509000000.0,0.0,6498000000.0,7598000000.0,712000000.0,3701000000.0,36805000000.0,7966000000.0,24063000000.0,7292000000.0,12069000000.0,409000000.0,3116000000.0,14634000000.0,14673000000.0,,,10479000000.0,16564000000.0,,,28379000000.0,5681000000.0,,117556000000.0,31601000000.0,50237000000.0,44919000000.0,31601000000.0,32010000000.0,85546000000.0,117556000000.0,55250000000.0,40627000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2012.0,Q2,,2012-04-30,2012-06-08 17:19:52+00:00,12900000000.0,16609000000.0,-3066000000.0,8311000000.0,0.0,6596000000.0,7582000000.0,871000000.0,3609000000.0,44938000000.0,9808000000.0,25825000000.0,7306000000.0,12236000000.0,409000000.0,3139000000.0,14324000000.0,13585000000.0,,,11018000000.0,17368000000.0,,,37758000000.0,4252000000.0,,127689000000.0,41288000000.0,49689000000.0,42799000000.0,41288000000.0,41697000000.0,85992000000.0,127689000000.0,65764000000.0,43193000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2012.0,Q1,,2012-01-31,2012-03-12 16:55:32+00:00,12375000000.0,15892000000.0,-3507000000.0,8113000000.0,0.0,6486000000.0,7530000000.0,929000000.0,3136000000.0,44639000000.0,10029000000.0,25462000000.0,7271000000.0,12122000000.0,410000000.0,3123000000.0,14350000000.0,14885000000.0,,,11057000000.0,17269000000.0,,,36183000000.0,5438000000.0,,126596000000.0,39162000000.0,48749000000.0,44293000000.0,39162000000.0,39572000000.0,87024000000.0,126596000000.0,65725000000.0,42731000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2013.0,FY,,2013-10-31,2014-09-08 19:16:37+00:00,14019000000.0,15876000000.0,-3778000000.0,12163000000.0,0.0,5484000000.0,6477000000.0,1203000000.0,4436000000.0,31124000000.0,3169000000.0,16608000000.0,6046000000.0,11463000000.0,387000000.0,3144000000.0,13135000000.0,13407000000.0,,,9556000000.0,15891000000.0,,,25563000000.0,5979000000.0,,105676000000.0,27269000000.0,50364000000.0,45521000000.0,27269000000.0,27656000000.0,78020000000.0,105676000000.0,43849000000.0,32499000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2013.0,Q3,,2013-07-31,2013-09-06 21:44:02+00:00,13293000000.0,14336000000.0,-5433000000.0,13251000000.0,0.0,5887000000.0,6571000000.0,979000000.0,4075000000.0,31116000000.0,3485000000.0,17124000000.0,6540000000.0,11328000000.0,375000000.0,3113000000.0,12718000000.0,13470000000.0,,,9913000000.0,17686000000.0,,,24149000000.0,7624000000.0,,105800000000.0,24603000000.0,49958000000.0,46012000000.0,24603000000.0,24978000000.0,80822000000.0,105800000000.0,44514000000.0,34810000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2013.0,Q2,,2013-04-30,2013-06-06 17:27:24+00:00,12313000000.0,14606000000.0,-5522000000.0,13240000000.0,0.0,5736000000.0,6757000000.0,1015000000.0,3836000000.0,31133000000.0,3869000000.0,19863000000.0,5999000000.0,11476000000.0,399000000.0,3212000000.0,12514000000.0,13809000000.0,,,10205000000.0,17801000000.0,,,23319000000.0,6928000000.0,,106254000000.0,23533000000.0,49571000000.0,44658000000.0,23533000000.0,23932000000.0,82322000000.0,106254000000.0,45207000000.0,37664000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2013.0,Q1,,2013-01-31,2013-03-11 17:29:05+00:00,11660000000.0,14236000000.0,-5672000000.0,12589000000.0,0.0,6328000000.0,7603000000.0,851000000.0,3520000000.0,31031000000.0,4183000000.0,21752000000.0,6374000000.0,11686000000.0,395000000.0,3316000000.0,13037000000.0,14277000000.0,,,10249000000.0,17273000000.0,,,22239000000.0,6475000000.0,,106701000000.0,22895000000.0,49552000000.0,44386000000.0,22895000000.0,23290000000.0,83411000000.0,106701000000.0,45463000000.0,39025000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2014.0,FY,,2014-10-31,2015-03-11 17:23:41+00:00,15903000000.0,13832000000.0,-5881000000.0,15133000000.0,0.0,3448000000.0,6143000000.0,1017000000.0,4209000000.0,31139000000.0,2128000000.0,16039000000.0,6415000000.0,11340000000.0,396000000.0,2946000000.0,11819000000.0,12977000000.0,,,8454000000.0,16305000000.0,,,29164000000.0,3486000000.0,,103206000000.0,26731000000.0,50145000000.0,43735000000.0,26731000000.0,27127000000.0,76079000000.0,103206000000.0,41721000000.0,32344000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2014.0,Q3,,2014-07-31,2014-09-08 19:16:37+00:00,15141000000.0,14198000000.0,-3610000000.0,14474000000.0,0.0,4135000000.0,6434000000.0,1228000000.0,4038000000.0,31132000000.0,2336000000.0,17128000000.0,6249000000.0,11434000000.0,393000000.0,3130000000.0,11236000000.0,12930000000.0,,,8981000000.0,14664000000.0,,,27984000000.0,2705000000.0,,103170000000.0,28509000000.0,49287000000.0,42476000000.0,28509000000.0,28902000000.0,74268000000.0,103170000000.0,42449000000.0,31792000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2014.0,Q2,,2014-04-30,2014-06-06 18:46:13+00:00,13521000000.0,14288000000.0,-3829000000.0,15096000000.0,0.0,4356000000.0,6416000000.0,1263000000.0,3662000000.0,31134000000.0,2562000000.0,17190000000.0,5840000000.0,11350000000.0,397000000.0,3112000000.0,11547000000.0,13022000000.0,,,9043000000.0,14920000000.0,,,27658000000.0,5396000000.0,,103972000000.0,28185000000.0,49883000000.0,43280000000.0,28185000000.0,28582000000.0,75390000000.0,103972000000.0,42739000000.0,32110000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2014.0,Q1,,2014-01-31,2014-03-11 17:19:30+00:00,12640000000.0,13492000000.0,-3667000000.0,16165000000.0,0.0,4985000000.0,6754000000.0,1224000000.0,3171000000.0,31131000000.0,2820000000.0,17971000000.0,6004000000.0,11259000000.0,395000000.0,3054000000.0,11969000000.0,13201000000.0,,,9131000000.0,15294000000.0,,,26436000000.0,6621000000.0,,105025000000.0,27754000000.0,50684000000.0,43611000000.0,27754000000.0,28149000000.0,76876000000.0,105025000000.0,43082000000.0,33265000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2015.0,FY,,2015-10-31,2016-12-15 16:44:36+00:00,10194000000.0,4825000000.0,-6302000000.0,7584000000.0,0.0,1981000000.0,1051000000.0,243000000.0,747000000.0,5680000000.0,,6677000000.0,4288000000.0,1492000000.0,383000000.0,,4498000000.0,6241000000.0,30592000000.0,21521000000.0,1592000000.0,7414000000.0,46331000000.0,22449000000.0,32089000000.0,2194000000.0,,106882000000.0,27768000000.0,51787000000.0,42191000000.0,27768000000.0,28151000000.0,78731000000.0,106882000000.0,53603000000.0,36540000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2015.0,Q3,,2015-07-31,2015-09-08 17:21:06+00:00,15549000000.0,12753000000.0,-5848000000.0,17171000000.0,0.0,2119000000.0,6277000000.0,629000000.0,3348000000.0,33025000000.0,2249000000.0,14468000000.0,6700000000.0,11028000000.0,408000000.0,2804000000.0,12570000000.0,12196000000.0,,,8733000000.0,16089000000.0,,,30764000000.0,11034000000.0,,107033000000.0,27035000000.0,51998000000.0,49033000000.0,27035000000.0,27443000000.0,79590000000.0,107033000000.0,44007000000.0,30557000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2015.0,Q2,,2015-04-30,2015-06-08 17:18:50+00:00,14923000000.0,12320000000.0,-6002000000.0,14768000000.0,0.0,2205000000.0,6055000000.0,1144000000.0,3145000000.0,31218000000.0,1729000000.0,15464000000.0,6227000000.0,11014000000.0,401000000.0,2842000000.0,12726000000.0,12325000000.0,,,8552000000.0,15577000000.0,,,30565000000.0,5594000000.0,,101396000000.0,26768000000.0,48883000000.0,43186000000.0,26768000000.0,27169000000.0,74227000000.0,101396000000.0,41499000000.0,31041000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2015.0,Q1,,2015-01-31,2015-03-11 17:23:41+00:00,14873000000.0,12295000000.0,-5675000000.0,12919000000.0,0.0,2556000000.0,6241000000.0,1565000000.0,2900000000.0,31108000000.0,1906000000.0,15552000000.0,6575000000.0,11030000000.0,397000000.0,2907000000.0,13502000000.0,13441000000.0,,,8619000000.0,15876000000.0,,,29626000000.0,3509000000.0,,100861000000.0,26507000000.0,48198000000.0,42529000000.0,26507000000.0,26904000000.0,73957000000.0,100861000000.0,41633000000.0,31428000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2016.0,FY,,2016-10-31,2017-12-14 20:57:22+00:00,11103000000.0,4114000000.0,-1438000000.0,6288000000.0,0.0,1047000000.0,919000000.0,231000000.0,759000000.0,5622000000.0,,6735000000.0,4484000000.0,1736000000.0,,,3582000000.0,5718000000.0,,,3161000000.0,7333000000.0,,,-3498000000.0,78000000.0,,28987000000.0,-3889000000.0,18468000000.0,18808000000.0,-3889000000.0,-3889000000.0,32876000000.0,28987000000.0,8783000000.0,14068000000.0,0.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2016.0,Q3,,2016-07-31,2016-09-01 16:47:26+00:00,10402000000.0,4008000000.0,-947000000.0,5636000000.0,0.0,1003000000.0,877000000.0,162000000.0,712000000.0,5618000000.0,,6760000000.0,3961000000.0,1607000000.0,0.0,,3797000000.0,5886000000.0,0.0,0.0,2597000000.0,6276000000.0,0.0,0.0,-3982000000.0,75000000.0,,27224000000.0,-3926000000.0,17402000000.0,18114000000.0,-3926000000.0,-3926000000.0,31150000000.0,27224000000.0,8215000000.0,13036000000.0,0.0
