company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2007.0,FY,2006-11-01,2007-10-31,2010-02-05 17:06:02+00:00,-6793000000.0,,,2705000000.0,,-833000000.0,3103000000.0,5969000000.0,-5599000000.0,-9123000000.0,9615000000.0,-5599000000.0,-9123000000.0,9615000000.0,-5107000000.0,7264000000.0,7264000000.0,479000000.0,481000000.0,,,-846000000.0,-283000000.0,-3040000000.0,-3419000000.0,-10887000000.0,425000000.0,568000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,Q4,2008-08-01,2008-10-31,,-9770000000.0,,,1133000000.0,,-441000000.0,463000000.0,5082000000.0,2758000000.0,-10664000000.0,3276000000.0,2758000000.0,-10664000000.0,3276000000.0,-4630000000.0,2112000000.0,2112000000.0,472000000.0,80000000.0,,,-196000000.0,-92000000.0,-1024000000.0,-771000000.0,-1900000000.0,68000000.0,154000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,FY,2007-11-01,2008-10-31,2010-12-15 17:28:03+00:00,-11248000000.0,,,3401000000.0,,1850000000.0,1810000000.0,8136000000.0,-2020000000.0,-13711000000.0,14591000000.0,-2020000000.0,-13711000000.0,14591000000.0,-1140000000.0,8329000000.0,8329000000.0,1011000000.0,293000000.0,,,-796000000.0,-178000000.0,-2990000000.0,-1843000000.0,-9620000000.0,280000000.0,425000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2008.0,Q3YTD,2007-11-01,2008-07-31,2009-09-04 21:13:17+00:00,-1478000000.0,,,2268000000.0,,2291000000.0,1347000000.0,3054000000.0,-4778000000.0,-3047000000.0,11315000000.0,-4778000000.0,-3047000000.0,11315000000.0,3490000000.0,6217000000.0,6217000000.0,539000000.0,213000000.0,,,-600000000.0,-86000000.0,-1966000000.0,-1072000000.0,-7720000000.0,212000000.0,271000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q4,2009-08-01,2009-10-31,,-43000000.0,,,0.0,,0.0,901000000.0,22000000.0,-2793000000.0,-882000000.0,3433000000.0,-2793000000.0,-882000000.0,3433000000.0,-242000000.0,2412000000.0,2412000000.0,1021000000.0,95000000.0,,,-190000000.0,-55000000.0,-946000000.0,-1519000000.0,-2102000000.0,68000000.0,94000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,FY,2008-11-01,2009-10-31,2011-12-14 17:26:45+00:00,-391000000.0,,,4780000000.0,,-762000000.0,1837000000.0,6800000000.0,-6673000000.0,-3580000000.0,13379000000.0,-6673000000.0,-3580000000.0,13379000000.0,3126000000.0,7660000000.0,7660000000.0,1701000000.0,162000000.0,,,-766000000.0,-160000000.0,-3695000000.0,-9566000000.0,-5140000000.0,171000000.0,495000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3YTD,2008-11-01,2009-07-31,2010-09-09 06:05:01+00:00,-348000000.0,,,3546000000.0,0.0,-399000000.0,936000000.0,6778000000.0,-3880000000.0,-2698000000.0,9899000000.0,-3880000000.0,-2698000000.0,9946000000.0,3368000000.0,5248000000.0,5248000000.0,1504000000.0,67000000.0,,,-576000000.0,-105000000.0,-2749000000.0,-8047000000.0,-3038000000.0,103000000.0,401000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3TTM,2008-08-01,2009-07-31,,-10118000000.0,,,4679000000.0,,-840000000.0,1399000000.0,11860000000.0,-1122000000.0,-13362000000.0,13175000000.0,-1122000000.0,-13362000000.0,13222000000.0,-1262000000.0,7360000000.0,7360000000.0,1976000000.0,147000000.0,,,-772000000.0,-197000000.0,-3773000000.0,-8818000000.0,-4938000000.0,171000000.0,555000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q3,2009-05-01,2009-07-31,,,,,0.0,,0.0,443000000.0,2000000000.0,-2196000000.0,-990000000.0,3856000000.0,-2196000000.0,-990000000.0,3856000000.0,670000000.0,1671000000.0,1671000000.0,2185000000.0,39000000.0,,,-191000000.0,-50000000.0,-1091000000.0,-3488000000.0,-999000000.0,,151000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q2YTD,2008-11-01,2009-04-30,2010-06-08 16:46:15+00:00,-348000000.0,,,2367000000.0,,-832000000.0,493000000.0,4778000000.0,-1684000000.0,-1708000000.0,6090000000.0,-1684000000.0,-1708000000.0,6090000000.0,2698000000.0,3577000000.0,3577000000.0,978000000.0,28000000.0,,,-385000000.0,-55000000.0,-1658000000.0,-4559000000.0,-2039000000.0,103000000.0,250000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2009.0,Q2,2009-02-01,2009-04-30,,-3000000.0,,,1153000000.0,,1582000000.0,194000000.0,2717000000.0,-2557000000.0,-745000000.0,4964000000.0,-2557000000.0,-745000000.0,4964000000.0,1662000000.0,1721000000.0,1721000000.0,508000000.0,15000000.0,,,-192000000.0,-55000000.0,-842000000.0,-4490000000.0,-801000000.0,57000000.0,98000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,FY,2009-11-01,2010-10-31,2011-12-14 17:26:45+00:00,-8102000000.0,,,4820000000.0,,-3691000000.0,2617000000.0,7312000000.0,-2913000000.0,-11359000000.0,11922000000.0,-2913000000.0,-11359000000.0,11922000000.0,-2350000000.0,8761000000.0,8761000000.0,2032000000.0,294000000.0,125000000.0,,-771000000.0,-51000000.0,-4133000000.0,-1323000000.0,-11042000000.0,200000000.0,602000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q4,2010-08-01,2010-10-31,,-4085000000.0,,,1264000000.0,-125000000.0,-1068000000.0,110000000.0,2198000000.0,-1874000000.0,-5066000000.0,3151000000.0,-1874000000.0,-5066000000.0,3151000000.0,-3789000000.0,2538000000.0,2538000000.0,417000000.0,11000000.0,125000000.0,,-181000000.0,-1000000.0,-1232000000.0,-49000000.0,-3963000000.0,3000000.0,249000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q3YTD,2009-11-01,2010-07-31,2011-09-09 16:55:48+00:00,-4017000000.0,,,3556000000.0,125000000.0,-2623000000.0,2507000000.0,5114000000.0,-1039000000.0,-6293000000.0,8771000000.0,-1039000000.0,-6293000000.0,8771000000.0,1439000000.0,6223000000.0,6223000000.0,1615000000.0,283000000.0,,,-590000000.0,-50000000.0,-2901000000.0,-1274000000.0,-7079000000.0,197000000.0,353000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q3TTM,2009-08-01,2010-07-31,,-4060000000.0,,,4790000000.0,125000000.0,-2986000000.0,3408000000.0,5136000000.0,-3832000000.0,-7175000000.0,12251000000.0,-3832000000.0,-7175000000.0,12204000000.0,1197000000.0,8635000000.0,8635000000.0,1812000000.0,378000000.0,,,-780000000.0,-105000000.0,-3847000000.0,-2793000000.0,-9181000000.0,265000000.0,447000000.0
HP Inc,HPQ,WHKXQACZ14C5XRO8LW03,47217,2010.0,Q3,2010-05-01,2010-07-31,,-1505000000.0,,,1210000000.0,125000000.0,-554000000.0,241000000.0,3209000000.0,-333000000.0,-2353000000.0,3273000000.0,-333000000.0,-2353000000.0,3273000000.0,587000000.0,1773000000.0,1773000000.0,844000000.0,20000000.0,,,-205000000.0,-22000000.0,-1130000000.0,-1030000000.0,-2568000000.0,94000000.0,85000000.0
