company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:01:48+00:00,1.15,1.15,1.1,35500000.0,128900000.0,128900000.0,128900000.0,419600000.0,1237700000.0,-7700000.0,,25100000.0,139200000.0,,480600000.0,419600000.0,818100000.0,7200000.0,6100000.0,644900000.0,173200000.0,-8800000.0,164400000.0,1237700000.0,112100000.0,111700000.0,119200000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:28:20+00:00,2.04,2.04,1.95,75300000.0,229100000.0,229100000.0,229100000.0,399100000.0,1321400000.0,3700000.0,,-63800000.0,175500000.0,,508800000.0,399100000.0,922300000.0,2700000.0,1600000.0,620500000.0,301800000.0,2600000.0,304400000.0,1321400000.0,112300000.0,112500000.0,117500000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:52:23+00:00,0.65,0.65,0.63,20700000.0,73500000.0,73500000.0,73500000.0,98500000.0,325700000.0,200000.0,,-38200000.0,44700000.0,,126100000.0,98500000.0,227200000.0,600000.0,,132600000.0,94600000.0,-400000.0,94200000.0,325700000.0,113100000.0,112700000.0,117500000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:17:57+00:00,0.42,0.42,0.41,15300000.0,47500000.0,47500000.0,47500000.0,101900000.0,335500000.0,2000000.0,,1500000.0,42600000.0,,128500000.0,101900000.0,233600000.0,200000.0,,172600000.0,61000000.0,1800000.0,62800000.0,335500000.0,113100000.0,112400000.0,117000000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,Q4,2010-10-01,2010-12-31,,0.57,0.57,0.57,5300000.0,64800000.0,64800000.0,64800000.0,113500000.0,392400000.0,-7700000.0,-8100000.0,10500000.0,55900000.0,,142400000.0,113500000.0,278900000.0,2200000.0,1800000.0,200700000.0,78200000.0,-8100000.0,70100000.0,392400000.0,113500000.0,113700000.0,119200000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:41:02+00:00,1.92,1.92,1.83,50200000.0,218000000.0,218000000.0,218000000.0,408300000.0,1447000000.0,,-8100000.0,22700000.0,204400000.0,,550000000.0,408300000.0,1038700000.0,2400000.0,900000.0,769000000.0,269700000.0,-1500000.0,268200000.0,1447000000.0,113500000.0,113700000.0,119200000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.35,1.35,1.35,44900000.0,153200000.0,153200000.0,153200000.0,294800000.0,1054600000.0,7700000.0,,12200000.0,148500000.0,,407600000.0,294800000.0,759800000.0,200000.0,-900000.0,568300000.0,191500000.0,6600000.0,198100000.0,1054600000.0,114300000.0,113600000.0,118900000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 16:11:35+00:00,0.42,0.42,0.4,18200000.0,48000000.0,48000000.0,48000000.0,95800000.0,348900000.0,3100000.0,,3900000.0,52700000.0,,133000000.0,95800000.0,253100000.0,,-400000.0,189600000.0,63500000.0,2700000.0,66200000.0,348900000.0,114300000.0,113600000.0,118900000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.93,0.93,0.93,26700000.0,105200000.0,105200000.0,105200000.0,199000000.0,705700000.0,4600000.0,,8300000.0,95800000.0,,274600000.0,199000000.0,506700000.0,200000.0,-500000.0,378700000.0,128000000.0,3900000.0,131900000.0,705700000.0,112700000.0,113400000.0,118800000.0
Edwards Lifesciences Corp,EW,YA13X31F3V31L8TMPR58,1099800,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 17:12:28+00:00,0.51,0.51,0.48,8900000.0,57500000.0,57500000.0,57500000.0,100400000.0,365200000.0,1600000.0,,8300000.0,50600000.0,,140600000.0,100400000.0,264800000.0,,-500000.0,199500000.0,65300000.0,1100000.0,66400000.0,365200000.0,112700000.0,113400000.0,118800000.0
