company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,FY,,2015-08-31,2016-10-20 17:24:02+00:00,10088000000.0,6849000000.0,5225000000.0,-214000000.0,3000000000.0,0.0,9965000000.0,176000000.0,16372000000.0,12351000000.0,13315000000.0,1242000000.0,8678000000.0,15068000000.0,439000000.0,3538000000.0,1130000000.0,,-2000000.0,4092000000.0,4072000000.0,25089000000.0,1068000000.0,68782000000.0,30861000000.0,19657000000.0,16557000000.0,30861000000.0,31300000000.0,37482000000.0,68782000000.0,34057000000.0,20925000000.0,0.0,-3977000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q3,,2015-05-31,2015-07-09 16:17:42+00:00,9932000000.0,6899000000.0,4849000000.0,-141000000.0,4449000000.0,0.0,9901000000.0,184000000.0,17361000000.0,11229000000.0,15055000000.0,0.0,8764000000.0,15241000000.0,366000000.0,3532000000.0,917000000.0,,-3000000.0,5784000000.0,3971000000.0,25460000000.0,1192000000.0,70644000000.0,31563000000.0,21029000000.0,16157000000.0,31563000000.0,31929000000.0,38715000000.0,70644000000.0,34374000000.0,22558000000.0,0.0,-3654000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q2,,2015-02-28,2015-04-09 16:13:41+00:00,10293000000.0,7017000000.0,5140000000.0,-68000000.0,3005000000.0,0.0,9850000000.0,196000000.0,17044000000.0,12225000000.0,16001000000.0,0.0,9379000000.0,15646000000.0,212000000.0,3689000000.0,1314000000.0,,-3000000.0,5727000000.0,3951000000.0,24526000000.0,1061000000.0,71357000000.0,30814000000.0,20715000000.0,16690000000.0,30814000000.0,31026000000.0,40331000000.0,71357000000.0,34996000000.0,23641000000.0,0.0,-3491000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2015.0,Q1,,2014-11-30,2014-12-29 19:49:50+00:00,73000000.0,,24000000.0,-63000000.0,9962000000.0,,0.0,,,,10010000000.0,,,,,,,,,68000000.0,,-14000000.0,,10030000000.0,-77000000.0,9962000000.0,97000000.0,-77000000.0,-77000000.0,10107000000.0,10030000000.0,68000000.0,10010000000.0,0.0,
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,FY,,2016-08-31,2017-10-25 17:08:45+00:00,11000000000.0,6260000000.0,5484000000.0,-2992000000.0,9807000000.0,0.0,10123000000.0,206000000.0,15527000000.0,10302000000.0,18705000000.0,6174000000.0,8956000000.0,14335000000.0,401000000.0,2644000000.0,860000000.0,,-1000000.0,467000000.0,4045000000.0,27684000000.0,323000000.0,72688000000.0,29880000000.0,25883000000.0,17013000000.0,29880000000.0,30281000000.0,42407000000.0,72688000000.0,32470000000.0,25394000000.0,0.0,-4934000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q3,,2016-05-31,2016-07-06 17:06:20+00:00,10337000000.0,6508000000.0,4852000000.0,-1277000000.0,3291000000.0,0.0,10073000000.0,248000000.0,16102000000.0,11556000000.0,13151000000.0,,8931000000.0,14493000000.0,433000000.0,3058000000.0,983000000.0,,-1000000.0,5469000000.0,3999000000.0,27061000000.0,374000000.0,67333000000.0,30881000000.0,19713000000.0,15811000000.0,30881000000.0,31314000000.0,36019000000.0,67333000000.0,33127000000.0,20208000000.0,0.0,-4975000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q2,,2016-02-29,2016-04-05 16:56:45+00:00,9873000000.0,6733000000.0,5050000000.0,-1868000000.0,3586000000.0,0.0,10053000000.0,297000000.0,15796000000.0,11122000000.0,12974000000.0,,9025000000.0,14552000000.0,412000000.0,3107000000.0,1034000000.0,,-1000000.0,4537000000.0,4114000000.0,26348000000.0,1052000000.0,66385000000.0,29506000000.0,20378000000.0,16272000000.0,29506000000.0,29918000000.0,36467000000.0,66385000000.0,31455000000.0,20195000000.0,0.0,-5026000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2016.0,Q1,,2015-11-30,2016-01-07 16:41:23+00:00,10643000000.0,6821000000.0,4886000000.0,-658000000.0,2570000000.0,0.0,10009000000.0,262000000.0,16195000000.0,12040000000.0,13194000000.0,,9884000000.0,14878000000.0,445000000.0,3313000000.0,956000000.0,,-2000000.0,5313000000.0,4122000000.0,25806000000.0,1083000000.0,68657000000.0,30709000000.0,20231000000.0,16874000000.0,30709000000.0,31154000000.0,37503000000.0,68657000000.0,33548000000.0,20629000000.0,0.0,-4446000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,FY,,2017-08-31,2018-10-11 16:21:49+00:00,12494000000.0,6528000000.0,5473000000.0,-3051000000.0,3301000000.0,0.0,10351000000.0,329000000.0,15632000000.0,10156000000.0,12684000000.0,6320000000.0,8899000000.0,13642000000.0,808000000.0,2281000000.0,1025000000.0,,,506000000.0,4223000000.0,30137000000.0,251000000.0,66009000000.0,27466000000.0,19753000000.0,18547000000.0,27466000000.0,28274000000.0,37735000000.0,66009000000.0,32614000000.0,19188000000.0,0.0,-9971000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q3,,2017-05-31,2017-06-29 16:21:59+00:00,11528000000.0,6339000000.0,5065000000.0,-3303000000.0,12253000000.0,0.0,10401000000.0,282000000.0,15516000000.0,10208000000.0,14372000000.0,6323000000.0,8681000000.0,13535000000.0,884000000.0,2403000000.0,879000000.0,,0.0,439000000.0,4201000000.0,29744000000.0,4838000000.0,74173000000.0,30600000000.0,28152000000.0,21713000000.0,30600000000.0,31484000000.0,42689000000.0,74173000000.0,32486000000.0,20976000000.0,0.0,-6242000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q2,,2017-02-28,2017-04-05 16:35:56+00:00,11264000000.0,5674000000.0,4935000000.0,-3809000000.0,11822000000.0,0.0,10174000000.0,326000000.0,15214000000.0,9650000000.0,17758000000.0,6164000000.0,9230000000.0,13528000000.0,354000000.0,2339000000.0,783000000.0,,0.0,440000000.0,4309000000.0,28987000000.0,1153000000.0,72505000000.0,30067000000.0,27509000000.0,17678000000.0,30067000000.0,30421000000.0,42084000000.0,72505000000.0,31468000000.0,24406000000.0,0.0,-5285000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2017.0,Q1,,2016-11-30,2017-01-05 16:22:51+00:00,11372000000.0,6138000000.0,4880000000.0,-3810000000.0,9598000000.0,0.0,10144000000.0,382000000.0,15203000000.0,9728000000.0,17777000000.0,6136000000.0,10039000000.0,13709000000.0,367000000.0,2516000000.0,893000000.0,,0.0,468000000.0,4198000000.0,28332000000.0,1095000000.0,71912000000.0,29325000000.0,26668000000.0,17729000000.0,29325000000.0,29692000000.0,42220000000.0,71912000000.0,31535000000.0,24491000000.0,0.0,-5341000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,FY,,2018-08-31,2019-10-28 16:19:39+00:00,13566000000.0,6573000000.0,5862000000.0,-3002000000.0,785000000.0,0.0,10505000000.0,273000000.0,16914000000.0,11783000000.0,12431000000.0,6610000000.0,9565000000.0,13911000000.0,682000000.0,1815000000.0,923000000.0,,,1060000000.0,5522000000.0,33551000000.0,1966000000.0,68124000000.0,26007000000.0,17846000000.0,21667000000.0,26007000000.0,26689000000.0,41435000000.0,68124000000.0,36367000000.0,19768000000.0,0.0,-15047000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q3,,2018-05-31,2018-06-28 16:18:45+00:00,13089000000.0,7159000000.0,5435000000.0,-2792000000.0,1818000000.0,0.0,10456000000.0,371000000.0,17089000000.0,12111000000.0,12456000000.0,6272000000.0,9889000000.0,13938000000.0,734000000.0,1973000000.0,1122000000.0,,,754000000.0,5771000000.0,32460000000.0,2587000000.0,70152000000.0,27736000000.0,19988000000.0,21482000000.0,27736000000.0,28470000000.0,41682000000.0,70152000000.0,36226000000.0,20200000000.0,0.0,-12388000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q2,,2018-02-28,2018-03-28 16:17:17+00:00,13301000000.0,7281000000.0,5675000000.0,-2163000000.0,1749000000.0,0.0,10420000000.0,443000000.0,17017000000.0,12220000000.0,12532000000.0,6431000000.0,10316000000.0,14045000000.0,823000000.0,1946000000.0,1012000000.0,,,745000000.0,5601000000.0,31513000000.0,3140000000.0,70816000000.0,27355000000.0,20358000000.0,22559000000.0,27355000000.0,28178000000.0,42638000000.0,70816000000.0,36413000000.0,20079000000.0,0.0,-12415000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2018.0,Q1,,2017-11-30,2018-01-04 16:14:51+00:00,13570000000.0,6858000000.0,5183000000.0,-2543000000.0,1830000000.0,0.0,10371000000.0,496000000.0,15931000000.0,10588000000.0,12737000000.0,6028000000.0,10010000000.0,13693000000.0,827000000.0,2319000000.0,983000000.0,,,697000000.0,4289000000.0,30560000000.0,1268000000.0,66618000000.0,25929000000.0,19681000000.0,20517000000.0,25929000000.0,26756000000.0,39862000000.0,66618000000.0,33244000000.0,19345000000.0,0.0,-12459000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,FY,,2019-08-31,2020-07-09 16:09:34+00:00,14341000000.0,7226000000.0,5474000000.0,-3897000000.0,1023000000.0,0.0,10651000000.0,216000000.0,16560000000.0,10876000000.0,11098000000.0,6851000000.0,9333000000.0,,641000000.0,1785000000.0,1118000000.0,0.0,,14611000000.0,4795000000.0,35815000000.0,5738000000.0,67598000000.0,23512000000.0,18700000000.0,25769000000.0,23512000000.0,24152000000.0,43447000000.0,67598000000.0,48898000000.0,17678000000.0,0.0,-19057000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q3,,2019-05-31,2019-06-27 16:31:19+00:00,14130000000.0,7239000000.0,5185000000.0,-3393000000.0,839000000.0,0.0,10617000000.0,263000000.0,16717000000.0,11325000000.0,12127000000.0,6673000000.0,9874000000.0,13717000000.0,638000000.0,1860000000.0,1070000000.0,,,1133000000.0,4768000000.0,35547000000.0,5483000000.0,68586000000.0,24133000000.0,19021000000.0,25060000000.0,24133000000.0,24771000000.0,43815000000.0,68586000000.0,35848000000.0,18755000000.0,0.0,-18638000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q2,,2019-02-28,2019-04-02 16:19:47+00:00,14348000000.0,7828000000.0,5436000000.0,-2705000000.0,818000000.0,0.0,10583000000.0,163000000.0,17027000000.0,11932000000.0,12685000000.0,6683000000.0,10188000000.0,13828000000.0,643000000.0,1982000000.0,1016000000.0,,,1114000000.0,5053000000.0,34928000000.0,5356000000.0,70434000000.0,24770000000.0,19851000000.0,25303000000.0,24770000000.0,25413000000.0,45023000000.0,70434000000.0,36756000000.0,19720000000.0,0.0,-18036000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2019.0,Q1,,2018-11-30,2018-12-20 16:16:24+00:00,14660000000.0,7144000000.0,5484000000.0,-3231000000.0,980000000.0,0.0,10534000000.0,611000000.0,16809000000.0,11584000000.0,11646000000.0,6570000000.0,10976000000.0,13821000000.0,654000000.0,1793000000.0,983000000.0,,,1074000000.0,5140000000.0,34168000000.0,4344000000.0,69941000000.0,25609000000.0,20083000000.0,25099000000.0,25609000000.0,26263000000.0,43678000000.0,69941000000.0,36037000000.0,18579000000.0,0.0,-15862000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q3,,2020-05-31,2020-07-09 16:09:34+00:00,14033000000.0,6982000000.0,5860000000.0,-3871000000.0,768000000.0,0.0,10738000000.0,87000000.0,14948000000.0,10183000000.0,12111000000.0,7033000000.0,9563000000.0,,586000000.0,1538000000.0,1013000000.0,2288000000.0,,35954000000.0,24825000000.0,34244000000.0,4379000000.0,86444000000.0,20736000000.0,18326000000.0,26649000000.0,20736000000.0,21323000000.0,65123000000.0,86444000000.0,68118000000.0,38474000000.0,0.0,-20375000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q2,,2020-02-29,2020-04-02 16:12:38+00:00,14968000000.0,7572000000.0,5408000000.0,-3407000000.0,792000000.0,0.0,10701000000.0,23000000.0,16788000000.0,10929000000.0,10625000000.0,6921000000.0,9652000000.0,13482000000.0,615000000.0,1637000000.0,893000000.0,2279000000.0,-1000000.0,22972000000.0,24745000000.0,36351000000.0,5984000000.0,90003000000.0,23719000000.0,18909000000.0,28662000000.0,23720000000.0,24334000000.0,65669000000.0,90003000000.0,57610000000.0,37007000000.0,0.0,-19925000000.0
Walgreens Boots Alliance Inc,WBA,549300RPTUOIXG4LIH86,1618921,2020.0,Q1,,2019-11-30,2020-01-08 16:14:44+00:00,15401000000.0,7435000000.0,5370000000.0,-3313000000.0,811000000.0,0.0,10660000000.0,210000000.0,16800000000.0,11055000000.0,10628000000.0,6902000000.0,10536000000.0,13620000000.0,653000000.0,1618000000.0,822000000.0,2288000000.0,,22826000000.0,24755000000.0,35810000000.0,6225000000.0,90807000000.0,23661000000.0,19604000000.0,29494000000.0,23661000000.0,24314000000.0,66495000000.0,90807000000.0,57583000000.0,37001000000.0,0.0,-19496000000.0
